geo,time,sh_xpd_ghed_gd_zs
nga,2015,0.58908
nga,2016,0.47497
nga,2017,0.53266
nga,2018,0.49754
nga,2019,0.48265
nic,2000,2.56712
nic,2001,2.45915
nic,2002,2.46181
nic,2003,2.5571
nic,2004,2.27379
nic,2005,2.5081
nic,2006,2.86238
nic,2007,3.15307
nic,2008,3.19054
nic,2009,3.81333
nic,2010,3.55466
nic,2011,3.53045
nic,2012,3.74921
nic,2013,3.86889
nic,2014,4.15811
nic,2015,4.46586
nic,2016,4.65122
nic,2017,4.85719
nic,2018,5.14395
nic,2019,5.11949
nld,2000,5.32094
nld,2001,5.61176
nld,2002,6.05264
nld,2003,6.3546
nld,2004,6.24974
nld,2005,6.22419
nld,2006,6.36853
nld,2007,6.26968
nld,2008,6.17802
nld,2009,6.66408
nld,2010,6.83055
nld,2011,6.88881
nld,2012,7.03804
nld,2013,7.12334
nld,2014,7.14843
nld,2015,6.81934
nld,2016,6.74072
nld,2017,6.50197
nld,2018,6.59804
nld,2019,6.67556
nor,2000,6.29948
nor,2001,6.64224
nor,2002,7.46016
nor,2003,7.66359
nor,2004,7.32308
nor,2005,6.91683
nor,2006,6.59459
nor,2007,6.73865
nor,2008,6.69777
nor,2009,7.66199
nor,2010,7.54125
nor,2011,7.41967
nor,2012,7.43971
nor,2013,7.59215
nor,2014,7.9702
nor,2015,8.66388
nor,2016,9.04279
nor,2017,8.78095
nor,2018,8.59087
nor,2019,9.02943
npl,2000,0.48485
npl,2001,0.58291
npl,2002,0.79097
npl,2003,0.65878
npl,2004,0.64549
npl,2005,0.75156
npl,2006,0.84521
npl,2007,0.67677
npl,2008,0.70964
npl,2009,0.79476
npl,2010,0.78889
npl,2011,0.79485
npl,2012,0.78675
npl,2013,0.75677
npl,2014,0.87364
npl,2015,0.90928
npl,2016,1.00772
npl,2017,1.06542
npl,2018,1.06721
npl,2019,1.10281
nru,2000,15.92758
nru,2001,12.38503
nru,2002,9.38507
nru,2003,7.13989
nru,2004,4.67243
nru,2005,9.2619
nru,2006,10.87369
nru,2007,16.81926
nru,2008,12.60141
nru,2009,6.32095
nru,2010,7.59176
nru,2011,5.58896
nru,2012,4.19442
nru,2013,5.12802
nru,2014,5.84322
nru,2015,8.27351
nru,2016,9.65462
nru,2017,8.42948
nru,2018,7.13437
nru,2019,8.44231
nzl,2000,5.56447
nzl,2001,5.5462
nzl,2002,5.92019
nzl,2003,5.82977
nzl,2004,6.08666
nzl,2005,6.36614
nzl,2006,6.67046
nzl,2007,6.60466
nzl,2008,7.08284
nzl,2009,7.47722
nzl,2010,7.50836
nzl,2011,7.49987
nzl,2012,7.57742
nzl,2013,7.2671
nzl,2014,7.28015
nzl,2015,6.93416
nzl,2016,6.88774
nzl,2017,6.80585
nzl,2018,6.8922
nzl,2019,7.36055
omn,2000,2.5045
omn,2001,2.52906
omn,2002,2.65471
omn,2003,2.62952
omn,2004,2.43747
omn,2005,2.13035
omn,2006,1.86466
omn,2007,1.96827
omn,2008,1.58631
omn,2009,2.30078
omn,2010,2.33311
omn,2011,2.08466
omn,2012,2.10387
omn,2013,2.43519
omn,2014,3.16599
omn,2015,3.84882
omn,2016,3.87287
omn,2017,3.46304
omn,2018,3.59855
omn,2019,3.51993
pak,2000,1.01344
pak,2001,0.95722
pak,2002,1.07124
pak,2003,0.60845
pak,2004,0.65465
pak,2005,0.59059
pak,2006,0.48938
pak,2007,0.66953
pak,2008,0.56153
pak,2009,0.56858
pak,2010,0.57171
pak,2011,0.61156
pak,2012,0.67824
pak,2013,0.70267
pak,2014,0.69841
pak,2015,0.74002
pak,2016,0.86328
pak,2017,0.91669
pak,2018,1.144
pak,2019,1.08106
pan,2000,4.67249
pan,2001,4.54805
pan,2002,4.58416
pan,2003,4.31302
pan,2004,4.64441
pan,2005,3.8173
pan,2006,4.21131
pan,2007,4.69056
pan,2008,4.65092
pan,2009,4.74577
pan,2010,4.74469
pan,2011,4.3146
pan,2012,3.98131
pan,2013,4.15344
pan,2014,4.31629
pan,2015,4.30168
pan,2016,4.80235
pan,2017,4.42308
pan,2018,4.69463
pan,2019,5.0141
per,2000,2.34088
per,2001,2.47586
per,2002,2.52271
per,2003,2.33571
per,2004,2.30361
per,2005,2.5658
per,2006,2.21611
per,2007,2.15426
per,2008,2.17108
per,2009,2.50614
per,2010,2.44733
per,2011,2.31069
per,2012,2.48822
per,2013,2.65844
per,2014,2.96458
per,2015,3.03157
per,2016,3.06616
per,2017,3.05735
per,2018,3.1964
per,2019,3.27981
phl,2000,1.35642
phl,2001,1.15624
phl,2002,0.97706
phl,2003,1.11422
phl,2004,1.08843
phl,2005,1.23874
phl,2006,1.21229
phl,2007,1.17537
phl,2008,1.16428
phl,2009,1.27641
phl,2010,1.31791
phl,2011,1.0619
phl,2012,1.09803
phl,2013,1.12045
phl,2014,1.26327
phl,2015,1.46861
phl,2016,1.47373
phl,2017,1.48272
phl,2018,1.53633
phl,2019,1.65507
plw,2000,4.71453
plw,2001,4.01172
plw,2002,3.58202
plw,2003,3.97465
plw,2004,4.1736
plw,2005,3.49235
plw,2006,3.67449
plw,2007,3.41831
plw,2008,3.05569
plw,2009,3.99591
plw,2010,4.08242
plw,2011,4.05132
plw,2012,4.29698
plw,2013,4.64181
plw,2014,4.42848
plw,2015,3.93873
plw,2016,6.33801
plw,2017,6.09704
plw,2018,6.37917
plw,2019,6.81601
png,2000,1.7015
png,2001,1.66756
png,2002,1.76446
png,2003,1.4252
png,2004,1.70006
png,2005,1.61289
png,2006,1.6289
png,2007,1.63441
png,2008,1.51408
png,2009,1.55685
png,2010,1.30032
png,2011,1.49706
png,2012,1.82221
png,2013,1.98456
png,2014,2.02067
png,2015,1.37783
png,2016,1.67796
png,2017,1.68148
png,2018,1.58741
png,2019,1.327
pol,2000,3.60703
pol,2001,3.98645
pol,2002,4.24438
pol,2003,4.08274
pol,2004,3.95899
pol,2005,3.97908
pol,2006,4.0026
pol,2007,4.09294
pol,2008,4.53993
pol,2009,4.72637
pol,2010,4.57513
pol,2011,4.43207
pol,2012,4.34607
pol,2013,4.50934
pol,2014,4.46653
pol,2015,4.4337
pol,2016,4.49654
pol,2017,4.51487
pol,2018,4.49809
pol,2019,4.60207
prt,2000,5.99816
prt,2001,6.05406
prt,2002,6.32552
prt,2003,6.44214
prt,2004,6.72644
prt,2005,6.84422
prt,2006,5.9343
prt,2007,5.80186
prt,2008,5.98958
prt,2009,6.46388
prt,2010,6.67315
prt,2011,6.27685
prt,2012,5.9159
prt,2013,5.85821
prt,2014,5.76833
prt,2015,5.74543
prt,2016,5.7845
prt,2017,5.68939
prt,2018,5.75663
prt,2019,5.80535
pry,2000,2.32489
pry,2001,1.94767
pry,2002,1.46726
pry,2003,1.63003
pry,2004,1.59777
pry,2005,1.58579
pry,2006,1.76221
pry,2007,1.73575
pry,2008,1.62309
pry,2009,2.12308
pry,2010,2.13286
pry,2011,2.46438
pry,2012,3.03187
pry,2013,2.64698
pry,2014,3.16965
pry,2015,3.16071
pry,2016,3.15106
pry,2017,3.02581
pry,2018,3.01784
pry,2019,3.29943
qat,2000,1.17399
qat,2001,1.46247
qat,2002,1.54797
qat,2003,2.62768
qat,2004,2.38695
qat,2005,1.92
qat,2006,1.71231
qat,2007,1.5476
qat,2008,1.22315
qat,2009,1.69267
qat,2010,1.32764
qat,2011,1.17668
qat,2012,1.38358
qat,2013,1.74755
qat,2014,2.10174
qat,2015,2.50787
qat,2016,2.61053
qat,2017,2.25445
qat,2018,1.87937
qat,2019,2.11784
rou,2000,3.33585
rou,2001,3.4899
rou,2002,3.67975
rou,2003,4.46194
rou,2004,4.04279
rou,2005,4.40981
rou,2006,4.02086
rou,2007,4.09066
rou,2008,4.07318
rou,2009,4.15208
rou,2010,4.60664
rou,2011,3.52538
rou,2012,3.6384
rou,2013,4.10289
rou,2014,3.96123
rou,2015,3.856
rou,2016,3.91186
rou,2017,4.04785
rou,2018,4.43121
rou,2019,4.60361
rus,2000,2.97965
rus,2001,3.04301
rus,2002,3.2191
rus,2003,3.00006
rus,2004,2.79753
rus,2005,2.91766
rus,2006,2.94238
rus,2007,2.94629
rus,2008,3.07102
rus,2009,3.50301
rus,2010,3.05123
rus,2011,3.00404
rus,2012,3.14484
rus,2013,3.16959
rus,2014,3.20184
rus,2015,3.10976
rus,2016,3.01249
rus,2017,3.05933
rus,2018,3.18402
rus,2019,3.45416
rwa,2000,0.77055
rwa,2001,0.8194
rwa,2002,0.88917
rwa,2003,2.66806
rwa,2004,2.19401
rwa,2005,1.83513
rwa,2006,1.47802
rwa,2007,1.74081
rwa,2008,1.80746
rwa,2009,1.87468
rwa,2010,2.03125
rwa,2011,2.18892
rwa,2012,2.04621
rwa,2013,2.16333
rwa,2014,2.18465
rwa,2015,2.09518
rwa,2016,2.22267
rwa,2017,2.22885
rwa,2018,2.34513
rwa,2019,2.56084
sau,2000,3.03455
sau,2001,3.23657
sau,2002,3.0729
sau,2003,2.87985
sau,2004,2.56183
sau,2005,2.47837
sau,2006,2.64139
sau,2007,2.50739
sau,2008,1.8894
sau,2009,2.78823
sau,2010,2.25921
sau,2011,2.48944
sau,2012,2.74473
sau,2013,3.10786
sau,2014,3.73112
sau,2015,4.1073
sau,2016,3.89303
sau,2017,4.49946
sau,2018,4.04108
sau,2019,3.93485
sdn,2000,1.21998
sdn,2001,1.12152
sdn,2002,1.12865
sdn,2003,1.26332
sdn,2004,1.57303
sdn,2005,1.59964
sdn,2006,1.77736
sdn,2007,2.04945
sdn,2008,1.73195
sdn,2009,2.62936
sdn,2010,1.64627
sdn,2011,1.28282
sdn,2012,1.49337
sdn,2013,1.15195
sdn,2014,1.43454
sdn,2015,2.26319
sdn,2016,1.28997
sdn,2017,1.09046
sdn,2018,0.97553
sdn,2019,1.03763
sen,2000,1.25275
sen,2001,1.41577
sen,2002,1.33994
sen,2003,1.54448
sen,2004,1.62705
sen,2005,1.59511
sen,2006,1.75945
sen,2007,1.31881
sen,2008,1.38714
sen,2009,1.40658
sen,2010,1.16164
sen,2011,1.30863
sen,2012,1.21924
sen,2013,1.17077
sen,2014,1.08004
sen,2015,1.07821
sen,2016,1.06802
sen,2017,0.9565
sen,2018,0.9603
sen,2019,1.03446
sgp,2000,1.21474
sgp,2001,0.88201
sgp,2002,1.05214
sgp,2003,1.33728
sgp,2004,1.02267
sgp,2005,1.0007
sgp,2006,0.99548
sgp,2007,0.95032
sgp,2008,1.19189
sgp,2009,1.18541
sgp,2010,1.14911
sgp,2011,1.17215
sgp,2012,1.30787
sgp,2013,1.53697
sgp,2014,1.74364
sgp,2015,1.96816
sgp,2016,2.07931
sgp,2017,2.10645
sgp,2018,2.04291
sgp,2019,2.04901
slb,2000,4.44416
slb,2001,6.02517
slb,2002,5.73763
slb,2003,5.23841
slb,2004,4.88922
slb,2005,6.40079
slb,2006,5.25134
slb,2007,4.96236
slb,2008,3.14284
slb,2009,2.99459
slb,2010,3.06486
slb,2011,2.95063
slb,2012,3.09904
slb,2013,2.7761
slb,2014,2.97024
slb,2015,3.20712
slb,2016,3.1668
slb,2017,3.11607
slb,2018,3.11272
slb,2019,3.56772
sle,2000,2.07761
sle,2001,2.51133
sle,2002,2.80494
sle,2003,2.20023
sle,2004,2.09712
sle,2005,1.72106
sle,2006,1.08423
sle,2007,1.07385
sle,2008,0.63287
sle,2009,0.93309
sle,2010,1.27228
sle,2011,0.88903
sle,2012,0.95206
sle,2013,0.80622
sle,2014,1.33746
sle,2015,1.64069
sle,2016,1.84639
sle,2017,0.85096
sle,2018,0.76868
sle,2019,1.22532
slv,2000,3.94315
slv,2001,3.83342
slv,2002,4.00326
slv,2003,3.88919
slv,2004,4.01651
slv,2005,4.24825
slv,2006,4.56036
slv,2007,4.15113
slv,2008,4.13806
slv,2009,4.16983
slv,2010,4.44353
slv,2011,4.86786
slv,2012,4.51679
slv,2013,4.8368
slv,2014,4.77822
slv,2015,4.9063
slv,2016,4.96761
slv,2017,4.59785
slv,2018,4.52901
slv,2019,4.54886
smr,2000,4.30573
smr,2001,4.26486
smr,2002,4.03322
smr,2003,3.63807
smr,2004,3.74708
smr,2005,3.81809
smr,2006,3.87702
smr,2007,4.07535
smr,2008,4.34517
smr,2009,5
smr,2010,5.35588
smr,2011,6.06293
smr,2012,6.56525
smr,2013,6.30311
smr,2014,6.13869
smr,2015,5.86581
smr,2016,5.47852
smr,2017,6.01251
smr,2018,5.73751
smr,2019,5.25398
srb,2000,4.25278
srb,2001,4.58423
srb,2002,5.81697
srb,2003,5.67921
srb,2004,5.59159
srb,2005,5.4188
srb,2006,5.3047
srb,2007,5.71749
srb,2008,5.86349
srb,2009,5.75797
srb,2010,5.80803
srb,2011,5.5666
srb,2012,5.79036
srb,2013,5.57051
srb,2014,5.38277
srb,2015,5.08388
srb,2016,4.87051
srb,2017,4.72498
srb,2018,5.06509
srb,2019,5.06028
ssd,2017,0.69537
ssd,2018,0.685
ssd,2019,0.98502
stp,2000,3.44102
stp,2001,3.63406
stp,2002,3.74997
stp,2003,6.0474
stp,2004,5.18748
stp,2005,5.03072
stp,2006,0.54854
stp,2007,1.66389
stp,2008,1.22299
stp,2009,1.69961
stp,2010,2.04734
stp,2011,2.24905
stp,2012,2.1099
stp,2013,2.66235
stp,2014,2.36508
stp,2015,1.68868
stp,2016,2.59254
stp,2017,2.97378
stp,2018,2.80086
stp,2019,2.61545
sur,2000,3.04092
sur,2001,1.99078
sur,2002,2.63303
sur,2003,2.28889
sur,2004,2.60266
sur,2005,2.52979
sur,2006,2.90955
sur,2007,2.76693
sur,2008,2.24621
sur,2009,2.44971
sur,2010,2.1316
sur,2011,1.91833
sur,2012,1.88082
sur,2013,2.02317
sur,2014,2.00918
sur,2015,3.38823
sur,2016,3.9335
sur,2017,3.4611
sur,2018,5.26342
sur,2019,7.01218
svk,2000,4.63914
svk,2001,4.69889
svk,2002,4.84496
svk,2003,4.74017
svk,2004,5.01568
svk,2005,4.95043
svk,2006,4.77292
svk,2007,4.93226
svk,2008,5.19805
svk,2009,5.69373
svk,2010,5.48892
svk,2011,5.2984
svk,2012,5.36506
svk,2013,5.49825
svk,2014,5.46753
svk,2015,5.34849
svk,2016,5.6854
svk,2017,5.35255
svk,2018,5.3114
svk,2019,5.48452
svn,2000,5.5714
svn,2001,5.55741
svn,2002,5.80969
svn,2003,5.82859
svn,2004,5.71563
svn,2005,5.77481
svn,2006,5.61257
svn,2007,5.27594
svn,2008,5.66798
svn,2009,6.15069
svn,2010,6.19808
svn,2011,6.16889
svn,2012,6.17476
svn,2013,6.14474
svn,2014,5.99596
svn,2015,6.06387
svn,2016,6.11774
svn,2017,5.87685
svn,2018,5.99502
svn,2019,6.16875
swe,2000,6.18944
swe,2001,6.49035
swe,2002,6.77922
swe,2003,6.91413
swe,2004,6.72247
swe,2005,6.70755
swe,2006,6.63158
swe,2007,6.59803
swe,2008,6.77192
swe,2009,7.23678
swe,2010,6.86272
swe,2011,8.80001
swe,2012,9.04078
swe,2013,9.16231
swe,2014,9.19937
swe,2015,9.0713
swe,2016,9.14449
swe,2017,9.13571
swe,2018,9.27634
swe,2019,9.22483
swz,2000,2.41081
swz,2001,2.38432
swz,2002,2.42258
swz,2003,2.91704
swz,2004,3.02394
swz,2005,3.6406
swz,2006,3.45949
swz,2007,3.75411
swz,2008,4.45392
swz,2009,4.46149
swz,2010,4.22809
swz,2011,3.61156
swz,2012,3.41328
swz,2013,3.32485
swz,2014,2.74012
swz,2015,2.94785
swz,2016,2.84598
swz,2017,3.54255
swz,2018,3.51297
swz,2019,3.44011
syc,2000,3.78594
syc,2001,3.75857
syc,2002,3.63684
syc,2003,4.14589
syc,2004,3.81282
syc,2005,3.62018
syc,2006,3.44341
syc,2007,3.04301
syc,2008,2.40283
syc,2009,2.38705
syc,2010,3.10602
syc,2011,3.01366
syc,2012,4.02018
syc,2013,3.20525
syc,2014,3.28968
syc,2015,3.24531
syc,2016,3.58577
syc,2017,3.58455
syc,2018,3.8903
syc,2019,3.77509
syr,2000,1.54547
syr,2001,1.86099
syr,2002,2.05347
syr,2003,2.45281
syr,2004,2.13629
syr,2005,2.0691
syr,2006,1.77428
syr,2007,1.76196
syr,2008,1.56797
syr,2009,1.59122
syr,2010,1.46764
syr,2011,1.50446
syr,2012,1.61476
tcd,2000,2.07558
tcd,2001,1.84564
tcd,2002,2.09627
tcd,2003,1.73737
tcd,2004,1.91802
tcd,2005,1.42997
tcd,2006,0.99539
tcd,2007,1.02279
tcd,2008,0.7953
tcd,2009,0.92613
tcd,2010,0.8519
tcd,2011,0.83746
tcd,2012,0.95547
tcd,2013,1.1362
tcd,2014,1.23447
tcd,2015,0.96198
tcd,2016,0.82246
tcd,2017,0.69615
tcd,2018,0.6978
tcd,2019,0.75381
tgo,2000,0.29097
tgo,2001,0.32503
tgo,2002,0.34118
tgo,2003,0.37685
tgo,2004,0.44411
tgo,2005,0.50363
tgo,2006,0.56446
tgo,2007,0.62282
tgo,2008,0.61289
tgo,2009,0.70698
tgo,2010,1.15261
tgo,2011,1.07127
tgo,2012,1.2087
tgo,2013,0.99221
tgo,2014,1.03396
tgo,2015,0.94316
tgo,2016,0.98174
tgo,2017,1.04826
tgo,2018,1.01942
tgo,2019,0.86332
tha,2000,1.71153
tha,2001,1.66488
tha,2002,2.07637
tha,2003,2.04557
tha,2004,2.01256
tha,2005,2.01306
tha,2006,2.23032
tha,2007,2.41406
tha,2008,2.60726
tha,2009,2.64682
tha,2010,2.50096
tha,2011,2.72707
tha,2012,2.68024
tha,2013,2.62275
tha,2014,2.78856
tha,2015,2.7487
tha,2016,2.85138
tha,2017,2.76579
tha,2018,2.69088
tha,2019,2.71525
tjk,2000,0.88545
tjk,2001,0.8758
tjk,2002,0.80717
tjk,2003,0.76923
tjk,2004,0.89477
tjk,2005,0.98875
tjk,2006,0.93615
tjk,2007,1.07746
tjk,2008,1.36975
tjk,2009,1.08423
tjk,2010,1.18033
tjk,2011,1.30533
tjk,2012,1.60809
tjk,2013,1.90031
tjk,2014,2.07762
tjk,2015,2.04496
tjk,2016,2.00143
tjk,2017,2.09664
tjk,2018,1.95796
tjk,2019,1.94083
tkm,2000,3.21463
tkm,2001,2.81792
tkm,2002,2.43148
tkm,2003,2.70853
tkm,2004,2.42143
tkm,2005,2.02053
tkm,2006,1.54505
tkm,2007,1.38726
tkm,2008,0.94632
tkm,2009,1.16711
tkm,2010,1.20168
tkm,2011,1.27192
tkm,2012,1.27649
tkm,2013,1.46979
tkm,2014,1.48229
tkm,2015,1.50821
tkm,2016,1.23044
tkm,2017,1.54825
tkm,2018,1.19682
tkm,2019,1.18182
tls,2003,1.30327
tls,2004,1.67138
tls,2005,2.12408
tls,2006,2.39657
tls,2007,0.96646
tls,2008,3.39832
tls,2009,3.24566
tls,2010,3.28825
tls,2011,3.52425
tls,2012,4.19235
tls,2013,4.44556
tls,2014,4.12716
tls,2015,4.40652
tls,2016,3.42338
tls,2017,4.45089
tls,2018,4.5264
tls,2019,4.00228
ton,2000,2.30324
ton,2001,2.44649
ton,2002,2.59222
ton,2003,2.4232
ton,2004,2.45592
ton,2005,2.61162
ton,2006,2.85052
ton,2007,3.18002
ton,2008,2.8958
ton,2009,3.04271
ton,2010,2.85782
ton,2011,2.74446
ton,2012,2.52508
ton,2013,2.78247
ton,2014,2.89008
ton,2015,2.76515
ton,2016,2.98697
ton,2017,2.90659
ton,2018,3.20245
ton,2019,2.89208
tto,2000,1.567
tto,2001,1.74267
tto,2002,1.966
tto,2003,1.90437
tto,2004,1.85757
tto,2005,2.1463
tto,2006,1.86407
tto,2007,1.9182
tto,2008,1.74781
tto,2009,2.61163
tto,2010,2.44674
tto,2011,2.35491
tto,2012,2.38031
tto,2013,2.59099
tto,2014,2.61502
tto,2015,3.12906
tto,2016,3.42435
tto,2017,3.65756
tto,2018,3.24984
tto,2019,3.22774
tun,2000,2.65892
tun,2001,2.66108
tun,2002,2.78025
tun,2003,2.80899
tun,2004,2.78807
tun,2005,2.74299
tun,2006,2.81285
tun,2007,2.89786
tun,2008,2.94017
tun,2009,3.12067
tun,2010,3.28053
tun,2011,3.62853
tun,2012,3.76332
tun,2013,4.05166
tun,2014,3.95739
tun,2015,3.57526
tun,2016,3.61441
tun,2017,3.83929
tun,2018,3.83321
tun,2019,3.97623
tur,2000,2.83683
tur,2001,3.28715
tur,2002,3.5423
tur,2003,3.57052
tur,2004,3.52044
tur,2005,3.31542
tur,2006,3.54304
tur,2007,3.60262
tur,2008,3.79285
tur,2009,4.42291
tur,2010,3.91594
tur,2011,3.68183
tur,2012,3.51873
tur,2013,3.4247
tur,2014,3.35657
tur,2015,3.21667
tur,2016,3.36101
tur,2017,3.2481
tur,2018,3.19135
tur,2019,3.38486
tuv,2000,24.11335
tuv,2001,17.6576
tuv,2002,11.7509
tuv,2003,13.33278
tuv,2004,9.46625
tuv,2005,10.37614
tuv,2006,10.8342
tuv,2007,10.13265
tuv,2008,9.91074
tuv,2009,12.05714
tuv,2010,14.35294
tuv,2011,13.54054
tuv,2012,13.47222
tuv,2013,13.92105
tuv,2014,14.12195
tuv,2015,13.17021
tuv,2016,12.07547
tuv,2017,11.78571
tuv,2018,15.579
tuv,2019,17.79838
tza,2000,0.74586
tza,2001,1.08908
tza,2002,1.33213
tza,2003,1.49159
tza,2004,1.96675
tza,2005,2.31117
tza,2006,2.37999
tza,2007,1.94106
tza,2008,2.25784
tza,2009,1.48485
tza,2010,1.44998
tza,2011,1.28682
tza,2012,1.17573
tza,2013,1.18517
tza,2014,1.19945
tza,2015,1.25726
tza,2016,1.61014
tza,2017,1.57795
tza,2018,1.5634
tza,2019,1.5649
uga,2000,1.2568
uga,2001,1.33745
uga,2002,1.45255
uga,2003,1.46031
uga,2004,1.36041
uga,2005,0.99801
uga,2006,0.94446
uga,2007,0.91255
uga,2008,0.89281
uga,2009,0.81078
uga,2010,1.06372
uga,2011,0.90863
uga,2012,0.92485
uga,2013,0.97432
uga,2014,0.95077
uga,2015,0.77471
uga,2016,0.77895
uga,2017,0.63893
uga,2018,0.67621
uga,2019,0.57825
ukr,2000,2.51133
ukr,2001,2.80008
ukr,2002,3.07088
ukr,2003,3.64922
ukr,2004,3.40481
ukr,2005,3.72638
ukr,2006,3.87742
ukr,2007,3.56191
ukr,2008,3.19207
ukr,2009,3.84806
ukr,2010,3.68649
ukr,2011,3.42371
ukr,2012,3.74046
ukr,2013,3.33902
ukr,2014,3.4507
ukr,2015,3.68106
ukr,2016,3.63902
ukr,2017,3.50868
ukr,2018,3.49084
ukr,2019,3.1795
ury,2000,3.82681
ury,2001,4.39997
ury,2002,4.64072
ury,2003,5.03634
ury,2004,4.34252
ury,2005,3.50426
ury,2006,3.69236
ury,2007,3.63678
ury,2008,4.57576
ury,2009,4.71687
ury,2010,4.74687
ury,2011,4.88794
ury,2012,5.18104
ury,2013,5.39424
ury,2014,5.49949
ury,2015,5.67223
ury,2016,6.03165
ury,2017,6.11314
ury,2018,6.23086
ury,2019,6.22571
usa,2000,5.54226
usa,2001,5.9684
usa,2002,6.32182
usa,2003,6.52212
usa,2004,6.61016
usa,2005,6.62941
usa,2006,6.80891
usa,2007,6.92336
usa,2008,7.25173
usa,2009,7.87523
usa,2010,7.94477
usa,2011,7.92789
usa,2012,7.9005
usa,2013,7.94619
usa,2014,8.23888
usa,2015,8.45251
usa,2016,8.55733
usa,2017,8.51219
usa,2018,8.47234
usa,2019,8.52492
uzb,2000,2.12656
uzb,2001,2.15563
uzb,2002,2.04912
uzb,2003,2.00884
uzb,2004,1.91253
uzb,2005,1.92372
uzb,2006,2.04291
uzb,2007,1.90483
uzb,2008,2.03034
uzb,2009,2.11627
uzb,2010,2.26315
uzb,2011,2.22425
uzb,2012,2.47886
uzb,2013,2.54674
uzb,2014,2.4394
uzb,2015,2.48284
uzb,2016,2.16498
uzb,2017,2.10677
uzb,2018,2.02402
uzb,2019,2.33617
vct,2000,3.00201
vct,2001,2.94244
vct,2002,2.95368
vct,2003,2.77747
vct,2004,2.60138
vct,2005,2.53243
vct,2006,2.28785
vct,2007,2.22433
vct,2008,2.43148
vct,2009,2.64716
vct,2010,2.6956
vct,2011,2.52923
vct,2012,2.90776
vct,2013,2.83768
vct,2014,2.68233
vct,2015,2.62938
vct,2016,2.71916
vct,2017,2.86138
vct,2018,3.05142
vct,2019,3.15172
ven,2000,3.36395
ven,2001,3.52854
ven,2002,3.55378
ven,2003,3.7811
ven,2004,3.67353
ven,2005,2.81432
ven,2006,4.60072
ven,2007,4.02177
ven,2008,2.55315
ven,2009,2.59487
ven,2010,2.58674
ven,2011,3.07865
ven,2012,2.85448
ven,2013,2.15607
ven,2014,1.99139
ven,2015,1.9675
ven,2016,1.85235
ven,2017,2.79058
ven,2018,3.21142
ven,2019,2.4711
vnm,2000,1.33281
vnm,2001,1.19512
vnm,2002,1.31295
vnm,2003,1.20678
vnm,2004,1.35463
vnm,2005,1.47418
vnm,2006,1.52994
vnm,2007,1.51937
vnm,2008,1.5275
vnm,2009,1.51123
vnm,2010,1.86174
vnm,2011,1.78487
vnm,2012,2.09637
vnm,2013,2.39114
vnm,2014,1.93542
vnm,2015,1.90878
vnm,2016,2.14322
vnm,2017,2.173
vnm,2018,2.09576
vnm,2019,2.29925
vut,2000,2.46943
vut,2001,2.51605
vut,2002,2.62352
vut,2003,2.48979
vut,2004,2.32455
vut,2005,2.14045
vut,2006,2.14596
vut,2007,2.22354
vut,2008,2.27407
vut,2009,2.0032
vut,2010,1.94036
vut,2011,2.36059
vut,2012,2.29997
vut,2013,2.24558
vut,2014,0.58765
vut,2015,2.09906
vut,2016,1.32798
vut,2017,1.46624
vut,2018,2.14046
vut,2019,1.91707
wsm,2000,3.67397
wsm,2001,3.19825
wsm,2002,3.50716
wsm,2003,2.8892
wsm,2004,3.09871
wsm,2005,3.26161
wsm,2006,3.53132
wsm,2007,3.36176
wsm,2008,3.55778
wsm,2009,4.08571
wsm,2010,3.98515
wsm,2011,3.70057
wsm,2012,3.97829
wsm,2013,4.17283
wsm,2014,4.65757
wsm,2015,4.57855
wsm,2016,4.15668
wsm,2017,4.17152
wsm,2018,3.95125
wsm,2019,4.62225
yem,2000,2.37196
yem,2001,2.47797
yem,2002,2.33098
yem,2003,2.40408
yem,2004,1.95299
yem,2005,1.65504
yem,2006,1.62576
yem,2007,1.56395
yem,2008,1.60281
yem,2009,1.30869
yem,2010,1.16217
yem,2011,1.09212
yem,2012,1.24131
yem,2013,0.97961
yem,2014,0.78348
yem,2015,0.43304
zaf,2000,2.98784
zaf,2001,2.67808
zaf,2002,2.57734
zaf,2003,3.13731
zaf,2004,3.05679
zaf,2005,3.07618
zaf,2006,3.61328
zaf,2007,3.67113
zaf,2008,3.73152
zaf,2009,4.23952
zaf,2010,4.44811
zaf,2011,4.53395
zaf,2012,4.53804
zaf,2013,4.52993
zaf,2014,4.75114
zaf,2015,5.01728
zaf,2016,4.99312
zaf,2017,4.98211
zaf,2018,5.0755
zaf,2019,5.35266
zmb,2000,3.18158
zmb,2001,3.10559
zmb,2002,2.95814
zmb,2003,2.4405
zmb,2004,2.41502
zmb,2005,1.83119
zmb,2006,1.72526
zmb,2007,0.97809
zmb,2008,0.57982
zmb,2009,0.43822
zmb,2010,0.84137
zmb,2011,1.20388
zmb,2012,1.29787
zmb,2013,1.30987
zmb,2014,1.89382
zmb,2015,2.09054
zmb,2016,1.71431
zmb,2017,1.76569
zmb,2018,1.96287
zmb,2019,2.1292
zwe,2010,2.75336
zwe,2011,2.11965
zwe,2012,1.99878
zwe,2013,2.01807
zwe,2014,2.73157
zwe,2015,1.55137
zwe,2016,1.78891
zwe,2017,1.79418
zwe,2018,2.78293
zwe,2019,1.35827
