geo,time,ny_gdp_disc_cn
gin,1989,40609800
gin,1990,77784957400
gin,1991,95042949700
gin,1992,108780745300
gin,1993,123375439400
gin,1994,77416243500
gin,1995,-13986176200
gin,1996,471400000
gin,1997,522600000
gin,1998,-59099900
gin,1999,74900300
gin,2000,0.00012
gin,2001,-37909000
gin,2002,10772400
gin,2003,47293000
gin,2004,-28970000
gin,2005,0.00098
gin,2006,-81200
gin,2007,477100
gin,2008,-251000.00098
gin,2009,1800
gin,2010,-87300
gin,2011,-489900
gin,2012,361900
gin,2013,-219100
gin,2014,60100
gin,2015,-157500
gin,2016,237100
gin,2017,-100
gin,2018,100
gin,2019,100
gin,2020,-6957444819400
gmb,1966,0
gmb,1967,-100
gmb,1968,0
gmb,1969,0
gmb,1970,-200
gmb,1971,0
gmb,1972,100
gmb,1973,-200
gmb,1974,0
gmb,1975,0
gmb,1976,0
gmb,1977,0
gmb,1978,-100
gmb,1979,-100
gmb,1980,-100
gmb,1981,0
gmb,1982,0
gmb,1983,100
gmb,1984,0
gmb,1985,100
gmb,1986,0
gmb,1987,100
gmb,1988,100
gmb,1989,0
gmb,1990,-100
gmb,1991,-640377000
gmb,1992,-784685800
gmb,1993,-44548800
gmb,1994,-193350800
gmb,1995,723440700
gmb,1996,-357032500
gmb,1997,271276700
gmb,1998,-3154500
gmb,1999,117338800
gmb,2000,-90456100
gmb,2001,-49221100
gmb,2002,-45027800
gmb,2003,75851300
gmb,2004,-1225043600
gmb,2005,-1423997000
gmb,2006,-464568800
gmb,2007,146608000
gmb,2008,-1136721100
gmb,2009,-1005879500
gmb,2010,-2441293500
gmb,2011,354716100
gmb,2012,296600
gmb,2013,-1002173700
gmb,2014,857329400
gmb,2015,1995984300
gmb,2016,1190369600
gmb,2017,2027195400
gmb,2018,2778843600
gmb,2019,-3427414000
gmb,2020,5287050900
gnb,1970,100
gnb,1971,100
gnb,1972,100
gnb,1973,0
gnb,1974,100
gnb,1975,0
gnb,1976,-100
gnb,1977,-100
gnb,1978,684700
gnb,1979,1523200
gnb,1981,0
gnb,1982,-100
gnb,1983,100
gnb,1984,-100
gnb,1985,-34169100
gnb,1986,100
gnb,1987,0
gnb,1988,15400
gnb,1989,15300
gnb,1990,0
gnb,1991,100
gnb,1992,-69354500
gnb,1993,0
gnb,1994,0
gnb,1995,100
gnb,1996,-100
gnb,1997,0
gnb,1998,-38960000.00002
gnb,1999,1727190300
gnb,2000,-19159889000
gnb,2001,-17608989700
gnb,2002,-5241266500
gnb,2003,-7164914300
gnb,2004,-10455548400
gnb,2005,-18855749000
gnb,2006,0
gnb,2007,0
gnb,2008,0
gnb,2009,0
gnb,2010,0
gnb,2011,0
gnb,2012,0
gnb,2013,0
gnb,2014,0
gnb,2015,-96600
gnb,2016,427000
gnb,2017,0
gnb,2018,0
gnb,2019,-100
gnb,2020,0
gnq,2005,100
gnq,2006,0
gnq,2007,0
gnq,2008,0
gnq,2009,0
gnq,2010,0
gnq,2011,0
gnq,2012,0
gnq,2013,0
gnq,2014,0
gnq,2015,0
gnq,2016,440400
gnq,2017,0
gnq,2018,36200
gnq,2019,235400
gnq,2020,487100
grc,1960,3055000
grc,1961,-1337400
grc,1962,-3541300
grc,1963,-7020900
grc,1964,-15024400
grc,1965,-21280500
grc,1966,-15954000
grc,1967,-14734700
grc,1968,-22067300
grc,1969,-34679900
grc,1970,-37882000
grc,1971,-45028000
grc,1972,-60589000
grc,1973,-98472000
grc,1974,-63211000
grc,1975,-67262000
grc,1976,-94435000
grc,1977,-78708000
grc,1978,-86717000
grc,1979,-86879000
grc,1980,-53622000
grc,1981,52836000
grc,1982,-102129000
grc,1983,-112965000
grc,1984,-158314000
grc,1985,-273823000
grc,1986,-228157000
grc,1987,123640000
grc,1988,-141286000
grc,1989,-251101000
grc,1990,-475574000
grc,1991,-699101000
grc,1992,-350002000
grc,1993,-295095000
grc,1994,8556000
grc,1995,1000
grc,1996,0
grc,1997,0
grc,1998,0
grc,1999,0
grc,2000,-1000
grc,2001,1000
grc,2002,-1000
grc,2003,147000
grc,2004,0
grc,2005,0
grc,2006,-1000
grc,2007,0
grc,2008,0
grc,2009,-1000
grc,2010,-2000
grc,2011,-3000
grc,2012,-2000
grc,2013,-3000
grc,2014,-5000
grc,2015,-14000
grc,2016,-11000
grc,2017,-12000
grc,2018,-10000
grc,2019,-10000
grc,2020,0
grl,2003,-100000
grl,2004,-100000
grl,2005,0
grl,2006,-100000
grl,2007,0
grl,2008,0
grl,2009,0
grl,2010,100000
grl,2011,100000
grl,2012,0
grl,2013,0
grl,2014,0
grl,2015,100000
grl,2016,0
grl,2017,0
grl,2018,-100000
grl,2019,0
gtm,1960,-100
gtm,1961,-100
gtm,1962,0
gtm,1963,0
gtm,1964,-100
gtm,1965,-100
gtm,1966,0
gtm,1967,0
gtm,1968,0
gtm,1969,-100
gtm,1970,0
gtm,1971,0
gtm,1972,0
gtm,1973,100
gtm,1974,-100
gtm,1975,-100
gtm,1976,200
gtm,1977,200
gtm,1978,300
gtm,1979,400
gtm,1980,100
gtm,1981,0
gtm,1982,-400
gtm,1983,100
gtm,1984,-200
gtm,1985,-300
gtm,1986,600
gtm,1987,-900
gtm,1988,-1500
gtm,1989,1100
gtm,1990,200
gtm,1991,100
gtm,1992,-1700
gtm,1993,1300
gtm,1994,1199.99999
gtm,1995,3000
gtm,1996,-2700
gtm,1997,-2100
gtm,1998,7300
gtm,1999,-600
gtm,2000,-200
gtm,2001,-2338708900.00002
gtm,2002,-2598353400
gtm,2003,-2708473200
gtm,2004,-3083159100
gtm,2005,-3266037600
gtm,2006,-3701565300
gtm,2007,-4183783100
gtm,2008,-4782255300
gtm,2009,-4959529200
gtm,2010,-5330851500
gtm,2011,-6062250800
gtm,2012,-6223794100
gtm,2013,900.00001
gtm,2014,100
gtm,2015,800
gtm,2016,-1400
gtm,2017,400
gtm,2018,1699.99994
gtm,2019,100
gtm,2020,900
guy,1960,0
guy,1961,0
guy,1962,0
guy,1963,0
guy,1964,0
guy,1965,0
guy,1966,0
guy,1967,0
guy,1968,0
guy,1969,0
guy,1970,0
guy,1971,0
guy,1972,0
guy,1973,0
guy,1974,0
guy,1975,0
guy,1976,0
guy,1977,0
guy,1978,0
guy,1979,0
guy,1980,100
guy,1981,0
guy,1982,0
guy,1983,0
guy,1984,100
guy,1985,100
guy,1986,-100
guy,1987,100
guy,1988,200
guy,1989,100
guy,1990,-600
guy,1991,0
guy,1992,0
guy,1993,0
guy,1994,-608996600
guy,1995,3600.00001
guy,1996,1002600
guy,1997,1700
guy,1998,-799100
guy,1999,-1600
guy,2000,-1595600
guy,2001,0
guy,2002,0
guy,2003,0
guy,2004,0
guy,2005,0
hkg,1961,0
hkg,1962,0
hkg,1963,0
hkg,1964,0
hkg,1965,0
hkg,1966,0
hkg,1967,0
hkg,1968,0
hkg,1969,0
hkg,1970,0
hkg,1971,0
hkg,1972,0
hkg,1973,0
hkg,1974,0
hkg,1975,0
hkg,1976,0
hkg,1977,0
hkg,1978,0
hkg,1979,0
hkg,1980,0
hkg,1981,0
hkg,1982,0
hkg,1983,0
hkg,1984,0
hkg,1985,0
hkg,1986,0
hkg,1987,0
hkg,1988,0
hkg,1989,0
hkg,1990,0
hkg,1991,0
hkg,1992,0
hkg,1993,0
hkg,1994,0
hkg,1995,0
hkg,1996,0
hkg,1997,0
hkg,1998,0
hkg,1999,0
hkg,2000,0
hkg,2001,0
hkg,2002,0
hkg,2003,0
hkg,2004,0
hkg,2005,0
hkg,2006,0
hkg,2007,0
hkg,2008,0
hkg,2009,0
hkg,2010,0
hkg,2011,0
hkg,2012,0
hkg,2013,0
hkg,2014,0
hkg,2015,0
hkg,2016,0
hkg,2017,0
hkg,2018,0
hkg,2019,0
hkg,2020,0
hnd,1960,0
hnd,1961,0
hnd,1962,0
hnd,1963,0
hnd,1964,0
hnd,1965,0
hnd,1966,0
hnd,1967,0
hnd,1968,0
hnd,1969,100
hnd,1970,0
hnd,1971,0
hnd,1972,-100
hnd,1973,-100
hnd,1974,0
hnd,1975,0
hnd,1976,-100
hnd,1977,-100
hnd,1978,53300900.05609
hnd,1979,48988226.34601
hnd,1980,99696404.92619
hnd,1981,81357056.75302
hnd,1982,-46165414.52033
hnd,1983,-10802599.25818
hnd,1984,102910884.6224
hnd,1985,71805475.75908
hnd,1986,-52275591.76027
hnd,1987,41093746.3918
hnd,1988,59227732.62734
hnd,1989,33440100.62701
hnd,1990,35771231.71531
hnd,1991,-2330700
hnd,1992,197339700
hnd,1993,458546200
hnd,1994,472260600
hnd,1995,-523993600
hnd,1996,-959412900
hnd,1997,-1444455300
hnd,1998,-1488473300
hnd,1999,795102300
hnd,2000,100000
hnd,2001,-100000
hnd,2002,0
hnd,2003,0
hnd,2004,0
hnd,2005,300000
hnd,2006,-400000
hnd,2007,-200000
hnd,2008,0
hnd,2009,500000
hnd,2010,0
hnd,2011,-300000
hnd,2012,200000
hnd,2013,-200000
hnd,2014,0
hnd,2015,0
hnd,2016,0
hnd,2017,-100000
hnd,2018,-100000
hnd,2019,0
hnd,2020,100000
hrv,1995,-0.0005
hrv,1996,-0.00008
hrv,1997,0.00061
hrv,1998,0.00012
hrv,1999,0.00001
hrv,2000,-0.00054
hrv,2001,-0.00078
hrv,2002,0.00058
hrv,2003,0.00099
hrv,2004,0.00026
hrv,2005,0.00066
hrv,2006,-0.00063
hrv,2007,-0.00014
hrv,2008,0.00099
hrv,2009,0.00029
hrv,2010,-0.00015
hrv,2011,-0.00037
hrv,2012,0.0004
hrv,2013,0.00022
hrv,2014,0.00037
hrv,2015,-0.00024
hrv,2016,0.00137
hrv,2017,-0.00053
hrv,2018,-0.00008
hrv,2019,0.00041
hrv,2020,-470790.69208
hti,1988,1000
hti,1989,-1000
hti,1990,-1000
hti,1991,0
hti,1992,0
hti,1993,0
hti,1994,0
hti,1995,-101000
hti,1996,1000000
hti,1997,1000000
hti,1998,0
hti,1999,0
hti,2000,100
hti,2001,100
hti,2002,100
hti,2003,0
hti,2004,0
hti,2005,-100
hti,2006,-300000
hti,2007,0
hti,2008,100
hti,2009,-200000
hti,2010,0
hti,2011,-300000.00006
hti,2012,0
hti,2013,-700000
hti,2014,0
hti,2015,100
hti,2016,0
hti,2017,0
hti,2018,0
hti,2019,-299900
hti,2020,-400100
hun,1991,-744786000
hun,1992,5865022000
hun,1993,-30985033000
hun,1994,-32400498000
hun,1995,0
hun,1996,0
hun,1997,0
hun,1998,0
hun,1999,0
hun,2000,0
hun,2001,0
hun,2002,0
hun,2003,0
hun,2004,0
hun,2005,0
hun,2006,0
hun,2007,0
hun,2008,0
hun,2009,0
hun,2010,0
hun,2011,0
hun,2012,0
hun,2013,0
hun,2014,0
hun,2015,0
hun,2016,0
hun,2017,0
hun,2018,0
hun,2019,0
hun,2020,0
idn,1960,7000000000
idn,1961,-7010000000
idn,1962,0
idn,1963,0
idn,1964,0
idn,1965,0
idn,1966,0
idn,1967,0
idn,1968,0
idn,1969,0
idn,1970,0
idn,1971,0
idn,1972,0
idn,1973,0
idn,1974,0
idn,1975,0
idn,1976,0
idn,1977,0
idn,1978,0
idn,1979,0
idn,1980,0
idn,1981,0
idn,1982,0
idn,1983,0
idn,1984,-1529304000000
idn,1985,-576730000000
idn,1986,-2909170000000
idn,1987,-1045510000000
idn,1988,-5742786000000
idn,1989,-5215636000000
idn,1990,-14575026000000
idn,1991,-16130972000000
idn,1992,-14864198000000
idn,1993,3949984000000
idn,1994,5682106000000
idn,1995,6810118000000
idn,1996,-4850960000000
idn,1997,9061592000000
idn,1998,-101831170000000
idn,1999,-118456032000000
idn,2000,-13144499000000
idn,2001,-13986456000000
idn,2002,-46995023000000
idn,2003,-185355130000000
idn,2004,-87673255320000
idn,2005,-47162978640000
idn,2006,-70415688129600
idn,2007,-33646994000000
idn,2008,103108548952700
idn,2009,-116790942242500
idn,2010,-16549599.5
idn,2011,4616021079200
idn,2012,-27181492189100
idn,2013,58391869522700
idn,2014,-43999551035900
idn,2015,-189601503781600
idn,2016,-244313569414500
idn,2017,-150283185589500
idn,2018,73763855581400
idn,2019,5571330349100
idn,2020,-273353297384800
ind,1960,-12832359389.5605
ind,1961,-11714954830.8737
ind,1962,-13793357329.7063
ind,1963,-10358864569.2789
ind,1964,-11962860660.6344
ind,1965,-20650754550.851
ind,1966,-29665106800.8097
ind,1967,-31311013811.7134
ind,1968,-13998630334.5421
ind,1969,-19885591951.6195
ind,1970,-24292961971.2982
ind,1971,-36200219663.8702
ind,1972,-33487995433.3104
ind,1973,-43420031369.255
ind,1974,-65828023609.374
ind,1975,-44139398433.3139
ind,1976,-41446199166.856
ind,1977,-53863507405.096
ind,1978,-100977714856.194
ind,1979,-82822755092.87918
ind,1980,-80446224970.52921
ind,1981,-68478356137.63609
ind,1982,-80045554362.4113
ind,1983,-82572689513.6162
ind,1984,-114703127987.468
ind,1985,-118713170074.153
ind,1986,-157975170653.16699
ind,1987,-219020584854.26801
ind,1988,-232761668546.89999
ind,1989,-230416177320.89001
ind,1990,-321813522867.57098
ind,1991,-137036713100
ind,1992,-94710896800
ind,1993,-76240961400.00099
ind,1994,-222600944200
ind,1995,-102794953100
ind,1996,32286534700
ind,1997,-281466964200
ind,1998,-119215105400
ind,1999,-707781358100
ind,2000,-312326930400
ind,2001,-391324633099.99799
ind,2002,-144314178900
ind,2003,-331509387300
ind,2004,-974272428100
ind,2005,-1100347232400
ind,2006,-689726703300
ind,2007,-1698162591000
ind,2008,59364696000
ind,2009,-1311454805100
ind,2010,-1144731398600
ind,2011,-296200190823.60199
ind,2012,1225733572620.1001
ind,2013,1143888194734.6001
ind,2014,186870030377.203
ind,2015,1024949169174.19995
ind,2016,3062164722305.08984
ind,2017,4587724256770.59961
ind,2018,2720920526963.3999
ind,2019,309974636043.79694
ind,2020,364985062521.10895
irl,1970,-50021000
irl,1971,-56546000
irl,1972,-60953000
irl,1973,-73576000
irl,1974,-110482000
irl,1975,-104895000
irl,1976,-129500000
irl,1977,-151480000
irl,1978,-181512000
irl,1979,-275221000
irl,1980,-321137000
irl,1981,-402963000
irl,1982,-334365000
irl,1983,-279264000
irl,1984,-213290000
irl,1985,-198559000
irl,1986,-243514000
irl,1987,-159210000
irl,1988,-74289000
irl,1989,-37719000
irl,1990,-125559000
irl,1991,-72405000
irl,1992,46473000
irl,1993,74603000
irl,1994,89710000
irl,1995,308564000
irl,1996,-481768000
irl,1997,-362871000
irl,1998,730744000
irl,1999,-151097000
irl,2000,-1797000
irl,2001,-1021707000
irl,2002,-2216356000
irl,2003,-2059103000
irl,2004,-2364216000
irl,2005,-1500926000
irl,2006,24207000
irl,2007,863297000
irl,2008,-614686000
irl,2009,-1933765000
irl,2010,103490000
irl,2011,-1775258000
irl,2012,-1763313000
irl,2013,605586000
irl,2014,1090383000
irl,2015,58123000
irl,2016,699243000
irl,2017,-2122734000
irl,2018,1696414000
irl,2019,2012115000
irl,2020,-3192906000
irn,1960,-44434793292.7935
irn,1961,-44774582350.5533
irn,1962,-47861729597.3691
irn,1963,-34187300631.16529
irn,1964,-38844319117.365
irn,1965,-47025443120.28169
irn,1966,-57996671827.4761
irn,1967,-59125551276.3488
irn,1968,-70874020335.302
irn,1969,-87094139747.30019
irn,1970,-108243374348.38901
irn,1971,-115727563587.291
irn,1972,-150819509063.44101
irn,1973,-179069966015.33899
irn,1974,-380976337485.42499
irn,1975,-569305483748.18896
irn,1976,-785702956883.82996
irn,1977,-717286743674.77002
irn,1978,-765701379223.56897
irn,1979,-501536053932.10895
irn,1980,-780672101359.36304
irn,1981,-807553148741.76892
irn,1982,-345859588872.34003
irn,1983,-736430498705.34912
irn,1984,-1262973270343.1499
irn,1985,-282888896175.38
irn,1986,-399371522884.41498
irn,1987,-737241230217.76685
irn,1988,-50237752473.0352
irn,1989,465818693109.27002
irn,1990,-463689731542.51001
irn,1991,908153173500
irn,1992,643397263300
irn,1993,-1946173321800
irn,1994,-5567708887300.01953
irn,1995,-5274944980700
irn,1996,-7323660908000
irn,1997,-4566213868100
irn,1998,-3433150334100
irn,1999,-613561027800
irn,2000,3538030948300
irn,2001,26466557500000
irn,2002,20258305644200
irn,2003,43494441724200
irn,2004,14189511117900
irn,2005,36164565258800.09375
irn,2006,21434080347300
irn,2007,50943686345100
irn,2008,62381820455300
irn,2009,69848590545200
irn,2010,49468763265300
irn,2011,129947970282800
irn,2012,121055328622600
irn,2013,304914992182400
irn,2014,210254620159700
irn,2015,285745819341700
irn,2016,324977246527200
irn,2017,475507655338300
irn,2018,521498930178100
irn,2019,910386973492700
irn,2020,1098997489006770
irq,1981,203313000
irq,1982,-62285000
irq,1983,-634688000
irq,1984,-371490000
irq,1985,-481990000
irq,1986,-410991000
irq,1987,-300591000
irq,1988,-600290000
irq,1989,-617886000
irq,1990,-448486000
irq,1991,1373604000
irq,1992,7354313000
irq,1993,16038850000
irq,1994,87623110000
irq,1995,311269700000
irq,1996,177053210000
irq,1997,5288393100000
irq,1998,3353469700000
irq,1999,5210884800000
irq,2000,9742721900000
irq,2001,7206055500000
irq,2002,6899227400000
irq,2003,3310487600000
irq,2004,15176812700000
irq,2005,20147172600000
irq,2006,15128537800000
irq,2007,17474141000000
irq,2008,27173752200000
irq,2009,19963538400000
irq,2010,25013255700000
irq,2011,25674195900000
irq,2012,37412158600000
irq,2013,32081457100000
irq,2014,34128191700000
irq,2015,11405717000000
irq,2016,10381438300000
irq,2017,14044576000000
irq,2018,19344598000000
irq,2019,21713914200000
isl,1970,-3225000
isl,1971,-12605000
isl,1972,-11313000
isl,1973,-21732000
isl,1974,-43082000
isl,1975,-58385000
isl,1976,-49689000
isl,1977,-81714000
isl,1978,-71586000
isl,1979,-109436000
isl,1980,-227638000
isl,1981,-342433000
isl,1982,-594815000
isl,1983,-412152000
isl,1984,-792582000
isl,1985,-675005000
isl,1986,-446601000
isl,1987,-1163572000
isl,1988,-1504500000
isl,1989,-1049773000
isl,1990,-1274271000
isl,1991,-1887599000
isl,1992,-892278000
isl,1993,-343122000
isl,1994,139125000
isl,1995,0
isl,1996,-1000
isl,1997,0
isl,1998,0
isl,1999,0
isl,2000,0
isl,2001,1000
isl,2002,0
isl,2003,-1000
isl,2004,-2000
isl,2005,0
isl,2006,0
isl,2007,-1000
isl,2008,0
isl,2009,0
isl,2010,0
isl,2011,0
isl,2012,-1000
isl,2013,0
isl,2014,0
isl,2015,0
isl,2016,0
isl,2017,0
isl,2018,-1000
isl,2019,0
isl,2020,0
isr,1995,1889000
isr,1996,2190000
isr,1997,1000
isr,1998,-34000
isr,1999,700000
isr,2000,247000
isr,2001,646000
isr,2002,624000
isr,2003,577000
isr,2004,653000
isr,2005,791000
isr,2006,-8000
isr,2007,-208000
isr,2008,485000
isr,2009,251000
isr,2010,-306000
isr,2011,281000
isr,2012,-354000
isr,2013,155000
isr,2014,-486000
isr,2015,76000
isr,2016,-831000
isr,2017,-809000
isr,2018,-176000
isr,2019,-24000
isr,2020,-406000
ita,1970,-56207000
ita,1971,-53017000
ita,1972,-56814000
ita,1973,-129137000
ita,1974,-213712000
ita,1975,-122279000
ita,1976,-198463000
ita,1977,-139495000
ita,1978,-94242000
ita,1979,-189624000
ita,1980,-571985000
ita,1981,-612526000
ita,1982,-639346000
ita,1983,-490463000
ita,1984,-709026000
ita,1985,-793537000
ita,1986,-542624000
ita,1987,-792085000
ita,1988,-974783000
ita,1989,-1083349000
ita,1990,-1136118000
ita,1991,-1255979000
ita,1992,-1374952000
ita,1993,-282341000
ita,1994,-184753000
ita,1995,0
ita,1996,100000
ita,1997,-100000
ita,1998,0
ita,1999,-100000
ita,2000,0
ita,2001,0
ita,2002,0
ita,2003,0
ita,2004,0
ita,2005,0
ita,2006,0
ita,2007,-100000
ita,2008,0
ita,2009,-100000
ita,2010,100000
ita,2011,100000
ita,2012,0
ita,2013,0
ita,2014,-100000
ita,2015,-100000
ita,2016,0
ita,2017,-100000
ita,2018,0
ita,2019,0
ita,2020,0
jam,1960,-6051900
jam,1961,-3531900
jam,1962,-530400
jam,1963,5001600
jam,1964,-1251500
jam,1965,0
jam,1966,0
jam,1967,0
jam,1968,0
jam,1969,0
jam,1970,-100
jam,1971,0
jam,1972,100
jam,1973,0
jam,1974,0
jam,1975,0
jam,1976,-200
jam,1977,0
jam,1978,100
jam,1979,0
jam,1980,-99900
jam,1981,-99900
jam,1982,100200
jam,1983,-300
jam,1984,99700
jam,1985,700
jam,1986,163200
jam,1987,-85300
jam,1988,65600
jam,1989,192400
jam,1990,138200
jam,1991,-311901200
jam,1992,-3737774100
jam,1993,0
jam,1994,0
jam,1995,0
jam,1996,0
jam,1997,0
jam,1998,0
jam,1999,0
jam,2000,0
jam,2001,0
jam,2002,0
jam,2003,-1000000
jam,2004,0
jam,2005,1000000
jam,2006,-1000000
jam,2007,0
jam,2008,0
jam,2009,-1000000
jam,2010,1000000
jam,2011,0
jam,2012,0
jam,2013,0
jam,2014,1000000
jam,2015,0
jam,2016,0
jam,2017,0
jam,2018,0
jam,2019,0
jam,2020,-159800
jor,1976,0
jor,1977,0
jor,1978,0
jor,1979,0
jor,1980,0
jor,1981,0
jor,1982,0
jor,1983,0
jor,1984,0
jor,1985,-35000
jor,1986,-17000
jor,1987,-29700
jor,1988,-45000
jor,1989,-45000
jor,1990,-5400
jor,1991,0
jor,1992,-28958500
jor,1993,-31279400
jor,1994,-28132400
jor,1995,-5400
jor,1996,906600
jor,1997,-1418400
jor,1998,-1269800
jor,1999,-1626400
jor,2000,-259100
jor,2001,-35900
jor,2002,-40800
jor,2003,-76500
jor,2004,-24200
jor,2005,63700
jor,2006,-36800
jor,2007,6500
jor,2008,729000000
jor,2009,314000000
jor,2010,806000000
jor,2011,692000000
jor,2012,1507000000
jor,2013,1039000000
jor,2014,936000000
jor,2015,823000000
jor,2016,953000000
jor,2017,100
jor,2018,0
jor,2019,0
jor,2020,100
jpn,1970,-35214495000
jpn,1971,99552445000
jpn,1972,74648886000
jpn,1973,-256694697000
jpn,1974,-567532912000
jpn,1975,-336838284000
jpn,1976,-69611630000
jpn,1977,107832195000
jpn,1978,215773456000
jpn,1979,10749918000
jpn,1980,0
jpn,1981,100000000
jpn,1982,-100000000
jpn,1983,100000000
jpn,1984,200000000
jpn,1985,0
jpn,1986,0
jpn,1987,0
jpn,1988,-100000000
jpn,1989,0
jpn,1990,200000000
jpn,1991,0
jpn,1992,-100000000
jpn,1993,100000000
jpn,1994,0
jpn,1995,-100000000
jpn,1996,-100000000
jpn,1997,0
jpn,1998,0
jpn,1999,0
jpn,2000,0
jpn,2001,0
jpn,2002,0
jpn,2003,-100000000
jpn,2004,0
jpn,2005,0
jpn,2006,-100000000
jpn,2007,-100000000
jpn,2008,-100000000
jpn,2009,0
jpn,2010,100000000
jpn,2011,0
jpn,2012,-100000000
jpn,2013,0
jpn,2014,0
jpn,2015,0
jpn,2016,-100000000
jpn,2017,0
jpn,2018,0
jpn,2019,0
jpn,2020,147700000000
kaz,1993,1191000000
kaz,1994,-29596600000
kaz,1995,-34793800000
kaz,1996,61993600000
kaz,1997,67380400000
kaz,1998,80699200000
kaz,1999,-82112000000
kaz,2000,10202900000
kaz,2001,92848500000
kaz,2002,247503500000
kaz,2003,146796000000
kaz,2004,-2948600000
kaz,2005,-53246600000
kaz,2006,-30682800000
kaz,2007,238229800000
kaz,2008,-337874700000
kaz,2009,593381900000
kaz,2010,890843400000
kaz,2011,1277523900000
kaz,2012,1183661100000
kaz,2013,1272199300000
kaz,2014,526137500000
kaz,2015,1127525900000
kaz,2016,1231144900000
kaz,2017,1388548900000
kaz,2018,1607335700000
kaz,2019,2045684300000
kaz,2020,1101982100000
ken,1964,-1300
ken,1965,-1100
ken,1966,3000
ken,1967,-2000
ken,1968,1000
ken,1969,1000
ken,1970,1000
ken,1971,3000
ken,1972,2800000
ken,1973,-1900
ken,1974,198000
ken,1975,397900
ken,1976,-1402000
ken,1977,21399000
ken,1978,-19400000
ken,1979,1875400000
ken,1980,25206000
ken,1981,76000000
ken,1982,775907800
ken,1983,1410244600
ken,1984,3468327700
ken,1985,3851111500
ken,1986,4739283400
ken,1987,-25120000
ken,1988,-243589700
ken,1989,-8031906400
ken,1990,863334700
ken,1991,578958000
ken,1992,1329656600
ken,1993,-550945500
ken,1994,1286139800
ken,1995,2967931700
ken,1996,4519900600
ken,1997,6375616600
ken,1998,-17679506000
ken,1999,-30181975800
ken,2000,-6051423000
ken,2001,-43358145400
ken,2002,-56468820000
ken,2003,-65349238400
ken,2004,-52129782000
ken,2005,-42025508000
ken,2006,1010000000
ken,2007,2486000000
ken,2008,40132000000
ken,2009,109642000000
ken,2010,111630000000
ken,2011,196514000000
ken,2012,106191000000
ken,2013,60322000000
ken,2014,27835000000
ken,2015,-19064000000
ken,2016,300000
ken,2017,-33068100000
ken,2018,47002200000
ken,2019,-1027000000
ken,2020,8852000000
kgz,1990,0
kgz,1991,0
kgz,1992,0
kgz,1993,0
kgz,1994,0
kgz,1995,0
kgz,1996,0
kgz,1997,0
kgz,1998,0
kgz,1999,0
kgz,2000,-200000
kgz,2001,200000
kgz,2002,100000
kgz,2003,-200000
kgz,2004,0
kgz,2005,-40000
kgz,2006,0
kgz,2007,0
kgz,2008,0
kgz,2009,0
kgz,2010,0
kgz,2011,0
kgz,2012,0
kgz,2013,0
kgz,2014,0
kgz,2015,-10293200000
kgz,2016,0
kgz,2017,0.00006
kgz,2018,0
kgz,2019,0
kgz,2020,-5514600000
khm,1960,1300
khm,1961,-800
khm,1962,500
khm,1963,1100
khm,1964,-200
khm,1965,500
khm,1966,-500
khm,1967,500
khm,1968,-1000
khm,1969,1200
khm,1970,1600
khm,1993,-61381661100
khm,1994,-71866046500
khm,1995,15112314300.001
khm,1996,-4202094900
khm,1997,92042762700
khm,1998,103372881600
khm,1999,177674974600
khm,2000,48906179700
khm,2001,41862674500
khm,2002,-85804295900
khm,2003,-159761088900
khm,2004,-30346477600
khm,2005,16353825800
khm,2006,145830092300
khm,2007,890036153100
khm,2008,-613394538700
khm,2009,1297916042900
khm,2010,204172338000
khm,2011,-289874736600
khm,2012,249516911700
khm,2013,620411751400
khm,2014,-494901512200
khm,2015,-168069030800
khm,2016,285494317300
khm,2017,1811805323100
khm,2018,2639604019400
khm,2019,3152365265900
khm,2020,1484845544000
kir,1972,0
kir,1973,0
kir,1974,0
kir,1975,0
kir,1976,0
kir,1977,0
kir,1978,0
kir,1979,-1118000
kir,1980,-10787200
kir,1981,800400
kir,1982,2179800
kir,1983,-307000
kir,1984,573400
kir,1985,-2658000
kir,1986,-9212800
kir,1987,20359200
kir,1988,22853000
kir,1989,20297800
kir,1990,20630600
kir,1991,24683700
kir,1992,48883500
kir,2008,-404000
kir,2009,-561201.64219
kir,2010,1088502.87562
kir,2011,-487853.57505
kir,2012,-4636892.58871
kir,2013,1217142.95341
kir,2014,1639691.7085
kir,2015,3826925.76428
kir,2016,5332149.40713
kir,2017,2342887.62676
kir,2018,-3948843.57208
kor,1960,-1340000000
kor,1961,280000000
kor,1962,3530000000
kor,1963,4150000000
kor,1964,7560000000
kor,1965,330000000
kor,1966,-2090000000
kor,1967,-8700000000
kor,1968,-3290000000
kor,1969,-4930000000
kor,1970,-7500000000
kor,1971,-7600000000
kor,1972,6100000000
kor,1973,6100000000
kor,1974,200000000
kor,1975,-4300000000
kor,1976,1600000000
kor,1977,-4100000000
kor,1978,33100000000
kor,1979,-20600000000
kor,1980,-2600000000
kor,1981,120300000000
kor,1982,92000000000
kor,1983,61600000000
kor,1984,122700000000
kor,1985,71600000000
kor,1986,47400000000
kor,1987,45600000000
kor,1988,166900000000
kor,1989,203200000000
kor,1990,11900000000
kor,1991,-112800000000
kor,1992,-310900000000
kor,1993,175400000000
kor,1994,-57200000000
