geo,time,sp_pop_totl
lka,1982,15501210
lka,1983,15724641
lka,1984,15948501
lka,1985,16176282
lka,1986,16408861
lka,1987,16643956
lka,1988,16878186
lka,1989,17106752
lka,1990,17325769
lka,1991,17535732
lka,1992,17736827
lka,1993,17924827
lka,1994,18094474
lka,1995,18242917
lka,1996,18367290
lka,1997,18470897
lka,1998,18564595
lka,1999,18663293
lka,2000,18777606
lka,2001,18911727
lka,2002,19062476
lka,2003,19224036
lka,2004,19387153
lka,2005,19544988
lka,2006,19695977
lka,2007,19842044
lka,2008,19983984
lka,2009,20123508
lka,2010,20261738
lka,2011,20398496
lka,2012,20425000
lka,2013,20585000
lka,2014,20778000
lka,2015,20970000
lka,2016,21203000
lka,2017,21444000
lka,2018,21670000
lka,2019,21803000
lka,2020,21919000
lso,1960,837264
lso,1961,852892
lso,1962,869132
lso,1963,886061
lso,1964,903757
lso,1965,922307
lso,1966,941798
lso,1967,962279
lso,1968,983683
lso,1969,1005911
lso,1970,1028930
lso,1971,1052619
lso,1972,1077102
lso,1973,1102885
lso,1974,1130634
lso,1975,1160795
lso,1976,1193517
lso,1977,1228527
lso,1978,1265211
lso,1979,1302670
lso,1980,1340258
lso,1981,1377808
lso,1982,1415362
lso,1983,1452727
lso,1984,1489685
lso,1985,1526132
lso,1986,1561687
lso,1987,1596395
lso,1988,1630993
lso,1989,1666564
lso,1990,1703757
lso,1991,1742534
lso,1992,1782284
lso,1993,1822237
lso,1994,1861323
lso,1995,1898598
lso,1996,1934294
lso,1997,1968054
lso,1998,1997524
lso,1999,2019732
lso,2000,2032805
lso,2001,2035738
lso,2002,2029832
lso,2003,2018355
lso,2004,2005953
lso,2005,1996115
lso,2006,1989933
lso,2007,1986926
lso,2008,1987130
lso,2009,1990135
lso,2010,1995575
lso,2011,2003793
lso,2012,2014988
lso,2013,2028528
lso,2014,2043448
lso,2015,2059011
lso,2016,2075041
lso,2017,2091532
lso,2018,2108327
lso,2019,2125267
lso,2020,2142252
ltu,1960,2778550
ltu,1961,2823550
ltu,1962,2863350
ltu,1963,2898950
ltu,1964,2935200
ltu,1965,2971450
ltu,1966,3008050
ltu,1967,3044400
ltu,1968,3078850
ltu,1969,3107321
ltu,1970,3139689
ltu,1971,3179041
ltu,1972,3213622
ltu,1973,3244438
ltu,1974,3273894
ltu,1975,3301652
ltu,1976,3328664
ltu,1977,3355036
ltu,1978,3379514
ltu,1979,3397842
ltu,1980,3413202
ltu,1981,3432947
ltu,1982,3457179
ltu,1983,3485192
ltu,1984,3514205
ltu,1985,3544543
ltu,1986,3578914
ltu,1987,3616367
ltu,1988,3655049
ltu,1989,3684255
ltu,1990,3697838
ltu,1991,3704134
ltu,1992,3700114
ltu,1993,3682613
ltu,1994,3657144
ltu,1995,3629102
ltu,1996,3601613
ltu,1997,3575137
ltu,1998,3549331
ltu,1999,3524238
ltu,2000,3499536
ltu,2001,3470818
ltu,2002,3443067
ltu,2003,3415213
ltu,2004,3377075
ltu,2005,3322528
ltu,2006,3269909
ltu,2007,3231294
ltu,2008,3198231
ltu,2009,3162916
ltu,2010,3097282
ltu,2011,3028115
ltu,2012,2987773
ltu,2013,2957689
ltu,2014,2932367
ltu,2015,2904910
ltu,2016,2868231
ltu,2017,2828403
ltu,2018,2801543
ltu,2019,2794137
ltu,2020,2794885
lux,1960,313970
lux,1961,316845
lux,1962,320750
lux,1963,324100
lux,1964,327750
lux,1965,331500
lux,1966,333895
lux,1967,334995
lux,1968,335850
lux,1969,337500
lux,1970,339171
lux,1971,342421
lux,1972,346600
lux,1973,350450
lux,1974,355050
lux,1975,358950
lux,1976,360731
lux,1977,361358
lux,1978,362007
lux,1979,362856
lux,1980,364150
lux,1981,365225
lux,1982,365525
lux,1983,365622
lux,1984,365998
lux,1985,366706
lux,1986,368355
lux,1987,370750
lux,1988,373450
lux,1989,377100
lux,1990,381850
lux,1991,387000
lux,1992,392175
lux,1993,397475
lux,1994,402925
lux,1995,408625
lux,1996,414225
lux,1997,419450
lux,1998,424700
lux,1999,430475
lux,2000,436300
lux,2001,441525
lux,2002,446175
lux,2003,451630
lux,2004,458095
lux,2005,465158
lux,2006,472637
lux,2007,479993
lux,2008,488650
lux,2009,497783
lux,2010,506953
lux,2011,518347
lux,2012,530946
lux,2013,543360
lux,2014,556319
lux,2015,569604
lux,2016,582014
lux,2017,596336
lux,2018,607950
lux,2019,620001
lux,2020,630419
lva,1960,2120979
lva,1961,2152681
lva,1962,2181586
lva,1963,2210919
lva,1964,2240623
lva,1965,2265919
lva,1966,2283217
lva,1967,2301220
lva,1968,2323619
lva,1969,2343173
lva,1970,2359164
lva,1971,2376389
lva,1972,2395674
lva,1973,2415819
lva,1974,2437186
lva,1975,2456130
lva,1976,2470989
lva,1977,2485073
lva,1978,2497921
lva,1979,2505953
lva,1980,2511701
lva,1981,2519421
lva,1982,2531080
lva,1983,2546011
lva,1984,2562047
lva,1985,2578873
lva,1986,2599892
lva,1987,2626583
lva,1988,2653434
lva,1989,2666955
lva,1990,2663151
lva,1991,2650581
lva,1992,2614338
lva,1993,2563290
lva,1994,2520742
lva,1995,2485056
lva,1996,2457222
lva,1997,2432851
lva,1998,2410019
lva,1999,2390482
lva,2000,2367550
lva,2001,2337170
lva,2002,2310173
lva,2003,2287955
lva,2004,2263122
lva,2005,2238799
lva,2006,2218357
lva,2007,2200325
lva,2008,2177322
lva,2009,2141669
lva,2010,2097555
lva,2011,2059709
lva,2012,2034319
lva,2013,2012647
lva,2014,1993782
lva,2015,1977527
lva,2016,1959537
lva,2017,1942248
lva,2018,1927174
lva,2019,1913822
lva,2020,1900449
mac,1960,167795
mac,1961,170466
mac,1962,176188
mac,1963,184245
mac,1964,193556
mac,1965,203224
mac,1966,213189
mac,1967,223416
mac,1968,233002
mac,1969,240837
mac,1970,246193
mac,1971,248745
mac,1972,248770
mac,1973,246945
mac,1974,244289
mac,1975,241631
mac,1976,239074
mac,1977,236669
mac,1978,235175
mac,1979,235440
mac,1980,238085
mac,1981,243373
mac,1982,251154
mac,1983,260921
mac,1984,271914
mac,1985,283490
mac,1986,295597
mac,1987,308181
mac,1988,320774
mac,1989,332783
mac,1990,343816
mac,1991,353623
mac,1992,362308
mac,1993,370195
mac,1994,377805
mac,1995,385517
mac,1996,393376
mac,1997,401353
mac,1998,409620
mac,1999,418388
mac,2000,427772
mac,2001,437928
mac,2002,448813
mac,2003,460157
mac,2004,471600
mac,2005,482863
mac,2006,493804
mac,2007,504504
mac,2008,515232
mac,2009,526401
mac,2010,538215
mac,2011,550833
mac,2012,564037
mac,2013,577368
mac,2014,590210
mac,2015,602093
mac,2016,612824
mac,2017,622578
mac,2018,631633
mac,2019,640446
mac,2020,649342
maf,1960,3898
maf,1961,3996
maf,1962,4078
maf,1963,4179
maf,1964,4302
maf,1965,4471
maf,1966,4675
maf,1967,4922
maf,1968,5194
maf,1969,5461
maf,1970,5707
maf,1971,5945
maf,1972,6156
maf,1973,6370
maf,1974,6601
maf,1975,6882
maf,1976,7250
maf,1977,7713
maf,1978,8191
maf,1979,8557
maf,1980,8777
maf,1981,8675
maf,1982,8372
maf,1983,8296
maf,1984,9067
maf,1985,11066
maf,1986,14561
maf,1987,19274
maf,1988,24374
maf,1989,28723
maf,1990,31522
maf,1991,32441
maf,1992,31816
maf,1993,30194
maf,1994,28482
maf,1995,27320
maf,1996,26854
maf,1997,26910
maf,1998,27388
maf,1999,28122
maf,2000,28935
maf,2001,29847
maf,2002,30913
maf,2003,32055
maf,2004,33187
maf,2005,34252
maf,2006,35240
maf,2007,36138
maf,2008,36880
maf,2009,37380
maf,2010,37582
maf,2011,37451
maf,2012,37012
maf,2013,36458
maf,2014,36018
maf,2015,35865
maf,2016,36061
maf,2017,36569
maf,2018,37264
maf,2019,38002
maf,2020,38659
mar,1960,12328532
mar,1961,12710587
mar,1962,13094890
mar,1963,13478425
mar,1964,13857656
mar,1965,14230163
mar,1966,14595351
mar,1967,14954037
mar,1968,15307267
mar,1969,15656846
mar,1970,16004732
mar,1971,16350883
mar,1972,16696890
mar,1973,17048525
mar,1974,17413149
mar,1975,17796171
mar,1976,18198836
mar,1977,18620087
mar,1978,19059773
mar,1979,19516942
mar,1980,19990006
mar,1981,20479709
mar,1982,20984023
mar,1983,21495088
mar,1984,22002641
mar,1985,22499111
mar,1986,22980334
mar,1987,23447256
mar,1988,23903592
mar,1989,24355624
mar,1990,24807461
mar,1991,25260407
mar,1992,25711410
mar,1993,26155204
mar,1994,26584473
mar,1995,26994255
mar,1996,27383472
mar,1997,27754573
mar,1998,28110447
mar,1999,28455504
mar,2000,28793672
mar,2001,29126323
mar,2002,29454765
mar,2003,29782884
mar,2004,30115196
mar,2005,30455563
mar,2006,30804689
mar,2007,31163670
mar,2008,31536807
mar,2009,31929087
mar,2010,32343384
mar,2011,32781860
mar,2012,33241898
mar,2013,33715705
mar,2014,34192358
mar,2015,34663608
mar,2016,35126274
mar,2017,35581257
mar,2018,36029089
mar,2019,36471766
mar,2020,36910558
mco,1960,22461
mco,1961,22813
mco,1962,23043
mco,1963,23165
mco,1964,23236
mco,1965,23289
mco,1966,23302
mco,1967,23292
mco,1968,23295
mco,1969,23348
mco,1970,23487
mco,1971,23721
mco,1972,24049
mco,1973,24445
mco,1974,24829
mco,1975,25203
mco,1976,25523
mco,1977,25811
mco,1978,26090
mco,1979,26391
mco,1980,26752
mco,1981,27162
mco,1982,27633
mco,1983,28091
mco,1984,28511
mco,1985,28836
mco,1986,29050
mco,1987,29156
mco,1988,29232
mco,1989,29309
mco,1990,29433
mco,1991,29629
mco,1992,29859
mco,1993,30145
mco,1994,30436
mco,1995,30731
mco,1996,31001
mco,1997,31268
mco,1998,31554
mco,1999,31836
mco,2000,32148
mco,2001,32474
mco,2002,32804
mco,2003,33144
mco,2004,33499
mco,2005,33842
mco,2006,34189
mco,2007,34524
mco,2008,34860
mco,2009,35223
mco,2010,35609
mco,2011,36025
mco,2012,36459
mco,2013,36899
mco,2014,37320
mco,2015,37723
mco,2016,38070
mco,2017,38392
mco,2018,38682
mco,2019,38967
mco,2020,39244
mda,1960,2043664
mda,1961,2092667
mda,1962,2140063
mda,1963,2185050
mda,1964,2228429
mda,1965,2269399
mda,1966,2307959
mda,1967,2344108
mda,1968,2377848
mda,1969,2411588
mda,1970,2445328
mda,1971,2479871
mda,1972,2515217
mda,1973,2549760
mda,1974,2582697
mda,1975,2611616
mda,1976,2638126
mda,1977,2660619
mda,1978,2682309
mda,1979,2703999
mda,1980,2728099
mda,1981,2754609
mda,1982,2782725
mda,1983,2811645
mda,1984,2840565
mda,1985,2867878
mda,1986,2893584
mda,1987,2918487
mda,1988,2940177
mda,1989,2957047
mda,1990,2969097
mda,1991,2975523
mda,1992,2977130
mda,1993,2973114
mda,1994,2964277
mda,1995,2952307
mda,1996,2946401
mda,1997,2935524
mda,1998,2934339
mda,1999,2929735
mda,2000,2923783
mda,2001,2917252
mda,2002,2910504
mda,2003,2902320
mda,2004,2895147
mda,2005,2888111
mda,2006,2880095
mda,2007,2873429
mda,2008,2867964
mda,2009,2864346
mda,2010,2861487
mda,2011,2859833
mda,2012,2859458
mda,2013,2858692
mda,2014,2856950
mda,2015,2834530
mda,2016,2802170
mda,2017,2755158
mda,2018,2708214
mda,2019,2664974
mda,2020,2620495
mdg,1960,5099368
mdg,1961,5223561
mdg,1962,5352497
mdg,1963,5486319
mdg,1964,5625164
mdg,1965,5769215
mdg,1966,5918592
mdg,1967,6073529
mdg,1968,6234468
mdg,1969,6401920
mdg,1970,6576305
mdg,1971,6757853
mdg,1972,6946619
mdg,1973,7142634
mdg,1974,7345773
mdg,1975,7556032
mdg,1976,7773452
mdg,1977,7998157
mdg,1978,8230214
mdg,1979,8469677
mdg,1980,8716549
mdg,1981,8971339
mdg,1982,9234137
mdg,1983,9504283
mdg,1984,9780869
mdg,1985,10063493
mdg,1986,10352117
mdg,1987,10647753
mdg,1988,10952396
mdg,1989,11268653
mdg,1990,11598647
mdg,1991,11942809
mdg,1992,12301338
mdg,1993,12675469
mdg,1994,13066544
mdg,1995,13475403
mdg,1996,13902697
mdg,1997,14347860
mdg,1998,14808791
mdg,1999,15282524
mdg,2000,15766806
mdg,2001,16260933
mdg,2002,16765122
mdg,2003,17279139
mdg,2004,17802992
mdg,2005,18336722
mdg,2006,18880265
mdg,2007,19433520
mdg,2008,19996476
mdg,2009,20569115
mdg,2010,21151640
mdg,2011,21743970
mdg,2012,22346641
mdg,2013,22961259
mdg,2014,23589897
mdg,2015,24234080
mdg,2016,24894370
mdg,2017,25570511
mdg,2018,26262313
mdg,2019,26969306
mdg,2020,27691019
mdv,1960,89873
mdv,1961,92328
mdv,1962,94902
mdv,1963,97540
mdv,1964,100177
mdv,1965,102710
mdv,1966,105129
mdv,1967,107481
mdv,1968,109893
mdv,1969,112582
mdv,1970,115688
mdv,1971,119303
mdv,1972,123347
mdv,1973,127700
mdv,1974,132102
mdv,1975,136418
mdv,1976,140563
mdv,1977,144625
mdv,1978,148774
mdv,1979,153276
mdv,1980,158271
mdv,1981,163821
mdv,1982,169849
mdv,1983,176255
mdv,1984,182848
mdv,1985,189540
mdv,1986,196262
mdv,1987,203024
mdv,1988,209787
mdv,1989,216502
mdv,1990,223159
mdv,1991,229743
mdv,1992,236271
mdv,1993,242596
mdv,1994,248582
mdv,1995,254144
mdv,1996,259178
mdv,1997,263836
mdv,1998,268445
mdv,1999,273522
mdv,2000,279396
mdv,2001,286309
mdv,2002,294185
mdv,2003,302681
mdv,2004,311265
mdv,2005,319604
mdv,2006,327489
mdv,2007,335172
mdv,2008,343448
mdv,2009,353391
mdv,2010,365730
mdv,2011,380493
mdv,2012,397231
mdv,2013,415592
mdv,2014,435018
mdv,2015,454914
mdv,2016,475505
mdv,2017,496398
mdv,2018,515704
mdv,2019,530957
mdv,2020,540542
mex,1960,37771861
mex,1961,38966049
mex,1962,40195318
mex,1963,41462373
mex,1964,42771077
mex,1965,44123863
mex,1966,45519746
mex,1967,46956208
mex,1968,48431971
mex,1969,49945278
mex,1970,51493565
mex,1971,53076366
mex,1972,54689944
mex,1973,56324310
mex,1974,57966812
mex,1975,59607947
mex,1976,61242189
mex,1977,62869908
mex,1978,64494872
mex,1979,66123908
mex,1980,67761367
mex,1981,69407623
mex,1982,71058650
mex,1983,72709306
mex,1984,74352631
mex,1985,75983486
mex,1986,77599105
mex,1987,79200081
mex,1988,80788725
mex,1989,82368930
mex,1990,83943135
mex,1991,85512621
mex,1992,87075136
mex,1993,88625440
mex,1994,90156396
mex,1995,91663290
mex,1996,93147045
mex,1997,94611008
mex,1998,96056313
mex,1999,97484823
mex,2000,98899845
mex,2001,100298152
mex,2002,101684764
mex,2003,103081020
mex,2004,104514934
mex,2005,106005199
mex,2006,107560155
mex,2007,109170503
mex,2008,110815272
mex,2009,112463886
mex,2010,114092961
mex,2011,115695468
mex,2012,117274156
mex,2013,118827158
mex,2014,120355137
mex,2015,121858251
mex,2016,123333379
mex,2017,124777326
mex,2018,126190782
mex,2019,127575529
mex,2020,128932753
mhl,1960,14674
mhl,1961,15056
mhl,1962,15547
mhl,1963,16111
mhl,1964,16710
mhl,1965,17282
mhl,1966,17834
mhl,1967,18383
mhl,1968,18966
mhl,1969,19617
mhl,1970,20394
mhl,1971,21305
mhl,1972,22335
mhl,1973,23440
mhl,1974,24530
mhl,1975,25579
mhl,1976,26548
mhl,1977,27479
mhl,1978,28400
mhl,1979,29417
mhl,1980,30574
mhl,1981,31883
mhl,1982,33330
mhl,1983,34881
mhl,1984,36564
mhl,1985,38331
mhl,1986,40212
mhl,1987,42168
mhl,1988,44092
mhl,1989,45827
mhl,1990,47265
mhl,1991,48403
mhl,1992,49242
mhl,1993,49828
mhl,1994,50214
mhl,1995,50454
mhl,1996,50523
mhl,1997,50453
mhl,1998,50356
mhl,1999,50418
mhl,2000,50754
mhl,2001,51411
mhl,2002,52368
mhl,2003,53465
mhl,2004,54476
mhl,2005,55257
mhl,2006,55765
mhl,2007,56046
mhl,2008,56166
mhl,2009,56255
mhl,2010,56361
mhl,2011,56524
mhl,2012,56712
mhl,2013,56933
mhl,2014,57183
mhl,2015,57444
mhl,2016,57723
mhl,2017,58053
mhl,2018,58412
mhl,2019,58791
mhl,2020,59194
mkd,1960,1488670
mkd,1961,1507647
mkd,1962,1527109
mkd,1963,1547449
mkd,1964,1569139
mkd,1965,1592437
mkd,1966,1617797
mkd,1967,1644949
mkd,1968,1672399
mkd,1969,1698150
mkd,1970,1720805
mkd,1971,1739529
mkd,1972,1754951
mkd,1973,1769002
mkd,1974,1784400
mkd,1975,1803008
mkd,1976,1825559
mkd,1977,1851070
mkd,1978,1877690
mkd,1979,1902718
mkd,1980,1924203
mkd,1981,1941527
mkd,1982,1955247
mkd,1983,1965892
mkd,1984,1974413
mkd,1985,1981536
mkd,1986,1987538
mkd,1987,1992278
mkd,1988,1995508
mkd,1989,1996863
mkd,1990,1996218
mkd,1991,1993304
mkd,1992,1988659
mkd,1993,1984024
mkd,1994,1981713
mkd,1995,1983259
mkd,1996,1989441
mkd,1997,1996869
mkd,1998,2007523
mkd,1999,2017142
mkd,2000,2026350
mkd,2001,2034882
mkd,2002,2020157
mkd,2003,2026773
mkd,2004,2032544
mkd,2005,2036855
mkd,2006,2040228
mkd,2007,2043559
mkd,2008,2046898
mkd,2009,2050671
mkd,2010,2055004
mkd,2011,2058539
mkd,2012,2061044
mkd,2013,2064032
mkd,2014,2067471
mkd,2015,2070226
mkd,2016,2072490
mkd,2017,2074502
mkd,2018,2076217
mkd,2019,2076694
mkd,2020,2072531
mli,1960,5263727
mli,1961,5322269
mli,1962,5381367
mli,1963,5441618
mli,1964,5503750
mli,1965,5568495
mli,1966,5635864
mli,1967,5706192
mli,1968,5780836
mli,1969,5861417
mli,1970,5949042
mli,1971,6044524
mli,1972,6147464
mli,1973,6256191
mli,1974,6368346
mli,1975,6482282
mli,1976,6596721
mli,1977,6712267
mli,1978,6831090
mli,1979,6956409
mli,1980,7090124
mli,1981,7234725
mli,1982,7388670
mli,1983,7545163
mli,1984,7694857
mli,1985,7831888
mli,1986,7952863
mli,1987,8062216
mli,1988,8171525
mli,1989,8296919
mli,1990,8449915
mli,1991,8635528
mli,1992,8850334
mli,1993,9087173
mli,1994,9334893
mli,1995,9585660
mli,1996,9837575
mli,1997,10094363
mli,1998,10360564
mli,1999,10642937
mli,2000,10946448
mli,2001,11271603
mli,2002,11616890
mli,2003,11982692
mli,2004,12369078
mli,2005,12775509
mli,2006,13203378
mli,2007,13651455
mli,2008,14113578
mli,2009,14581427
mli,2010,15049352
mli,2011,15514593
mli,2012,15979492
mli,2013,16449854
mli,2014,16934213
mli,2015,17438772
mli,2016,17965448
mli,2017,18512429
mli,2018,19077755
mli,2019,19658023
mli,2020,20250834
mlt,1960,326550
mlt,1961,325250
mlt,1962,323900
mlt,1963,322550
mlt,1964,321250
mlt,1965,318800
mlt,1966,315200
mlt,1967,311550
mlt,1968,307900
mlt,1969,304300
mlt,1970,302650
mlt,1971,302700
mlt,1972,302450
mlt,1973,302200
mlt,1974,301996
mlt,1975,304222
mlt,1976,305774
mlt,1977,306970
mlt,1978,310182
mlt,1979,313342
mlt,1980,316645
mlt,1981,318982
mlt,1982,325898
mlt,1983,330524
mlt,1984,330593
mlt,1985,336452
mlt,1986,342121
mlt,1987,344485
mlt,1988,347325
mlt,1989,350722
mlt,1990,354170
mlt,1991,363845
mlt,1992,367618
mlt,1993,371308
mlt,1994,374797
mlt,1995,377419
mlt,1996,379905
mlt,1997,382791
mlt,1998,385287
mlt,1999,387578
mlt,2000,390087
mlt,2001,393028
mlt,2002,395969
mlt,2003,398582
mlt,2004,401268
mlt,2005,403834
mlt,2006,405308
mlt,2007,406724
mlt,2008,409379
mlt,2009,412477
mlt,2010,414508
mlt,2011,416268
mlt,2012,420028
mlt,2013,425967
mlt,2014,434558
mlt,2015,445053
mlt,2016,455356
mlt,2017,467999
mlt,2018,484630
mlt,2019,504062
mlt,2020,515332
mmr,1960,21736947
mmr,1961,22211626
mmr,1962,22697664
mmr,1963,23198238
mmr,1964,23717785
mmr,1965,24259356
mmr,1966,24823937
mmr,1967,25410054
mmr,1968,26015239
mmr,1969,26635852
mmr,1970,27269063
mmr,1971,27913749
mmr,1972,28570093
mmr,1973,29238168
mmr,1974,29918469
mmr,1975,30611093
mmr,1976,31314347
mmr,1977,32026748
mmr,1978,32748782
mmr,1979,33481397
mmr,1980,34224316
mmr,1981,34976465
mmr,1982,35734273
mmr,1983,36491804
mmr,1984,37241530
mmr,1985,37977087
mmr,1986,38698484
mmr,1987,39404350
mmr,1988,40085653
mmr,1989,40731439
mmr,1990,41335188
mmr,1991,41890192
mmr,1992,42401686
mmr,1993,42889992
mmr,1994,43383421
mmr,1995,43901598
mmr,1996,44452203
mmr,1997,45027223
mmr,1998,45611220
mmr,1999,46181075
mmr,2000,46719698
mmr,2001,47225119
mmr,2002,47702163
mmr,2003,48148907
mmr,2004,48564489
mmr,2005,48949931
mmr,2006,49301049
mmr,2007,49621479
mmr,2008,49929642
mmr,2009,50250366
mmr,2010,50600827
mmr,2011,50990612
mmr,2012,51413703
mmr,2013,51852464
mmr,2014,52280816
mmr,2015,52680724
mmr,2016,53045199
mmr,2017,53382521
mmr,2018,53708318
mmr,2019,54045422
mmr,2020,54409794
mne,1960,480579
mne,1961,491140
mne,1962,502558
mne,1963,513409
mne,1964,521753
mne,1965,526327
mne,1966,526419
mne,1967,522796
mne,1968,517481
mne,1969,513340
mne,1970,512407
mne,1971,515449
mne,1972,521785
mne,1973,530220
mne,1974,538902
mne,1975,546487
mne,1976,552562
mne,1977,557576
mne,1978,562065
mne,1979,566888
mne,1980,572608
mne,1981,579445
mne,1982,587001
mne,1983,594506
mne,1984,600884
mne,1985,605398
mne,1986,607711
mne,1987,608144
mne,1988,607413
mne,1989,606571
mne,1990,606372
mne,1991,607105
mne,1992,608516
mne,1993,610170
mne,1994,611389
mne,1995,611712
mne,1996,611003
mne,1997,609520
mne,1998,607662
mne,1999,606001
mne,2000,604950
mne,2001,607389
mne,2002,609828
mne,2003,612267
mne,2004,613353
mne,2005,614261
mne,2006,615025
mne,2007,615875
mne,2008,616969
mne,2009,618294
mne,2010,619428
mne,2011,620079
mne,2012,620601
mne,2013,621207
mne,2014,621810
mne,2015,622159
mne,2016,622303
mne,2017,622373
mne,2018,622227
mne,2019,622028
mne,2020,621306
mng,1960,955514
mng,1961,982181
mng,1962,1011327
mng,1963,1042387
mng,1964,1074518
mng,1965,1107121
mng,1966,1139962
mng,1967,1173186
mng,1968,1207104
mng,1969,1242213
mng,1970,1278819
mng,1971,1317042
mng,1972,1356673
mng,1973,1397305
mng,1974,1438421
mng,1975,1479646
mng,1976,1520868
mng,1977,1562207
mng,1978,1603910
mng,1979,1646290
mng,1980,1689622
mng,1981,1733475
mng,1982,1777727
mng,1983,1823214
mng,1984,1871089
mng,1985,1921889
mng,1986,1976313
mng,1987,2033351
mng,1988,2089709
mng,1989,2141005
mng,1990,2184139
mng,1991,2217918
mng,1992,2243495
mng,1993,2263196
mng,1994,2280475
mng,1995,2298017
mng,1996,2316571
mng,1997,2335744
mng,1998,2355667
mng,1999,2376228
mng,2000,2397417
mng,2001,2419594
mng,2002,2443261
mng,2003,2468765
mng,2004,2496394
mng,2005,2526429
mng,2006,2558854
mng,2007,2593819
mng,2008,2631899
mng,2009,2673794
mng,2010,2719902
mng,2011,2770357
mng,2012,2824698
mng,2013,2881783
mng,2014,2940111
mng,2015,2998433
mng,2016,3056358
mng,2017,3113788
mng,2018,3170214
mng,2019,3225166
mng,2020,3278292
mnp,1960,9980
mnp,1961,10243
mnp,1962,10438
mnp,1963,10591
mnp,1964,10780
mnp,1965,11023
mnp,1966,11341
mnp,1967,11723
mnp,1968,12135
mnp,1969,12577
mnp,1970,13000
mnp,1971,13423
mnp,1972,13884
mnp,1973,14322
mnp,1974,14672
mnp,1975,14917
mnp,1976,15024
mnp,1977,15049
mnp,1978,15167
mnp,1979,15640
mnp,1980,16633
mnp,1981,18168
mnp,1982,20163
mnp,1983,22622
mnp,1984,25496
mnp,1985,28719
mnp,1986,32377
mnp,1987,36371
mnp,1988,40294
mnp,1989,43542
mnp,1990,45752
mnp,1991,46662
mnp,1992,46473
mnp,1993,45763
mnp,1994,45361
mnp,1995,45872
mnp,1996,47518
mnp,1997,50052
mnp,1998,52999
mnp,1999,55633
mnp,2000,57453
mnp,2001,58319
mnp,2002,58412
mnp,2003,57954
mnp,2004,57240
mnp,2005,56547
mnp,2006,55886
mnp,2007,55215
mnp,2008,54621
mnp,2009,54194
mnp,2010,53971
mnp,2011,54013
mnp,2012,54306
mnp,2013,54786
mnp,2014,55301
mnp,2015,55779
mnp,2016,56187
mnp,2017,56553
mnp,2018,56889
mnp,2019,57213
mnp,2020,57557
moz,1960,7184870
moz,1961,7342117
moz,1962,7507309
moz,1963,7679465
moz,1964,7857107
moz,1965,8039217
moz,1966,8225919
moz,1967,8417698
moz,1968,8614445
moz,1969,8816056
moz,1970,9022747
moz,1971,9232655
moz,1972,9446235
moz,1973,9668655
moz,1974,9906963
moz,1975,10165216
moz,1976,10443954
moz,1977,10738534
moz,1978,11041206
moz,1979,11341405
moz,1980,11630194
moz,1981,11913085
moz,1982,12189817
moz,1983,12439773
moz,1984,12636120
moz,1985,12764385
moz,1986,12808566
moz,1987,12786353
moz,1988,12758003
moz,1989,12805950
moz,1990,12987292
moz,1991,13328029
moz,1992,13805999
moz,1993,14370950
moz,1994,14948050
moz,1995,15483277
moz,1996,15960445
moz,1997,16397175
moz,1998,16813946
moz,1999,17244176
moz,2000,17711925
moz,2001,18221884
moz,2002,18764147
moz,2003,19331097
moz,2004,19910549
moz,2005,20493927
moz,2006,21080108
moz,2007,21673319
moz,2008,22276596
moz,2009,22894718
moz,2010,23531567
moz,2011,24187500
moz,2012,24862673
moz,2013,25560752
moz,2014,26286192
moz,2015,27042001
moz,2016,27829930
moz,2017,28649007
moz,2018,29496009
moz,2019,30366043
moz,2020,31255435
mrt,1960,850377
mrt,1961,875586
mrt,1962,901690
mrt,1963,928742
mrt,1964,956794
mrt,1965,985907
mrt,1966,1016093
mrt,1967,1047345
mrt,1968,1079580
mrt,1969,1112749
mrt,1970,1146776
mrt,1971,1181659
mrt,1972,1217443
mrt,1973,1254156
mrt,1974,1291857
mrt,1975,1330594
mrt,1976,1370364
mrt,1977,1411139
mrt,1978,1453028
mrt,1979,1496174
mrt,1980,1540644
mrt,1981,1586496
mrt,1982,1633655
mrt,1983,1681859
mrt,1984,1730737
mrt,1985,1780033
mrt,1986,1829678
mrt,1987,1879756
mrt,1988,1930427
mrt,1989,1981902
mrt,1990,2034347
mrt,1991,2087914
mrt,1992,2142645
mrt,1993,2198538
mrt,1994,2255520
mrt,1995,2313630
mrt,1996,2372900
mrt,1997,2433567
mrt,1998,2496217
mrt,1999,2561584
mrt,2000,2630217
mrt,2001,2702405
mrt,2002,2778097
mrt,2003,2857150
mrt,2004,2939246
mrt,2005,3024198
mrt,2006,3111908
mrt,2007,3202512
mrt,2008,3296237
mrt,2009,3393408
mrt,2010,3494200
mrt,2011,3598646
mrt,2012,3706555
mrt,2013,3817497
mrt,2014,3930894
mrt,2015,4046304
mrt,2016,4163532
mrt,2017,4282582
mrt,2018,4403312
mrt,2019,4525698
mrt,2020,4649660
mus,1960,659351
mus,1961,680757
mus,1962,700349
mus,1963,718861
mus,1964,736381
mus,1965,753000
mus,1966,768813
mus,1967,783917
mus,1968,798413
mus,1969,812405
mus,1970,826000
mus,1971,839230
mus,1972,852053
mus,1973,864819
mus,1974,878042
mus,1975,892000
mus,1976,906507
mus,1977,921379
mus,1978,933499
mus,1979,949888
mus,1980,966039
