geo,time,dc_dac_luxl_cd
ukr,2004,119999.99732
ukr,2005,239999.99464
ukr,2006,189999.99762
ukr,2007,140000.0006
ukr,2008,159999.99642
ukr,2009,109999.9994
ukr,2010,29999.99933
ukr,2012,19999.99955
ukr,2013,50000.00075
ukr,2014,330000.01311
ukr,2015,689999.99762
ukr,2016,949999.98808
ukr,2017,850000.02384
ukr,2018,920000.01669
ukr,2019,1080000.04292
ury,1990,39999.99911
ury,1992,59999.99866
ury,1993,59999.99866
ury,1994,79999.99821
ury,1995,29999.99933
ury,1996,19999.99955
ury,1997,9999.99978
ury,2005,100000.00149
ury,2006,9999.99978
ury,2007,29999.99933
ury,2008,159999.99642
ury,2009,59999.99866
ury,2010,119999.99732
ury,2011,39999.99911
ury,2012,59999.99866
ury,2013,19999.99955
uzb,2005,180000.00715
uzb,2010,349999.99404
uzb,2011,280000.00119
uzb,2012,289999.99166
uzb,2013,140000.0006
uzb,2014,119999.99732
uzb,2015,79999.99821
uzb,2016,119999.99732
uzb,2017,170000.00179
uzb,2018,129999.99523
uzb,2019,100000.00149
ven,1996,159999.99642
ven,1999,200000.00298
ven,2000,129999.99523
ven,2002,59999.99866
ven,2005,219999.99881
ven,2008,250000
ven,2012,19999.99955
ven,2013,119999.99732
ven,2019,219999.99881
vnm,1990,159999.99642
vnm,1991,19999.99955
vnm,1992,200000.00298
vnm,1993,100000.00149
vnm,1994,129999.99523
vnm,1995,500000
vnm,1996,2589999.91417
vnm,1997,2720000.02861
vnm,1998,4519999.98093
vnm,1999,2990000.00954
vnm,2000,5010000.22888
vnm,2001,4630000.11444
vnm,2002,5260000.22888
vnm,2003,10350000.38147
vnm,2004,10829999.92371
vnm,2005,11920000.07629
vnm,2006,11970000.26703
vnm,2007,14340000.15259
vnm,2008,17950000.76294
vnm,2009,12869999.88556
vnm,2010,12140000.34332
vnm,2011,8770000.45776
vnm,2012,11270000.45776
vnm,2013,12380000.11444
vnm,2014,12500000
vnm,2015,11340000.15259
vnm,2016,7110000.13351
vnm,2017,5440000.05722
vnm,2018,4400000.09537
vnm,2019,3680000.06676
vut,2011,29999.99933
vut,2012,70000.0003
vut,2015,150000.00596
wsm,2009,70000.0003
wsm,2014,29999.99933
yem,2009,349999.99404
yem,2010,529999.97139
yem,2011,419999.98689
yem,2013,270000.01073
yem,2014,330000.01311
yem,2015,550000.01192
yem,2016,1110000.01431
yem,2017,1789999.96185
yem,2018,1980000.01907
yem,2019,1370000.00477
zaf,1993,19999.99955
zaf,1994,29999.99933
zaf,1995,129999.99523
zaf,1996,319999.99285
zaf,1997,560000.00238
zaf,1998,1009999.99046
zaf,1999,1139999.98569
zaf,2000,1269999.98093
zaf,2001,389999.98569
zaf,2002,1009999.99046
zaf,2003,70000.0003
zaf,2004,1870000.00477
zaf,2005,2619999.88556
zaf,2006,870000.00477
zaf,2007,379999.99523
zaf,2008,400000.00596
zaf,2009,300000.01192
zaf,2010,360000.01431
zaf,2011,379999.99523
zaf,2012,709999.97854
zaf,2013,670000.01669
zaf,2014,310000.00238
zaf,2015,360000.01431
zaf,2016,200000.00298
zaf,2017,370000.00477
zaf,2018,579999.98331
zaf,2019,129999.99523
zmb,1995,29999.99933
zmb,2002,280000.00119
zmb,2006,9999.99978
zmb,2007,9999.99978
zmb,2014,150000.00596
zmb,2016,90000.00358
zmb,2017,289999.99166
zmb,2018,330000.01311
zmb,2019,180000.00715
zwe,1993,180000.00715
zwe,1994,230000.00417
zwe,1995,19999.99955
zwe,2002,109999.9994
zwe,2003,150000.00596
zwe,2004,19999.99955
zwe,2005,9999.99978
zwe,2006,29999.99933
zwe,2007,1039999.96185
zwe,2008,2099999.90463
zwe,2009,2470000.02861
zwe,2015,109999.9994
