geo,time,eg_use_comm_fo_zs
irl,1962,70.08592
irl,1963,71.11173
irl,1964,72.28616
irl,1965,77.56958
irl,1966,76.29088
irl,1967,75.93702
irl,1968,70.95171
irl,1969,73.66489
irl,1970,77.86188
irl,1971,79.79173
irl,1972,80.25689
irl,1973,84.37851
irl,1974,82.30069
irl,1975,80.88234
irl,1976,80.9021
irl,1977,81.1392
irl,1978,82.87808
irl,1979,85.65079
irl,1980,85.13867
irl,1981,85.56192
irl,1982,84.3457
irl,1983,83.77268
irl,1984,85.00176
irl,1985,82.50108
irl,1986,85.50582
irl,1987,84.68189
irl,1988,83.89442
irl,1989,84.97974
irl,1990,85.06189
irl,1991,85.43301
irl,1992,84.55978
irl,1993,86.15562
irl,1994,86.85399
irl,1995,88.05594
irl,1996,89.44904
irl,1997,89.30315
irl,1998,90.06428
irl,1999,91.79905
irl,2000,92.51572
irl,2001,92.52159
irl,2002,91.45914
irl,2003,92.00226
irl,2004,93.27693
irl,2005,90.91552
irl,2006,90.97299
irl,2007,90.93178
irl,2008,89.92434
irl,2009,88.88512
irl,2010,90.0031
irl,2011,88.32246
irl,2012,86.85564
irl,2013,86.2779
irl,2014,84.43759
irl,2015,85.34282
irn,1971,97.72735
irn,1972,97.30849
irn,1973,98.10416
irn,1974,98.15358
irn,1975,98.26742
irn,1976,98.34473
irn,1977,98.44183
irn,1978,97.91164
irn,1979,98.37938
irn,1980,98.36808
irn,1981,98.35687
irn,1982,98.55705
irn,1983,98.32214
irn,1984,98.6039
irn,1985,98.68177
irn,1986,98.37628
irn,1987,98.34118
irn,1988,98.44488
irn,1989,98.72367
irn,1990,98.93136
irn,1991,98.91829
irn,1992,98.67889
irn,1993,98.73988
irn,1994,99.05873
irn,1995,99.13064
irn,1996,99.10415
irn,1997,99.2712
irn,1998,99.32626
irn,1999,99.57673
irn,2000,99.6652
irn,2001,99.58504
irn,2002,99.40728
irn,2003,99.22623
irn,2004,99.33233
irn,2005,98.89005
irn,2006,98.81114
irn,2007,98.89622
irn,2008,99.57304
irn,2009,99.55558
irn,2010,99.4449
irn,2011,99.41713
irn,2012,99.32468
irn,2013,98.95889
irn,2014,99.02258
irq,1971,99.0728
irq,1972,99.17049
irq,1973,99.01483
irq,1974,98.92776
irq,1975,99.01212
irq,1976,99.20416
irq,1977,99.07467
irq,1978,99.05053
irq,1979,98.97585
irq,1980,99.20212
irq,1981,99.27251
irq,1982,99.29274
irq,1983,99.4134
irq,1984,99.4385
irq,1985,99.50571
irq,1986,99.54828
irq,1987,98.44765
irq,1988,98.71259
irq,1989,98.83152
irq,1990,98.7692
irq,1991,99.37019
irq,1992,99.64271
irq,1993,99.75337
irq,1994,99.79053
irq,1995,99.77582
irq,1996,99.77319
irq,1997,99.80444
irq,1998,99.7191
irq,1999,99.62792
irq,2000,99.67868
irq,2001,99.70764
irq,2002,99.721
irq,2003,99.72154
irq,2004,99.2722
irq,2005,97.51125
irq,2006,96.82695
irq,2007,97.16702
irq,2008,97.84256
irq,2009,97.58239
irq,2010,97.55357
irq,2011,97.67302
irq,2012,97.57448
irq,2013,96.68062
irq,2014,95.98418
isl,1960,72.12773
isl,1961,69.75669
isl,1962,69.21718
isl,1963,69.71002
isl,1964,68.16742
isl,1965,69.5911
isl,1966,68.76136
isl,1967,66.2408
isl,1968,65.51641
isl,1969,57.04384
isl,1970,54.34603
isl,1971,53.12852
isl,1972,50.17855
isl,1973,51.6139
isl,1974,51.93912
isl,1975,47.66506
isl,1976,45.0761
isl,1977,45.55307
isl,1978,44.44532
isl,1979,42.55074
isl,1980,39.59807
isl,1981,33.82147
isl,1982,29.80677
isl,1983,28.4577
isl,1984,30.65319
isl,1985,29.26641
isl,1986,31.01073
isl,1987,31.87347
isl,1988,30.31771
isl,1989,30.1614
isl,1990,28.63991
isl,1991,27.83867
isl,1992,29.76385
isl,1993,30.04566
isl,1994,29.98211
isl,1995,29.28917
isl,1996,30.73642
isl,1997,29.75088
isl,1998,28.02536
isl,1999,24.46796
isl,2000,22.62223
isl,2001,22.89112
isl,2002,23.08598
isl,2003,22.87379
isl,2004,24.08945
isl,2005,23.65901
isl,2006,19.71346
isl,2007,16.15127
isl,2008,13.16705
isl,2009,12.17035
isl,2010,11.51979
isl,2011,10.25495
isl,2012,10.33071
isl,2013,10.40421
isl,2014,10.92849
isl,2015,11.28887
isr,1971,99.98455
isr,1972,99.99485
isr,1985,97.25664
isr,1986,97.05522
isr,1987,97.15372
isr,1988,97.39435
isr,1989,97.26679
isr,1990,97.00508
isr,1991,97.02559
isr,1992,97.15457
isr,1993,97.11977
isr,1994,97.23904
isr,1995,97.26434
isr,1996,97.2529
isr,1997,97.30751
isr,1998,97.15873
isr,1999,97.16622
isr,2000,97.20731
isr,2001,97.1541
isr,2002,96.91014
isr,2003,96.92671
isr,2004,96.66154
isr,2005,96.62279
isr,2006,96.95279
isr,2007,97.07304
isr,2008,96.53851
isr,2009,96.39583
isr,2010,96.35145
isr,2011,96.48399
isr,2012,96.65861
isr,2013,96.57471
isr,2014,91.74964
isr,2015,97.38212
ita,1960,85.61042
ita,1961,87.61714
ita,1962,89.31098
ita,1963,89.16118
ita,1964,90.11981
ita,1965,90.05269
ita,1966,90.54986
ita,1967,91.62898
ita,1968,92.43561
ita,1969,93.30523
ita,1970,93.31802
ita,1971,93.46443
ita,1972,93.73671
ita,1973,94.54555
ita,1974,93.68374
ita,1975,93.16202
ita,1976,93.92315
ita,1977,93.02773
ita,1978,93.4931
ita,1979,93.84407
ita,1980,93.73039
ita,1981,93.35109
ita,1982,92.58895
ita,1983,92.52219
ita,1984,91.61572
ita,1985,91.81478
ita,1986,91.45783
ita,1987,93.38343
ita,1988,92.90484
ita,1989,93.29463
ita,1990,93.43819
ita,1991,92.89537
ita,1992,92.58124
ita,1993,92.27029
ita,1994,92.08794
ita,1995,93.02465
ita,1996,92.61466
ita,1997,92.44346
ita,1998,92.28589
ita,1999,91.84137
ita,2000,91.7301
ita,2001,91.40342
ita,2002,91.03587
ita,2003,90.21611
ita,2004,90.40624
ita,2005,89.80145
ita,2006,89.19088
ita,2007,88.18304
ita,2008,86.84215
ita,2009,84.85133
ita,2010,84.62877
ita,2011,84.4648
ita,2012,82.20136
ita,2013,79.96433
ita,2014,78.58642
ita,2015,79.94845
jam,1971,86.2206
jam,1972,89.07288
jam,1973,91.39597
jam,1974,90.23801
jam,1975,90.54347
jam,1976,89.53742
jam,1977,90.15289
jam,1978,89.75044
jam,1979,91.31036
jam,1980,90.17412
jam,1981,90.34112
jam,1982,89.20329
jam,1983,88.25292
jam,1984,86.4183
jam,1985,85.37221
jam,1986,85.42425
jam,1987,85.7685
jam,1988,85.81809
jam,1989,86.54206
jam,1990,82.59664
jam,1991,82.6388
jam,1992,83.53538
jam,1993,83.98332
jam,1994,83.86519
jam,1995,84.90324
jam,1996,85.2552
jam,1997,84.87781
jam,1998,86.69319
jam,1999,86.64971
jam,2000,84.55707
jam,2001,86.91941
jam,2002,88.97377
jam,2003,89.34119
jam,2004,89.03312
jam,2005,88.91524
jam,2006,90.1159
jam,2007,90.32654
jam,2008,85.97681
jam,2009,82.31687
jam,2010,82.65262
jam,2011,82.4931
jam,2012,80.82174
jam,2013,81.40787
jam,2014,80.97134
jor,1971,99.23427
jor,1972,99.19
jor,1973,99.05092
jor,1974,98.9027
jor,1975,98.89466
jor,1976,98.93776
jor,1977,99.92994
jor,1978,99.94296
jor,1979,99.94445
jor,1980,99.95448
jor,1981,99.95095
jor,1982,99.92265
jor,1983,99.9186
jor,1984,99.92599
jor,1985,99.99618
jor,1988,99.84865
jor,1989,99.87863
jor,1990,98.13196
jor,1991,98.19657
jor,1992,98.52817
jor,1993,98.45021
jor,1994,98.46758
jor,1995,98.55367
jor,1996,98.58592
jor,1997,98.57262
jor,1998,98.56279
jor,1999,98.5394
jor,2000,98.45594
jor,2001,98.00085
jor,2002,97.98188
jor,2003,96.96365
jor,2004,97.67449
jor,2005,97.89826
jor,2006,97.89538
jor,2007,98.41012
jor,2008,98.00535
jor,2009,97.96267
jor,2010,97.3474
jor,2011,95.99311
jor,2012,97.32109
jor,2013,97.61827
jor,2014,97.60845
jpn,1960,93.77638
jpn,1961,93.60324
jpn,1962,94.42113
jpn,1963,94.60905
jpn,1964,95.20367
jpn,1965,95.14102
jpn,1966,95.26394
jpn,1967,96.50803
jpn,1968,96.64256
jpn,1969,97.01008
jpn,1970,97.00481
jpn,1971,96.514
jpn,1972,96.57391
jpn,1973,97.3456
jpn,1974,96.17244
jpn,1975,95.47405
jpn,1976,94.99356
jpn,1977,95.5227
jpn,1978,93.3945
jpn,1979,92.61089
jpn,1980,91.32407
jpn,1981,90.74452
jpn,1982,88.51455
jpn,1983,87.43146
jpn,1984,87.10337
jpn,1985,84.96823
jpn,1986,84.5666
jpn,1987,83.47244
jpn,1988,84.73904
jpn,1989,84.91936
jpn,1990,84.55205
jpn,1991,83.88477
jpn,1992,83.95402
jpn,1993,82.42968
jpn,1994,82.68251
jpn,1995,81.4755
jpn,1996,81.21933
jpn,1997,80.35859
jpn,1998,79.39873
jpn,1999,80.61844
jpn,2000,80.67377
jpn,2001,80.60164
jpn,2002,81.83019
jpn,2003,84.31138
jpn,2004,82.70647
jpn,2005,81.61186
jpn,2006,81.45312
jpn,2007,83.48271
jpn,2008,83.21545
jpn,2009,81.22806
jpn,2010,80.91095
jpn,2011,89.76594
jpn,2012,94.62155
jpn,2013,94.6333
jpn,2014,94.40747
jpn,2015,93.02646
kaz,1990,96.9514
kaz,1991,97.24331
kaz,1992,97.55977
kaz,1993,98.09382
kaz,1994,96.58278
kaz,1995,97.26043
kaz,1996,97.19462
kaz,1997,97.37036
kaz,1998,97.63797
kaz,1999,97.61159
kaz,2000,97.25212
kaz,2001,97.48459
kaz,2002,97.93442
kaz,2003,98.51096
kaz,2004,98.96165
kaz,2005,98.67109
kaz,2006,98.84731
kaz,2007,98.88773
kaz,2008,98.9466
kaz,2009,99.05368
kaz,2010,98.78505
kaz,2011,98.93383
kaz,2012,98.87645
kaz,2013,99.19266
kaz,2014,99.17391
ken,1971,21.0623
ken,1972,21.7132
ken,1973,20.92667
ken,1974,20.83097
ken,1975,19.78191
ken,1976,20.79611
ken,1977,21.47574
ken,1978,20.60048
ken,1979,20.29478
ken,1980,20.37791
ken,1981,19.36458
ken,1982,17.73948
ken,1983,15.89214
ken,1984,17.5203
ken,1985,17.75963
ken,1986,18.74735
ken,1987,19.23846
ken,1988,18.60155
ken,1989,18.78457
ken,1990,17.84136
ken,1991,16.83813
ken,1992,16.54686
ken,1993,15.95823
ken,1994,14.78755
ken,1995,15.5916
ken,1996,16.31727
ken,1997,15.54814
ken,1998,16.52475
ken,1999,16.95928
ken,2000,18.23986
ken,2001,16.42179
ken,2002,15.67695
ken,2003,12.99901
ken,2004,14.09902
ken,2005,15.43874
ken,2006,17.06526
ken,2007,16.64351
ken,2008,16.96467
ken,2009,18.85477
ken,2010,19.41169
ken,2011,19.06402
ken,2012,17.11462
ken,2013,18.26607
ken,2014,17.37957
kgz,1990,93.52394
kgz,1991,92.62684
kgz,1992,87.7794
kgz,1993,82.00145
kgz,1994,71.09037
kgz,1995,64.67422
kgz,1996,68.08948
kgz,1997,69.24586
kgz,1998,70.77945
kgz,1999,63.08088
kgz,2000,62.78335
kgz,2001,60.34194
kgz,2002,65.88787
kgz,2003,65.04947
kgz,2004,67.12009
kgz,2005,66.02258
kgz,2006,66.59071
kgz,2007,70.29173
kgz,2008,74.4093
kgz,2009,72.98544
kgz,2010,70.51698
kgz,2011,70.1008
kgz,2012,73.869
kgz,2013,72.20952
kgz,2014,75.47622
khm,1995,18.02465
khm,1996,17.92265
khm,1997,18.41724
khm,1998,18.41302
khm,1999,19.51303
khm,2000,20.33629
khm,2001,21.64186
khm,2002,18.62145
khm,2003,19.54713
khm,2004,24.4328
khm,2005,27.19979
khm,2006,29.4288
khm,2007,32.96813
khm,2008,32.73456
khm,2009,27.94399
khm,2010,30.05983
khm,2011,28.98069
khm,2012,29.04509
khm,2013,28.61223
khm,2014,30.62908
kir,1990,0
kir,2004,0
kir,2005,0
kir,2006,0
kir,2007,0
kna,1990,0
kna,2004,0
kna,2005,0
kna,2006,0
kna,2007,0
kor,1971,99.33109
kor,1972,99.3635
kor,1973,99.48788
kor,1974,99.3003
kor,1975,99.4083
kor,1976,99.43398
kor,1977,99.56141
kor,1978,97.79866
kor,1979,97.44106
kor,1980,97.39015
kor,1981,97.56185
kor,1982,97.31504
kor,1983,94.49032
kor,1984,93.54389
kor,1985,91.19474
kor,1986,87.31446
kor,1987,83.71815
kor,1988,85.46666
kor,1989,83.84312
kor,1990,83.78013
kor,1991,84.33809
kor,1992,85.82812
kor,1993,86.92321
kor,1994,87.73615
kor,1995,87.08373
kor,1996,87.06888
kor,1997,87.56412
kor,1998,84.15197
kor,1999,83.5946
kor,2000,83.9686
kor,2001,83.75122
kor,2002,83.43111
kor,2003,82.217
kor,2004,82.48511
kor,2005,80.61092
kor,2006,80.54717
kor,2007,81.81923
kor,2008,81.16938
kor,2009,81.65564
kor,2010,82.86953
kor,2011,82.74552
kor,2012,83.22136
kor,2013,84.16472
kor,2014,82.395
kor,2015,81.02848
kos,2000,83.92267
kos,2001,86.39372
kos,2002,86.27717
kos,2003,86.9511
kos,2004,86.76231
kos,2005,87.20963
kos,2006,87.30212
kos,2007,88.08795
kos,2008,87.57461
kos,2009,88.18079
kos,2010,88.37101
kos,2011,88.64308
kos,2012,88.63153
kos,2013,90.21079
kos,2014,86.12158
kwt,1971,99.81977
kwt,1972,99.94562
kwt,1973,99.66978
kwt,1974,99.88121
kwt,1975,99.87514
kwt,1976,99.88492
kwt,1977,99.99032
kwt,1978,99.99111
kwt,1979,99.97179
kwt,1980,99.96481
kwt,1981,99.96428
kwt,1982,99.96791
kwt,1983,99.98791
kwt,1984,99.9533
kwt,1985,99.95805
kwt,1986,99.96126
kwt,1987,99.96439
kwt,1988,99.97083
kwt,1989,99.97503
kwt,1990,99.93541
kwt,1991,99.78132
kwt,1992,99.90829
kwt,1993,99.97008
kwt,1994,99.9847
kwt,1995,99.95524
kwt,1996,99.97472
kwt,1997,99.99999
kwt,2000,100
kwt,2001,99.99999
kwt,2003,100
kwt,2006,100
kwt,2007,100
kwt,2008,100
kwt,2009,99.9961
kwt,2011,95.78056
kwt,2012,92.5727
kwt,2013,96.49017
kwt,2014,93.68989
lbn,1971,90.88428
lbn,1972,91.15559
lbn,1973,94.01546
lbn,1974,92.73668
lbn,1975,91.79835
lbn,1976,92.33921
lbn,1977,90.05855
lbn,1978,91.50209
lbn,1979,91.66811
lbn,1980,92.47053
lbn,1981,92.19599
lbn,1982,90.73998
lbn,1983,91.80839
lbn,1984,91.89219
lbn,1985,93.09121
lbn,1986,93.88083
lbn,1987,93.86197
lbn,1988,91.94439
lbn,1989,92.20052
lbn,1990,92.54197
lbn,1991,93.63553
lbn,1992,93.15073
lbn,1993,95.13552
lbn,1994,95.16875
lbn,1995,95.316
lbn,1996,94.60973
lbn,1997,95.14532
lbn,1998,95.12335
lbn,1999,95.71277
lbn,2000,94.03614
lbn,2001,94.73889
lbn,2002,95.20037
lbn,2003,94.80203
lbn,2004,94.64819
lbn,2005,93.99383
lbn,2006,93.38075
lbn,2007,92.601
lbn,2008,95.5716
lbn,2009,95.59789
lbn,2010,94.97296
lbn,2011,95.51803
lbn,2012,96.36925
lbn,2013,95.74186
lbn,2014,97.6211
lby,1971,93.82078
lby,1972,95.39383
lby,1973,95.94209
lby,1974,96.21671
lby,1975,96.89375
lby,1976,96.46365
lby,1977,97.06539
lby,1978,97.33112
lby,1979,97.61882
lby,1980,98.22619
lby,1981,98.35755
lby,1982,98.48868
lby,1983,98.51988
lby,1984,98.62094
lby,1985,98.76599
lby,1986,98.76018
lby,1987,98.86422
lby,1988,98.81839
lby,1989,98.91167
lby,1990,98.88036
lby,1991,98.89634
lby,1992,98.89078
lby,1993,98.93128
lby,1994,99.05348
lby,1995,99.10601
lby,1996,99.13992
lby,1997,99.13522
lby,1998,99.12669
lby,1999,99.09552
lby,2000,99.11828
lby,2001,99.12459
lby,2002,99.14798
lby,2003,99.16232
lby,2004,99.17569
lby,2005,99.13548
lby,2006,99.14139
lby,2007,99.09619
lby,2008,99.15229
lby,2009,99.20403
lby,2010,99.28148
lby,2011,98.90275
lby,2012,99.08135
lby,2013,99.18551
lby,2014,99.1113
lca,1990,0
lca,2004,0
lca,2005,0
lca,2006,0
lca,2007,0
lka,1971,26.01178
lka,1972,30.49144
lka,1973,31.10533
lka,1974,26.34567
lka,1975,24.06803
lka,1976,23.53397
lka,1977,25.40011
lka,1978,27.40801
lka,1979,28.80304
lka,1980,29.23333
lka,1981,28.64684
lka,1982,30.5758
lka,1983,30.91623
lka,1984,26.8058
lka,1985,24.74067
lka,1986,24.5086
lka,1987,26.12118
lka,1988,24.74355
lka,1989,23.55703
lka,1990,24.11358
lka,1991,25.13375
lka,1992,24.79727
lka,1993,29.80517
lka,1994,31.69837
lka,1995,33.06375
lka,1996,37.55153
lka,1997,37.67684
lka,1998,38.92736
lka,1999,39.83703
lka,2000,43.02458
lka,2001,43.35644
lka,2002,44.58774
lka,2003,46.37188
lka,2004,45.79687
lka,2005,45.29383
lka,2006,43.4398
lka,2007,45.38814
lka,2008,44.86267
lka,2009,43.55872
lka,2010,43.08772
lka,2011,48.84018
lka,2012,47.31202
lka,2013,45.87418
lka,2014,50.54557
lso,2004,0
lso,2005,0
lso,2006,0
lso,2007,0
ltu,1990,75.75343
ltu,1991,77.72703
ltu,1992,65.05711
ltu,1993,61.0138
ltu,1994,66.8093
ltu,1995,59.97047
ltu,1996,58.61733
ltu,1997,60.17217
ltu,1998,59.25244
ltu,1999,60.26767
ltu,2000,58.67377
ltu,2001,57.44372
ltu,2002,53.45321
ltu,2003,52.15906
ltu,2004,53.36311
ltu,2005,59.88021
ltu,2006,61.14547
ltu,2007,60.97062
ltu,2008,60.25068
ltu,2009,55.371
ltu,2010,74.29751
ltu,2011,73.87595
ltu,2012,72.89319
ltu,2013,70.02234
ltu,2014,67.99375
lux,1960,99.92452
lux,1961,99.91239
lux,1962,99.48768
lux,1963,98.78301
lux,1964,98.19269
lux,1965,97.93904
lux,1966,97.3876
lux,1967,97.21771
lux,1968,97.20081
lux,1969,96.9846
lux,1970,96.56298
lux,1971,96.09184
lux,1972,95.98769
lux,1973,95.95873
lux,1974,94.85949
lux,1975,94.33701
lux,1976,94
lux,1977,93.51445
lux,1978,93.83302
lux,1979,93.18829
lux,1980,92.30693
lux,1981,90.94393
lux,1982,89.82349
lux,1983,88.7138
lux,1984,88.95789
lux,1985,89.1024
lux,1986,89.17652
lux,1987,88.44922
lux,1988,88.12742
lux,1989,88.89655
lux,1990,89.17085
lux,1991,89.30698
lux,1992,89.3266
lux,1993,89.34209
lux,1994,87.94841
lux,1995,84.91985
lux,1996,85.62631
lux,1997,84.28297
lux,1998,82.71809
lux,1999,83.01312
lux,2000,83.44341
lux,2001,84.98341
lux,2002,89.84917
lux,2003,89.70103
lux,2004,91.25834
lux,2005,91.16899
lux,2006,90.33413
lux,2007,88.08548
lux,2008,87.11638
lux,2009,88.70504
lux,2010,87.95743
lux,2011,87.00864
lux,2012,87.21562
lux,2013,84.506
lux,2014,83.33175
lux,2015,80.5623
lva,1990,81.76808
lva,1991,79.82076
lva,1992,76.61426
lva,1993,73.3709
lva,1994,70.50863
lva,1995,66.42518
lva,1996,65.23376
lva,1997,65.08488
lva,1998,64.99382
lva,1999,63.32952
lva,2000,63.38829
lva,2001,63.67106
lva,2002,63.4126
lva,2003,63.63405
lva,2004,62.98707
lva,2005,63.18157
lva,2006,64.80801
lva,2007,65.1297
lva,2008,65.08768
lva,2009,61.12606
lva,2010,65.85
lva,2011,62.8939
lva,2012,58.04189
lva,2013,58.92421
lva,2014,56.71743
mar,1971,73.56455
mar,1972,74.75674
mar,1973,77.79663
mar,1974,78.82241
mar,1975,79.88969
mar,1976,81.05871
mar,1977,81.75261
mar,1978,82.30753
mar,1979,82.8131
mar,1980,82.85068
mar,1981,83.35423
mar,1982,84.30879
mar,1983,84.71281
mar,1984,85.0152
mar,1985,84.8173
mar,1986,84.768
mar,1987,84.59377
mar,1988,84.92222
mar,1989,85.62125
mar,1990,85.48591
mar,1991,84.59572
mar,1992,85.26847
mar,1993,86.03307
mar,1994,86.66988
mar,1995,87.01038
mar,1996,86.36749
mar,1997,86.5161
mar,1998,86.38635
mar,1999,86.95095
mar,2000,86.52997
mar,2001,87.54747
mar,2002,87.79693
mar,2003,87.14691
mar,2004,81.49045
mar,2005,84.22704
mar,2006,84.82306
mar,2007,85.339
mar,2008,86.37395
mar,2009,86.37173
mar,2010,87.09832
mar,2011,88.65515
mar,2012,89.10598
mar,2013,88.2493
mar,2014,88.46886
mda,1992,99.72866
mda,1993,98.33244
mda,1994,97.27128
mda,1995,94.68962
mda,1996,94.29497
mda,1997,93.2392
mda,1998,92.83449
mda,1999,92.18525
mda,2000,91.48475
mda,2001,90.97027
mda,2002,89.48376
mda,2003,87.80471
mda,2004,89.29407
mda,2005,89.42115
mda,2006,88.00969
mda,2007,89.55525
mda,2008,89.06283
mda,2009,92.64323
mda,2010,90.354
mda,2011,91.14389
mda,2012,90.57071
mda,2013,86.33121
mda,2014,88.68802
mdv,1990,0
mdv,2004,0
mdv,2005,0
mdv,2006,0
mdv,2007,0
mex,1971,83.19225
mex,1972,84.55158
mex,1973,85.22364
mex,1974,85.36731
mex,1975,86.33866
mex,1976,86.85619
mex,1977,87.46711
mex,1978,88.7185
mex,1979,88.90349
mex,1980,90.36045
mex,1981,90.4001
mex,1982,90.61288
mex,1983,90.08728
mex,1984,90.03598
mex,1985,90.01739
mex,1986,88.74772
mex,1987,88.44363
mex,1988,88.4136
mex,1989,88.5268
mex,1990,87.35334
mex,1991,87.40531
mex,1992,86.95014
mex,1993,86.97185
mex,1994,88.19844
mex,1995,86.1863
mex,1996,86.24387
mex,1997,86.65882
mex,1998,87.16155
mex,1999,87.09444
mex,2000,87.24953
mex,2001,88.27886
mex,2002,88.52239
mex,2003,88.87889
mex,2004,88.76018
mex,2005,88.63818
mex,2006,89.10735
mex,2007,88.90048
mex,2008,89.69529
mex,2009,90.57949
mex,2010,90.49509
mex,2011,90.46461
mex,2012,91.057
mex,2013,90.57105
mex,2014,90.27849
mex,2015,90.42621
mhl,2004,0
mhl,2005,0
mhl,2006,0
mhl,2007,0
mkd,1990,98.00383
mkd,1991,96.7584
mkd,1992,89.49238
mkd,1993,89.13724
mkd,1994,89.27534
mkd,1995,88.79046
mkd,1996,90.88161
mkd,1997,89.48668
mkd,1998,90.8655
mkd,1999,88.69794
mkd,2000,87.31847
mkd,2001,89.80575
mkd,2002,88.40655
mkd,2003,86.21785
mkd,2004,85.01391
mkd,2005,84.62103
mkd,2006,83.88108
mkd,2007,85.06011
mkd,2008,83.78534
mkd,2009,84.40081
mkd,2010,81.11916
mkd,2011,82.10861
mkd,2012,82.13129
mkd,2013,81.14316
mkd,2014,79.42591
mlt,1972,100
mlt,1975,100
mlt,1976,100
mlt,1977,99.9996
mlt,1978,100
mlt,1979,99.99965
mlt,1980,100
mlt,1981,100
mlt,1984,99.99976
mlt,1985,100
mlt,1986,100
mlt,1988,100
mlt,1989,100
mlt,1990,100
mlt,1991,100
mlt,1992,100
mlt,1995,100
mlt,1996,100
mlt,1997,100
mlt,1998,99.99986
mlt,1999,100
mlt,2002,99.96741
mlt,2003,99.96233
mlt,2004,99.95104
mlt,2005,99.9404
mlt,2006,99.92247
mlt,2007,99.91016
mlt,2008,99.89146
mlt,2009,99.88027
mlt,2010,99.67247
mlt,2011,99.23845
mlt,2012,99.03841
mlt,2013,98.7576
mlt,2014,97.78846
mmr,1971,19.0897
mmr,1972,18.4823
mmr,1973,14.97412
mmr,1974,16.69309
mmr,1975,16.4067
mmr,1976,17.86325
mmr,1977,18.09296
mmr,1978,17.79304
mmr,1979,17.91868
mmr,1980,18.90661
mmr,1981,18.64882
mmr,1982,18.84266
mmr,1983,18.29094
mmr,1984,19.64567
mmr,1985,19.8759
mmr,1986,21.11788
mmr,1987,16.44907
mmr,1988,16.02046
mmr,1989,15.31769
mmr,1990,14.56584
mmr,1991,14.76492
mmr,1992,13.81263
mmr,1993,17.85301
mmr,1994,19.96683
mmr,1995,21.44539
mmr,1996,22.54497
mmr,1997,22.78799
mmr,1998,24.02578
mmr,1999,26.03413
mmr,2000,27.18148
mmr,2001,23.62618
mmr,2002,24.07386
mmr,2003,27.11699
mmr,2004,30.13469
mmr,2005,29.47735
mmr,2006,29.81559
mmr,2007,31.70409
mmr,2008,28.44973
mmr,2009,23.27887
mmr,2010,21.22356
mmr,2011,20.87967
mmr,2012,26.92944
mmr,2013,30.72995
mmr,2014,44.2899
mne,2005,52.57608
mne,2006,57.39371
mne,2007,53.96094
mne,2008,60.74167
mne,2009,52.38013
mne,2010,62.08344
mne,2011,63.24611
mne,2012,61.2001
mne,2013,63.86902
mne,2014,64.6647
mng,1985,97.1189
mng,1986,97.49615
mng,1987,97.66757
mng,1988,97.7997
mng,1989,97.47993
mng,1990,97.17145
mng,1991,97.79787
mng,1992,97.3499
mng,1993,96.81021
mng,1994,96.25403
mng,1995,95.71535
mng,1996,94.90562
mng,1997,94.98002
mng,1998,95.00063
mng,1999,95.63205
mng,2000,93.92703
mng,2001,93.1131
mng,2002,92.99211
mng,2003,92.78072
mng,2004,92.99249
mng,2005,93.91378
mng,2006,94.5067
mng,2007,94.49723
mng,2008,94.52912
mng,2009,94.80693
mng,2010,94.84841
mng,2011,95.25305
mng,2012,90.17163
mng,2013,92.69368
mng,2014,93.19938
moz,1971,13.44248
moz,1972,12.4094
moz,1973,13.09421
moz,1974,11.78772
moz,1975,10.9018
moz,1976,9.83298
moz,1977,11.33241
moz,1978,8.52345
moz,1979,9.0229
moz,1980,11.07383
moz,1981,9.05818
moz,1982,9.09783
moz,1983,8.27995
moz,1984,7.31693
moz,1985,7.29623
moz,1986,7.2995
moz,1987,7.3795
moz,1988,7.51207
moz,1989,7.46572
moz,1990,5.46215
moz,1991,4.92454
moz,1992,5.50503
moz,1993,6.14661
moz,1994,5.37079
moz,1995,5.67204
moz,1996,5.55248
moz,1997,6.48763
moz,1998,5.32125
moz,1999,5.59529
moz,2000,6.73787
moz,2001,6.55909
moz,2002,6.00189
moz,2003,6.84605
moz,2004,6.70588
moz,2005,6.01009
moz,2006,6.25819
moz,2007,7.34244
moz,2008,7.00878
moz,2009,7.65136
moz,2010,7.96089
moz,2011,9.03129
moz,2012,8.26996
moz,2013,9.0814
moz,2014,12.61995
mus,1971,23.38319
mus,1972,25.46462
mus,1973,28.1186
mus,1974,32.59134
mus,1975,34.17672
mus,1976,37.80994
mus,1977,41.62676
mus,1978,43.88519
mus,1979,44.09118
mus,1980,42.89512
mus,1981,43.66996
mus,1982,41.72165
mus,1983,45.75275
mus,1984,46.87751
mus,1985,43.49334
mus,1986,47.13398
mus,1987,47.87572
mus,1988,53.30731
mus,1989,54.18111
mus,1990,55.45925
mus,1991,58.45567
mus,1992,59.04804
mus,1993,62.67835
mus,1994,65.87273
mus,1995,63.29553
mus,1996,65.39379
mus,1997,63.78766
mus,1998,65.49166
mus,1999,75.80218
mus,2000,73.8631
mus,2001,73.52794
mus,2002,75.42063
mus,2003,75.84136
mus,2004,75.46382
mus,2005,77.3982
mus,2006,79.5037
mus,2007,80.3257
mus,2008,79.38892
mus,2009,81.04683
mus,2010,81.6563
mus,2011,82.43971
mus,2012,83.15324
mus,2013,83.78117
mus,2014,84.54236
mys,1971,75.23304
mys,1972,74.74973
mys,1973,74.27177
mys,1974,76.9236
mys,1975,77.62223
mys,1976,79.3405
