geo,time,eg_imp_cons_zs
hun,2007,61.74633
hun,2008,60.34143
hun,2009,55.68996
hun,2010,57.00257
hun,2011,56.76652
hun,2012,54.90329
hun,2013,54.57649
hun,2014,55.60738
hun,2015,57.66671
idn,1971,-104.65402
idn,1972,-123.88108
idn,1973,-148.68872
idn,1974,-145.27156
idn,1975,-129.27436
idn,1976,-145.74053
idn,1977,-147.24972
idn,1978,-134.232
idn,1979,-126.8499
idn,1980,-124.47383
idn,1981,-117.27024
idn,1982,-90.03183
idn,1983,-91.37061
idn,1984,-110.66802
idn,1985,-94.40299
idn,1986,-87.73989
idn,1987,-82.51116
idn,1988,-81.17272
idn,1989,-83.16077
idn,1990,-70.86072
idn,1991,-76.99153
idn,1992,-73.71249
idn,1993,-63.97097
idn,1994,-74.90676
idn,1995,-63.9515
idn,1996,-64.25045
idn,1997,-62.42803
idn,1998,-67.12565
idn,1999,-65.67316
idn,2000,-52.56666
idn,2001,-51.8184
idn,2002,-50.28629
idn,2003,-53.98829
idn,2004,-50.17429
idn,2005,-55.91462
idn,2006,-70.83175
idn,2007,-74.09463
idn,2008,-73.63386
idn,2009,-74.39976
idn,2010,-79.04613
idn,2011,-106.70816
idn,2012,-107.21107
idn,2013,-112.28375
idn,2014,-103.09133
ind,1971,9.76203
ind,1972,9.2321
ind,1973,9.83158
ind,1974,9.08181
ind,1975,7.29555
ind,1976,8.57358
ind,1977,8.77717
ind,1978,7.48406
ind,1979,9.90265
ind,1980,9.46323
ind,1981,7.80957
ind,1982,6.55288
ind,1983,4.81567
ind,1984,4.00056
ind,1985,6.31567
ind,1986,5.30092
ind,1987,5.94714
ind,1988,6.18424
ind,1989,7.61527
ind,1990,8.25989
ind,1991,8.79744
ind,1992,11.04552
ind,1993,11.98499
ind,1994,12.19737
ind,1995,13.05508
ind,1996,14.25699
ind,1997,14.93412
ind,1998,17.23038
ind,1999,20.06241
ind,2000,20.44554
ind,2001,20.08046
ind,2002,20.35278
ind,2003,19.66335
ind,2004,21.38064
ind,2005,22.05265
ind,2006,23.46924
ind,2007,24.96961
ind,2008,25.79398
ind,2009,27.45268
ind,2010,28.34761
ind,2011,29.38204
ind,2012,31.49652
ind,2013,32.47555
ind,2014,34.30552
irl,1960,62.95184
irl,1961,65.72257
irl,1962,66.42594
irl,1963,67.55918
irl,1964,68.55391
irl,1965,74.34456
irl,1966,73.2358
irl,1967,73.47701
irl,1968,68.8179
irl,1969,71.96045
irl,1970,76.33036
irl,1971,78.81269
irl,1972,79.42222
irl,1973,83.78136
irl,1974,81.61371
irl,1975,75.03205
irl,1976,79.38254
irl,1977,81.5872
irl,1978,84.50801
irl,1979,82.84814
irl,1980,77.00735
irl,1981,69.89145
irl,1982,63.08175
irl,1983,60.88667
irl,1984,56.2094
irl,1985,67.02035
irl,1986,70.25748
irl,1987,67.41832
irl,1988,68.56459
irl,1989,59.66288
irl,1990,65.0193
irl,1991,67.11339
irl,1992,68.79476
irl,1993,65.70392
irl,1994,66.29657
irl,1995,61.50827
irl,1996,68.83993
irl,1997,76.15101
irl,1998,80.61126
irl,1999,81.51842
irl,2000,84.36054
irl,2001,87.63822
irl,2002,89.27336
irl,2003,86.94247
irl,2004,87.04702
irl,2005,88.7022
irl,2006,88.76828
irl,2007,90.6782
irl,2008,89.52857
irl,2009,89.86179
irl,2010,87.24519
irl,2011,87.18399
irl,2012,90.43
irl,2013,82.71124
irl,2014,84.2558
irl,2015,85.66714
irn,1971,-1337.56659
irn,1972,-1538.46614
irn,1973,-1400.64651
irn,1974,-1198.35632
irn,1975,-969.61913
irn,1976,-933.96981
irn,1977,-785.9692
irn,1978,-743.07443
irn,1979,-361.61781
irn,1980,-112.1916
irn,1981,-85.3299
irn,1982,-158.56023
irn,1983,-210.56005
irn,1984,-140.46884
irn,1985,-127.74245
irn,1986,-87.84067
irn,1987,-132.93621
irn,1988,-149.92856
irn,1989,-149.87427
irn,1990,-170.92881
irn,1991,-160.82759
irn,1992,-165.63618
irn,1993,-161.58332
irn,1994,-139.21349
irn,1995,-134.80939
irn,1996,-140.95068
irn,1997,-117.80361
irn,1998,-116.77321
irn,1999,-93.57252
irn,2000,-106.18186
irn,2001,-86.06907
irn,2002,-83.96348
irn,2003,-97.06319
irn,2004,-88.10529
irn,2005,-79.91087
irn,2006,-78.82856
irn,2007,-76.68534
irn,2008,-65.05759
irn,2009,-63.61753
irn,2010,-67.53084
irn,2011,-65.92591
irn,2012,-37.20267
irn,2013,-34.83098
irn,2014,-33.39527
irq,1971,-2041.07849
irq,1972,-1640.06332
irq,1973,-2110.81967
irq,1974,-1879.07764
irq,1975,-1790.70214
irq,1976,-1537.49238
irq,1977,-1428.76161
irq,1978,-1375.63881
irq,1979,-1572.76872
irq,1980,-1293.47736
irq,1981,-375.24335
irq,1982,-410.19088
irq,1983,-312.68916
irq,1984,-380.19531
irq,1985,-395.10661
irq,1986,-446.8984
irq,1987,-590.67801
irq,1988,-646.09655
irq,1989,-598.44228
irq,1990,-450.51677
irq,1991,-22.11389
irq,1992,-21.61004
irq,1993,-18.04161
irq,1994,-18.44512
irq,1995,-19.6388
irq,1996,-23.36426
irq,1997,-99.24774
irq,1998,-293.80239
irq,1999,-496.43617
irq,2000,-419.64011
irq,2001,-359.75997
irq,2002,-316.68511
irq,2003,-216.80782
irq,2004,-300.63849
irq,2005,-270.16295
irq,2006,-310.00936
irq,2007,-317.81385
irq,2008,-329.71756
irq,2009,-275.05695
irq,2010,-232.18128
irq,2011,-244.64883
irq,2012,-240.1611
irq,2013,-218.5696
irq,2014,-229.39049
isl,1960,72.12773
isl,1961,69.75669
isl,1962,69.21736
isl,1963,69.71002
isl,1964,68.16742
isl,1965,69.5911
isl,1966,68.76122
isl,1967,66.24066
isl,1968,65.51629
isl,1969,57.04398
isl,1970,54.34615
isl,1971,53.12852
isl,1972,50.17866
isl,1973,51.61381
isl,1974,51.93912
isl,1975,47.66497
isl,1976,45.07619
isl,1977,45.55323
isl,1978,44.44525
isl,1979,42.55068
isl,1980,39.598
isl,1981,33.82147
isl,1982,29.80683
isl,1983,28.45764
isl,1984,30.65319
isl,1985,29.26641
isl,1986,31.01073
isl,1987,31.87342
isl,1988,30.31766
isl,1989,30.1614
isl,1990,28.63991
isl,1991,27.83862
isl,1992,29.76385
isl,1993,30.04561
isl,1994,29.98211
isl,1995,29.28913
isl,1996,30.73642
isl,1997,29.75084
isl,1998,28.02532
isl,1999,24.46796
isl,2000,22.62223
isl,2001,22.89112
isl,2002,23.08594
isl,2003,22.87376
isl,2004,24.08939
isl,2005,23.65895
isl,2006,19.71343
isl,2007,16.15127
isl,2008,13.16705
isl,2009,12.17034
isl,2010,11.51977
isl,2011,10.25494
isl,2012,10.3307
isl,2013,10.43892
isl,2014,10.96335
isl,2015,11.55755
isr,1971,-3.46822
isr,1972,-12.88998
isr,1973,20.79594
isr,1974,27.01828
isr,1975,6.35561
isr,1976,98.6391
isr,1977,98.79262
isr,1978,98.90931
isr,1979,98.8704
isr,1980,98.03822
isr,1981,97.93853
isr,1982,99.00085
isr,1983,99.07544
isr,1984,99.26433
isr,1985,96.27389
isr,1986,96.22582
isr,1987,96.36029
isr,1988,96.51565
isr,1989,96.5266
isr,1990,96.3012
isr,1991,96.19161
isr,1992,96.53607
isr,1993,96.37861
isr,1994,96.50858
isr,1995,96.46789
isr,1996,96.50705
isr,1997,96.52688
isr,1998,96.51564
isr,1999,96.4187
isr,2000,96.47905
isr,2001,96.48647
isr,2002,96.23413
isr,2003,96.2564
isr,2004,91.06709
isr,2005,88.74593
isr,2006,87.01711
isr,2007,85.52671
isr,2008,82.90801
isr,2009,84.80143
isr,2010,83.36523
isr,2011,79.66932
isr,2012,86.59502
isr,2013,71.83296
isr,2014,67.04874
isr,2015,64.96736
ita,1960,65.3167
ita,1961,68.62997
ita,1962,72.5789
ita,1963,74.40747
ita,1964,74.877
ita,1965,76.62542
ita,1966,77.78896
ita,1967,79.29651
ita,1968,80.5623
ita,1969,81.14694
ita,1970,81.78306
ita,1971,81.4697
ita,1972,81.95909
ita,1973,82.88763
ita,1974,82.59886
ita,1975,82.03147
ita,1976,82.76635
ita,1977,83.0538
ita,1978,83.40551
ita,1979,84.39998
ita,1980,84.79397
ita,1981,83.73067
ita,1982,81.90729
ita,1983,82.77317
ita,1984,82.24246
ita,1985,82.39052
ita,1986,81.03495
ita,1987,82.2457
ita,1988,81.73559
ita,1989,82.65964
ita,1990,82.72797
ita,1991,82.63412
ita,1992,81.73619
ita,1993,80.93875
ita,1994,79.87048
ita,1995,81.51231
ita,1996,80.96096
ita,1997,81.14599
ita,1998,81.7286
ita,1999,82.63902
ita,2000,83.57704
ita,2001,84.42307
ita,2002,83.70034
ita,2003,83.53826
ita,2004,84.06484
ita,2005,83.79208
ita,2006,83.71513
ita,2007,83.08543
ita,2008,81.88239
ita,2009,81.33077
ita,2010,81.00267
ita,2011,80.98214
ita,2012,78.33385
ita,2013,76.33877
ita,2014,75.0013
ita,2015,76.41798
jam,1971,86.2206
jam,1972,89.07288
jam,1973,91.39593
jam,1974,90.23797
jam,1975,90.54347
jam,1976,89.53742
jam,1977,90.15285
jam,1978,89.75048
jam,1979,91.3104
jam,1980,90.17408
jam,1981,90.34112
jam,1982,89.20325
jam,1983,88.25287
jam,1984,86.4183
jam,1985,85.37221
jam,1986,85.42425
jam,1987,85.76839
jam,1988,85.81809
jam,1989,86.54202
jam,1990,82.5966
jam,1991,82.6388
jam,1992,83.53535
jam,1993,83.98329
jam,1994,83.86522
jam,1995,84.90327
jam,1996,85.25523
jam,1997,84.87781
jam,1998,86.69322
jam,1999,86.64971
jam,2000,84.55707
jam,2001,86.91941
jam,2002,88.9738
jam,2003,89.34116
jam,2004,89.03314
jam,2005,88.91521
jam,2006,90.1159
jam,2007,90.32654
jam,2008,85.97679
jam,2009,82.31684
jam,2010,82.65262
jam,2011,82.4931
jam,2012,81.9542
jam,2013,82.54226
jam,2014,82.04252
jor,1971,99.8109
jor,1972,99.82747
jor,1973,99.84854
jor,1974,99.8566
jor,1975,99.87642
jor,1976,99.87917
jor,1977,99.93004
jor,1978,99.94296
jor,1979,99.94445
jor,1980,99.95448
jor,1981,99.95089
jor,1982,99.95683
jor,1983,99.95003
jor,1984,99.95457
jor,1985,99.9553
jor,1986,99.40583
jor,1987,99.18853
jor,1988,99.32211
jor,1989,98.18391
jor,1990,95.05367
jor,1991,95.31547
jor,1992,95.50318
jor,1993,94.99758
jor,1994,93.26077
jor,1995,93.50369
jor,1996,93.77278
jor,1997,93.5934
jor,1998,93.68126
jor,1999,93.85253
jor,2000,94.12339
jor,2001,94.17177
jor,2002,94.80899
jor,2003,94.4569
jor,2004,95.27091
jor,2005,96.16754
jor,2006,95.76557
jor,2007,96.15613
jor,2008,96.1028
jor,2009,96.06989
jor,2010,96.16476
jor,2011,96.1059
jor,2012,96.53248
jor,2013,96.53969
jor,2014,96.8123
jpn,1960,41.88266
jpn,1961,45.39439
jpn,1962,49.9682
jpn,1963,57.10392
jpn,1964,61.0739
jpn,1965,64.24562
jpn,1966,66.81866
jpn,1967,74.08768
jpn,1968,77.12683
jpn,1969,81.30984
jpn,1970,84.6632
jpn,1971,86.6235
jpn,1972,88.59214
jpn,1973,90.78963
jpn,1974,90.48962
jpn,1975,90.19157
jpn,1976,89.83223
jpn,1977,90.31895
jpn,1978,89.13971
jpn,1979,88.83337
jpn,1980,87.43438
jpn,1981,86.78777
jpn,1982,84.60849
jpn,1983,83.61511
jpn,1984,83.62832
jpn,1985,81.52427
jpn,1986,81.23058
jpn,1987,80.72038
jpn,1988,82.46639
jpn,1989,82.90551
jpn,1990,82.99874
jpn,1991,82.264
jpn,1992,82.39917
jpn,1993,80.93673
jpn,1994,81.32727
jpn,1995,80.19513
jpn,1996,80.00006
jpn,1997,79.36665
jpn,1998,78.42829
jpn,1999,79.67411
jpn,2000,79.80786
jpn,2001,79.72096
jpn,2002,81.23227
jpn,2003,83.67531
jpn,2004,82.07033
jpn,2005,80.92421
jpn,2006,80.71502
jpn,2007,82.64542
jpn,2008,82.34587
jpn,2009,80.36108
jpn,2010,80.14408
jpn,2011,88.93691
jpn,2012,93.82705
jpn,2013,93.91863
jpn,2014,93.98126
jpn,2015,93.01913
kaz,1990,-23.86146
kaz,1991,-22.58212
kaz,1992,-13.53538
kaz,1993,-20.21833
kaz,1994,-22.46077
kaz,1995,-22.21608
kaz,1996,-40.47606
kaz,1997,-65.97851
kaz,1998,-64.75228
kaz,1999,-84.07336
kaz,2000,-120.22782
kaz,2001,-143.20393
kaz,2002,-129.667
kaz,2003,-136.59655
kaz,2004,-125.82357
kaz,2005,-133.1909
kaz,2006,-108.15468
kaz,2007,-100.04402
kaz,2008,-106.77516
kaz,2009,-133.24238
kaz,2010,-126.95816
kaz,2011,-107.23476
kaz,2012,-122.88272
kaz,2013,-107.34156
kaz,2014,-116.89043
ken,1971,21.53847
ken,1972,22.15301
ken,1973,21.3853
ken,1974,21.26259
ken,1975,20.15333
ken,1976,21.12439
ken,1977,21.82725
ken,1978,20.87261
ken,1979,20.48836
ken,1980,20.74525
ken,1981,19.58452
ken,1982,17.97538
ken,1983,16.08786
ken,1984,17.74446
ken,1985,17.97243
ken,1986,18.94718
ken,1987,19.39193
ken,1988,18.69509
ken,1989,18.87641
ken,1990,17.98666
ken,1991,16.94371
ken,1992,16.73114
ken,1993,16.16275
ken,1994,14.97454
ken,1995,15.66397
ken,1996,16.41552
ken,1997,15.64656
ken,1998,16.60058
ken,1999,17.05786
ken,2000,18.35433
ken,2001,16.52603
ken,2002,15.73299
ken,2003,13.05813
ken,2004,14.1263
ken,2005,15.17062
ken,2006,16.49974
ken,2007,16.13916
ken,2008,16.56257
ken,2009,18.70418
ken,2010,19.2164
ken,2011,18.71447
ken,2012,16.98998
ken,2013,18.13965
ken,2014,17.1699
kgz,1990,66.57829
kgz,1991,64.08892
kgz,1992,63.49044
kgz,1993,59.2172
kgz,1994,47.55861
kgz,1995,47.20474
kgz,1996,52.16178
kgz,1997,51.36814
kgz,1998,59.66521
kgz,1999,46.06488
kgz,2000,40.94301
kgz,2001,39.96087
kgz,2002,52.23619
kgz,2003,50.19696
kgz,2004,45.39361
kgz,2005,48.55568
kgz,2006,49.46951
kgz,2007,55.1777
kgz,2008,64.04265
kgz,2009,58.65775
kgz,2010,53.8807
kgz,2011,51.04737
kgz,2012,57.69747
kgz,2013,55.4716
kgz,2014,49.54466
khm,1995,18.02461
khm,1996,17.92265
khm,1997,18.41724
khm,1998,18.41299
khm,1999,19.51303
khm,2000,20.33632
khm,2001,21.64189
khm,2002,18.63654
khm,2003,19.5743
khm,2004,24.47851
khm,2005,27.3621
khm,2006,29.68407
khm,2007,33.42959
khm,2008,34.69568
khm,2009,29.09264
khm,2010,31.6675
khm,2011,31.57698
khm,2012,31.93291
khm,2013,31.63796
khm,2014,33.1163
kor,1971,62.41808
kor,1972,66.45969
kor,1973,68.64767
kor,1974,67.37637
kor,1975,65.60523
kor,1976,71.27265
kor,1977,74.15197
kor,1978,74.82377
kor,1979,77.37422
kor,1980,77.5269
kor,1981,75.99098
kor,1982,76.77039
kor,1983,75.75927
kor,1984,75.03254
kor,1985,72.52665
kor,1986,69.78752
kor,1987,67.47347
kor,1988,71.02436
kor,1989,72.24319
kor,1990,75.65171
kor,1991,77.77378
kor,1992,81.60546
kor,1993,83.86996
kor,1994,85.40999
kor,1995,85.39013
kor,1996,85.7012
kor,1997,86.14202
kor,1998,82.68108
kor,1999,82.27801
kor,2000,81.69381
kor,2001,81.71119
kor,2002,82.43752
kor,2003,81.26004
kor,2004,81.60574
kor,2005,79.5605
kor,2006,79.51943
kor,2007,80.82953
kor,2008,80.29728
kor,2009,80.66201
kor,2010,82.01995
kor,2011,81.9503
kor,2012,82.44682
kor,2013,83.47307
kor,2014,81.7043
kor,2015,81.44833
kos,2000,28.96471
kos,2001,29.04136
kos,2002,29.11484
kos,2003,29.43827
kos,2004,37.26723
kos,2005,28.17756
kos,2006,27.5975
kos,2007,30.25908
kos,2008,24.33886
kos,2009,24.20299
kos,2010,25.42652
kos,2011,28.98996
kos,2012,26.1442
kos,2013,23.9724
kos,2014,27.38726
kwt,1971,-2534.27662
kwt,1972,-2469.79609
kwt,1973,-2147.66125
kwt,1974,-1894.20808
kwt,1975,-1625.87226
kwt,1976,-1529.67383
kwt,1977,-1291.88084
kwt,1978,-1296.28176
kwt,1979,-1228.00777
kwt,1980,-795.38834
kwt,1981,-518.39601
kwt,1982,-304.8763
kwt,1983,-390.75701
kwt,1984,-429.99712
kwt,1985,-333.31443
kwt,1986,-328.48175
kwt,1987,-321.40493
kwt,1988,-311.06096
kwt,1989,-319.88311
kwt,1990,-452.99045
kwt,1991,-273.30582
kwt,1992,-577.16234
kwt,1993,-766.21437
kwt,1994,-689.35561
kwt,1995,-676.70857
kwt,1996,-691.96029
kwt,1997,-683.50879
kwt,1998,-599.38354
kwt,1999,-497.55159
kwt,2000,-510.29685
kwt,2001,-460.24805
kwt,2002,-390.39898
kwt,2003,-452.0119
kwt,2004,-462.6048
kwt,2005,-458.38399
kwt,2006,-487.86899
kwt,2007,-458.87332
kwt,2008,-433.04032
kwt,2009,-315.26536
kwt,2010,-319.47317
kwt,2011,-376.21035
kwt,2012,-365.44569
kwt,2013,-387.60931
kwt,2014,-391.05849
lbn,1971,90.88422
lbn,1972,91.15559
lbn,1973,94.01546
lbn,1974,92.73668
lbn,1975,91.79835
lbn,1976,92.33925
lbn,1977,90.21728
lbn,1978,91.83418
lbn,1979,92.33792
lbn,1980,92.81995
lbn,1981,92.48596
lbn,1982,91.0456
lbn,1983,92.13497
lbn,1984,92.16882
lbn,1985,93.36259
lbn,1986,94.09213
lbn,1987,94.09921
lbn,1988,92.08999
lbn,1989,92.34738
lbn,1990,92.68937
lbn,1991,93.75458
lbn,1992,93.18076
lbn,1993,95.13555
lbn,1994,95.16875
lbn,1995,95.88552
lbn,1996,95.88881
lbn,1997,96.14115
lbn,1998,96.21347
lbn,1999,97.06057
lbn,2000,96.48447
lbn,2001,96.80366
lbn,2002,96.07568
lbn,2003,94.80201
lbn,2004,95.11085
lbn,2005,94.88658
lbn,2006,95.16996
lbn,2007,94.68393
lbn,2008,96.58191
lbn,2009,97.19153
lbn,2010,96.75538
lbn,2011,96.76062
lbn,2012,96.84894
lbn,2013,96.47033
lbn,2014,97.86554
lby,1971,-8657.83214
lby,1972,-5127.29523
lby,1973,-4232.41593
lby,1974,-2665.9233
lby,1975,-2049.86894
lby,1976,-2974.27873
lby,1977,-2516.78703
lby,1978,-2121.95581
lby,1979,-1989.59691
lby,1980,-1269.70488
lby,1981,-744.92985
lby,1982,-630.37441
lby,1983,-588.1716
lby,1984,-548.79367
lby,1985,-464.73186
lby,1986,-464.17103
lby,1987,-401.20669
lby,1988,-454.69523
lby,1989,-431.94849
lby,1990,-555.2277
lby,1991,-620.92545
lby,1992,-591.79698
lby,1993,-533.37155
lby,1994,-467.37393
lby,1995,-452.22617
lby,1996,-425.28186
lby,1997,-420.55375
lby,1998,-430.27712
lby,1999,-378.85281
lby,2000,-379.69679
lby,2001,-358.83594
lby,2002,-339.24198
lby,2003,-360.98894
lby,2004,-405.67705
lby,2005,-450.05976
lby,2006,-483.95056
lby,2007,-546.95924
lby,2008,-502.21358
lby,2009,-418.08088
lby,2010,-399.06502
lby,2011,-138.44085
lby,2012,-403.05907
lby,2013,-227.78895
lby,2014,-102.96411
lka,1971,26.01175
lka,1972,30.49144
lka,1973,31.10531
lka,1974,26.34564
lka,1975,24.06803
lka,1976,23.53395
lka,1977,25.40011
lka,1978,27.40801
lka,1979,28.80302
lka,1980,29.23335
lka,1981,28.64684
lka,1982,30.10971
lka,1983,30.48243
lka,1984,26.45727
lka,1985,24.4314
lka,1986,24.13799
lka,1987,25.69575
lka,1988,24.56768
lka,1989,23.31428
lka,1990,24.0202
lka,1991,25.00236
lka,1992,24.68207
lka,1993,29.6837
lka,1994,31.28739
lka,1995,33.02702
lka,1996,37.44205
lka,1997,37.59234
lka,1998,39.0001
lka,1999,39.84675
lka,2000,42.98041
lka,2001,43.31078
lka,2002,44.56981
lka,2003,46.38035
lka,2004,45.83868
lka,2005,45.3347
lka,2006,43.24541
lka,2007,45.18158
lka,2008,44.3542
lka,2009,43.55872
lka,2010,43.08771
lka,2011,48.84018
lka,2012,47.31202
lka,2013,45.87417
lka,2014,50.26849
ltu,1990,69.27509
ltu,1991,71.09563
ltu,1992,60.3112
ltu,1993,57.62869
ltu,1994,66.79299
ltu,1995,55.85953
ltu,1996,52.23848
ltu,1997,54.38361
ltu,1998,50.6389
ltu,1999,54.06076
ltu,2000,52.52181
ltu,2001,47.8357
ltu,2002,42.10797
ltu,2003,40.98034
ltu,2004,43.43812
ltu,2005,54.26688
ltu,2006,58.34515
ltu,2007,58.17586
ltu,2008,57.69386
ltu,2009,49.88846
ltu,2010,78.4405
ltu,2011,78.99875
ltu,2012,78.91511
ltu,2013,76.49818
ltu,2014,75.04471
lux,1960,99.94794
lux,1961,99.85313
lux,1962,99.88415
lux,1963,99.99493
lux,1964,99.8235
lux,1965,99.76494
lux,1966,99.77882
lux,1967,99.75968
lux,1968,99.77422
lux,1969,99.81912
lux,1970,99.79893
lux,1971,99.88356
lux,1972,99.86571
lux,1973,99.90881
lux,1974,99.84564
lux,1975,99.83807
lux,1976,99.89721
lux,1977,99.34695
lux,1978,99.39749
lux,1979,99.31174
lux,1980,99.17352
lux,1981,99.02766
lux,1982,99.02693
lux,1983,98.97467
lux,1984,98.95905
lux,1985,98.998
lux,1986,99.13192
lux,1987,98.85441
lux,1988,98.79991
lux,1989,98.92848
lux,1990,99.15003
lux,1991,99.15721
lux,1992,98.74492
lux,1993,98.80042
lux,1994,98.72527
lux,1995,98.58481
lux,1996,98.8299
lux,1997,98.63259
lux,1998,98.23144
lux,1999,98.2901
lux,2000,98.10008
lux,2001,97.95635
lux,2002,98.01368
lux,2003,98.07799
lux,2004,97.99402
lux,2005,97.56752
lux,2006,97.36301
lux,2007,97.20426
lux,2008,97.05948
lux,2009,97.19605
lux,2010,97.1975
lux,2011,97.2944
lux,2012,96.99602
lux,2013,96.62699
lux,2014,96.00214
lux,2015,96.31075
lva,1990,85.70867
lva,1991,84.81823
lva,1992,82.30413
lva,1993,77.633
lva,1994,72.24873
lva,1995,68.84856
lva,1996,68.24556
lva,1997,63.35754
lva,1998,59.10135
lva,1999,58.7274
lva,2000,63.23001
lva,2001,62.96253
lva,2002,60.4971
lva,2003,59.83217
lva,2004,58.38008
lva,2005,58.9086
lva,2006,60.62378
lva,2007,62.43545
lva,2008,60.98736
lva,2009,52.36319
lva,2010,56.14115
lva,2011,51.25185
lva,2012,47.09095
lva,2013,50.60952
lva,2014,45.16009
mar,1971,61.28071
mar,1972,61.67479
mar,1973,64.95797
mar,1974,67.02157
mar,1975,67.58124
mar,1976,69.00902
mar,1977,70.34376
mar,1978,71.59718
mar,1979,73.07163
mar,1980,73.83363
mar,1981,74.46783
mar,1982,75.59469
mar,1983,76.10484
mar,1984,75.88169
mar,1985,76.18909
mar,1986,76.4107
mar,1987,77.958
mar,1988,78.53738
mar,1989,81.04321
mar,1990,80.98458
mar,1991,80.94482
mar,1992,82.07474
mar,1993,82.88544
mar,1994,83.24972
mar,1995,83.16482
mar,1996,83.40154
mar,1997,84.17317
mar,1998,85.13893
mar,1999,87.32164
mar,2000,87.73486
mar,2001,88.27103
mar,2002,88.38247
mar,2003,87.80227
mar,2004,81.89936
mar,2005,84.38221
mar,2006,85.57199
mar,2007,86.86636
mar,2008,88.31656
mar,2009,88.54314
mar,2010,88.76468
mar,2011,90.48261
mar,2012,90.9406
mar,2013,90.24558
mar,2014,90.72183
mda,1990,99.14846
mda,1991,98.88112
mda,1992,98.76387
mda,1993,98.44951
mda,1994,98.31042
mda,1995,98.10003
mda,1996,97.75501
mda,1997,97.41333
mda,1998,97.54349
mda,1999,97.1605
mda,2000,96.8344
mda,2001,96.71095
mda,2002,96.84822
mda,2003,96.68195
mda,2004,96.46097
mda,2005,96.91418
mda,2006,96.67651
mda,2007,96.72282
mda,2008,96.24102
mda,2009,95.94134
mda,2010,93.81178
mda,2011,92.52079
mda,2012,92.24742
mda,2013,90.0496
mda,2014,90.01108
mex,1971,-0.87988
mex,1972,5.24164
mex,1973,10.05497
mex,1974,1.28193
mex,1975,-6.54716
mex,1976,-7.28258
mex,1977,-15.62932
mex,1978,-24.1414
mex,1979,-35.2923
mex,1980,-54.58562
mex,1981,-68.60433
mex,1982,-84.0256
mex,1983,-93.05377
mex,1984,-86.64092
mex,1985,-77.54314
mex,1986,-72.3212
mex,1987,-71.73892
mex,1988,-68.94857
mex,1989,-62.11398
mex,1990,-58.09692
mex,1991,-57.11083
mex,1992,-55.25207
mex,1993,-54.95049
mex,1994,-50.87577
mex,1995,-54.79224
mex,1996,-59.02672
mex,1997,-59.38694
mex,1998,-55.21197
mex,1999,-49.95858
mex,2000,-51.53969
mex,2001,-50.53612
mex,2002,-51.79016
mex,2003,-52.0462
mex,2004,-52.03507
mex,2005,-44.95931
mex,2006,-42.21934
mex,2007,-36.63831
mex,2008,-26.91894
mex,2009,-24.74801
mex,2010,-22.69789
mex,2011,-18.01627
mex,2012,-13.98153
mex,2013,-12.72592
mex,2014,-10.7936
mex,2015,-4.66649
mkd,1990,49.26374
mkd,1991,44.45205
mkd,1992,43.13456
mkd,1993,45.41815
mkd,1994,38.82877
mkd,1995,36.17932
mkd,1996,43.26256
mkd,1997,40.69144
mkd,1998,39.49984
mkd,1999,39.75756
mkd,2000,42.47143
mkd,2001,38.87053
mkd,2002,40.1318
mkd,2003,40.26327
mkd,2004,41.82193
mkd,2005,45.7993
mkd,2006,44.84269
mkd,2007,50.29959
mkd,2008,46.23486
mkd,2009,42.90209
mkd,2010,43.88031
mkd,2011,44.36739
mkd,2012,48.50089
mkd,2013,49.6488
mkd,2014,51.771
mlt,1971,100
mlt,1972,100
mlt,1973,100
mlt,1974,100
mlt,1975,100
mlt,1976,100
mlt,1977,100
mlt,1978,100
mlt,1979,100
mlt,1980,100
mlt,1981,100
mlt,1982,100
mlt,1983,100
mlt,1984,100
mlt,1985,100
mlt,1986,100
mlt,1987,100
mlt,1988,100
mlt,1989,100
mlt,1990,100
mlt,1991,100
mlt,1992,100
mlt,1993,100
mlt,1994,100
mlt,1995,100
mlt,1996,100
mlt,1997,100
mlt,1998,100
mlt,1999,100
mlt,2000,100
mlt,2001,100
mlt,2002,99.96741
mlt,2003,99.96245
mlt,2004,99.95104
mlt,2005,99.9404
mlt,2006,99.92259
mlt,2007,99.91016
mlt,2008,99.89158
mlt,2009,99.8804
mlt,2010,99.41771
mlt,2011,99.20049
mlt,2012,99.02076
mlt,2013,98.83962
mlt,2014,98.38149
mmr,1971,7.13954
mmr,1972,5.14273
mmr,1973,1.31361
mmr,1974,4.56973
mmr,1975,2.95616
mmr,1976,1.87126
mmr,1977,0.4892
mmr,1978,-0.13727
mmr,1979,-0.42135
mmr,1980,-0.98344
mmr,1981,-0.891
mmr,1982,-0.02087
mmr,1983,-1.10561
mmr,1984,-2.05358
mmr,1985,-0.98319
mmr,1986,-0.0298
mmr,1987,-1.46902
mmr,1988,0.20973
mmr,1989,0.20429
mmr,1990,0.2397
mmr,1991,0.19541
mmr,1992,0.20283
mmr,1993,3.17599
mmr,1994,4.05831
mmr,1995,6.86051
mmr,1996,7.78674
mmr,1997,7.51948
mmr,1998,1.99214
mmr,1999,-9.8515
mmr,2000,-20.06401
mmr,2001,-26.40163
mmr,2002,-26.82988
mmr,2003,-30.37985
mmr,2004,-36.43498
mmr,2005,-49.55207
mmr,2006,-50.4954
mmr,2007,-50.71929
mmr,2008,-50.04779
