geo,time,eg_elc_fosl_zs
irl,1978,92.76384
irl,1979,92.23684
irl,1980,92.0689
irl,1981,91.81309
irl,1982,92.38367
irl,1983,92.72997
irl,1984,93.87682
irl,1985,92.9052
irl,1986,92.5327
irl,1987,94.60765
irl,1988,93.23769
irl,1989,94.88695
irl,1990,79.32392
irl,1991,80.62291
irl,1992,80.97592
irl,1993,83.55935
irl,1994,83.05206
irl,1995,84.40127
irl,1996,84.40803
irl,1997,85.43349
irl,1998,86.28221
irl,1999,87.10774
irl,2000,87.51742
irl,2001,86.92757
irl,2002,86.05643
irl,2003,87.26519
irl,2004,88.57426
irl,2005,83.13041
irl,2006,82.9879
irl,2007,82.16684
irl,2008,78.82172
irl,2009,75.90314
irl,2010,79.03535
irl,2011,72.19482
irl,2012,71.46752
irl,2013,68.82111
irl,2014,65.29371
irl,2015,62.80651
irn,1971,66.94633
irn,1972,63.06919
irn,1973,76.4988
irn,1974,75.57301
irn,1975,78.05732
irn,1976,77.03772
irn,1977,77.80763
irn,1978,68.51413
irn,1979,75.26587
irn,1980,74.88829
irn,1981,74.98996
irn,1982,77.82707
irn,1983,81.20816
irn,1984,84.28704
irn,1985,85.84906
irn,1986,81.91768
irn,1987,81.83865
irn,1988,84.64076
irn,1989,85.73
irn,1990,89.70762
irn,1991,88.99666
irn,1992,86.12325
irn,1993,87.1096
irn,1994,90.9072
irn,1995,91.42397
irn,1996,91.86503
irn,1997,92.9126
irn,1998,93.1957
irn,1999,95.5803
irn,2000,96.96216
irn,2001,96.08923
irn,2002,94.27137
irn,2003,92.77025
irn,2004,93.60524
irn,2005,90.91966
irn,2006,90.45526
irn,2007,91.11214
irn,2008,97.57656
irn,2009,96.63008
irn,2010,95.83661
irn,2011,94.74114
irn,2012,94.2881
irn,2013,92.56003
irn,2014,93.17612
irn,2015,93.85675
irq,1971,92.85714
irq,1972,93.10345
irq,1973,91.75902
irq,1974,89.62387
irq,1975,89.73959
irq,1976,91.23879
irq,1977,91.10622
irq,1978,90.96362
irq,1979,89.82249
irq,1980,93.93833
irq,1981,94.35916
irq,1982,95.6089
irq,1983,96.29286
irq,1984,96.8652
irq,1985,97.0915
irq,1986,97.30785
irq,1987,88.44958
irq,1988,88.91258
irq,1989,89.1031
irq,1990,89.16667
irq,1991,95.67516
irq,1992,97.2332
irq,1993,97.71863
irq,1994,98
irq,1995,98.08358
irq,1996,98.10259
irq,1997,98.08497
irq,1998,98.0837
irq,1999,98.0832
irq,2000,98.08464
irq,2001,98.08378
irq,2002,98.47326
irq,2003,98.47212
irq,2004,98.47345
irq,2005,61.31579
irq,2006,56.52958
irq,2007,55.79926
irq,2008,63.55454
irq,2009,56.42191
irq,2010,65.45146
irq,2011,71.20197
irq,2012,65.64171
irq,2013,61.87737
irq,2014,57.52125
irq,2015,50.14944
isl,1960,4.53721
isl,1961,3.9801
isl,1962,4.02576
isl,1963,3.65854
isl,1964,3.67107
isl,1965,5.01475
isl,1966,7.07965
isl,1967,5.24079
isl,1968,5.21262
isl,1969,5.14786
isl,1970,2.95699
isl,1971,3.02283
isl,1972,2.67559
isl,1973,3.75
isl,1974,3.08538
isl,1975,3.14249
isl,1976,2.32748
isl,1977,2.65957
isl,1978,1.95789
isl,1979,1.89509
isl,1980,1.47613
isl,1981,1.06222
isl,1982,0.30278
isl,1983,0.18286
isl,1984,0.10058
isl,1985,0.10256
isl,1986,0.12154
isl,1987,0.11876
isl,1988,0.15632
isl,1989,0.13225
isl,1990,0.13304
isl,1991,0.15576
isl,1992,0.13198
isl,1993,0.10578
isl,1994,0.1046
isl,1995,0.18069
isl,1996,0.0976
isl,1997,0.07161
isl,1998,0.07961
isl,1999,0.06956
isl,2000,0.06507
isl,2001,0.04979
isl,2002,0.07129
isl,2003,0.07059
isl,2004,0.04639
isl,2005,0.05756
isl,2006,0.04028
isl,2007,0.0167
isl,2008,0.01215
isl,2009,0.01188
isl,2010,0.01172
isl,2011,0.01162
isl,2012,0.01709
isl,2013,0.0276
isl,2014,0.01655
isl,2015,0.02128
isr,1971,100
isr,1972,100
isr,1973,100
isr,1974,100
isr,1975,100
isr,1976,100
isr,1977,100
isr,1978,100
isr,1979,100
isr,1980,100
isr,1981,99.98459
isr,1982,99.98534
isr,1983,99.99303
isr,1984,99.98636
isr,1985,99.98704
isr,1986,99.96258
isr,1987,99.94343
isr,1988,99.94833
isr,1989,99.98533
isr,1990,99.57412
isr,1991,99.52589
isr,1992,99.48298
isr,1993,99.46569
isr,1994,99.53912
isr,1995,99.4774
isr,1996,99.55735
isr,1997,99.54701
isr,1998,99.58108
isr,1999,99.54864
isr,2000,99.61557
isr,2001,99.69739
isr,2002,99.66154
isr,2003,99.64286
isr,2004,99.65735
isr,2005,99.6708
isr,2006,99.70331
isr,2007,99.73044
isr,2008,99.50879
isr,2009,99.25102
isr,2010,99.57673
isr,2011,99.28618
isr,2012,99.16671
isr,2013,98.99873
isr,2014,98.42139
isr,2015,97.66917
ita,1960,14.32756
ita,1961,26.97836
ita,1962,35.98724
ita,1963,31.48284
ita,1964,42.29171
ita,1965,40.89159
ita,1966,43.02175
ita,1967,49.10933
ita,1968,52.6504
ita,1969,57.4344
ita,1970,58.98829
ita,1971,62.35232
ita,1972,63.56745
ita,1973,69.07224
ita,1974,69.15455
ita,1975,66.51964
ita,1976,71.07545
ita,1977,64.68556
ita,1978,68.96355
ita,1979,70.72609
ita,1980,71.97859
ita,1981,72.50131
ita,1982,71.51837
ita,1983,71.89424
ita,1984,70.6295
ita,1985,71.83448
ita,1986,71.6578
ita,1987,78.02029
ita,1988,77.74129
ita,1989,81.94578
ita,1990,83.59958
ita,1991,79.10405
ita,1992,79.26644
ita,1993,79.21773
ita,1994,78.7182
ita,1995,82.3065
ita,1996,80.45264
ita,1997,80.87407
ita,1998,81.21858
ita,1999,79.68487
ita,2000,80.67022
ita,2001,79.43206
ita,2002,82.02514
ita,2003,82.92778
ita,2004,80.58267
ita,2005,82.79982
ita,2006,82.6706
ita,2007,83.63063
ita,2008,80.61379
ita,2009,75.15737
ita,2010,73.26164
ita,2011,71.36984
ita,2012,67.9648
ita,2013,60.03633
ita,2014,55.48908
ita,2015,60.24677
jam,1971,86.33652
jam,1972,86.64028
jam,1973,86.09968
jam,1974,86.24617
jam,1975,79.59435
jam,1976,77.59531
jam,1977,76.28094
jam,1978,74.9024
jam,1979,76.67259
jam,1980,76.01432
jam,1981,76.06888
jam,1982,77.96954
jam,1983,74.04774
jam,1984,87.4772
jam,1985,87.77506
jam,1986,88.3856
jam,1987,89.43396
jam,1988,89.62316
jam,1989,87.79811
jam,1990,92.43287
jam,1991,93.26425
jam,1992,95.52388
jam,1993,94.75073
jam,1994,94.49215
jam,1995,94.83616
jam,1996,94.12057
jam,1997,94.06875
jam,1998,95.07716
jam,1999,95.17325
jam,2000,95.15592
jam,2001,96.54447
jam,2002,97.75022
jam,2003,97.48111
jam,2004,96.71609
jam,2005,96.30827
jam,2006,96.05246
jam,2007,95.03002
jam,2008,93.86068
jam,2009,92.63302
jam,2010,92.31481
jam,2011,91.27348
jam,2012,89.07584
jam,2013,90.15778
jam,2014,90.20369
jam,2015,89.73799
jor,1971,100
jor,1972,100
jor,1973,100
jor,1974,100
jor,1975,100
jor,1976,100
jor,1977,100
jor,1978,100
jor,1979,100
jor,1980,100
jor,1981,100
jor,1982,100
jor,1983,100
jor,1984,100
jor,1985,100
jor,1986,99.89848
jor,1987,99.45496
jor,1988,99.17254
jor,1989,99.50481
jor,1990,99.67015
jor,1991,99.78518
jor,1992,99.63817
jor,1993,99.51691
jor,1994,99.70449
jor,1995,99.66168
jor,1996,99.62034
jor,1997,99.68072
jor,1998,99.76279
jor,1999,99.75992
jor,2000,99.43051
jor,2001,99.32441
jor,2002,99.24988
jor,2003,99.37453
jor,2004,99.30858
jor,2005,99.3267
jor,2006,99.46043
jor,2007,99.43081
jor,2008,99.46524
jor,2009,99.51654
jor,2010,99.50599
jor,2011,99.5494
jor,2012,99.57821
jor,2013,99.62926
jor,2014,99.63776
jor,2015,99.03229
jpn,1960,49.35065
jpn,1961,48.52385
jpn,1962,55.55556
jpn,1963,56.88567
jpn,1964,61.66026
jpn,1965,60.33269
jpn,1966,62.78799
jpn,1967,71.63077
jpn,1968,72.62364
jpn,1969,75.69544
jpn,1970,77.45209
jpn,1971,75.92061
jpn,1972,77.77778
jpn,1973,83.50749
jpn,1974,77.57453
jpn,1975,77.0407
jpn,1976,76.75131
jpn,1977,80.17893
jpn,1978,76.70016
jpn,1979,74.02604
jpn,1980,69.99586
jpn,1981,69.61618
jpn,1982,66.43195
jpn,1983,65.81954
jpn,1984,66.03996
jpn,1985,61.66018
jpn,1986,60.72352
jpn,1987,61.00789
jpn,1988,61.8093
jpn,1989,63.14785
jpn,1990,54.85773
jpn,1991,54.81774
jpn,1992,55.4367
jpn,1993,53.78712
jpn,1994,54.96197
jpn,1995,54.05219
jpn,1996,54.01323
jpn,1997,54.32858
jpn,1998,54.2236
jpn,1999,57.16148
jpn,2000,58.02248
jpn,2001,59.01985
jpn,2002,61.37337
jpn,2003,65.15588
jpn,2004,62.16009
jpn,2005,61.37936
jpn,2006,61.18413
jpn,2007,64.54051
jpn,2008,64.49514
jpn,2009,63.0593
jpn,2010,61.97064
jpn,2011,73.8295
jpn,2012,81.14717
jpn,2013,81.59735
jpn,2014,82.79273
jpn,2015,80.25937
kaz,1990,91.57006
kaz,1991,91.62635
kaz,1992,91.6978
kaz,1993,90.14901
kaz,1994,86.17558
kaz,1995,87.50244
kaz,1996,87.58257
kaz,1997,87.50192
kaz,1998,87.50432
kaz,1999,87.08998
kaz,2000,85.27784
kaz,2001,85.75022
kaz,2002,84.73141
kaz,2003,86.46228
kaz,2004,87.94383
kaz,2005,88.16897
kaz,2006,83.51313
kaz,2007,83.39121
kaz,2008,90.1901
kaz,2009,91.25143
kaz,2010,90.29354
kaz,2011,90.89576
kaz,2012,91.76875
kaz,2013,92.49462
kaz,2014,92.12224
kaz,2015,91.12597
ken,1971,39.56044
ken,1972,39.73747
ken,1973,42.7303
ken,1974,32.89206
ken,1975,29.62282
ken,1976,44.957
ken,1977,29.40226
ken,1978,20.43651
ken,1979,15.26718
ken,1980,26.38037
ken,1981,17.57895
ken,1982,15.8998
ken,1983,7.9573
ken,1984,10.65341
ken,1985,5.98107
ken,1986,10.43093
ken,1987,13.5402
ken,1988,4.25676
ken,1989,3.52067
ken,1990,7.14065
ken,1991,4.65929
ken,1992,4.28696
ken,1993,3.62279
ken,1994,5.73614
ken,1995,10.16866
ken,1996,9.49708
ken,1997,16.56647
ken,1998,18.01646
ken,1999,33.61933
ken,2000,53.02047
ken,2001,33.40718
ken,2002,21.98322
ken,2003,16.38588
ken,2004,25.01397
ken,2005,28.33764
ken,2006,29.65913
ken,2007,28.39944
ken,2008,36.8693
ken,2009,44.70849
ken,2010,30.93048
ken,2011,33.12701
ken,2012,25.22346
ken,2013,30.71203
ken,2014,18.51372
ken,2015,12.48575
kgz,1990,36.52428
kgz,1991,36.02595
kgz,1992,33.28015
kgz,1993,20.67581
kgz,1994,10.41492
kgz,1995,22.17011
kgz,1996,22.08659
kgz,1997,23.45817
kgz,1998,20.16861
kgz,1999,14.09975
kgz,2000,14.10488
kgz,2001,14.09234
kgz,2002,14.0916
kgz,2003,14.09315
kgz,2004,14.1206
kgz,2005,14.12262
kgz,2006,14.12243
kgz,2007,14.12003
kgz,2008,14.12334
kgz,2009,7.81377
kgz,2010,8.19835
kgz,2011,6.72252
kgz,2012,6.52031
kgz,2013,6.52345
kgz,2014,8.74279
kgz,2015,14.81197
khm,1995,100
khm,1996,100
khm,1997,100
khm,1998,100
khm,1999,100
khm,2000,99.77679
khm,2001,99.80354
khm,2002,95.87912
khm,2003,93.57798
khm,2004,94.84663
khm,2005,93.87967
khm,2006,94.2324
khm,2007,95.44236
khm,2008,95.61404
khm,2009,94.62875
khm,2010,94.5
khm,2011,92.92453
khm,2012,62.3431
khm,2013,42.06974
khm,2014,38.86349
khm,2015,53.58199
kor,1971,87.47628
kor,1972,88.45342
kor,1973,91.33895
kor,1974,88.67835
kor,1975,91.63519
kor,1976,92.26111
kor,1977,94.49355
kor,1978,86.8867
kor,1979,84.60674
kor,1980,85.33527
kor,1981,86.05715
kor,1982,86.59153
kor,1983,76.07369
kor,1984,73.6266
kor,1985,64.82493
kor,1986,49.40136
kor,1987,38.56545
kor,1988,48.17711
kor,1989,44.55094
kor,1990,43.77106
kor,1991,47.20057
kor,1992,52.06826
kor,1993,56.39669
kor,1994,62.29074
kor,1995,61.33301
kor,1996,62.11643
kor,1997,63.99056
kor,1998,56.48011
kor,1999,54.44277
kor,2000,60.80457
kor,2001,62.34259
kor,2002,62.82974
kor,2003,60.70585
kor,2004,62.55714
kor,2005,60.6483
kor,2006,61.70905
kor,2007,65.33053
kor,2008,64.97423
kor,2009,66.18749
kor,2010,68.73014
kor,2011,68.62108
kor,2012,70.15021
kor,2013,72.33715
kor,2014,69.49563
kor,2015,67.7244
kos,2000,98.24146
kos,2001,98.60963
kos,2002,98.60027
kos,2003,98.56749
kos,2004,97.23175
kos,2005,97.48766
kos,2006,97.72215
kos,2007,98.05584
kos,2008,98.5277
kos,2009,97.58842
kos,2010,96.96207
kos,2011,98.18997
kos,2012,98.38465
kos,2013,97.80843
kos,2014,97.22222
kos,2015,97.71204
kwt,1971,100
kwt,1972,100
kwt,1973,100
kwt,1974,100
kwt,1975,100
kwt,1976,100
kwt,1977,100
kwt,1978,100
kwt,1979,100
kwt,1980,100
kwt,1981,100
kwt,1982,100
kwt,1983,100
kwt,1984,100
kwt,1985,100
kwt,1986,100
kwt,1987,100
kwt,1988,100
kwt,1989,100
kwt,1990,100
kwt,1991,100
kwt,1992,100
kwt,1993,100
kwt,1994,100
kwt,1995,100
kwt,1996,100
kwt,1997,100
kwt,1998,100
kwt,1999,100
kwt,2000,100
kwt,2001,100
kwt,2002,100
kwt,2003,100
kwt,2004,100
kwt,2005,100
kwt,2006,100
kwt,2007,100
kwt,2008,100
kwt,2009,100
kwt,2010,100
kwt,2011,100
kwt,2012,100
kwt,2013,100
kwt,2014,100
kwt,2015,100
lbn,1971,38.98182
lbn,1972,47.76699
lbn,1973,73.311
lbn,1974,58.48101
lbn,1975,56.75676
lbn,1976,60
lbn,1977,62.7907
lbn,1978,65.21739
lbn,1979,66
lbn,1980,69.11337
lbn,1981,71.66667
lbn,1982,80.30303
lbn,1983,84.44444
lbn,1984,84.60526
lbn,1985,84.84848
lbn,1986,86.57074
lbn,1987,86.73913
lbn,1988,85
lbn,1989,80
lbn,1990,66.66667
lbn,1991,81.33333
lbn,1992,80.90692
lbn,1993,84.21053
lbn,1994,84.23997
lbn,1995,86.42303
lbn,1996,88.54271
lbn,1997,89.41867
lbn,1998,92.2759
lbn,1999,96.679
lbn,2000,95.35917
lbn,2001,96.69676
lbn,2002,94.17125
lbn,2003,89.16792
lbn,2004,90.92971
lbn,2005,91.52281
lbn,2006,93.9759
lbn,2007,95.13918
lbn,2008,97.19781
lbn,2009,95.48326
lbn,2010,94.66013
lbn,2011,95.08097
lbn,2012,93.20788
lbn,2013,92.74318
lbn,2014,98.92491
lbn,2015,97.39617
lby,1971,100
lby,1972,100
lby,1973,100
lby,1974,100
lby,1975,100
lby,1976,100
lby,1977,100
lby,1978,100
lby,1979,100
lby,1980,100
lby,1981,100
lby,1982,100
lby,1983,100
lby,1984,100
lby,1985,100
lby,1986,100
lby,1987,100
lby,1988,100
lby,1989,100
lby,1990,100
lby,1991,100
lby,1992,100
lby,1993,100
lby,1994,100
lby,1995,100
lby,1996,100
lby,1997,100
lby,1998,100
lby,1999,100
lby,2000,100
lby,2001,100
lby,2002,100
lby,2003,100
lby,2004,100
lby,2005,100
lby,2006,100
lby,2007,100
lby,2008,100
lby,2009,100
lby,2010,100
lby,2011,100
lby,2012,100
lby,2013,100
lby,2014,100
lby,2015,100
lka,1971,7.33333
lka,1972,13.96985
lka,1973,31.32881
lka,1974,7.22892
lka,1975,4.09051
lka,1976,5.65724
lka,1977,3.6519
lka,1978,1.37184
lka,1979,4.19672
lka,1980,11.33094
lka,1981,16.02564
lka,1982,22.16844
lka,1983,42.43141
lka,1984,7.5188
lka,1985,2.80032
lka,1986,0.26395
lka,1987,19.57887
lka,1988,7.21686
lka,1989,1.95941
lka,1990,0.15873
lka,1991,7.72875
lka,1992,18.0791
lka,1993,4.59915
lka,1994,6.7928
lka,1995,7.28863
lka,1996,28.21192
lka,1997,33.00292
lka,1998,31.11033
lka,1999,32.5194
lka,2000,54.1976
lka,2001,53.98909
lka,2002,61.81741
lka,2003,57.10213
lka,2004,63.86157
lka,2005,62.77349
lka,2006,51
lka,2007,59.93334
lka,2008,58.46077
lka,2009,60.70499
lka,2010,46.88455
lka,2011,59.15251
lka,2012,70.75876
lka,2013,40.1231
lka,2014,60.79769
lka,2015,51.52481
ltu,1990,38.44394
ltu,1991,40.83711
ltu,1992,19.31206
ltu,1993,9.07134
ltu,1994,16.14557
ltu,1995,9.3713
ltu,1996,11.93892
ltu,1997,13.64331
ltu,1998,17.66455
ltu,1999,20.72733
ltu,2000,20.10611
ltu,2001,17.65075
ltu,2002,14.9069
ltu,2003,14.94583
ltu,2004,15.58767
ltu,2005,22.21297
ltu,2006,22.0833
ltu,2007,19.95546
ltu,2008,19.41922
ltu,2009,19.36762
ltu,2010,76.7521
ltu,2011,67.75789
ltu,2012,68.8673
ltu,2013,57.54627
ltu,2014,51.48328
ltu,2015,52.93565
lux,1960,98.63388
lux,1961,96.26963
lux,1962,96.91781
lux,1963,99.8524
lux,1964,94.95289
lux,1965,93.35124
lux,1966,93.56683
lux,1967,93.101
lux,1968,93.11314
lux,1969,94.09722
lux,1970,92.92557
lux,1971,95.87397
lux,1972,95.24854
lux,1973,96.62841
lux,1974,93.31723
lux,1975,93.26376
lux,1976,95.80292
lux,1977,90.66901
lux,1978,90.518
lux,1979,88.88889
lux,1980,86.05664
lux,1981,80.35714
lux,1982,76.01476
lux,1983,73.19149
lux,1984,76.0223
lux,1985,76.49326
lux,1986,77.21088
lux,1987,73.18339
lux,1988,74.67532
lux,1989,80.53797
lux,1990,83.33333
lux,1991,82.59629
lux,1992,84.54545
lux,1993,84.05365
lux,1994,77.9896
lux,1995,71.04723
lux,1996,76.81818
lux,1997,67.48768
lux,1998,53.27869
lux,1999,56.66667
lux,2000,50.94787
lux,2001,76.81661
lux,2002,93.44729
lux,2003,93.94048
lux,2004,93.22886
lux,2005,92.83154
lux,2006,92.0374
lux,2007,90.47173
lux,2008,88.15114
lux,2009,90.22843
lux,2010,90.3096
lux,2011,88.37736
lux,2012,86.65216
lux,2013,76.79827
lux,2014,76.16798
lux,2015,62.65965
lva,1990,31.43803
lva,1991,40.92842
lva,1992,32.42045
lva,1993,24.69419
lva,1994,23.80631
lva,1995,23.72455
lva,1996,37.36404
lva,1997,32.11274
lva,1998,23.80542
lva,1999,31.94647
lva,2000,29.85977
lva,2001,32.68692
lva,2002,36.5283
lva,2003,40.62893
lva,2004,31.84048
lva,2005,30.41174
lva,2006,43.03823
lva,2007,40.72521
lva,2008,39.09746
lva,2009,36.14653
lva,2010,45.14863
lva,2011,49.50771
lva,2012,33.37117
lva,2013,43.05041
lva,2014,45.45808
lva,2015,49.8283
mar,1971,33.62445
mar,1972,38.94415
mar,1973,58.53913
mar,1974,56.42112
mar,1975,68.92016
mar,1976,72.33158
mar,1977,65.92611
mar,1978,67.73017
mar,1979,67.21244
mar,1980,71.12636
mar,1981,82.12291
mar,1982,90.69162
mar,1983,92.80586
mar,1984,94.71175
mar,1985,93.38325
mar,1986,91.71819
mar,1987,89.68879
mar,1988,89.58148
mar,1989,87.17863
mar,1990,87.32862
mar,1991,86.68115
mar,1992,90.08128
mar,1993,95.52977
mar,1994,92.67655
mar,1995,94.94707
mar,1996,84.39145
mar,1997,84.67594
mar,1998,86.29704
mar,1999,93.60217
mar,2000,93.92055
mar,2001,92.84195
mar,2002,93.14736
mar,2003,89.99276
mar,2004,89.79384
mar,2005,93.85692
mar,2006,94.05457
mar,2007,93.9991
mar,2008,94.0321
mar,2009,86.00615
mar,2010,82.5659
mar,2011,89.21059
mar,2012,91.37004
mar,2013,85.35204
mar,2014,87.61219
mar,2015,81.46658
mda,1990,98.41563
mda,1991,97.68075
mda,1992,98.00093
mda,1993,96.76919
mda,1994,97.06844
mda,1995,95.75082
mda,1996,95.02041
mda,1997,94.07844
mda,1998,94.15504
mda,1999,93.76344
mda,2000,93.27506
mda,2001,93.70723
mda,2002,93.49215
mda,2003,93.68615
mda,2004,93.52901
mda,2005,93.70618
mda,2006,93.81156
mda,2007,93.61666
mda,2008,93.54035
mda,2009,94.22394
mda,2010,93.34206
mda,2011,93.91635
mda,2012,95.36367
mda,2013,93.03051
mda,2014,93.79555
mda,2015,94.63142
mex,1971,53.66797
mex,1972,55.32014
mex,1973,55.92992
mex,1974,58.10072
mex,1975,64.37028
mex,1976,62.59153
mex,1977,62.14241
mex,1978,70.43341
mex,1979,69.39196
mex,1980,73.41627
mex,1981,65.05871
mex,1982,69.79562
mex,1983,73.02295
mex,1984,71.22052
mex,1985,70.02011
mex,1986,75.89927
mex,1987,78.11869
mex,1988,76.80636
mex,1989,75.03929
mex,1990,72.77122
mex,1991,74.31205
mex,1992,71.39481
mex,1993,70.96917
mex,1994,78.09707
mex,1995,70.80421
mex,1996,70.33946
mex,1997,73.8001
mex,1998,77.33127
mex,1999,73.86977
mex,2000,76.19886
mex,2001,78.81657
mex,2002,80.47759
mex,2003,83.42837
mex,2004,81.68177
mex,2005,80.49392
mex,2006,80.45089
mex,2007,81.98114
mex,2008,78.81663
mex,2009,83.11398
mex,2010,81.24608
mex,2011,81.74639
mex,2012,83.27073
mex,2013,82.68399
mex,2014,79.22128
mex,2015,80.87601
mkd,1990,91.47273
mkd,1991,85.30329
mkd,1992,86.01814
mkd,1993,89.92278
mkd,1994,88.29769
mkd,1995,86.93738
mkd,1996,87.20072
mkd,1997,86.633
mkd,1998,84.63394
mkd,1999,79.76104
mkd,2000,82.82191
mkd,2001,90.16033
mkd,2002,87.57183
mkd,2003,79.60819
mkd,2004,77.77111
mkd,2005,78.50763
mkd,2006,76.44876
mkd,2007,84.45676
mkd,2008,86.68991
mkd,2009,81.40012
mkd,2010,66.51515
mkd,2011,78.78384
mkd,2012,83.32801
mkd,2013,73.85953
mkd,2014,75.95832
mkd,2015,64.06305
mlt,1971,100
mlt,1972,100
mlt,1973,100
mlt,1974,100
mlt,1975,100
mlt,1976,100
mlt,1977,100
mlt,1978,100
mlt,1979,100
mlt,1980,100
mlt,1981,100
mlt,1982,100
mlt,1983,100
mlt,1984,100
mlt,1985,100
mlt,1986,100
mlt,1987,100
mlt,1988,100
mlt,1989,100
mlt,1990,100
mlt,1991,100
mlt,1992,100
mlt,1993,100
mlt,1994,100
mlt,1995,100
mlt,1996,100
mlt,1997,100
mlt,1998,100
mlt,1999,100
mlt,2000,100
mlt,2001,100
mlt,2002,100
mlt,2003,100
mlt,2004,100
mlt,2005,100
mlt,2006,100
mlt,2007,100
mlt,2008,100
mlt,2009,100
mlt,2010,99.9527
mlt,2011,99.54107
mlt,2012,98.86661
mlt,2013,98.44514
mlt,2014,96.65924
mlt,2015,92.3254
mmr,1971,30.96961
mmr,1972,28.44037
mmr,1973,29.84166
mmr,1974,32.86052
mmr,1975,42.02454
mmr,1976,41.48352
mmr,1977,39.79849
mmr,1978,40.78842
mmr,1979,42.53731
mmr,1980,46.4694
mmr,1981,38.35125
mmr,1982,40.27062
mmr,1983,40.71642
mmr,1984,46.50794
mmr,1985,52.66635
mmr,1986,53.58575
mmr,1987,55.86207
mmr,1988,57.99641
mmr,1989,50.28067
mmr,1990,51.85634
mmr,1991,53.67949
mmr,1992,49.33244
mmr,1993,49.63072
mmr,1994,55.09182
mmr,1995,59.95068
mmr,1996,58.14956
mmr,1997,62.06974
mmr,1998,77.07176
mmr,1999,77.62449
mmr,2000,63.03243
mmr,2001,61.1431
mmr,2002,58.34649
mmr,2003,61.75115
mmr,2004,57.069
mmr,2005,50.18285
mmr,2006,46.05775
mmr,2007,43.44429
mmr,2008,38.5231
mmr,2009,24.52613
mmr,2010,32.32136
mmr,2011,23.81435
mmr,2012,27.63697
mmr,2013,27.95787
mmr,2014,37.63509
mmr,2015,41.1459
mne,2005,34.84637
mne,2006,40.71816
mne,2007,40.11194
mne,2008,45.57992
mne,2009,24.96377
mne,2010,31.62606
mne,2011,54.66867
mne,2012,48.0661
mne,2013,36.52725
mne,2014,44.78412
mne,2015,50.34965
mng,1985,100
mng,1986,100
mng,1987,100
mng,1988,100
mng,1989,100
mng,1990,100
mng,1991,100
mng,1992,100
mng,1993,100
mng,1994,100
mng,1995,100
mng,1996,100
mng,1997,100
mng,1998,100
mng,1999,100
mng,2000,100
mng,2001,100
mng,2002,100
mng,2003,100
mng,2004,100
mng,2005,100
mng,2006,100
mng,2007,100
mng,2008,100
mng,2009,100
mng,2010,100
mng,2011,100
mng,2012,100
mng,2013,98.30677
mng,2014,96.8378
mng,2015,96.91638
moz,1971,66.76558
moz,1972,67.8733
moz,1973,70.20281
moz,1974,10.57564
moz,1975,13.57616
moz,1976,12.8388
moz,1977,12.00565
moz,1978,8.21918
moz,1979,13.26531
moz,1980,34.84848
moz,1981,75.43103
moz,1982,40.37559
moz,1983,43.40528
moz,1984,38.69347
moz,1985,31.81818
moz,1986,44.19355
moz,1987,46.42857
moz,1988,50.74184
moz,1989,39.83051
moz,1990,37.44493
moz,1991,31.42251
moz,1992,21.875
moz,1993,12.2449
moz,1994,7.34177
moz,1995,7.10784
moz,1996,5.67227
moz,1997,2.78607
moz,1998,0.39336
moz,1999,0.31128
moz,2000,0.4538
moz,2001,0.37021
moz,2002,0.29893
moz,2003,0.33923
moz,2004,0.39269
moz,2005,0.15807
moz,2006,0.13571
moz,2007,0.08087
moz,2008,0.08594
moz,2009,0.07664
moz,2010,0.114
moz,2011,0.11884
moz,2012,0.13847
moz,2013,2.34307
moz,2014,8.84243
moz,2015,13.58911
mus,1971,49.32432
mus,1972,44.5122
mus,1973,47.59358
mus,1974,69.23077
mus,1975,67.41071
mus,1976,70.37037
mus,1977,74.02597
mus,1978,81.26984
mus,1979,76.05634
mus,1980,69.01408
mus,1981,74.86188
mus,1982,62.25895
mus,1983,81.9407
mus,1984,75.26316
mus,1985,55.86735
mus,1986,58.31435
mus,1987,56.05749
mus,1988,68.72727
mus,1989,65.36503
mus,1990,68.84615
mus,1991,69.89498
mus,1992,67.31183
mus,1993,72.29525
mus,1994,77.19466
mus,1995,73.15609
mus,1996,74.07698
mus,1997,75.48249
mus,1998,72.36671
mus,1999,79.2429
mus,2000,70.35996
mus,2001,71.27159
mus,2002,72.41026
mus,2003,72.76657
mus,2004,72.65589
mus,2005,75
mus,2006,77.74468
mus,2007,77.60649
mus,2008,76.76965
mus,2009,76.36787
mus,2010,75.67869
mus,2011,79.78762
mus,2012,79.29925
mus,2013,79.39751
mus,2014,79.70718
mus,2015,77.27728
mys,1971,72.43742
mys,1972,73.24368
mys,1973,76.78609
mys,1974,81.04748
mys,1975,82.63649
mys,1976,85.36133
mys,1977,89.77394
mys,1978,89.14992
mys,1979,88.08849
mys,1980,86.10807
mys,1981,85.66664
mys,1982,87.36208
mys,1983,86.41637
mys,1984,75.12731
mys,1985,75.02007
mys,1986,74.69469
mys,1987,71.76396
mys,1988,70.67487
mys,1989,75.62166
mys,1990,82.66858
mys,1991,83.39861
mys,1992,85.12569
mys,1993,85.97254
mys,1994,83.31458
mys,1995,86.31384
mys,1996,89.9117
mys,1997,93.30892
mys,1998,92.0031
mys,1999,88.46443
mys,2000,89.94152
mys,2001,90.0709
mys,2002,92.85512
