geo,time,se_prm_prsl_zs
mwi,1984,41.29956
mwi,1985,40.62863
mwi,1986,54.08709
mwi,1987,38.36091
mwi,1988,52.2664
mwi,1989,46.22637
mwi,1990,39.41056
mwi,1991,53.44365
mwi,1992,34.79426
mwi,1993,29.8352
mwi,1995,28.3869
mwi,1998,37.65184
mwi,1999,36.25402
mwi,2000,37.15576
mwi,2001,32.80456
mwi,2004,33.84249
mwi,2005,36.13684
mwi,2006,35.93136
mwi,2007,59.87124
mwi,2008,41.9487
mwi,2009,52.81265
mwi,2010,50.90175
mwi,2011,49.11622
mwi,2012,62.33026
mwi,2013,54.07221
mys,1980,95.56425
mys,1981,96.02028
mys,1982,97.02448
mys,1983,96.06409
mys,1984,97.60545
mys,1987,96.4323
mys,1988,95.76032
mys,1989,95.41532
mys,1990,96.34504
mys,1992,95.4113
mys,2002,97.1404
mys,2005,98.8685
mys,2006,98.69357
mys,2013,94.22624
mys,2014,91.98734
mys,2016,96.37956
mys,2017,92.13767
mys,2018,92.51435
nam,1991,52.80286
nam,1993,74.66488
nam,1994,64.48951
nam,1995,66.57864
nam,1997,75.82179
nam,1998,72.12823
nam,1999,82.27281
nam,2000,81.61341
nam,2001,83.28768
nam,2002,81.58896
nam,2003,73.33352
nam,2004,76.42889
nam,2005,76.89452
nam,2008,82.5632
nam,2009,84.46272
nam,2012,90.59279
nam,2017,84.14161
ncl,1982,82.91989
ncl,1983,89.41337
ncl,1984,69.86555
ncl,1985,93.57312
ncl,1986,94.50454
ncl,1987,93.72472
ncl,1988,92.33908
ncl,1989,94.31687
ner,1971,51.65954
ner,1972,53.44639
ner,1973,51.1668
ner,1974,54.73185
ner,1975,61.57923
ner,1976,66.29801
ner,1977,72.50011
ner,1980,67.73781
ner,1988,75.07471
ner,1989,68.68802
ner,1990,80.08488
ner,1991,57.31286
ner,1992,61.78877
ner,1995,49.96652
ner,1996,66.87381
ner,1997,63.97223
ner,1998,58.07038
ner,1999,55.10699
ner,2000,69.05865
ner,2001,65.04236
ner,2002,66.07348
ner,2003,69.16091
ner,2006,69.87048
ner,2007,73.96711
ner,2008,66.79499
ner,2009,61.66261
ner,2010,69.32961
ner,2012,60.30332
ner,2013,64.39554
nga,1999,86.31617
nga,2004,72.96111
nga,2005,77.74829
nga,2006,49.72418
nga,2007,47.05052
nga,2008,79.99098
nga,2009,64.37538
nic,1970,29.80008
nic,1971,23.04865
nic,1972,28.24506
nic,1973,23.3657
nic,1976,28.72618
nic,1977,26.00051
nic,1978,22.32206
nic,1979,37.69254
nic,1982,36.51281
nic,1983,22.46712
nic,1984,33.62074
nic,1985,19.64951
nic,1986,34.90603
nic,1987,35.54236
nic,1988,28.93213
nic,1989,40.90032
nic,1990,43.86973
nic,1991,40.21141
nic,1992,51.21284
nic,1993,52.73442
nic,1994,40.57025
nic,1999,45.90913
nic,2000,51.80962
nic,2001,63.88048
nic,2002,51.76127
nic,2003,54.86199
nic,2004,50.80255
nic,2005,50.20428
nic,2006,43.85401
nic,2007,48.40927
nld,1971,94.77589
nld,1972,94.99243
nld,1973,95.26822
nld,1974,96.02405
nld,1975,97.06009
nld,1976,96.23917
nld,1977,96.21385
nld,1978,96.44165
nld,1979,97.14862
nld,1980,96.93488
nld,1981,95.0693
nld,1982,94.98523
nld,1983,94.49598
nld,1984,94.11918
nor,1971,99.25432
nor,1972,97.2572
nor,1973,98.53169
nor,1974,98.84406
nor,1975,96.69838
nor,1976,99.27864
nor,1977,98.95682
nor,1978,98.83457
nor,1979,99.39185
nor,1980,99.36437
nor,1981,99.5066
nor,1984,99.21792
nor,1985,99.72689
nor,1986,98.99799
nor,1987,99.45566
nor,1988,99.40078
nor,1989,98.36583
nor,1990,98.99628
nor,1991,99.38567
nor,1992,98.38174
nor,1998,98.90552
nor,1999,99.58259
nor,2000,99.04085
nor,2001,98.99433
nor,2002,99.16015
nor,2003,99.24897
nor,2004,99.83102
nor,2005,99.16706
nor,2006,99.41129
nor,2007,98.92494
nor,2008,99.4709
nor,2009,99.09886
nor,2010,99.28519
nor,2011,98.48845
nor,2012,98.5402
nor,2013,99.57491
nor,2014,99.47485
nor,2015,99.55843
nor,2016,99.1022
nor,2017,99.18866
nor,2018,99.3976
npl,1991,52.17596
npl,1999,59.04165
npl,2002,65.34228
npl,2003,67.68764
npl,2004,61.55847
npl,2007,61.6867
npl,2012,55.26177
npl,2013,60.36014
npl,2014,70.09826
npl,2015,76.85103
npl,2016,73.54944
omn,1974,53.57011
omn,1975,56.84618
omn,1977,58.96996
omn,1978,60.1378
omn,1982,85.17309
omn,1983,86.95791
omn,1984,92.58552
omn,1985,89.15224
omn,1986,88.63437
omn,1987,90.33329
omn,1988,91.01043
omn,1989,90.85249
omn,1991,92.05232
omn,1993,93.06791
omn,1994,93.10684
omn,1995,93.69583
omn,1996,93.85476
omn,1997,92.60903
omn,1998,92.20332
omn,1999,91.909
omn,2000,94.50154
omn,2001,95.17334
omn,2002,97.30225
omn,2011,93.56305
omn,2012,98.67517
omn,2014,98.06517
omn,2015,99.10007
omn,2016,98.1405
omn,2018,98.82694
omn,2019,99.20663
pak,2004,69.67645
pak,2008,60.75068
pak,2009,61.50743
pak,2010,52.20565
pak,2011,60.99195
pak,2012,62.36961
pak,2013,79.58989
pak,2015,77.27064
pak,2017,70.40919
pak,2018,65.28785
pan,1970,85.59724
pan,1971,77.75412
pan,1972,76.74592
pan,1973,75.50816
pan,1974,76.5237
pan,1975,75.33563
pan,1976,80.6439
pan,1977,77.49597
pan,1978,74.26445
pan,1979,72.67652
pan,1980,72.93538
pan,1981,78.00095
pan,1982,74.37486
pan,1983,81.31244
pan,1984,78.11563
pan,1985,81.53453
pan,1986,79.78707
pan,1987,72.08898
pan,1988,78.71052
pan,1999,90.15204
pan,2000,86.20659
pan,2001,88.02526
pan,2004,82.43822
pan,2005,85.23633
pan,2006,88.23223
pan,2007,85.21366
pan,2008,86.82537
pan,2009,93.75486
pan,2010,93.84261
pan,2011,91.60964
pan,2012,93.23974
pan,2013,85.9613
per,1972,62.11261
per,1973,60.34955
per,1974,61.10674
per,1975,65.88246
per,1976,62.88052
per,1977,68.65834
per,1978,62.22033
per,1979,65.36117
per,1980,70.386
per,1992,74.4183
per,1998,85.23261
per,1999,83.08753
per,2000,80.92544
per,2001,78.11449
per,2003,84.07593
per,2004,85.56117
per,2005,84.90515
per,2006,89.70733
per,2007,81.96475
per,2008,87.60026
per,2009,90.40293
per,2010,81.52336
per,2011,73.88513
per,2013,90.50577
per,2016,93.09354
phl,1982,65.15891
phl,1983,66.94776
phl,1984,64.83834
phl,1985,65.81364
phl,1986,74.99671
phl,1987,70.13494
phl,1988,70.09304
phl,1989,71.37907
phl,1997,69.59927
phl,1998,70.29813
phl,2001,75.25072
phl,2002,73.39054
phl,2003,72.15665
phl,2004,71.51995
phl,2005,70.43165
phl,2006,73.24128
phl,2007,75.26193
phl,2008,75.77984
phl,2016,92.85536
phl,2018,96.99108
png,1986,62.78795
png,1987,58.74972
png,1988,61.17063
png,1989,46.30698
png,1990,52.15687
png,1991,62.11601
png,1993,60.7734
png,1994,52.30645
png,1995,57.89441
png,1996,52.66229
png,1997,56.18081
pol,1971,95.16673
pol,1972,95.16379
pol,1973,95.16613
pol,1974,96.18922
pol,1975,97.10654
pol,1976,97.06594
pol,1977,96.44199
pol,1978,96.33082
pol,1979,96.70141
pol,1980,97.33133
pol,1981,97.19144
pol,1982,96.72723
pol,1983,96.93656
pol,1984,96.88087
pol,1985,97.40498
pol,1986,97.02006
pol,1987,96.85382
pol,1988,94.79303
pol,1989,94.50796
pol,1990,94.78306
pol,1991,97.2009
pol,1993,99.26089
pol,1994,91.04449
pol,1995,97.65161
pol,1997,89.1419
pol,1998,100
pol,1999,98.32548
pol,2000,99.21441
pol,2001,98.16274
pol,2002,99.21305
pol,2003,99.76701
pol,2004,99.21959
pol,2005,98.44975
pol,2006,97.301
pol,2008,97.55776
pol,2009,99.34513
pol,2010,98.53229
pol,2011,98.46943
pol,2012,97.75721
pol,2013,97.82107
pol,2014,97.94746
pol,2015,98.00442
pol,2016,93.89436
pol,2017,99.61159
pol,2018,99.54192
pri,2014,81.07858
prt,1971,54.22538
prt,1972,59.75072
prt,1973,64.43602
prt,1974,66.4028
prt,2018,99.06151
pry,1970,39.68248
pry,1971,35.38504
pry,1972,42.62636
pry,1973,39.75277
pry,1974,37.64718
pry,1975,45.40994
pry,1976,45.08971
pry,1977,47.8194
pry,1980,50.65303
pry,1981,50.63217
pry,1982,53.29892
pry,1983,52.15648
pry,1984,52.63179
pry,1985,49.98626
pry,1986,52.55886
pry,1987,55.84414
pry,1988,56.84192
pry,1989,58.50893
pry,1990,62.95361
pry,1991,66.91064
pry,1992,68.97795
pry,1993,64.77766
pry,1994,66.29246
pry,1995,72.41619
pry,1997,73.63922
pry,1998,74.24907
pry,1999,73.31425
pry,2002,76.52366
pry,2003,76.475
pry,2004,83.97666
pry,2005,76.20396
pry,2006,79.0917
pry,2007,79.1915
pry,2008,78.08681
pry,2009,82.60382
pry,2010,80.11572
pry,2011,84.14677
pse,1995,99.32992
pse,1996,99.44296
pse,1999,98.67786
pse,2000,97.81629
pse,2001,97.61453
pse,2002,97.9156
pse,2003,97.98467
pse,2004,97.36292
pse,2006,98.52919
pse,2007,97.87498
pse,2010,96.25301
pse,2011,99.29994
pse,2012,96.47194
pse,2013,97.53013
pse,2014,96.91543
pse,2015,98.27816
pse,2016,98.85156
pse,2018,95.8836
pse,2019,99.00706
pyf,1982,61.79719
qat,1971,91.14679
qat,1972,90.8567
qat,1973,91.04596
qat,1974,90.95624
qat,1975,88.31311
qat,1976,92.83249
qat,1977,84.53253
qat,1978,86.77469
qat,1979,89.31391
qat,1980,93.25637
qat,1981,96.67375
qat,1983,94.82145
qat,1984,96.43308
qat,1985,95.1471
qat,1989,86.87341
qat,1992,90.55778
qat,1993,94.87387
qat,1994,91.98294
qat,1995,95.97505
qat,2005,85.19209
qat,2007,93.61346
qat,2012,97.73958
qat,2015,98.47952
qat,2016,96.19422
qat,2017,97.27614
qat,2018,87.32715
qat,2019,94.24467
rou,1989,96.28365
rou,1992,93.09167
rou,1994,95.99294
rou,1995,98.82783
rou,1996,94.76157
rou,1998,95.533
rou,1999,95.66626
rou,2000,94.46279
rou,2001,95.82668
rou,2002,95.24988
rou,2003,95.22934
rou,2004,94.92602
rou,2005,93.70028
rou,2007,93.29039
rou,2008,93.54791
rou,2009,97.10045
rou,2010,94.76867
rou,2011,94.04994
rou,2018,94.38813
rus,1994,96.60191
rus,1999,94.76193
rus,2000,98.23919
rus,2006,94.82407
rus,2007,95.20138
rus,2008,96.146
rus,2011,96.59704
rus,2012,97.31471
rus,2013,96.44676
rus,2014,99.2816
rus,2015,97.21774
rus,2018,99.09838
rwa,1971,30.42598
rwa,1972,32.28099
rwa,1973,34.4361
rwa,1974,37.29224
rwa,1976,48.12574
rwa,1977,45.24284
rwa,1979,71.87892
rwa,1980,77.99738
rwa,1981,62.87898
rwa,1982,47.5934
rwa,1983,54.23651
rwa,1984,56.43936
rwa,1985,56.31259
rwa,1986,61.91268
rwa,1987,59.771
rwa,1988,58.97234
rwa,1989,50.95724
rwa,1990,50.0945
rwa,1991,51.95578
rwa,1999,32.00074
rwa,2000,31.10207
rwa,2001,30.35768
rwa,2002,36.71653
rwa,2003,31.12916
rwa,2008,38.58658
rwa,2009,36.97657
rwa,2011,35.6034
rwa,2012,34.74747
rwa,2013,34.556
rwa,2014,44.71571
rwa,2015,58.08212
rwa,2016,57.06136
rwa,2017,55.2452
rwa,2018,66.61717
sau,2007,93.26627
sau,2011,98.68772
sau,2019,88.33382
sdn,2009,75.82353
sdn,2011,79.86575
sdn,2012,79.43073
sdn,2013,73.44522
sdn,2014,76.39149
sdn,2015,83.87066
sdn,2016,75.18612
sdn,2017,84.5966
sen,1971,70.83607
sen,1972,65.33059
sen,1978,84.74584
sen,1979,81.05833
sen,1980,82.1712
sen,1981,83.40689
sen,1982,84.91305
sen,1983,82.02739
sen,1984,82.12578
sen,1985,80.48534
sen,1987,84.73156
sen,1988,81.21813
sen,1989,84.96744
sen,1991,79.35615
sen,1993,83.11347
sen,1995,75.70668
sen,1996,80.89283
sen,1997,83.64055
sen,2000,62.88702
sen,2001,59.16163
sen,2002,71.46288
sen,2003,72.21143
sen,2004,63.74829
sen,2005,53.48894
sen,2007,58.41842
sen,2008,57.59733
sen,2009,59.57132
sen,2010,59.19513
sen,2011,61.36691
sen,2012,57.40795
sen,2013,65.52322
sen,2014,58.17517
sen,2019,69.39991
sgp,1971,93.36861
sgp,1972,94.42188
sgp,1973,93.76637
sgp,1974,95.24938
sgp,1975,94.95512
sgp,1976,96.19286
sgp,1977,91.10616
sgp,1978,87.13122
sgp,1979,92.94189
sgp,1980,90.0609
sgp,1981,87.11876
sgp,1982,94.36233
sgp,1983,94.22994
sgp,2008,98.67684
sgp,2016,99.14039
sgp,2017,99.39292
sgp,2018,99.48672
slb,1974,63.41719
slb,1979,76.79002
slb,1980,59.96672
slb,1981,64.42028
slb,1982,78.67205
slb,1983,67.37508
slb,1990,80.19008
slb,1991,77.98781
slb,1992,71.41948
slb,1993,72.65611
slb,2010,75.16528
slb,2011,63.36588
slb,2012,74.88891
slb,2013,71.45964
slb,2014,72.65997
slb,2015,80.9733
slb,2016,69.87152
slb,2017,58.29223
slb,2018,74.81636
sle,1977,48.29305
sle,2012,47.75172
sle,2015,51.09406
sle,2016,47.02886
sle,2017,24.16345
sle,2019,39.90512
slv,1970,28.71101
slv,1971,32.6096
slv,1972,47.84502
slv,1973,37.42901
slv,1974,37.69772
slv,1975,38.53613
slv,1976,36.82002
slv,1980,11.94428
slv,1981,61.53028
slv,1982,41.94354
slv,1983,42.94235
slv,1987,45.76132
slv,1988,37.8484
slv,1991,52.60294
slv,1992,53.77674
slv,1995,67.44294
slv,2000,64.0829
slv,2001,65.2673
slv,2002,71.29885
slv,2005,67.29332
slv,2006,68.85529
slv,2007,75.7051
slv,2008,76.08341
slv,2009,86.47214
slv,2010,84.01836
slv,2011,83.91484
slv,2012,83.78928
slv,2013,82.63992
slv,2014,78.13985
slv,2015,78.04332
slv,2016,74.28649
slv,2017,83.269
smr,1971,96.77064
smr,1982,100
smr,1983,99.65636
smr,1984,100
smr,1986,96.79715
smr,1987,98.86444
smr,1988,100
smr,1989,100
smr,1990,100
smr,1993,100
smr,2008,93.56449
smr,2011,96.24559
smr,2018,98.18727
smr,2019,97.91733
srb,2006,97.6624
srb,2007,98.36167
srb,2008,98.10919
srb,2009,98.56267
srb,2010,98.06688
srb,2011,98.39804
srb,2012,99.21752
srb,2013,98.30033
srb,2014,98.35707
srb,2015,98.11222
srb,2016,98.53005
srb,2017,99.38256
srb,2018,98.73803
srb,2019,97.53424
stp,1980,50.54203
stp,1981,76.88867
stp,1982,71.09157
stp,1983,78.87944
stp,1984,78.18006
stp,1987,83.17215
stp,1998,44.07783
stp,2002,56.59913
stp,2003,61.29938
stp,2004,68.91029
stp,2007,75.02823
stp,2008,68.02994
stp,2009,66.13063
stp,2016,92.69197
sur,1975,28.1963
sur,1977,57.22382
sur,1978,69.55666
sur,1981,88.73805
sur,1982,76.39429
sur,1983,75.53628
sur,1984,65.82355
sur,1987,72.88673
sur,2005,74.65512
sur,2006,67.77756
sur,2008,90.34836
sur,2009,77.16068
sur,2010,85.10524
sur,2011,91.71021
sur,2012,87.4977
sur,2013,86.06279
sur,2014,91.66629
sur,2015,91.26949
sur,2016,68.39278
sur,2017,85.00687
sur,2018,89.6307
svk,1991,98.68194
svk,1992,91.33075
svk,1993,97.02818
svk,1994,96.85015
svk,1995,96.44006
svk,1996,96.25208
svk,1998,97.53075
svk,1999,96.93022
svk,2000,97.23297
svk,2001,98.21718
svk,2002,97.68902
svk,2003,97.63524
svk,2004,97.39554
svk,2005,97.4481
svk,2006,97.89089
svk,2007,97.41401
svk,2008,97.72487
svk,2009,98.21953
svk,2010,98.10836
svk,2011,97.95279
svk,2012,98.20532
svk,2013,97.90112
svk,2014,98.9545
svk,2015,98.68904
svk,2016,98.85161
svk,2017,98.68433
svk,2018,98.41843
svn,1993,99.46831
svn,1994,100
svn,1995,98.4724
svn,1996,99.0602
svn,1997,98.41472
svn,1998,99.02345
svn,1999,99.68032
svn,2001,98.37554
svn,2002,98.79229
svn,2008,99.51372
svn,2009,98.99234
svn,2010,98.59429
svn,2011,98.82529
svn,2012,99.61138
svn,2013,99.04773
svn,2014,98.58264
svn,2015,98.9361
svn,2016,99.41624
svn,2017,99.20749
svn,2018,99.7262
swe,1971,98.13502
swe,1972,96.7604
swe,1973,96.23901
swe,1974,97.48167
swe,1975,99.02245
swe,1976,99.42426
swe,1978,98.83033
swe,1979,99.23029
swe,1980,98.86188
swe,1981,98.20868
swe,1982,98.31129
swe,1983,98.61897
swe,1987,99.10774
swe,1988,99.43976
swe,1989,99.70297
swe,1990,99.54703
swe,1991,99.71271
swe,1999,98.33005
swe,2000,99.25708
swe,2001,98.74735
swe,2002,98.85938
swe,2003,98.82912
swe,2004,99.00235
swe,2005,98.91741
swe,2006,99.28193
swe,2007,99.64936
swe,2008,99.01532
swe,2009,99.42134
swe,2010,95.57904
swe,2012,99.72073
swe,2013,99.55624
swe,2018,99.6781
swz,1970,50.55667
swz,1971,61.06204
swz,1972,66.62012
swz,1973,65.00931
swz,1974,62.27914
swz,1975,59.22723
swz,1976,61.35723
swz,1977,59.33744
swz,1978,60.25687
swz,1979,62.22184
swz,1980,68.67538
swz,1981,62.41118
swz,1982,63.00942
swz,1983,65.4896
swz,1984,65.97356
swz,1985,60.88035
swz,1986,68.48702
swz,1987,66.28903
swz,1988,60.96466
swz,1989,72.35089
swz,1990,64.54242
swz,1991,66.79322
swz,1992,66.73075
swz,1993,69.25094
swz,1994,75.54095
swz,1995,57.96651
swz,1996,65.00701
swz,1997,67.18484
swz,1998,71.55944
swz,1999,64.65149
swz,2000,58.54363
swz,2001,57.46923
swz,2002,61.27306
swz,2004,71.18282
swz,2005,83.01939
swz,2006,71.70166
swz,2009,83.91089
swz,2010,67.30937
swz,2011,69.33804
swz,2012,74.70541
swz,2013,78.45203
swz,2014,79.07751
swz,2015,80.32376
swz,2016,84.37434
swz,2017,85.36934
swz,2018,83.20422
syc,1970,90.43481
syc,1973,88.77094
syc,1974,89.05345
syc,1975,81.278
syc,1979,86.36797
syc,1980,94.64177
syc,1981,95.3359
syc,1982,93.65747
syc,1983,95.39067
syc,1984,97.48812
syc,1985,94.8759
syc,1986,92.88421
syc,1987,92.71524
syc,1988,93.78901
syc,1991,90.32327
syc,1992,92.59262
syc,1993,91.83729
syc,1996,94.12663
syc,1997,91.48995
syc,1999,96.10427
syc,2000,89.87362
syc,2001,97.20735
syc,2002,97.91792
syc,2003,84.87894
syc,2008,92.03716
syc,2010,93.97646
syc,2015,96.81656
syc,2017,96.29395
syc,2018,95.98359
syc,2019,95.51427
syr,1971,82.44537
syr,1972,85.90527
syr,1973,79.21357
syr,1974,78.92843
syr,1975,82.61544
syr,1976,78.8216
syr,1977,77.24057
syr,1978,81.35124
syr,1979,78.92228
syr,1980,81.22648
syr,1981,86.30137
syr,1982,87.28693
syr,1983,89.90601
syr,1984,92.29152
syr,1985,93.86562
syr,1988,86.93352
syr,1989,85.01481
syr,1990,92.53879
syr,1991,90.33452
syr,1992,87.02781
syr,1993,86.96549
syr,1994,83.83179
syr,1995,85.22068
syr,1996,89.21173
syr,1997,82.9588
syr,1998,87.39941
syr,1999,86.93703
syr,2000,88.72451
syr,2001,88.3366
syr,2003,91.76165
syr,2004,94.21335
syr,2005,92.1799
syr,2006,95.17061
syr,2007,96.68087
syr,2008,93.4913
syr,2009,94.59103
syr,2010,95.64514
syr,2011,93.16371
tcd,1976,31.02908
tcd,1988,30.84743
tcd,1990,42.09798
tcd,1994,21.82612
tcd,1995,31.90557
tcd,1996,52.40911
tcd,1998,44.14018
tcd,1999,47.82518
tcd,2000,46.89748
tcd,2001,52.18283
tcd,2002,50.11159
tcd,2004,25.82625
tcd,2005,30.11979
tcd,2009,27.80967
tcd,2010,49.33515
tcd,2011,38.05866
tcd,2012,50.98758
tcd,2015,28.5594
tcd,2016,21.10821
tcd,2017,72.9569
tgo,1971,71.17392
tgo,1978,75.5555
tgo,1979,69.67714
tgo,1980,60.99715
tgo,1981,44.81084
tgo,1982,43.54631
tgo,1983,26.60791
tgo,1984,34.28085
tgo,1985,41.01051
tgo,1986,63.09227
tgo,1987,53.63352
tgo,1988,49.82638
tgo,1989,58.81293
tgo,1990,59.99544
tgo,1991,42.10808
tgo,1995,60.8525
tgo,1999,45.66003
tgo,2000,70.23996
tgo,2002,62.75236
tgo,2003,71.62457
tgo,2004,69.44374
tgo,2005,80.58323
tgo,2007,69.34134
tgo,2009,59.35157
tgo,2010,51.72684
tgo,2011,67.08874
tgo,2012,62.38619
tgo,2013,52.8342
tha,1974,37.31564
tha,1975,38.76864
tha,1976,40.20915
tha,1977,43.03882
tha,1980,76.56106
tha,1999,81.51911
tha,2000,93.63924
tha,2016,92.31067
tha,2017,98.49655
tjk,1998,96.7313
tjk,1999,96.7295
tjk,2000,95.51519
tjk,2001,98.83494
tjk,2002,98.75863
tjk,2003,98.82563
tjk,2004,97.97901
tjk,2005,99.3951
tjk,2006,98.9867
tjk,2007,99.24031
tjk,2008,98.6815
tjk,2009,98.8599
tjk,2010,98.91579
tjk,2011,97.98801
tjk,2013,98.37377
tjk,2014,98.61795
tjk,2015,99.08341
tjk,2016,98.95678
tls,2008,74.17433
tls,2009,66.62205
tls,2010,83.55914
tls,2011,78.17215
tls,2012,77.29951
tls,2013,81.2276
tls,2014,82.3003
tls,2015,80.5492
tls,2016,82.89454
tls,2018,89.78122
ton,1977,91.26835
ton,1985,89.37091
ton,2000,91.12961
ton,2004,86.67919
ton,2005,90.39115
ton,2019,91.26553
tto,2000,88.81574
tto,2003,92.5571
tto,2004,82.63274
tto,2007,91.72913
tto,2008,93.05437
tto,2009,89.38737
tun,1971,56.28482
tun,1972,48.38325
tun,1973,58.15492
tun,1974,77.50379
tun,1975,78.66758
tun,1976,80.9295
tun,1977,82.093
tun,1978,73.67015
tun,1979,74.87064
tun,1981,78.24858
tun,1982,78.84199
tun,1983,78.6522
tun,1984,78.24716
tun,1985,78.41103
tun,1988,76.26108
tun,1989,79.0656
tun,1990,77.956
tun,1991,76.37208
tun,1992,78.40337
tun,1993,83.91594
tun,1994,86.14432
tun,1995,87.0963
tun,1996,85.23411
tun,1998,86.51288
tun,1999,87.1765
tun,2000,88.33989
tun,2001,92.09942
tun,2002,93.15863
tun,2003,93.28574
tun,2004,93.50878
tun,2006,94.27528
tun,2007,94.13098
tun,2008,94.68366
tun,2009,94.84851
tun,2012,94.13145
tun,2013,93.97138
tun,2014,93.20704
tun,2016,94.17088
tur,1984,93.25798
tur,1985,97.5181
tur,1986,95.96645
tur,1987,97.0651
tur,1988,96.39042
tur,1989,96.55843
tur,1990,95.58432
tur,1991,97.52051
tur,1992,92.18866
tur,1993,89.01334
tur,1994,93.08038
tur,2003,94.88943
tur,2004,96.61292
tur,2005,97.84217
tur,2006,97.50211
tur,2007,94.23152
tur,2008,91.81307
tur,2009,99.21857
tur,2010,95.00541
tur,2011,90.02465
tur,2014,87.98807
tur,2016,99.9152
tur,2017,99.97287
tur,2018,99.85437
tuv,2014,90.96241
tuv,2015,51.75232
tuv,2019,82.7605
tza,1970,58.88868
tza,1971,72.11889
tza,1972,78.46852
tza,1973,88.33646
tza,1974,89.82992
tza,1975,81.21947
tza,1980,81.71516
tza,1981,75.53358
tza,1982,89.10663
tza,1983,77.5042
tza,1984,63.50654
tza,1985,80.82865
tza,1986,71.17563
tza,1987,67.64306
tza,1988,72.63183
tza,1990,71.91945
tza,1991,74.71484
tza,1992,76.79822
tza,1993,69.40243
tza,1996,71.3976
tza,1997,65.35486
tza,1998,73.30701
tza,1999,69.67516
tza,2000,73.91717
tza,2001,92.22111
tza,2003,80.03163
tza,2004,81.24496
tza,2005,79.19071
tza,2006,82.48296
tza,2008,73.91053
tza,2009,81.39292
tza,2012,64.28753
tza,2017,91.93012
tza,2018,84.93269
tza,2019,78.56866
uga,1985,47.18931
uga,2000,38.21443
uga,2001,40.52979
uga,2002,35.33882
uga,2003,22.20395
uga,2004,25.48064
uga,2006,31.84971
uga,2008,53.5394
uga,2010,24.8378
uga,2011,37.22964
uga,2012,34.98571
uga,2016,35.49949
ukr,1971,98.96192
ukr,1972,98.85096
ukr,1973,98.93757
ukr,1976,97.95189
ukr,1977,97.9503
ukr,1978,97.26424
ukr,1979,95.47711
ukr,1981,90.43081
ukr,1982,89.90664
ukr,1983,88.48189
ukr,1984,87.29533
ukr,1991,97.53007
ukr,1992,97.47224
ukr,1993,97.71043
ukr,1998,97.24704
ukr,1999,96.66409
ukr,2000,96.93196
ukr,2001,98.59672
ukr,2005,97.55491
ukr,2006,97.88782
ukr,2007,97.2796
ukr,2008,97.7055
ukr,2009,97.72916
ukr,2010,98.15821
ukr,2011,98.07382
ukr,2012,99.35429
ukr,2013,98.52954
ukr,2014,68.21883
ukr,2015,95.51271
ukr,2016,98.21278
ukr,2017,98.70381
ukr,2018,98.68476
ukr,2019,98.40326
ury,1970,83.91473
ury,1971,85.1464
ury,1972,90.41873
ury,1973,76.35637
ury,1977,86.33574
ury,1984,94.03541
ury,1985,85.95334
ury,1986,91.80455
ury,1987,92.35392
ury,1988,93.53894
ury,1989,93.54106
ury,1990,92.29812
ury,1991,92.23073
ury,1992,93.07572
ury,1993,91.44596
ury,1994,93.95552
ury,1995,95.78822
ury,1996,92.83988
ury,1997,93.53878
ury,1998,85.21008
ury,2000,86.66458
ury,2001,92.11504
ury,2002,86.98293
ury,2003,89.56119
ury,2004,93.6515
ury,2005,92.44578
ury,2006,93.58367
ury,2007,94.30651
ury,2008,95.17841
ury,2009,94.74364
ury,2010,94.04241
ury,2011,99.20457
ury,2012,98.98058
ury,2013,99.15594
ury,2014,98.80202
ury,2015,99.51584
ury,2016,88.55814
uzb,1994,99.67488
uzb,1999,99.53155
uzb,2000,97.74057
uzb,2001,97.71906
uzb,2002,96.84389
uzb,2003,97.43107
uzb,2004,98.61561
uzb,2005,98.42482
uzb,2006,98.94515
uzb,2007,98.41905
uzb,2008,98.37473
uzb,2009,99.73058
uzb,2010,98.07832
uzb,2011,98.68786
uzb,2012,98.19193
uzb,2013,99.18255
uzb,2014,98.32157
uzb,2015,99.2061
uzb,2016,99.16852
uzb,2017,99.27655
uzb,2018,98.31015
uzb,2019,99.70926
vct,2010,68.57275
vct,2013,92.88032
vct,2014,89.69949
vct,2015,91.29675
vct,2016,87.82041
vct,2017,94.63444
ven,1971,59.4537
ven,1972,59.61966
ven,1973,58.16334
ven,1974,60.16113
ven,1975,65.5824
ven,1976,61.17405
ven,1977,67.68444
ven,1978,66.61942
ven,1979,67.27991
ven,1980,68.76096
ven,1981,68.76749
ven,1982,64.75227
ven,1983,64.29533
ven,1984,70.13263
ven,1985,68.75136
ven,1986,73.39237
ven,1987,67.85053
ven,1988,70.29
ven,1989,74.42416
ven,1990,85.68823
ven,1991,81.31113
ven,1992,72.87542
ven,1996,85.37135
ven,1999,88.05285
ven,2001,89.42895
ven,2002,80.37463
ven,2003,88.85766
ven,2004,89.04725
ven,2005,90.05466
ven,2006,97.14909
ven,2007,80.74503
ven,2008,91.80995
ven,2009,92.09264
ven,2010,94.63895
ven,2011,93.87077
ven,2012,95.12333
ven,2013,90.7384
ven,2014,90.18588
ven,2015,82.53638
ven,2016,82.9593
vgb,2017,16.41582
vnm,1978,46.42445
vnm,1999,82.81947
vnm,2000,85.74214
vnm,2002,85.16531
vnm,2010,93.77532
vnm,2011,97.47471
vnm,2012,94.49783
