geo,time,sp_dyn_tfrt_in
cze,2000,1.15
cze,2001,1.15
cze,2002,1.17
cze,2003,1.18
cze,2004,1.23
cze,2005,1.29
cze,2006,1.34
cze,2007,1.45
cze,2008,1.51
cze,2009,1.51
cze,2010,1.51
cze,2011,1.43
cze,2012,1.45
cze,2013,1.46
cze,2014,1.53
cze,2015,1.57
cze,2016,1.63
cze,2017,1.69
cze,2018,1.71
cze,2019,1.71
cze,2020,1.71
deu,1960,2.37
deu,1961,2.45
deu,1962,2.44
deu,1963,2.51
deu,1964,2.54
deu,1965,2.5
deu,1966,2.53
deu,1967,2.48
deu,1968,2.38
deu,1969,2.21
deu,1970,2.03
deu,1971,1.92
deu,1972,1.71
deu,1973,1.54
deu,1974,1.51
deu,1975,1.45
deu,1976,1.45
deu,1977,1.4
deu,1978,1.38
deu,1979,1.38
deu,1980,1.44
deu,1981,1.43
deu,1982,1.41
deu,1983,1.33
deu,1984,1.29
deu,1985,1.37
deu,1986,1.43
deu,1987,1.43
deu,1988,1.46
deu,1989,1.42
deu,1990,1.45
deu,1991,1.33
deu,1992,1.29
deu,1993,1.28
deu,1994,1.24
deu,1995,1.25
deu,1996,1.3
deu,1997,1.35
deu,1998,1.36
deu,1999,1.36
deu,2000,1.38
deu,2001,1.35
deu,2002,1.34
deu,2003,1.34
deu,2004,1.36
deu,2005,1.34
deu,2006,1.33
deu,2007,1.37
deu,2008,1.38
deu,2009,1.36
deu,2010,1.39
deu,2011,1.39
deu,2012,1.41
deu,2013,1.42
deu,2014,1.47
deu,2015,1.5
deu,2016,1.6
deu,2017,1.57
deu,2018,1.57
deu,2019,1.54
deu,2020,1.53
dji,1960,6.461
dji,1961,6.493
dji,1962,6.527
dji,1963,6.561
dji,1964,6.595
dji,1965,6.629
dji,1966,6.665
dji,1967,6.702
dji,1968,6.739
dji,1969,6.774
dji,1970,6.804
dji,1971,6.823
dji,1972,6.83
dji,1973,6.823
dji,1974,6.803
dji,1975,6.77
dji,1976,6.729
dji,1977,6.685
dji,1978,6.639
dji,1979,6.596
dji,1980,6.554
dji,1981,6.513
dji,1982,6.471
dji,1983,6.426
dji,1984,6.378
dji,1985,6.328
dji,1986,6.28
dji,1987,6.234
dji,1988,6.188
dji,1989,6.137
dji,1990,6.073
dji,1991,5.986
dji,1992,5.869
dji,1993,5.721
dji,1994,5.546
dji,1995,5.352
dji,1996,5.152
dji,1997,4.958
dji,1998,4.78
dji,1999,4.622
dji,2000,4.484
dji,2001,4.359
dji,2002,4.24
dji,2003,4.118
dji,2004,3.994
dji,2005,3.867
dji,2006,3.739
dji,2007,3.617
dji,2008,3.502
dji,2009,3.397
dji,2010,3.3
dji,2011,3.213
dji,2012,3.131
dji,2013,3.054
dji,2014,2.981
dji,2015,2.912
dji,2016,2.846
dji,2017,2.785
dji,2018,2.728
dji,2019,2.676
dji,2020,2.627
dma,1972,5.5
dma,1982,3.52
dma,1987,3
dma,1992,2.5
dma,1997,1.9
dma,2002,1.9
dma,2003,1.9
dnk,1960,2.57
dnk,1961,2.55
dnk,1962,2.55
dnk,1963,2.67
dnk,1964,2.6
dnk,1965,2.61
dnk,1966,2.62
dnk,1967,2.35
dnk,1968,2.12
dnk,1969,2
dnk,1970,1.95
dnk,1971,2.04
dnk,1972,2.03
dnk,1973,1.92
dnk,1974,1.9
dnk,1975,1.92
dnk,1976,1.75
dnk,1977,1.66
dnk,1978,1.67
dnk,1979,1.6
dnk,1980,1.55
dnk,1981,1.44
dnk,1982,1.43
dnk,1983,1.38
dnk,1984,1.4
dnk,1985,1.45
dnk,1986,1.48
dnk,1987,1.5
dnk,1988,1.56
dnk,1989,1.62
dnk,1990,1.67
dnk,1991,1.68
dnk,1992,1.76
dnk,1993,1.75
dnk,1994,1.81
dnk,1995,1.8
dnk,1996,1.75
dnk,1997,1.75
dnk,1998,1.72
dnk,1999,1.73
dnk,2000,1.77
dnk,2001,1.74
dnk,2002,1.72
dnk,2003,1.76
dnk,2004,1.78
dnk,2005,1.8
dnk,2006,1.85
dnk,2007,1.84
dnk,2008,1.89
dnk,2009,1.84
dnk,2010,1.87
dnk,2011,1.75
dnk,2012,1.73
dnk,2013,1.67
dnk,2014,1.69
dnk,2015,1.71
dnk,2016,1.79
dnk,2017,1.75
dnk,2018,1.73
dnk,2019,1.7
dnk,2020,1.67
dom,1960,7.555
dom,1961,7.487
dom,1962,7.404
dom,1963,7.303
dom,1964,7.186
dom,1965,7.053
dom,1966,6.903
dom,1967,6.738
dom,1968,6.561
dom,1969,6.375
dom,1970,6.182
dom,1971,5.984
dom,1972,5.784
dom,1973,5.584
dom,1974,5.388
dom,1975,5.198
dom,1976,5.017
dom,1977,4.844
dom,1978,4.68
dom,1979,4.526
dom,1980,4.381
dom,1981,4.247
dom,1982,4.122
dom,1983,4.005
dom,1984,3.896
dom,1985,3.795
dom,1986,3.703
dom,1987,3.62
dom,1988,3.544
dom,1989,3.475
dom,1990,3.411
dom,1991,3.349
dom,1992,3.287
dom,1993,3.226
dom,1994,3.163
dom,1995,3.101
dom,1996,3.04
dom,1997,2.983
dom,1998,2.93
dom,1999,2.882
dom,2000,2.839
dom,2001,2.799
dom,2002,2.762
dom,2003,2.725
dom,2004,2.689
dom,2005,2.653
dom,2006,2.619
dom,2007,2.586
dom,2008,2.556
dom,2009,2.528
dom,2010,2.503
dom,2011,2.481
dom,2012,2.46
dom,2013,2.441
dom,2014,2.423
dom,2015,2.405
dom,2016,2.387
dom,2017,2.367
dom,2018,2.346
dom,2019,2.323
dom,2020,2.299
dza,1960,7.524
dza,1961,7.573
dza,1962,7.614
dza,1963,7.646
dza,1964,7.665
dza,1965,7.675
dza,1966,7.676
dza,1967,7.672
dza,1968,7.666
dza,1969,7.656
dza,1970,7.643
dza,1971,7.624
dza,1972,7.597
dza,1973,7.558
dza,1974,7.505
dza,1975,7.434
dza,1976,7.344
dza,1977,7.234
dza,1978,7.105
dza,1979,6.957
dza,1980,6.794
dza,1981,6.617
dza,1982,6.43
dza,1983,6.237
dza,1984,6.038
dza,1985,5.835
dza,1986,5.627
dza,1987,5.412
dza,1988,5.191
dza,1989,4.962
dza,1990,4.726
dza,1991,4.479
dza,1992,4.223
dza,1993,3.962
dza,1994,3.702
dza,1995,3.448
dza,1996,3.208
dza,1997,2.988
dza,1998,2.796
dza,1999,2.635
dza,2000,2.514
dza,2001,2.438
dza,2002,2.403
dza,2003,2.405
dza,2004,2.438
dza,2005,2.496
dza,2006,2.569
dza,2007,2.649
dza,2008,2.728
dza,2009,2.799
dza,2010,2.86
dza,2011,2.909
dza,2012,2.952
dza,2013,2.99
dza,2014,3.022
dza,2015,3.043
dza,2016,3.052
dza,2017,3.045
dza,2018,3.023
dza,2019,2.988
dza,2020,2.942
ecu,1960,6.721
ecu,1961,6.7
ecu,1962,6.676
ecu,1963,6.646
ecu,1964,6.61
ecu,1965,6.564
ecu,1966,6.507
ecu,1967,6.436
ecu,1968,6.351
ecu,1969,6.252
ecu,1970,6.138
ecu,1971,6.011
ecu,1972,5.873
ecu,1973,5.727
ecu,1974,5.577
ecu,1975,5.426
ecu,1976,5.276
ecu,1977,5.13
ecu,1978,4.989
ecu,1979,4.855
ecu,1980,4.73
ecu,1981,4.612
ecu,1982,4.501
ecu,1983,4.395
ecu,1984,4.293
ecu,1985,4.195
ecu,1986,4.1
ecu,1987,4.007
ecu,1988,3.917
ecu,1989,3.829
ecu,1990,3.744
ecu,1991,3.665
ecu,1992,3.591
ecu,1993,3.524
ecu,1994,3.461
ecu,1995,3.403
ecu,1996,3.345
ecu,1997,3.288
ecu,1998,3.228
ecu,1999,3.166
ecu,2000,3.102
ecu,2001,3.037
ecu,2002,2.972
ecu,2003,2.911
ecu,2004,2.853
ecu,2005,2.8
ecu,2006,2.753
ecu,2007,2.711
ecu,2008,2.675
ecu,2009,2.643
ecu,2010,2.615
ecu,2011,2.59
ecu,2012,2.567
ecu,2013,2.544
ecu,2014,2.522
ecu,2015,2.499
ecu,2016,2.475
ecu,2017,2.451
ecu,2018,2.427
ecu,2019,2.403
ecu,2020,2.38
egy,1960,6.716
egy,1961,6.696
egy,1962,6.673
egy,1963,6.646
egy,1964,6.615
egy,1965,6.577
egy,1966,6.529
egy,1967,6.469
egy,1968,6.399
egy,1969,6.319
egy,1970,6.233
egy,1971,6.144
egy,1972,6.056
egy,1973,5.974
egy,1974,5.899
egy,1975,5.833
egy,1976,5.778
egy,1977,5.731
egy,1978,5.69
egy,1979,5.65
egy,1980,5.61
egy,1981,5.567
egy,1982,5.516
egy,1983,5.456
egy,1984,5.383
egy,1985,5.293
egy,1986,5.182
egy,1987,5.052
egy,1988,4.906
egy,1989,4.747
egy,1990,4.58
egy,1991,4.413
egy,1992,4.253
egy,1993,4.103
egy,1994,3.967
egy,1995,3.844
egy,1996,3.733
egy,1997,3.629
egy,1998,3.529
egy,1999,3.432
egy,2000,3.34
egy,2001,3.253
egy,2002,3.173
egy,2003,3.106
egy,2004,3.052
egy,2005,3.019
egy,2006,3.013
egy,2007,3.037
egy,2008,3.085
egy,2009,3.154
egy,2010,3.233
egy,2011,3.311
egy,2012,3.377
egy,2013,3.421
egy,2014,3.441
egy,2015,3.436
egy,2016,3.41
egy,2017,3.37
egy,2018,3.326
egy,2019,3.28
egy,2020,3.236
eri,1960,6.899
eri,1961,6.868
eri,1962,6.837
eri,1963,6.806
eri,1964,6.778
eri,1965,6.752
eri,1966,6.728
eri,1967,6.706
eri,1968,6.686
eri,1969,6.667
eri,1970,6.65
eri,1971,6.636
eri,1972,6.624
eri,1973,6.615
eri,1974,6.609
eri,1975,6.608
eri,1976,6.613
eri,1977,6.622
eri,1978,6.636
eri,1979,6.652
eri,1980,6.668
eri,1981,6.683
eri,1982,6.693
eri,1983,6.697
eri,1984,6.693
eri,1985,6.68
eri,1986,6.659
eri,1987,6.631
eri,1988,6.596
eri,1989,6.552
eri,1990,6.496
eri,1991,6.423
eri,1992,6.332
eri,1993,6.223
eri,1994,6.1
eri,1995,5.965
eri,1996,5.825
eri,1997,5.686
eri,1998,5.553
eri,1999,5.43
eri,2000,5.321
eri,2001,5.227
eri,2002,5.145
eri,2003,5.073
eri,2004,5.007
eri,2005,4.945
eri,2006,4.881
eri,2007,4.812
eri,2008,4.737
eri,2009,4.656
eri,2010,4.571
eri,2011,4.486
eri,2012,4.407
eri,2013,4.335
eri,2014,4.273
eri,2015,4.217
eri,2016,4.164
eri,2017,4.112
eri,2018,4.056
eri,2019,3.997
eri,2020,3.933
esp,1960,2.86
esp,1961,2.77
esp,1962,2.8
esp,1963,2.88
esp,1964,3.01
esp,1965,2.94
esp,1966,2.91
esp,1967,2.94
esp,1968,2.87
esp,1969,2.86
esp,1970,2.84
esp,1971,2.9
esp,1972,2.87
esp,1973,2.84
esp,1974,2.88
esp,1975,2.77
esp,1976,2.77
esp,1977,2.65
esp,1978,2.54
esp,1979,2.37
esp,1980,2.22
esp,1981,2.04
esp,1982,1.94
esp,1983,1.8
esp,1984,1.73
esp,1985,1.64
esp,1986,1.56
esp,1987,1.49
esp,1988,1.45
esp,1989,1.4
esp,1990,1.36
esp,1991,1.33
esp,1992,1.31
esp,1993,1.26
esp,1994,1.19
esp,1995,1.16
esp,1996,1.14
esp,1997,1.15
esp,1998,1.13
esp,1999,1.17
esp,2000,1.22
esp,2001,1.23
esp,2002,1.25
esp,2003,1.3
esp,2004,1.31
esp,2005,1.33
esp,2006,1.36
esp,2007,1.38
esp,2008,1.45
esp,2009,1.38
esp,2010,1.37
esp,2011,1.34
esp,2012,1.32
esp,2013,1.27
esp,2014,1.32
esp,2015,1.33
esp,2016,1.34
esp,2017,1.31
esp,2018,1.26
esp,2019,1.23
esp,2020,1.23
est,1960,1.98
est,1961,1.98
est,1962,1.95
est,1963,1.89
est,1964,1.94
est,1965,1.88
est,1966,1.87
est,1967,1.9
est,1968,2.03
est,1969,2.13
est,1970,2.17
est,1971,2.19
est,1972,2.13
est,1973,2.06
est,1974,2.07
est,1975,2.04
est,1976,2.07
est,1977,2.06
est,1978,2.02
est,1979,2
est,1980,2.02
est,1981,2.07
est,1982,2.07
est,1983,2.16
est,1984,2.17
est,1985,2.13
est,1986,2.18
est,1987,2.27
est,1988,2.27
est,1989,2.22
est,1990,2.05
est,1991,1.8
est,1992,1.71
est,1993,1.49
est,1994,1.42
est,1995,1.38
est,1996,1.37
est,1997,1.32
est,1998,1.28
est,1999,1.3
est,2000,1.36
est,2001,1.32
est,2002,1.36
est,2003,1.37
est,2004,1.47
est,2005,1.52
est,2006,1.58
est,2007,1.69
est,2008,1.72
est,2009,1.7
est,2010,1.72
est,2011,1.61
est,2012,1.56
est,2013,1.52
est,2014,1.54
est,2015,1.58
est,2016,1.6
est,2017,1.59
est,2018,1.67
est,2019,1.66
est,2020,1.58
eth,1960,6.88
eth,1961,6.877
eth,1962,6.875
eth,1963,6.872
eth,1964,6.867
eth,1965,6.864
eth,1966,6.867
eth,1967,6.88
eth,1968,6.903
eth,1969,6.937
eth,1970,6.978
eth,1971,7.02
eth,1972,7.06
eth,1973,7.094
eth,1974,7.121
eth,1975,7.143
eth,1976,7.167
eth,1977,7.195
eth,1978,7.23
eth,1979,7.271
eth,1980,7.316
eth,1981,7.36
eth,1982,7.397
eth,1983,7.424
eth,1984,7.437
eth,1985,7.435
eth,1986,7.418
eth,1987,7.387
eth,1988,7.347
eth,1989,7.298
eth,1990,7.246
eth,1991,7.193
eth,1992,7.141
eth,1993,7.092
eth,1994,7.043
eth,1995,6.991
eth,1996,6.931
eth,1997,6.858
eth,1998,6.769
eth,1999,6.664
eth,2000,6.543
eth,2001,6.407
eth,2002,6.262
eth,2003,6.112
eth,2004,5.961
eth,2005,5.812
eth,2006,5.667
eth,2007,5.526
eth,2008,5.39
eth,2009,5.26
eth,2010,5.136
eth,2011,5.017
eth,2012,4.901
eth,2013,4.787
eth,2014,4.675
eth,2015,4.565
eth,2016,4.456
eth,2017,4.35
eth,2018,4.247
eth,2019,4.146
eth,2020,4.049
fin,1960,2.72
fin,1961,2.72
fin,1962,2.68
fin,1963,2.68
fin,1964,2.59
fin,1965,2.48
fin,1966,2.41
fin,1967,2.32
fin,1968,2.14
fin,1969,1.93
fin,1970,1.83
fin,1971,1.68
fin,1972,1.58
fin,1973,1.49
fin,1974,1.61
fin,1975,1.68
fin,1976,1.7
fin,1977,1.68
fin,1978,1.64
fin,1979,1.64
fin,1980,1.63
fin,1981,1.64
fin,1982,1.71
fin,1983,1.74
fin,1984,1.69
fin,1985,1.64
fin,1986,1.6
fin,1987,1.59
fin,1988,1.69
fin,1989,1.71
fin,1990,1.78
fin,1991,1.79
fin,1992,1.85
fin,1993,1.81
fin,1994,1.85
fin,1995,1.81
fin,1996,1.78
fin,1997,1.75
fin,1998,1.7
fin,1999,1.73
fin,2000,1.73
fin,2001,1.73
fin,2002,1.72
fin,2003,1.76
fin,2004,1.8
fin,2005,1.8
fin,2006,1.84
fin,2007,1.83
fin,2008,1.85
fin,2009,1.86
fin,2010,1.87
fin,2011,1.83
fin,2012,1.8
fin,2013,1.75
fin,2014,1.71
fin,2015,1.65
fin,2016,1.57
fin,2017,1.49
fin,2018,1.41
fin,2019,1.35
fin,2020,1.37
fji,1960,6.461
fji,1961,6.281
fji,1962,6.085
fji,1963,5.881
fji,1964,5.676
fji,1965,5.475
fji,1966,5.278
fji,1967,5.083
fji,1968,4.892
fji,1969,4.71
fji,1970,4.543
fji,1971,4.397
fji,1972,4.275
fji,1973,4.178
fji,1974,4.106
fji,1975,4.054
fji,1976,4.018
fji,1977,3.992
fji,1978,3.968
fji,1979,3.941
fji,1980,3.907
fji,1981,3.864
fji,1982,3.813
fji,1983,3.755
fji,1984,3.693
fji,1985,3.629
fji,1986,3.568
fji,1987,3.512
fji,1988,3.465
fji,1989,3.427
fji,1990,3.398
fji,1991,3.374
fji,1992,3.352
fji,1993,3.33
fji,1994,3.305
fji,1995,3.276
fji,1996,3.244
fji,1997,3.209
fji,1998,3.171
fji,1999,3.132
fji,2000,3.09
fji,2001,3.044
fji,2002,2.995
fji,2003,2.944
fji,2004,2.893
fji,2005,2.846
fji,2006,2.807
fji,2007,2.777
fji,2008,2.758
fji,2009,2.75
fji,2010,2.752
fji,2011,2.761
fji,2012,2.773
fji,2013,2.786
fji,2014,2.795
fji,2015,2.8
fji,2016,2.797
fji,2017,2.788
fji,2018,2.774
fji,2019,2.754
fji,2020,2.729
fra,1960,2.85
fra,1961,2.87
fra,1962,2.89
fra,1963,2.89
fra,1964,2.87
fra,1965,2.84
fra,1966,2.8
fra,1967,2.75
fra,1968,2.69
fra,1969,2.62
fra,1970,2.55
fra,1971,2.47
fra,1972,2.38
fra,1973,2.28
fra,1974,2.18
fra,1975,2.09
fra,1976,2.01
fra,1977,1.94
fra,1978,1.89
fra,1979,1.87
fra,1980,1.85
fra,1981,1.85
fra,1982,1.86
fra,1983,1.86
fra,1984,1.86
fra,1985,1.86
fra,1986,1.85
fra,1987,1.83
fra,1988,1.81
fra,1989,1.79
fra,1990,1.77
fra,1991,1.75
fra,1992,1.74
fra,1993,1.73
fra,1994,1.73
fra,1995,1.74
fra,1996,1.75
fra,1997,1.77
fra,1998,1.78
fra,1999,1.81
fra,2000,1.89
fra,2001,1.9
fra,2002,1.88
fra,2003,1.89
fra,2004,1.92
fra,2005,1.94
fra,2006,2
fra,2007,1.98
fra,2008,2.01
fra,2009,2
fra,2010,2.03
fra,2011,2.01
fra,2012,2.01
fra,2013,1.99
fra,2014,2
fra,2015,1.96
fra,2016,1.92
fra,2017,1.89
fra,2018,1.87
fra,2019,1.86
fra,2020,1.83
fro,1970,3.4
fro,1971,3.2
fro,1972,3.3
fro,1973,3.2
fro,1974,3.1
fro,1975,2.9
fro,1976,2.7
fro,1977,2.7
fro,1978,2.6
fro,1979,2.7
fro,1980,2.5
fro,1981,2.5
fro,1982,2.3
fro,1983,2.2
fro,1984,2.2
fro,1985,2.3
fro,1986,2.4
fro,1987,2.4
fro,1988,2.6
fro,1989,2.7
fro,1990,2.8
fro,1991,2.6
fro,1992,2.5
fro,1993,2.5
fro,1994,2.4
fro,1995,2.5
fro,1996,2.6
fro,1997,2.5
fro,1998,2.3
fro,1999,2.3
fro,2000,2.6
fro,2001,2.3
fro,2002,2.6
fro,2003,2.5
fro,2004,2.6
fro,2005,2.6
fro,2006,2.5
fro,2007,2.6
fro,2008,2.6
fro,2009,2.4
fro,2010,2.5
fro,2011,2.3
fro,2012,2.6
fro,2013,2.5
fro,2014,2.6
fro,2015,2.4
fro,2016,2.6
fro,2017,2.5
fro,2018,2.5
fro,2019,2.4
fro,2020,2.3
fsm,1960,6.934
fsm,1961,6.917
fsm,1962,6.905
fsm,1963,6.897
fsm,1964,6.893
fsm,1965,6.894
fsm,1966,6.9
fsm,1967,6.911
fsm,1968,6.924
fsm,1969,6.935
fsm,1970,6.938
fsm,1971,6.925
fsm,1972,6.894
fsm,1973,6.842
fsm,1974,6.77
fsm,1975,6.682
fsm,1976,6.586
fsm,1977,6.49
fsm,1978,6.398
fsm,1979,6.311
fsm,1980,6.223
fsm,1981,6.129
fsm,1982,6.02
fsm,1983,5.894
fsm,1984,5.752
fsm,1985,5.6
fsm,1986,5.446
fsm,1987,5.299
fsm,1988,5.167
fsm,1989,5.052
fsm,1990,4.958
fsm,1991,4.882
fsm,1992,4.82
fsm,1993,4.766
fsm,1994,4.716
fsm,1995,4.664
fsm,1996,4.608
fsm,1997,4.544
fsm,1998,4.471
fsm,1999,4.39
fsm,2000,4.3
fsm,2001,4.204
fsm,2002,4.105
fsm,2003,4.007
fsm,2004,3.912
fsm,2005,3.823
fsm,2006,3.739
fsm,2007,3.661
fsm,2008,3.589
fsm,2009,3.522
fsm,2010,3.46
fsm,2011,3.402
fsm,2012,3.347
fsm,2013,3.294
fsm,2014,3.243
fsm,2015,3.193
fsm,2016,3.145
fsm,2017,3.098
fsm,2018,3.053
fsm,2019,3.01
fsm,2020,2.968
gab,1960,4.384
gab,1961,4.462
gab,1962,4.541
gab,1963,4.619
gab,1964,4.694
gab,1965,4.766
gab,1966,4.834
gab,1967,4.899
gab,1968,4.961
gab,1969,5.021
gab,1970,5.081
gab,1971,5.143
gab,1972,5.208
gab,1973,5.275
gab,1974,5.343
gab,1975,5.412
gab,1976,5.48
gab,1977,5.543
gab,1978,5.6
gab,1979,5.648
gab,1980,5.684
gab,1981,5.709
gab,1982,5.721
gab,1983,5.721
gab,1984,5.709
gab,1985,5.686
gab,1986,5.653
gab,1987,5.611
gab,1988,5.562
gab,1989,5.505
gab,1990,5.442
gab,1991,5.371
gab,1992,5.292
gab,1993,5.205
gab,1994,5.113
gab,1995,5.016
gab,1996,4.916
gab,1997,4.815
gab,1998,4.716
gab,1999,4.62
gab,2000,4.533
gab,2001,4.455
gab,2002,4.388
gab,2003,4.332
gab,2004,4.286
gab,2005,4.251
gab,2006,4.223
gab,2007,4.201
gab,2008,4.182
gab,2009,4.164
gab,2010,4.146
gab,2011,4.129
gab,2012,4.113
gab,2013,4.098
gab,2014,4.083
gab,2015,4.064
gab,2016,4.039
gab,2017,4.008
gab,2018,3.969
gab,2019,3.922
gab,2020,3.869
gbm,1961,2.707
gbm,1994,1.8
gbm,2002,1.65
gbr,1960,2.69
gbr,1961,2.78
gbr,1962,2.86
gbr,1963,2.88
gbr,1964,2.93
gbr,1965,2.86
gbr,1966,2.78
gbr,1967,2.68
gbr,1968,2.6
gbr,1969,2.51
gbr,1970,2.44
gbr,1971,2.41
gbr,1972,2.2
gbr,1973,2.04
gbr,1974,1.92
gbr,1975,1.81
gbr,1976,1.74
gbr,1977,1.69
gbr,1978,1.75
gbr,1979,1.86
gbr,1980,1.9
gbr,1981,1.82
gbr,1982,1.78
gbr,1983,1.77
gbr,1984,1.77
gbr,1985,1.79
gbr,1986,1.78
gbr,1987,1.81
gbr,1988,1.82
gbr,1989,1.79
gbr,1990,1.83
gbr,1991,1.82
gbr,1992,1.79
gbr,1993,1.76
gbr,1994,1.74
gbr,1995,1.71
gbr,1996,1.73
gbr,1997,1.72
gbr,1998,1.71
gbr,1999,1.68
gbr,2000,1.64
gbr,2001,1.63
gbr,2002,1.63
gbr,2003,1.7
gbr,2004,1.75
gbr,2005,1.76
gbr,2006,1.82
gbr,2007,1.86
gbr,2008,1.91
gbr,2009,1.89
gbr,2010,1.92
gbr,2011,1.91
gbr,2012,1.92
gbr,2013,1.83
gbr,2014,1.81
gbr,2015,1.8
gbr,2016,1.79
gbr,2017,1.74
gbr,2018,1.68
gbr,2019,1.63
gbr,2020,1.56
geo,1960,2.942
geo,1961,2.943
geo,1962,2.937
geo,1963,2.924
geo,1964,2.906
geo,1965,2.882
geo,1966,2.854
geo,1967,2.821
geo,1968,2.785
geo,1969,2.747
geo,1970,2.707
geo,1971,2.665
geo,1972,2.622
geo,1973,2.577
geo,1974,2.533
geo,1975,2.489
geo,1976,2.448
geo,1977,2.409
geo,1978,2.373
geo,1979,2.341
geo,1980,2.314
geo,1981,2.296
geo,1982,2.284
geo,1983,2.277
geo,1984,2.275
geo,1985,2.273
geo,1986,2.269
geo,1987,2.26
geo,1988,2.243
geo,1989,2.217
geo,1990,2.18
geo,1991,2.132
geo,1992,2.076
geo,1993,2.013
geo,1994,1.946
geo,1995,1.879
geo,1996,1.812
geo,1997,1.749
geo,1998,1.692
geo,1999,1.643
geo,2000,1.608
geo,2001,1.589
geo,2002,1.586
geo,2003,1.599
geo,2004,1.625
geo,2005,1.664
geo,2006,1.711
geo,2007,1.763
geo,2008,1.816
geo,2009,1.866
geo,2010,1.911
geo,2011,1.95
geo,2012,1.984
geo,2013,2.012
geo,2014,2.034
geo,2015,2.05
geo,2016,2.059
geo,2017,2.062
geo,2018,2.06
geo,2019,2.055
geo,2020,2.046
gha,1960,6.749
gha,1961,6.789
gha,1962,6.827
gha,1963,6.862
gha,1964,6.893
gha,1965,6.918
gha,1966,6.937
gha,1967,6.95
gha,1968,6.957
gha,1969,6.957
gha,1970,6.95
gha,1971,6.936
gha,1972,6.915
gha,1973,6.888
gha,1974,6.855
gha,1975,6.815
gha,1976,6.771
gha,1977,6.721
gha,1978,6.665
gha,1979,6.605
gha,1980,6.539
gha,1981,6.468
gha,1982,6.392
gha,1983,6.31
gha,1984,6.223
gha,1985,6.131
gha,1986,6.032
gha,1987,5.928
gha,1988,5.82
gha,1989,5.71
gha,1990,5.602
gha,1991,5.499
gha,1992,5.403
gha,1993,5.317
gha,1994,5.239
gha,1995,5.168
gha,1996,5.102
gha,1997,5.036
gha,1998,4.969
gha,1999,4.899
gha,2000,4.826
gha,2001,4.753
gha,2002,4.681
gha,2003,4.612
gha,2004,4.548
gha,2005,4.49
gha,2006,4.438
gha,2007,4.392
gha,2008,4.35
gha,2009,4.311
gha,2010,4.273
gha,2011,4.234
gha,2012,4.192
gha,2013,4.146
gha,2014,4.095
gha,2015,4.041
gha,2016,3.984
gha,2017,3.926
gha,2018,3.87
gha,2019,3.816
gha,2020,3.765
gin,1960,6.112
gin,1961,6.126
gin,1962,6.14
gin,1963,6.153
gin,1964,6.166
gin,1965,6.178
gin,1966,6.19
gin,1967,6.202
gin,1968,6.214
gin,1969,6.228
gin,1970,6.243
gin,1971,6.262
gin,1972,6.283
gin,1973,6.308
gin,1974,6.336
gin,1975,6.367
gin,1976,6.4
gin,1977,6.434
gin,1978,6.467
gin,1979,6.5
gin,1980,6.529
gin,1981,6.557
gin,1982,6.581
gin,1983,6.602
gin,1984,6.619
gin,1985,6.631
gin,1986,6.637
gin,1987,6.637
gin,1988,6.631
gin,1989,6.618
gin,1990,6.598
gin,1991,6.57
gin,1992,6.535
gin,1993,6.493
gin,1994,6.444
gin,1995,6.391
gin,1996,6.334
gin,1997,6.273
gin,1998,6.211
gin,1999,6.147
gin,2000,6.082
gin,2001,6.015
gin,2002,5.947
gin,2003,5.877
gin,2004,5.804
gin,2005,5.729
gin,2006,5.653
gin,2007,5.575
gin,2008,5.496
gin,2009,5.417
gin,2010,5.336
gin,2011,5.256
gin,2012,5.175
gin,2013,5.094
gin,2014,5.013
gin,2015,4.933
gin,2016,4.854
gin,2017,4.777
gin,2018,4.7
gin,2019,4.625
gin,2020,4.552
gmb,1960,6.246
gmb,1961,6.228
gmb,1962,6.213
gmb,1963,6.202
gmb,1964,6.195
gmb,1965,6.192
gmb,1966,6.19
gmb,1967,6.188
gmb,1968,6.186
gmb,1969,6.184
gmb,1970,6.185
gmb,1971,6.193
gmb,1972,6.211
gmb,1973,6.237
gmb,1974,6.271
gmb,1975,6.308
gmb,1976,6.342
gmb,1977,6.369
gmb,1978,6.385
gmb,1979,6.387
gmb,1980,6.376
gmb,1981,6.354
gmb,1982,6.324
gmb,1983,6.292
gmb,1984,6.258
gmb,1985,6.226
gmb,1986,6.196
gmb,1987,6.168
gmb,1988,6.142
gmb,1989,6.118
gmb,1990,6.096
gmb,1991,6.077
gmb,1992,6.059
gmb,1993,6.041
gmb,1994,6.023
gmb,1995,6.004
gmb,1996,5.983
gmb,1997,5.96
gmb,1998,5.935
gmb,1999,5.908
gmb,2000,5.879
gmb,2001,5.849
gmb,2002,5.818
gmb,2003,5.787
gmb,2004,5.756
gmb,2005,5.725
gmb,2006,5.696
gmb,2007,5.668
gmb,2008,5.64
gmb,2009,5.612
gmb,2010,5.583
gmb,2011,5.552
gmb,2012,5.518
gmb,2013,5.48
gmb,2014,5.437
gmb,2015,5.39
gmb,2016,5.338
gmb,2017,5.281
gmb,2018,5.219
gmb,2019,5.154
gmb,2020,5.087
gnb,1960,5.921
gnb,1961,5.931
gnb,1962,5.941
gnb,1963,5.951
gnb,1964,5.961
gnb,1965,5.971
gnb,1966,5.982
gnb,1967,5.994
gnb,1968,6.008
gnb,1969,6.024
