geo,time,dc_dac_korl_cd
moz,1996,50000.00075
moz,1997,29999.99933
moz,1998,19999.99955
moz,1999,9999.99978
moz,2000,50000.00075
moz,2001,59999.99866
moz,2002,39999.99911
moz,2003,100000.00149
moz,2004,50000.00075
moz,2005,159999.99642
moz,2006,129999.99523
moz,2007,209999.99344
moz,2008,980000.01907
moz,2009,430000.00715
moz,2010,949999.98808
moz,2011,6480000.01907
moz,2012,25129999.16077
moz,2013,57080001.83105
moz,2014,56509998.32153
moz,2015,42290000.91553
moz,2016,46009998.32153
moz,2017,36639999.38965
moz,2018,21440000.53406
moz,2019,26520000.45776
mrt,1992,79999.99821
mrt,1993,9999.99978
mrt,1994,189999.99762
mrt,1995,230000.00417
mrt,1996,170000.00179
mrt,1997,180000.00715
mrt,1998,119999.99732
mrt,1999,100000.00149
mrt,2000,50000.00075
mrt,2001,70000.0003
mrt,2002,209999.99344
mrt,2003,100000.00149
mrt,2004,620000.00477
mrt,2005,119999.99732
mrt,2006,79999.99821
mrt,2007,140000.0006
mrt,2008,19999.99955
mrt,2009,39999.99911
mrt,2010,79999.99821
mrt,2011,100000.00149
mrt,2016,9999.99978
mrt,2018,140000.0006
mrt,2019,209999.99344
mus,1991,79999.99821
mus,1992,0
mus,1993,70000.0003
mus,1994,39999.99911
mus,1995,39999.99911
mus,1996,200000.00298
mus,1997,19999.99955
mus,1998,9999.99978
mus,2002,9999.99978
mus,2003,9999.99978
mus,2004,50000.00075
mus,2006,9999.99978
mus,2010,29999.99933
mus,2011,39999.99911
mus,2012,39999.99911
mus,2013,9999.99978
mus,2014,19999.99955
mus,2015,9999.99978
mus,2016,0
mus,2017,29999.99933
mus,2018,19999.99955
mus,2019,569999.99285
mwi,1991,140000.0006
mwi,1992,109999.9994
mwi,1993,109999.9994
mwi,1994,90000.00358
mwi,1995,79999.99821
mwi,1996,39999.99911
mwi,1997,50000.00075
mwi,1998,29999.99933
mwi,2000,19999.99955
mwi,2001,19999.99955
mwi,2002,70000.0003
mwi,2003,19999.99955
mwi,2004,90000.00358
mwi,2005,140000.0006
mwi,2006,119999.99732
mwi,2007,209999.99344
mwi,2008,189999.99762
mwi,2009,9999.99978
mwi,2010,389999.98569
mwi,2011,1200000.04768
mwi,2012,1899999.97616
mwi,2013,1539999.96185
mwi,2014,2019999.98093
mwi,2015,3349999.90463
mwi,2016,3009999.99046
mwi,2017,5730000.01907
mwi,2018,4739999.77112
mwi,2019,2980000.01907
mys,1988,29999.99933
mys,1989,9999.99978
mys,1990,50000.00075
mys,1991,159999.99642
mys,1992,129999.99523
mys,1993,129999.99523
mys,1994,159999.99642
mys,1995,79999.99821
mys,1996,109999.9994
mys,1997,159999.99642
mys,1998,79999.99821
mys,1999,100000.00149
mys,2000,270000.01073
mys,2001,150000.00596
mys,2002,189999.99762
mys,2003,239999.99464
mys,2004,349999.99404
mys,2005,649999.97616
mys,2006,1110000.01431
mys,2007,649999.97616
mys,2008,1220000.02861
mys,2009,1070000.05245
mys,2010,1730000.01907
mys,2011,1850000.02384
mys,2012,430000.00715
mys,2013,140000.0006
mys,2014,340000.00358
mys,2015,490000.00954
mys,2016,370000.00477
mys,2017,400000.00596
mys,2018,340000.00358
mys,2019,2589999.91417
nam,1991,150000.00596
nam,1992,200000.00298
nam,1993,189999.99762
nam,1994,140000.0006
nam,1995,180000.00715
nam,1996,109999.9994
nam,1997,39999.99911
nam,1998,9999.99978
nam,2001,9999.99978
nam,2002,250000
nam,2003,19999.99955
nam,2004,9999.99978
nam,2005,9999.99978
nam,2006,29999.99933
nam,2009,59999.99866
nam,2010,79999.99821
nam,2011,59999.99866
nam,2012,9999.99978
nam,2013,9999.99978
nam,2014,19999.99955
nam,2015,19999.99955
nam,2016,270000.01073
nam,2017,109999.9994
nam,2018,219999.99881
nam,2019,579999.98331
ner,1991,330000.01311
ner,1992,250000
ner,1993,250000
ner,1994,219999.99881
ner,1995,310000.00238
ner,1996,239999.99464
ner,1997,209999.99344
ner,1998,189999.99762
ner,1999,9999.99978
ner,2001,29999.99933
ner,2002,19999.99955
ner,2003,19999.99955
ner,2004,50000.00075
ner,2005,109999.9994
ner,2006,70000.0003
ner,2007,159999.99642
ner,2008,39999.99911
ner,2009,159999.99642
ner,2010,1149999.97616
ner,2011,589999.97377
ner,2012,839999.97377
ner,2013,90000.00358
ner,2014,500000
ner,2015,529999.97139
ner,2016,550000.01192
ner,2017,860000.01431
ner,2018,1350000.02384
ner,2019,829999.98331
nga,1988,19999.99955
nga,1989,1799999.95232
nga,1990,8989999.77112
nga,1991,50000.00075
nga,1992,3339999.91417
nga,1993,10859999.65668
nga,1994,19999.99955
nga,1995,-519999.98093
nga,1996,-680000.00715
nga,1997,-759999.99046
nga,1998,-870000.00477
nga,1999,50000.00075
nga,2000,29999.99933
nga,2001,-1789999.96185
nga,2002,-1980000.01907
nga,2003,-959999.97854
nga,2004,-980000.01907
nga,2005,-1009999.99046
nga,2006,419999.98689
nga,2007,-430000.00715
nga,2008,810000.00238
nga,2009,1360000.01431
nga,2010,3109999.8951
nga,2011,2210000.03815
nga,2012,3660000.08583
nga,2013,4679999.82834
nga,2014,3039999.96185
nga,2015,5530000.20981
nga,2016,5309999.94278
nga,2017,8649999.61853
nga,2018,7110000.13351
nga,2019,11199999.80927
nic,1991,449999.98808
nic,1992,100000.00149
nic,1993,100000.00149
nic,1994,140000.0006
nic,1995,109999.9994
nic,1996,70000.0003
nic,1997,730000.01907
nic,1998,569999.99285
nic,1999,50000.00075
nic,2000,219999.99881
nic,2001,39999.99911
nic,2002,2250000
nic,2003,4260000.22888
nic,2004,319999.99285
nic,2005,500000
nic,2006,5610000.13351
nic,2007,9079999.92371
nic,2008,9069999.69482
nic,2009,14840000.15259
nic,2010,5599999.90463
nic,2011,3950000.04768
nic,2012,1659999.96662
nic,2013,6630000.11444
nic,2014,19200000.76294
nic,2015,10430000.30518
nic,2016,25219999.31335
nic,2017,35560001.37329
nic,2018,45290000.91553
nic,2019,43529998.7793
npl,1988,9999.99978
npl,1989,19999.99955
npl,1990,19999.99955
npl,1991,300000.01192
npl,1992,29999.99933
npl,1993,1279999.97139
npl,1994,730000.01907
npl,1995,750000
npl,1996,1070000.05245
npl,1997,1019999.98093
npl,1998,3569999.93324
npl,1999,5489999.77112
npl,2000,2329999.92371
npl,2001,1620000.00477
npl,2002,2130000.11444
npl,2003,1529999.97139
npl,2004,1679999.94755
npl,2005,1779999.97139
npl,2006,2039999.96185
npl,2007,4980000.01907
npl,2008,4690000.05722
npl,2009,18069999.69482
npl,2010,20780000.68665
npl,2011,20969999.31335
npl,2012,20770000.45776
npl,2013,17090000.15259
npl,2014,14439999.58038
npl,2015,17559999.46594
npl,2016,15649999.61853
npl,2017,16569999.69482
npl,2018,12029999.73297
npl,2019,18549999.23706
nru,1997,19999.99955
nru,1998,39999.99911
nru,2001,29999.99933
nru,2002,109999.9994
nru,2005,129999.99523
nru,2007,159999.99642
nru,2009,79999.99821
nru,2010,9999.99978
nru,2011,19999.99955
nru,2012,129999.99523
nru,2013,9999.99978
nru,2016,349999.99404
nru,2017,140000.0006
nru,2019,79999.99821
omn,1989,19999.99955
omn,1990,9999.99978
omn,1991,39999.99911
omn,1992,59999.99866
omn,1993,39999.99911
omn,1996,9999.99978
omn,1998,9999.99978
omn,1999,9999.99978
omn,2000,50000.00075
omn,2001,59999.99866
omn,2002,70000.0003
omn,2003,59999.99866
omn,2004,70000.0003
omn,2005,90000.00358
omn,2006,79999.99821
omn,2007,90000.00358
omn,2008,189999.99762
omn,2010,9999.99978
pak,1988,9999.99978
pak,1989,479999.98927
pak,1990,219999.99881
pak,1991,250000
pak,1992,980000.01907
pak,1993,119999.99732
pak,1994,509999.99046
pak,1995,330000.01311
pak,1996,360000.01431
pak,1997,170000.00179
pak,1998,2740000.00954
pak,1999,460000.00834
pak,2000,419999.98689
pak,2001,4429999.82834
pak,2002,400000.00596
pak,2003,1029999.97139
pak,2004,1080000.04292
pak,2005,3660000.08583
pak,2006,4150000.09537
pak,2007,3309999.94278
pak,2008,1730000.01907
pak,2009,1960000.03815
pak,2010,19469999.31335
pak,2011,11739999.77112
pak,2012,7090000.15259
pak,2013,35849998.47412
pak,2014,12909999.84741
pak,2015,5739999.77112
pak,2016,3240000.00954
pak,2017,2329999.92371
pak,2018,2759999.99046
pak,2019,96529998.7793
pan,1989,9999.99978
pan,1990,9999.99978
pan,1991,200000.00298
pan,1992,150000.00596
pan,1993,100000.00149
pan,1994,129999.99523
pan,1995,140000.0006
pan,1996,189999.99762
pan,1997,469999.99881
pan,1999,39999.99911
pan,2000,8090000.15259
pan,2001,10460000.03815
pan,2002,509999.99046
pan,2003,280000.00119
pan,2004,419999.98689
pan,2005,589999.97377
pan,2006,430000.00715
pan,2007,1929999.94755
pan,2008,-119999.99732
pan,2009,-340000.00358
pan,2010,-409999.99642
pan,2011,-79999.99821
pan,2012,-529999.97139
pan,2013,-759999.99046
pan,2014,-740000.00954
pan,2015,-340000.00358
pan,2016,-910000.02623
pan,2017,-879999.99523
pan,2018,-920000.01669
pan,2019,-709999.97854
per,1988,29999.99933
per,1989,9999.99978
per,1991,239999.99464
per,1992,219999.99881
per,1993,540000.02146
per,1994,310000.00238
per,1995,389999.98569
per,1996,639999.98569
per,1997,600000.02384
per,1998,970000.02861
per,1999,479999.98927
per,2000,1799999.95232
per,2001,750000
per,2002,980000.01907
per,2003,2089999.91417
per,2004,3059999.94278
per,2005,2839999.91417
per,2006,4489999.77112
per,2007,10220000.26703
per,2008,8729999.54224
per,2009,6989999.77112
per,2010,6400000.09537
per,2011,6789999.96185
per,2012,9250000
per,2013,9600000.38147
per,2014,9310000.41962
per,2015,9890000.34332
per,2016,10000000
per,2017,13020000.45776
per,2018,18420000.07629
per,2019,15380000.11444
phl,1988,29999.99933
phl,1989,39999.99911
phl,1990,129999.99523
phl,1991,5190000.05722
phl,1992,2140000.1049
phl,1993,1000000
phl,1994,819999.99285
phl,1995,899999.97616
phl,1996,8029999.73297
phl,1997,759999.99046
phl,1998,400000.00596
phl,1999,1049999.95232
phl,2000,3000000
phl,2001,3380000.11444
phl,2002,6539999.96185
phl,2003,6039999.96185
phl,2004,8199999.80927
phl,2005,7519999.98093
phl,2006,7059999.94278
phl,2007,28159999.84741
phl,2008,21159999.84741
phl,2009,22069999.69482
phl,2010,29540000.91553
phl,2011,35689998.62671
phl,2012,31329999.92371
phl,2013,42740001.67847
phl,2014,60930000.30518
phl,2015,44040000.91553
phl,2016,59950000.76294
phl,2017,37430000.30518
phl,2018,61330001.83105
phl,2019,72959999.08447
plw,1992,9999.99978
plw,1993,9999.99978
plw,1996,79999.99821
plw,1997,50000.00075
plw,1998,79999.99821
plw,1999,70000.0003
plw,2000,79999.99821
plw,2001,90000.00358
plw,2002,100000.00149
plw,2003,90000.00358
plw,2004,59999.99866
plw,2005,29999.99933
plw,2006,39999.99911
plw,2007,39999.99911
plw,2008,29999.99933
plw,2009,50000.00075
plw,2010,39999.99911
plw,2011,129999.99523
plw,2012,90000.00358
plw,2013,59999.99866
plw,2015,70000.0003
plw,2016,189999.99762
plw,2017,19999.99955
plw,2018,610000.01431
plw,2019,409999.99642
png,1988,239999.99464
png,1989,740000.00954
png,1990,230000.00417
png,1991,209999.99344
png,1992,699999.98808
png,1993,529999.97139
png,1994,400000.00596
png,1995,259999.99046
png,1996,370000.00477
png,1997,759999.99046
png,1998,280000.00119
png,1999,150000.00596
png,2000,1809999.94278
png,2001,3650000.09537
png,2002,519999.98093
png,2003,-300000.01192
png,2004,-330000.01311
png,2005,-360000.01431
png,2006,-439999.99762
png,2007,689999.99762
png,2008,-289999.99166
png,2009,-289999.99166
png,2010,389999.98569
png,2011,680000.00715
png,2012,19999.99955
png,2013,790000.02146
png,2014,1970000.02861
png,2015,1799999.95232
png,2016,1139999.98569
png,2017,300000.01192
png,2018,1129999.99523
png,2019,1679999.94755
pol,1990,29999.99933
pol,1991,39999.99911
pol,1992,70000.0003
pol,1993,42240001.67847
pol,1994,4960000.03815
pol,1995,389999.98569
pol,1996,180000.00715
pol,1997,50000.00075
pol,1998,-27260000.22888
pol,1999,90000.00358
pol,2000,340000.00358
pol,2001,810000.00238
pol,2002,150000.00596
pol,2003,740000.00954
pol,2004,129999.99523
prk,2005,79999.99821
pry,1991,230000.00417
pry,1992,230000.00417
pry,1993,250000
pry,1994,360000.01431
pry,1995,550000.01192
pry,1996,490000.00954
pry,1997,930000.00715
pry,1998,610000.01431
pry,1999,289999.99166
pry,2000,270000.01073
pry,2001,409999.99642
pry,2002,560000.00238
pry,2003,680000.00715
pry,2004,1059999.94278
pry,2005,2349999.90463
pry,2006,1919999.95708
pry,2007,5949999.80927
pry,2008,4780000.20981
pry,2009,4849999.90463
pry,2010,11630000.11444
pry,2011,5710000.03815
pry,2012,8289999.96185
pry,2013,8779999.73297
pry,2014,10760000.22888
pry,2015,11539999.96185
pry,2016,8090000.15259
pry,2017,12350000.38147
pry,2018,14050000.19073
pry,2019,14229999.54224
pse,1994,189999.99762
pse,1995,230000.00417
pse,1996,439999.99762
pse,1997,1440000.05722
pse,1998,2410000.08583
pse,1999,349999.99404
pse,2000,360000.01431
pse,2002,449999.98808
pse,2003,639999.98569
pse,2004,3670000.07629
pse,2005,1659999.96662
pse,2006,1210000.03815
pse,2007,959999.97854
pse,2008,2410000.08583
pse,2009,7320000.17166
pse,2010,7380000.11444
pse,2011,3220000.02861
pse,2012,5179999.82834
pse,2013,4400000.09537
pse,2014,5530000.20981
pse,2015,5050000.19073
pse,2016,6079999.92371
pse,2017,6789999.96185
pse,2018,5070000.17166
pse,2019,7769999.98093
qat,1992,0
qat,1997,19999.99955
qat,1998,19999.99955
qat,2000,9999.99978
qat,2002,9999.99978
qat,2004,200000.00298
rou,1990,19999.99955
rou,1991,270000.01073
rou,1992,230000.00417
rou,1993,239999.99464
rou,1994,11399999.61853
rou,1995,22770000.45776
rou,1996,9939999.58038
rou,1997,5190000.05722
rou,1998,6739999.77112
rou,1999,10729999.54224
rou,2000,360000.01431
rou,2001,-1730000.01907
rou,2002,10180000.30518
rou,2003,180000.00715
rou,2004,-1950000.04768
rus,1990,19999.99955
rus,1991,170000.00179
rus,1992,140000.0006
rus,1993,189999.99762
rus,1994,330000.01311
rus,1995,1090000.03338
rus,1996,419999.98689
rus,1997,540000.02146
rus,1998,419999.98689
rus,1999,2079999.92371
rus,2000,2119999.88556
rus,2001,1389999.98569
rus,2002,1110000.01431
rus,2003,1039999.96185
rus,2004,1600000.02384
rwa,1991,129999.99523
rwa,1992,70000.0003
rwa,1993,70000.0003
rwa,1994,100000.00149
rwa,1995,100000.00149
rwa,1996,150000.00596
rwa,2000,29999.99933
rwa,2001,19999.99955
rwa,2002,79999.99821
rwa,2003,39999.99911
rwa,2004,59999.99866
rwa,2005,100000.00149
rwa,2006,340000.00358
rwa,2007,839999.97377
rwa,2008,1350000.02384
rwa,2009,2309999.94278
rwa,2010,6860000.13351
rwa,2011,5820000.17166
rwa,2012,7110000.13351
rwa,2013,12479999.54224
rwa,2014,16459999.08447
rwa,2015,20930000.30518
rwa,2016,18270000.45776
rwa,2017,16520000.45776
rwa,2018,26090000.15259
rwa,2019,21530000.68665
sau,1989,9999.99978
sau,1990,9999.99978
sau,1991,9999.99978
sau,1992,9999.99978
sau,1993,19999.99955
sau,1994,9999.99978
sau,1995,29999.99933
sau,1996,19999.99955
sau,1997,19999.99955
sau,1998,9999.99978
sau,1999,29999.99933
sau,2000,19999.99955
sau,2001,29999.99933
sau,2002,140000.0006
sau,2003,140000.0006
sau,2004,150000.00596
sau,2005,159999.99642
sau,2006,9999.99978
sau,2007,159999.99642
sdn,1990,19999.99955
sdn,1991,250000
sdn,1992,259999.99046
sdn,1993,289999.99166
sdn,1994,1539999.96185
sdn,1995,1039999.96185
sdn,1996,689999.99762
sdn,1997,389999.98569
sdn,1998,119999.99732
sdn,1999,9999.99978
sdn,2000,29999.99933
sdn,2001,79999.99821
sdn,2002,140000.0006
sdn,2003,200000.00298
sdn,2004,1480000.01907
sdn,2005,709999.97854
sdn,2006,660000.02623
sdn,2007,1340000.03338
sdn,2008,2630000.11444
sdn,2009,1370000.00477
sdn,2010,1559999.94278
sdn,2011,889999.98569
sdn,2012,2380000.11444
sdn,2013,2450000.04768
sdn,2014,3200000.04768
sdn,2015,5530000.20981
sdn,2016,7099999.90463
sdn,2017,5000000
sdn,2018,4610000.13351
sdn,2019,8210000.03815
sen,1989,9999.99978
sen,1991,219999.99881
sen,1992,140000.0006
sen,1993,119999.99732
sen,1994,150000.00596
sen,1995,170000.00179
sen,1996,250000
sen,1997,270000.01073
sen,1998,180000.00715
sen,1999,79999.99821
sen,2000,59999.99866
sen,2001,140000.0006
sen,2002,219999.99881
sen,2003,280000.00119
sen,2004,389999.98569
sen,2005,310000.00238
sen,2006,850000.02384
sen,2007,2430000.06676
sen,2008,10250000
sen,2009,5920000.07629
sen,2010,14850000.38147
sen,2011,8710000.03815
sen,2012,31680000.30518
sen,2013,17250000
sen,2014,19860000.61035
sen,2015,10310000.41962
sen,2016,36569999.69482
sen,2017,23309999.46594
sen,2018,25569999.69482
sen,2019,35340000.15259
sgp,1988,19999.99955
sgp,1992,9999.99978
sgp,1993,9999.99978
sgp,1996,9999.99978
sgp,1997,9999.99978
sgp,2003,39999.99911
sgp,2004,29999.99933
slb,1991,50000.00075
slb,1992,29999.99933
slb,1993,29999.99933
slb,1994,29999.99933
slb,1995,289999.99166
slb,1996,29999.99933
slb,1997,19999.99955
slb,2001,29999.99933
slb,2003,9999.99978
slb,2005,39999.99911
slb,2006,129999.99523
slb,2007,519999.98093
slb,2008,59999.99866
slb,2010,9999.99978
slb,2011,300000.01192
slb,2012,600000.02384
slb,2013,829999.98331
slb,2014,1490000.00954
slb,2015,2829999.92371
slb,2016,2440000.05722
slb,2017,4449999.80927
slb,2018,2769999.98093
slb,2019,2740000.00954
sle,1989,9999.99978
sle,1991,119999.99732
sle,1992,100000.00149
sle,1993,90000.00358
sle,1994,129999.99523
sle,1995,129999.99523
sle,1996,90000.00358
sle,1998,50000.00075
sle,2000,19999.99955
sle,2001,29999.99933
sle,2002,29999.99933
sle,2003,90000.00358
sle,2004,59999.99866
sle,2005,79999.99821
sle,2007,109999.9994
sle,2010,90000.00358
sle,2011,209999.99344
sle,2012,170000.00179
sle,2013,150000.00596
sle,2014,7510000.22888
sle,2015,1419999.95708
sle,2016,10510000.22888
sle,2017,4929999.82834
sle,2018,12119999.88556
sle,2019,17899999.61853
slv,1988,19999.99955
slv,1989,9999.99978
slv,1991,150000.00596
slv,1992,159999.99642
slv,1993,180000.00715
slv,1994,170000.00179
slv,1995,180000.00715
slv,1996,239999.99464
slv,1997,449999.98808
slv,1998,449999.98808
slv,1999,50000.00075
slv,2000,109999.9994
slv,2001,219999.99881
slv,2002,629999.99523
slv,2003,209999.99344
slv,2004,340000.00358
slv,2005,2029999.97139
slv,2006,330000.01311
slv,2007,1129999.99523
slv,2008,1960000.03815
slv,2009,3950000.04768
slv,2010,4309999.94278
slv,2011,4929999.82834
slv,2012,4599999.90463
slv,2013,3890000.1049
slv,2014,4659999.84741
slv,2015,3619999.88556
slv,2016,3880000.11444
slv,2017,7389999.86649
slv,2018,7719999.79019
slv,2019,3589999.91417
som,1991,39999.99911
som,1992,79999.99821
som,1993,100000.00149
som,2005,159999.99642
som,2006,79999.99821
som,2008,100000.00149
som,2010,9999.99978
som,2011,100000.00149
som,2012,500000
som,2013,850000.02384
som,2014,579999.98331
som,2015,709999.97854
som,2016,500000
som,2017,1000000
som,2018,1000000
som,2019,1950000.04768
srb,2001,70000.0003
srb,2003,509999.99046
srb,2004,230000.00417
srb,2005,259999.99046
srb,2006,250000
srb,2007,29999.99933
srb,2008,1019999.98093
srb,2009,1610000.01431
srb,2010,59999.99866
srb,2011,200000.00298
srb,2013,19999.99955
srb,2014,430000.00715
srb,2015,150000.00596
srb,2016,649999.97616
srb,2017,1759999.99046
srb,2018,509999.99046
srb,2019,1720000.02861
ssd,2011,29999.99933
ssd,2012,1769999.98093
ssd,2013,1940000.05722
ssd,2014,2059999.94278
ssd,2015,3059999.94278
ssd,2016,3329999.92371
ssd,2017,4210000.03815
ssd,2018,4159999.84741
ssd,2019,3230000.01907
stp,1991,39999.99911
stp,1993,19999.99955
stp,1994,19999.99955
stp,1995,29999.99933
stp,1996,29999.99933
stp,1997,39999.99911
stp,1998,9999.99978
stp,2001,9999.99978
stp,2004,59999.99866
stp,2005,39999.99911
stp,2008,119999.99732
stp,2011,9999.99978
stp,2018,9999.99978
sur,1991,100000.00149
sur,1992,100000.00149
sur,1993,109999.9994
sur,1994,109999.9994
sur,1995,100000.00149
sur,1996,59999.99866
sur,1997,50000.00075
sur,1999,19999.99955
sur,2000,50000.00075
sur,2003,9999.99978
sur,2004,29999.99933
sur,2005,59999.99866
sur,2006,79999.99821
sur,2007,259999.99046
sur,2010,9999.99978
sur,2011,9999.99978
sur,2012,129999.99523
sur,2014,29999.99933
sur,2016,79999.99821
sur,2017,109999.9994
svk,1991,29999.99933
svk,1993,19999.99955
svk,1994,90000.00358
svk,1995,9999.99978
svk,1996,90000.00358
svk,1997,70000.0003
svk,1998,9999.99978
svk,1999,9999.99978
svk,2000,19999.99955
svk,2001,9999.99978
svk,2002,219999.99881
svk,2003,90000.00358
svk,2004,140000.0006
svn,1994,9999.99978
svn,1996,19999.99955
svn,2000,9999.99978
svn,2002,9999.99978
svn,2004,19999.99955
swz,1991,239999.99464
swz,1992,209999.99344
swz,1993,219999.99881
swz,1994,119999.99732
swz,1995,230000.00417
swz,1996,170000.00179
swz,1997,180000.00715
swz,1998,50000.00075
swz,2000,9999.99978
swz,2002,29999.99933
swz,2003,70000.0003
swz,2004,59999.99866
swz,2005,59999.99866
swz,2006,59999.99866
swz,2007,340000.00358
swz,2008,180000.00715
swz,2009,100000.00149
swz,2010,180000.00715
swz,2011,170000.00179
swz,2012,319999.99285
swz,2013,39999.99911
swz,2014,119999.99732
swz,2015,720000.02861
swz,2016,230000.00417
swz,2017,159999.99642
swz,2018,119999.99732
swz,2019,150000.00596
syc,1995,70000.0003
syc,2000,29999.99933
syc,2001,19999.99955
syc,2002,79999.99821
syc,2003,70000.0003
syc,2005,29999.99933
syc,2006,19999.99955
syc,2007,79999.99821
syc,2008,9999.99978
syc,2010,9999.99978
syc,2011,19999.99955
syc,2012,100000.00149
syc,2016,9999.99978
syr,1992,0
syr,1993,9999.99978
syr,1994,19999.99955
syr,1997,29999.99933
syr,1998,70000.0003
syr,1999,29999.99933
syr,2000,59999.99866
syr,2001,39999.99911
syr,2002,50000.00075
syr,2003,79999.99821
syr,2004,200000.00298
syr,2005,239999.99464
syr,2006,949999.98808
syr,2007,300000.01192
syr,2008,100000.00149
syr,2009,9999.99978
syr,2010,170000.00179
syr,2011,19999.99955
syr,2012,2609999.8951
syr,2013,4000000
syr,2014,8649999.61853
syr,2015,9859999.65668
syr,2016,12409999.84741
syr,2017,14439999.58038
syr,2018,15119999.88556
syr,2019,4530000.20981
tcd,1991,70000.0003
tcd,1992,50000.00075
tcd,1993,50000.00075
tcd,1994,50000.00075
tcd,1995,59999.99866
tcd,1996,39999.99911
tcd,1997,50000.00075
tcd,1998,119999.99732
tcd,1999,90000.00358
tcd,2000,219999.99881
tcd,2001,29999.99933
tcd,2003,9999.99978
tcd,2010,39999.99911
tcd,2011,560000.00238
tcd,2012,500000
tcd,2013,9999.99978
tcd,2014,100000.00149
tcd,2015,39999.99911
tcd,2016,239999.99464
tcd,2017,740000.00954
tcd,2018,1460000.03815
tcd,2019,2029999.97139
tgo,1992,70000.0003
tgo,1993,70000.0003
tgo,1994,59999.99866
tgo,1995,79999.99821
tgo,1996,50000.00075
tgo,1997,50000.00075
tgo,2000,29999.99933
tgo,2001,19999.99955
tgo,2002,159999.99642
tgo,2004,90000.00358
tgo,2005,109999.9994
tgo,2006,119999.99732
tgo,2007,439999.99762
tgo,2008,59999.99866
tgo,2009,59999.99866
tgo,2010,100000.00149
tgo,2011,200000.00298
tgo,2012,129999.99523
tgo,2013,90000.00358
tgo,2014,330000.01311
tgo,2015,500000
tgo,2016,189999.99762
tgo,2017,219999.99881
tgo,2018,39999.99911
tgo,2019,1669999.95708
tha,1988,140000.0006
tha,1989,150000.00596
tha,1990,219999.99881
tha,1991,419999.98689
tha,1992,579999.98331
tha,1993,500000
tha,1994,439999.99762
tha,1995,670000.01669
tha,1996,1200000.04768
tha,1997,730000.01907
tha,1998,829999.98331
tha,1999,439999.99762
tha,2000,709999.97854
tha,2001,629999.99523
tha,2002,939999.99762
tha,2003,1720000.02861
tha,2004,2349999.90463
tha,2005,3769999.98093
tha,2006,2220000.02861
tha,2007,2150000.09537
tha,2008,1850000.02384
tha,2009,2319999.93324
tha,2010,2490000.00954
tha,2011,4469999.79019
tha,2012,2890000.1049
tha,2013,3339999.91417
tha,2014,3440000.05722
tha,2015,4730000.01907
tha,2016,8829999.92371
tha,2017,5159999.84741
tha,2018,4159999.84741
tha,2019,5920000.07629
tjk,1993,0
tjk,1995,50000.00075
tjk,1996,59999.99866
tjk,1997,100000.00149
tjk,1998,9999.99978
tjk,1999,29999.99933
tjk,2000,39999.99911
tjk,2001,560000.00238
tjk,2002,90000.00358
tjk,2003,189999.99762
tjk,2004,259999.99046
tjk,2005,310000.00238
tjk,2006,70000.0003
tjk,2007,219999.99881
tjk,2008,180000.00715
tjk,2009,150000.00596
tjk,2010,2400000.09537
tjk,2011,740000.00954
tjk,2012,469999.99881
tjk,2013,680000.00715
tjk,2014,639999.98569
tjk,2015,829999.98331
tjk,2016,310000.00238
tjk,2017,1120000.00477
tjk,2018,379999.99523
tjk,2019,3490000.00954
tkm,1995,19999.99955
tkm,1996,29999.99933
tkm,1997,39999.99911
tkm,1998,19999.99955
tkm,2000,9999.99978
tkm,2002,9999.99978
tkm,2004,19999.99955
tkm,2006,19999.99955
tkm,2008,109999.9994
tkm,2009,170000.00179
tkm,2010,1009999.99046
tkm,2011,689999.99762
tkm,2012,319999.99285
tkm,2013,109999.9994
tkm,2014,29999.99933
tkm,2015,300000.01192
tkm,2016,140000.0006
tkm,2017,409999.99642
tkm,2018,1320000.05245
tkm,2019,3970000.02861
tls,2001,300000.01192
tls,2002,1309999.94278
tls,2003,270000.01073
tls,2004,100000.00149
tls,2005,300000.01192
tls,2006,569999.99285
tls,2007,1360000.01431
tls,2008,2180000.06676
tls,2009,1769999.98093
tls,2010,1820000.05245
tls,2011,7019999.98093
tls,2012,7550000.19073
tls,2013,3599999.90463
tls,2014,4019999.98093
tls,2015,9010000.22888
tls,2016,12060000.41962
tls,2017,11770000.45776
tls,2018,7019999.98093
tls,2019,11470000.26703
ton,1991,59999.99866
ton,1992,39999.99911
ton,1993,29999.99933
ton,1994,9999.99978
ton,1995,59999.99866
ton,1996,39999.99911
ton,1997,29999.99933
ton,1998,29999.99933
ton,1999,9999.99978
ton,2000,9999.99978
ton,2001,19999.99955
ton,2002,29999.99933
ton,2003,1639999.98569
ton,2004,79999.99821
ton,2005,50000.00075
ton,2006,59999.99866
ton,2007,100000.00149
ton,2008,100000.00149
ton,2009,9999.99978
ton,2010,39999.99911
ton,2011,529999.97139
ton,2012,180000.00715
ton,2013,250000
ton,2014,50000.00075
ton,2015,170000.00179
ton,2016,150000.00596
ton,2017,90000.00358
ton,2018,159999.99642
ton,2019,219999.99881
tto,1991,109999.9994
tto,1992,119999.99732
tto,1993,90000.00358
tto,1994,140000.0006
tto,1995,100000.00149
tto,1996,170000.00179
tto,1997,90000.00358
tto,1998,59999.99866
tto,2000,9999.99978
tto,2001,19999.99955
tto,2002,159999.99642
tto,2003,39999.99911
tto,2004,19999.99955
