geo,time,ny_gdp_mktp_cn_ad
grd,2020,2813671499.99999
grl,1990,6306000000
grl,1991,6502000000
grl,1992,6265000000
grl,1993,6012000000
grl,1994,6398000000
grl,1995,6773000000
grl,1996,6944000000
grl,1997,7081000000
grl,1998,7705000000
grl,1999,7894000000
grl,2000,8633000000
grl,2001,9040000000
grl,2002,9230000000
grl,2003,10268600000
grl,2004,10918700000
grl,2005,11093100000
grl,2006,11971500000
grl,2007,12247300000
grl,2008,12740700000
grl,2009,13562800000
grl,2010,14078000000
grl,2011,14412100000
grl,2012,15116500000
grl,2013,15079500000
grl,2014,15951000000
grl,2015,16813800000
grl,2016,18223700000
grl,2017,18828900000.0001
grl,2018,19199000000
grl,2019,19889800000.0001
gtm,1990,30105943068.3436
gtm,1991,41497914583.0713
gtm,1992,47360933957.907
gtm,1993,56360026980.8032
gtm,1994,65506620293.3886
gtm,1995,74707219566.08998
gtm,1996,83762501776.0461
gtm,1997,94636371499.42751
gtm,1998,108803880849.164
gtm,1999,118686071712.778
gtm,2000,131368240165.821
gtm,2001,144639135000
gtm,2002,159908446000
gtm,2003,171335652000
gtm,2004,187356905000
gtm,2005,204462894000
gtm,2006,226134533000
gtm,2007,257576324000
gtm,2008,291089203000
gtm,2009,303007101000
gtm,2010,327762554000
gtm,2011,364949303000
gtm,2012,388499254000
gtm,2013,416383221000
gtm,2014,447326326999.99799
gtm,2015,476022821000.00201
gtm,2016,502001705000.00098
gtm,2017,526507413999.99799
gtm,2018,550469983000.00098
gtm,2019,592799950999.99805
gtm,2020,599235808000.00195
gum,2002,3394000000
gum,2003,3569000000
gum,2004,3869000000
gum,2005,4213000000
gum,2006,4238000000
gum,2007,4397000000
gum,2008,4658000000
gum,2009,4828000000
gum,2010,4949000000
gum,2011,4984000000
gum,2012,5265000000
gum,2013,5399000000
gum,2014,5610000000.00001
gum,2015,5799000000.00002
gum,2016,5900999999.99999
gum,2017,6012999999.99999
gum,2018,6059999999.99997
gum,2019,6364000000.00001
gum,2020,5844000000
guy,1990,39141565229.552
guy,1991,97362929406.47821
guy,1992,116772548962.746
guy,1993,147730992101.54001
guy,1994,186907548617.42896
guy,1995,220559551715.48999
guy,1996,247465159847.86301
guy,1997,266552449539.11801
guy,1998,269860678267.85101
guy,1999,308997241422.55902
guy,2000,324856274865.06
guy,2001,333331231380.07294
guy,2002,345934615973.63599
guy,2003,359967486065.15601
guy,2004,390364979205.18896
guy,2005,411962178823.44293
guy,2006,457465723996.09497
guy,2007,552603000000
guy,2008,616029000000
guy,2009,645637000000
guy,2010,699064000000
guy,2011,753107000000
guy,2012,830326000000
guy,2013,856042000000
guy,2014,852152000000
guy,2015,883787000000
guy,2016,925677000000.00195
guy,2017,980498000000.00403
guy,2018,994472000000.00403
guy,2019,1078729000000
guy,2020,1140757000000
hkg,1990,599255999999.99902
hkg,1991,691322999999.99902
hkg,1992,807129999999.99902
hkg,1993,931009999999.99902
hkg,1994,1049610000000
hkg,1995,1119006000000
hkg,1996,1235301000000
hkg,1997,1373083000000
hkg,1998,1308074000000
hkg,1999,1285946000000
hkg,2000,1337501000000
hkg,2001,1321142000000
hkg,2002,1297341000000
hkg,2003,1256669000000
hkg,2004,1316949000000
hkg,2005,1412125000000
hkg,2006,1503351000000
hkg,2007,1650756000000
hkg,2008,1707487000000
hkg,2009,1659245000000
hkg,2010,1776332000000
hkg,2011,1934430000000
hkg,2012,2037059000000
hkg,2013,2138305000000
hkg,2014,2260005000000
hkg,2015,2398280000000
hkg,2016,2490438000000
hkg,2017,2659384000000
hkg,2018,2835119000000
hkg,2019,2844560000000
hkg,2020,2688536000000
hnd,1990,20011686438.3604
hnd,1991,24432653498.0707
hnd,1992,26868838169.8327
hnd,1993,31735570784.8443
hnd,1994,38589159846.7072
hnd,1995,50694966334.5164
hnd,1996,61039129876.1919
hnd,1997,74298113841.8891
hnd,1998,84892271391.98689
hnd,1999,90651656197.0267
hnd,2000,106654200000
hnd,2001,118415700000
hnd,2002,129166600000
hnd,2003,142817800000
hnd,2004,161507500000.00101
hnd,2005,183747400000
hnd,2006,206287999999.99896
hnd,2007,233567200000.00101
hnd,2008,262416900000
hnd,2009,275632200000
hnd,2010,299286000000.00098
hnd,2011,335027799999.99902
hnd,2012,361348499999.99902
hnd,2013,376539400000.00098
hnd,2014,414633500000
hnd,2015,460405200000
hnd,2016,495921900000
hnd,2017,543403000000
hnd,2018,575284899999.99902
hnd,2019,614917700000.00098
hnd,2020,585733600000
hrv,1995,118827514472.524
hrv,1996,130828333579.42599
hrv,1997,148415646641.47501
hrv,1998,164127442248.60001
hrv,1999,168386921992.28699
hrv,2000,180782421491.952
hrv,2001,194138024424.65799
hrv,2002,213122263459.78799
hrv,2003,234578362577.94101
hrv,2004,253193895564.35297
hrv,2005,272357477545.73999
hrv,2006,296914766354.31299
hrv,2007,324783331361.70801
hrv,2008,349157251572.34601
hrv,2009,333332500612.49701
hrv,2010,332222889930.57001
hrv,2011,337571775552.57001
hrv,2012,334591920132.84698
hrv,2013,335955157735.92401
hrv,2014,335292154325.50403
hrv,2015,344034413862.49103
hrv,2016,355920333457.01501
hrv,2017,372354867066.03497
hrv,2018,390855978562.49799
hrv,2019,412228312946.00098
hrv,2020,378348996914.78094
hti,1990,26678834556.7271
hti,1991,31151689501.5419
hti,1992,35664953583.2224
hti,1993,39914556189.3408
hti,1994,55074229395.352
hti,1995,70187200054.63631
hti,1996,80385731049.3127
hti,1997,93067331040.56381
hti,1998,108561320104.47701
hti,1999,119343868160.634
hti,2000,133691930700
hti,2001,150884945100
hti,2002,164056098800
hti,2003,195267378900
hti,2004,239564076600
hti,2005,280063576600
hti,2006,311615042400
hti,2007,356149437400
hti,2008,401233924500
hti,2009,471795554900
hti,2010,478044247100
hti,2011,524124004000
hti,2012,569992486400
hti,2013,642673665899.99805
hti,2014,675571518799.99902
hti,2015,720254964999.99805
hti,2016,844479034100.00305
hti,2017,986919147300.00085
hti,2018,1076412654200
hti,2019,1244013989400
hti,2020,1449887472500
hun,1991,2597308031000
hun,1992,3059263140000
hun,1993,3688852139000
hun,1994,4537754652000
hun,1995,5836483000000
hun,1996,7122305000000
hun,1997,8834559999999.99023
hun,1998,10442818000000
hun,1999,11637546000000
hun,2000,13324052000000
hun,2001,15398700000000
hun,2002,17433859000000
hun,2003,19133811000000
hun,2004,21114159000000
hun,2005,22600066000000
hun,2006,24352909000000
hun,2007,25749398000000
hun,2008,27258344000000
hun,2009,26529876000000
hun,2010,27496693000000
hun,2011,28549802000000
hun,2012,29006331000000
hun,2013,30362703000000
hun,2014,32815207000000
hun,2015,34975313000000
hun,2016,36214065999999.79688
hun,2017,39281357000000.09375
hun,2018,43392436000000.09375
hun,2019,47530609999999.89844
hun,2020,47988479000000
idn,1990,195597200000000
idn,1991,227450200000000
idn,1992,259884500000000
idn,1993,329775800000000
idn,1994,382219700000000
idn,1995,454514100000000
idn,1996,532568000000000
idn,1997,627695800000000
idn,1998,955753500000000
idn,1999,1099731600000000
idn,2000,1389769900000000
idn,2001,1646322000000000
idn,2002,1821833400000000
idn,2003,2013674600000000
idn,2004,2295826200000000
idn,2005,2774281100000000
idn,2006,3339216800000000
idn,2007,3950893200000000
idn,2008,4948688397216100
idn,2009,5606203365757500
idn,2010,6864133100000000
idn,2011,7831725999999990
idn,2012,8615704500000040
idn,2013,9546133999999970
idn,2014,10569705300000000
idn,2015,11526332800000000
idn,2016,12401728500000000
idn,2017,13589825700000000
idn,2018,14838756000000000
idn,2019,15832535400000000
idn,2020,15434151800000000
ind,1990,5761092055692.79004
ind,1991,6622604835400
ind,1992,7611959317400
ind,1993,8759924253800
ind,1994,10275700589300
ind,1995,12055826758200
ind,1996,13948159747000
ind,1997,15452938758400
ind,1998,17722970117100
ind,1999,19882615729000
ind,2000,21398856906300
ind,2001,23152429571000
ind,2002,24926137846800
ind,2003,27925301413900
ind,2004,31863319237500
ind,2005,36321246607100
ind,2006,42546289837900
ind,2007,48986620590600
ind,2008,55141523846600
ind,2009,63664065417200
ind,2010,76344721043700
ind,2011,87363287113700
ind,2012,99440131041500.28125
ind,2013,112335216116400
ind,2014,124679592925500
ind,2015,137718738788600
ind,2016,153916690148700
ind,2017,170900423611300
ind,2018,188869569075800
ind,2019,203510128945000
ind,2020,197456703597200
irl,1990,37851934000
irl,1991,39277360000
irl,1992,41732005000
irl,1993,45073789000
irl,1994,48475910000
irl,1995,54758740000
irl,1996,60147568000
irl,1997,69400729000
irl,1998,80430814000
irl,1999,92790527000
irl,2000,108495289000
irl,2001,122089174000
irl,2002,135997894000
irl,2003,145576854000
irl,2004,156259951000
irl,2005,170306765000
irl,2006,184916243000
irl,2007,197069396000
irl,2008,187282983000
irl,2009,169519713000
irl,2010,167363070000
irl,2011,171683363000
irl,2012,175512764000
irl,2013,179411214000
irl,2014,194933757000
irl,2015,262800045000
irl,2016,270058101000.00101
irl,2017,296925217999.99902
irl,2018,326042796999.99902
irl,2019,356526263000.00098
irl,2020,372868500999.99902
irn,1990,37986542436155
irn,1991,53785438612200.29688
irn,1992,71861214730000.29688
irn,1993,106133132681301
irn,1994,139731641980701
irn,1995,197370155097301
irn,1996,270427231014701
irn,1997,316638314729102
irn,1998,353547784240202
irn,1999,474975733768603.0625
irn,2000,628070077414504
irn,2001,738307447972104
irn,2002,1023613009494610
irn,2003,1258128741593610
irn,2004,1637032106708410
irn,2005,2029907660462510
irn,2006,2442212113176510
irn,2007,3247304255164020
irn,2008,3887723271028820
irn,2009,4107466221894720
irn,2010,5035812289024920
irn,2011,6396330919248430
irn,2012,7341942699645010
irn,2013,9933967854471800
irn,2014,11517487617597200
irn,2015,11414166952710300
irn,2016,13151259167830600
irn,2017,15316529117365900
irn,2018,19128840154145800
irn,2019,24412569472460900
irn,2020,35084726045503400
irq,1990,55926500000.0003
irq,1991,42451600000.0001
irq,1992,115108400000
irq,1993,321646900000
irq,1994,1658325800000
irq,1995,6695482900000
irq,1996,6500924600000
irq,1997,15093144000000
irq,1998,17125847500000
irq,1999,34464012600000
irq,2000,50213699900000
irq,2001,41314568500000
irq,2002,41022927400000
irq,2003,29585788600000
irq,2004,53235358700000
irq,2005,73533598600000
irq,2006,95587954800000.07812
irq,2007,111455813400000
irq,2008,157026061600000
irq,2009,130643200400000
irq,2010,162064565500001
irq,2011,217327107400000
irq,2012,254225490700000
irq,2013,273587529200000
irq,2014,266332655100001
irq,2015,194680971799999
irq,2016,196924141700000
irq,2017,221665709500000
irq,2018,268918874000001
irq,2019,277884869400000
irq,2020,198774325400001
isl,1995,460839952000
isl,1996,493834405000
isl,1997,536721938000
isl,1998,603407606000
isl,1999,649719107000
isl,2000,709561315000
isl,2001,802276656000
isl,2002,854139932000
isl,2003,876732708000
isl,2004,970421488000
isl,2005,1061428264000
isl,2006,1225716056000
isl,2007,1386951246000
isl,2008,1589625135000
isl,2009,1626390727000
isl,2010,1680966939000
isl,2011,1765008670000
isl,2012,1845159750000
isl,2013,1970145725000
isl,2014,2086359608000
isl,2015,2310847787000
isl,2016,2512054819000
isl,2017,2641959405000.00977
isl,2018,2844727635999.99023
isl,2019,3047727354999.99023
isl,2020,2941098988000
isr,1995,302953952000
isr,1996,351663633000
isr,1997,395830696000
isr,1998,440808114000
isr,1999,485033407000
isr,2000,540061471000
isr,2001,550174202000
isr,2002,573977246000
isr,2003,578583075000
isr,2004,607630782000
isr,2005,640202129000
isr,2006,686841498000
isr,2007,736014537000
isr,2008,777561040000
isr,2009,817735309000
isr,2010,877367644000
isr,2011,938521387000
isr,2012,996436152000
isr,2013,1062167270000
isr,2014,1112537666000
isr,2015,1166354254000
isr,2016,1225234543000
isr,2017,1278840101000
isr,2018,1341580596000
isr,2019,1418448753000
isr,2020,1401405958000
ita,1990,730940578000
ita,1991,798453254000
ita,1992,840282887000
ita,1993,865491428000
ita,1994,915427658000
ita,1995,988243200000
ita,1996,1045872700000
ita,1997,1092357300000
ita,1998,1138856100000
ita,1999,1175149500000
ita,2000,1241512900000
ita,2001,1304136800000
ita,2002,1350258900000
ita,2003,1394693200000
ita,2004,1452319000000
ita,2005,1493635300000
ita,2006,1552686800000
ita,2007,1614839800000
ita,2008,1637699400000
ita,2009,1577255900000
ita,2010,1611279400000
ita,2011,1648755800000
ita,2012,1624358700000
ita,2013,1612751300000
ita,2014,1627405600000
ita,2015,1655355000000
ita,2016,1695786800000.01001
ita,2017,1736592800000
ita,2018,1771391199999.98999
ita,2019,1794934900000
ita,2020,1653577200000
jam,1990,31630648727.6669
jam,1991,50779910142.7728
jam,1992,82855193069.60361
jam,1993,138530846212.79901
jam,1994,184136545654.55496
jam,1995,235931743124.888
jam,1996,280138068919.35199
jam,1997,303553846339.13501
jam,1998,321172000000
jam,1999,346982000000
jam,2000,387089000000
jam,2001,422923000000
jam,2002,470555000000
jam,2003,544510000000
jam,2004,622661000000
jam,2005,700276000000
jam,2006,784336000000
jam,2007,885632000000
jam,2008,997444000000
jam,2009,1065317000000
jam,2010,1152781000000
jam,2011,1240702000000
jam,2012,1314126000000
jam,2013,1432096000000
jam,2014,1541904000000
jam,2015,1659677000000
jam,2016,1760976000000
jam,2017,1895025000000
jam,2018,2027251000000
jam,2019,2110433000000
jam,2020,1966928000000
jor,1990,2760994600
jor,1991,2958000000
jor,1992,3610641500
jor,1993,3884287600
jor,1994,4358308600
jor,1995,4714594600
jor,1996,4912206700
jor,1997,5137547700
jor,1998,5609840100
jor,1999,5777716200
jor,2000,5998440900
jor,2001,6363764100
jor,2002,6793959200
jor,2003,7228723500
jor,2004,8090675800
jor,2005,8925363700
jor,2006,10675363200
jor,2007,12131406500
jor,2008,16080143000
jor,2009,17421892000
jor,2010,19265001000
jor,2011,20962145900
jor,2012,22460538800
jor,2013,24462652500
jor,2014,26161826900
jor,2015,27396782700
jor,2016,28323711300
jor,2017,29400362199.9999
jor,2018,30481800000.0001
jor,2019,31597056100.0001
jor,2020,31025338100
jpn,1990,453608500000000
jpn,1991,482845400000000
jpn,1992,495055800000000
jpn,1993,495291000000000
jpn,1994,510916100000000
jpn,1995,521613500000000
jpn,1996,535562100000000
jpn,1997,543545400000000
jpn,1998,536497400000000
jpn,1999,528069900000000
jpn,2000,535417700000000
jpn,2001,531653900000000
jpn,2002,524478700000000
jpn,2003,523968600000000
jpn,2004,529400900000000
jpn,2005,532515600000000
jpn,2006,535170200000000
jpn,2007,539281700000000
jpn,2008,527823800000000
jpn,2009,494938400000000
jpn,2010,505530600000000
jpn,2011,497448900000000
jpn,2012,500474700000000
jpn,2013,508700600000000
jpn,2014,518811000000000
jpn,2015,538032300000000
jpn,2016,544364599999999.0625
jpn,2017,553073000000002
jpn,2018,556189599999999.0625
jpn,2019,561266999999999.0625
jpn,2020,540040100000002
kaz,1990,92700000
kaz,1991,162000000
kaz,1992,2412000000
kaz,1993,29423099999.9999
kaz,1994,423468800000
kaz,1995,1014190000000
kaz,1996,1415749700000
kaz,1997,1672142500000
kaz,1998,1733263500000
kaz,1999,2016456300000
kaz,2000,2599901600000
kaz,2001,3250593300000
kaz,2002,3776277300000
kaz,2003,4611975300000
kaz,2004,5870134300000
kaz,2005,7590593500000
kaz,2006,10213731200000
kaz,2007,12849794000000
kaz,2008,16052919200000
kaz,2009,17007647000000
kaz,2010,21815517000000
kaz,2011,28243052700000
kaz,2012,31015186600000
kaz,2013,35999025100000
kaz,2014,39675832900000
kaz,2015,40884133600000
kaz,2016,46971150000000.09375
kaz,2017,54378857800000
kaz,2018,61819536400000
kaz,2019,69532626499999.89844
kaz,2020,70649033200000
ken,1990,335087864730.98499
ken,1991,382504679979.24402
ken,1992,451151486267.79199
ken,1993,569093525392.422
ken,1994,683465416916.59802
ken,1995,793651743360.57104
ken,1996,901914725444.76624
ken,1997,1009823630158.13
ken,1998,1115346911050.84009
ken,1999,1188915352093.63989
ken,2000,1268762960061.30005
ken,2001,1337434619152.93994
ken,2002,1357297775615.52002
ken,2003,1483682876684.70996
ken,2004,1670551498930.66992
ken,2005,1855911244916.83008
ken,2006,2129903713046.29004
ken,2007,2460829929716.06006
ken,2008,2840256715028.99023
ken,2009,3275642000000
ken,2010,3597630000000
ken,2011,4162514000000
ken,2012,4767191000000
ken,2013,5311322000000
ken,2014,6003835000000
ken,2015,6884317000000
ken,2016,7594064000000
ken,2017,8483396000000
ken,2018,9340307000000.01953
ken,2019,10255654000000
ken,2020,10752992000000
kgz,1990,42800000
kgz,1991,92500000
kgz,1992,741300000
kgz,1993,5354700000.00001
kgz,1994,12019200000
kgz,1995,16145100000
kgz,1996,23399300000
kgz,1997,30685700000
kgz,1998,34181400000
kgz,1999,48744000000
kgz,2000,65357700000
kgz,2001,73883500000
kgz,2002,75366800000
kgz,2003,83871400000
kgz,2004,94350700000
kgz,2005,100899200000
kgz,2006,113800100000
kgz,2007,141897700000
kgz,2008,187991900000
kgz,2009,201222900000
kgz,2010,220369300000
kgz,2011,285989100000.00098
kgz,2012,310471300000
kgz,2013,355294800000
kgz,2014,400694000000
kgz,2015,430489400000
kgz,2016,476331200000.00098
kgz,2017,530475700000.00098
kgz,2018,569385599999.99902
kgz,2019,619102700000.00098
kgz,2020,598344500000
khm,1993,6813193495000
khm,1994,7105040198500
khm,1995,8433706912200
khm,1996,9201920588400
khm,1997,10145328867100
khm,1998,11720318187700
khm,1999,13376073140900
khm,2000,14082638234500
khm,2001,15633218028799.90039
khm,2002,16780539566100
khm,2003,18535164487800.10156
khm,2004,21438339674100.10156
khm,2005,25754291417299.89453
khm,2006,29849484833400
khm,2007,35042180736500.10156
khm,2008,41968385397800
khm,2009,43056731746900.09375
khm,2010,47047985226200
khm,2011,52068692720799.89844
khm,2012,56681569479900.09375
khm,2013,61326928346399.89844
khm,2014,67436791276200.09375
khm,2015,73422701560800.09375
khm,2016,81241866018800.1875
khm,2017,89830524848200.09375
khm,2018,99544274792400.28125
khm,2019,110014048244000
khm,2020,105628847131900
kir,1990,51000000
kir,1991,61000000
kir,1992,65000000
kir,1993,69000000
kir,1994,75000000
kir,1995,76000000
kir,1996,85000000
kir,1997,91000000
kir,1998,104000000
kir,1999,107000000
kir,2000,116000000
kir,2001,122000000
kir,2002,132884800
kir,2003,139128500
kir,2004,139198700
kir,2005,146839400
kir,2006,146392000
kir,2007,158556000
kir,2008,168151000
kir,2009,169788798.35781
kir,2010,170202502.87562
kir,2011,176163146.42495
kir,2012,183737107.41129
kir,2013,191741142.95341
kir,2014,199362691.7085
kir,2015,227774925.76429
kir,2016,239888149.40713
kir,2017,244357887.62676
kir,2018,267890156.42792
kir,2019,271001562.06098
kir,2020,287000000
kna,1990,539896394.76122
kna,1991,548050984.01724
kna,1992,601718489.60628
kna,1993,655441218.14738
kna,1994,733480453.25103
kna,1995,779020981.06008
kna,1996,829862912.26807
kna,1997,930064958.80345
kna,1998,951454648.90617
kna,1999,1009392729.45546
kna,2000,1130843402.54021
kna,2001,1237100000
kna,2002,1297610000
kna,2003,1267380000
kna,2004,1368630000
kna,2005,1477450000
kna,2006,1739910000
kna,2007,1861070000
kna,2008,2028329999.99999
kna,2009,2019230000
kna,2010,2052460000
kna,2011,2207950000.00001
kna,2012,2161120000
kna,2013,2267380000
kna,2014,2474730000
kna,2015,2492519999.99999
kna,2016,2724000000
kna,2017,2864000000
kna,2018,2911999999.99999
kna,2019,3145000000
kna,2020,2648000000
kor,1990,200556200000000
kor,1991,242481100000000
kor,1992,277540800000000
kor,1993,315181300000000
kor,1994,372493400000000
kor,1995,436988800000000
kor,1996,490850900000000
kor,1997,542001800000000
kor,1998,537215300000000
kor,1999,591453000000000
kor,2000,651634400000000
kor,2001,707021300000000
kor,2002,784741300000000
kor,2003,837365000000000
kor,2004,908439200000000
kor,2005,957447800000000
kor,2006,1005601500000000
kor,2007,1089660200000000
kor,2008,1154216500000000
kor,2009,1205347700000000
kor,2010,1322611200000000
kor,2011,1388937200000000
kor,2012,1440111400000000
kor,2013,1500819100000000
kor,2014,1562928900000000
kor,2015,1658020400000000
kor,2016,1740779599999990
kor,2017,1835698200000000
kor,2018,1898192600000010
kor,2019,1924498100000000
kor,2020,1933152400000010
kos,2008,3537599000
kos,2009,3610441000
kos,2010,4030990000
kos,2011,4555903999.99999
kos,2012,4797274000
kos,2013,5071332000.00002
kos,2014,5325095000.00001
kos,2015,5674422999.99998
kos,2016,6037270999.99999
kos,2017,6356456000.00001
kos,2018,6671521000
kos,2019,7056171999.99999
kos,2020,6771601999.99999
kwt,1992,5826500100.00001
kwt,1993,7230300200.00001
kwt,1994,7379999700.00001
kwt,1995,8113900000.00001
kwt,1996,9429100000.00001
kwt,1997,9206700000.00001
kwt,1998,7906500000
kwt,1999,9169700000
kwt,2000,11570300000
kwt,2001,10700000000
kwt,2002,11590000000
kwt,2003,14267200000
kwt,2004,17516700000
kwt,2005,23593200000
kwt,2006,29469500000
kwt,2007,32580600000
kwt,2008,39619800000
kwt,2009,30496200000
kwt,2010,33079200000
kwt,2011,42522800000
kwt,2012,48722300000.0002
kwt,2013,49392100000
kwt,2014,46284900000
kwt,2015,34473300000
kwt,2016,33055700000
kwt,2017,36610565200
kwt,2018,41731084899.9999
kwt,2019,41349336400
kwt,2020,32445021105.71009
lao,1990,612599988200
lao,1991,721800003600
lao,1992,807599996900.00098
lao,1993,950999973900
lao,1994,1107799965700
lao,1995,1419100028900
lao,1996,1725688971300
lao,1997,2201200000000
lao,1998,4222449098800
lao,1999,10329402638300
lao,2000,13638378020900
lao,2001,15701800000000
lao,2002,17681982600000
lao,2003,21277279467200
lao,2004,25049270658200
lao,2005,29147834245900
lao,2006,35081076407000
lao,2007,40553790510300
lao,2008,47602813795100
lao,2009,49673414247800
lao,2010,58866800648200
lao,2011,70256887355200
lao,2012,81609860356000
lao,2013,93867573852199.90625
lao,2014,106797293551000
lao,2015,117252000000000
lao,2016,129279000000000
lao,2017,140749000000000
lao,2018,152414000000000
lao,2019,164017000000000
lao,2020,173069804794500
lbn,1990,1972999946200
lbn,1991,4353769930100
lbn,1992,10008823951000
lbn,1993,13829436188800
lbn,1994,16127493356600
lbn,1995,19000855069900
lbn,1996,21512807517500
lbn,1997,24250000000000
lbn,1998,26149000000000
lbn,1999,26223000000000
lbn,2000,26020000000000
lbn,2001,26607000000000
lbn,2002,28872000000000
lbn,2003,30275000000000
lbn,2004,31898440698030.69531
lbn,2005,32407234772161.39844
lbn,2006,33199235101215.5
lbn,2007,37427237684577.20312
lbn,2008,43896766029219.50781
lbn,2009,53364871264898
lbn,2010,57954189866267.60156
lbn,2011,60190142386519.69531
lbn,2012,66384257778730.60156
lbn,2013,70715823342546
lbn,2014,72561122871914
lbn,2015,75474413724901.40625
lbn,2016,77469397323477.5
lbn,2017,80387137445107.29688
lbn,2018,83328807510011.01562
lbn,2019,80736118964513.40625
lbn,2020,117039483189400
lbr,2000,874000000
lbr,2001,906000000
lbr,2002,927000000
lbr,2003,748000000
lbr,2004,897000000
lbr,2005,949000000
lbr,2006,1119000000
lbr,2007,1373000000
lbr,2008,1726000000
lbr,2009,1768000000
lbr,2010,1998000000
lbr,2011,2398000000
lbr,2012,2791614000
lbr,2013,3177198100
lbr,2014,3225652000
lbr,2015,3227075700
lbr,2016,3398419600
lbr,2017,3390703400
lbr,2018,3422754800
lbr,2019,3319596500
lbr,2020,3201187800
lby,1999,16686000000
lby,2000,19602000000
lby,2001,20640000000
lby,2002,26012000000
lby,2003,33620000000
lby,2004,43059000000.0001
lby,2005,61932000000.0001
lby,2006,72198000000
lby,2007,85246000000.0002
lby,2008,106625000000
lby,2009,79006000000
lby,2010,94722999999.99988
lby,2011,42478999999.9999
lby,2012,103300000000
lby,2013,83299999999.99989
lby,2014,52350000000
lby,2015,38455552000.0001
lby,2016,36424508000.0001
lby,2017,52801665000.0001
lby,2018,71809768099.99989
lby,2019,72818221700.0002
lby,2020,35538186500
lca,1990,1534756502.91517
lca,1991,1624978610.43479
lca,1992,1784828648.75758
lca,1993,1813268226.1279
lca,1994,1889760882.50322
lca,1995,2020190668.37397
lca,1996,2070851797.13504
lca,1997,2115574418.10603
lca,1998,2303214980.00606
lca,1999,2419882686.8869
lca,2000,2518000000
lca,2001,2410000000
lca,2002,2430000000
lca,2003,2666000000
lca,2004,2880000000
lca,2005,3066000000
lca,2006,3424461800
lca,2007,3607439800
lca,2008,3881874000
lca,2009,3784071300
lca,2010,4014246700
lca,2011,4257868700
lca,2012,4333896300
lca,2013,4495005200
lca,2014,4738853200
lca,2015,4881815700
lca,2016,5036886300
lca,2017,5391282900
lca,2018,5575843600
lca,2019,5720737200.00001
lca,2020,4365286400
lie,1990,1974700900
lie,1991,2128274000
lie,1992,2293790500
lie,1993,2472179200
lie,1994,2664441300
lie,1995,2871655600
lie,1996,3094985100
lie,1997,3335683000
lie,1998,3595100000
lie,1999,4001900000.00001
lie,2000,4194899999.99999
lie,2001,4205199999.99999
lie,2002,4190499999.99999
lie,2003,4135300000.00002
lie,2004,4295500000
lie,2005,4556500000.00001
lie,2006,5015500000.00002
lie,2007,5523399999.99999
lie,2008,5503700000.00001
lie,2009,4901399999.99998
lka,1990,398093428995.42706
lka,1991,460644711419.15802
lka,1992,526136687229.51501
lka,1993,618034283420.24683
lka,1994,716410807362.66602
lka,1995,826130712736.29102
lka,1996,950285624603.45996
lka,1997,1101395449179.01001
lka,1998,1259396170752.23999
lka,1999,1368236466114.12988
lka,2000,1555877941936.5
lka,2001,1610709493578.20996
lka,2002,1810402734158.33008
lka,2003,2085740145532.73999
lka,2004,2392882076187.7998
lka,2005,2807108758913.79004
lka,2006,3363199162275.64014
lka,2007,4095662162483.12012
lka,2008,5047845293623.07031
lka,2009,5533795230156.83008
lka,2010,6413668472900
lka,2011,7219106294599.98047
lka,2012,8732463305600.01953
lka,2013,9592124972099.96094
lka,2014,10361151066500
lka,2015,10950620529700
lka,2016,11996083297100
lka,2017,13328103391200
lka,2018,14290906877600
lka,2019,15012953411600
lka,2020,14972995159500
lso,1990,1543104800.00001
lso,1991,1944864200.00001
lso,1992,2370108800.00001
lso,1993,2730466600.00001
lso,1994,3118491700.00001
lso,1995,3633954700.00002
lso,1996,4067667800.00002
lso,1997,4598765700.00002
lso,1998,5132795500.00002
lso,1999,5576576200.00002
lso,2000,6157651700.00003
lso,2001,7108593800.00003
lso,2002,8177271600.00003
lso,2003,8758658800.00004
lso,2004,9761984300.00004
lso,2005,10698574300
lso,2006,12189415000.0001
lso,2007,11850482200.0001
lso,2008,14596098100.0001
lso,2009,14751275500.0001
lso,2010,16357791100.0001
lso,2011,18726343500.0001
lso,2012,20346890900.0001
lso,2013,22840748400.0001
lso,2014,26492017800
lso,2015,30107939299.9999
lso,2016,31096417200.0001
lso,2017,30727155800
lso,2018,33271968500
lso,2019,34187992899.9999
lso,2020,30891000000
ltu,1995,7760934000
ltu,1996,9711148999.99999
ltu,1997,11722435000
ltu,1998,13021016000
ltu,1999,12710580000
ltu,2000,13351454000
ltu,2001,14177014000
ltu,2002,15182389000
ltu,2003,16649996000
ltu,2004,18219669000
ltu,2005,20979923000
ltu,2006,24053291000
ltu,2007,29011219000
ltu,2008,32660067000
ltu,2009,26897015000
ltu,2010,28033833000
ltu,2011,31317168000
ltu,2012,33410163000
ltu,2013,35039541000
ltu,2014,36581311000
ltu,2015,37345698000
ltu,2016,38889861999.9999
ltu,2017,42276296999.9999
ltu,2018,45514803000
ltu,2019,48859870000.0001
ltu,2020,49507222999.9998
lux,1990,10585952000
lux,1991,11710667000
lux,1992,12368406000
lux,1993,13657727000
lux,1994,14681872000
lux,1995,15239441000
lux,1996,16037154000
lux,1997,17349210000
lux,1998,18131018000
lux,1999,20547759000
lux,2000,22986027000
lux,2001,23879889000
lux,2002,25011094000
lux,2003,26227287000
lux,2004,28189387000
lux,2005,30280986000
lux,2006,34175045000
