income_groups,time,income_mountain_50bracket_shape_for_log
lower_middle_income,1816,"3876,13644,25533,42180,63279,90191,127476,180957,258741,371719,535430,768863,1099921,1560357,2178918,2949690,3820436,4656123,5254244,5471403,5237123,4628750,3812961,2958734,2197280,1570286,1095117,752574,516156,354487,245073,170577,119767,84814,60484,43359,31127,22177,15599,10764,7264,4789,3082,1937,1186,709,414,235,129,67"
lower_middle_income,1817,"3782,13604,25795,43070,64589,92046,129997,184386,263375,378037,544171,781105,1117512,1585999,2218285,3008264,3896057,4741836,5353188,5588877,5369190,4765055,3942564,3072909,2289105,1640264,1145705,787681,540151,370806,256156,178180,125045,88496,63078,45210,32457,23128,16268,11226,7575,4996,3215,2018,1236,739,429,244,133,71"
lower_middle_income,1818,"3416,11683,23852,40449,60906,87022,123267,175333,251068,361501,521687,750995,1077823,1538268,2178771,3008251,3959193,4862555,5524857,5794109,5595762,4974551,4120989,3218366,2400208,1722289,1202813,827724,568044,390404,269945,187916,131860,93288,66508,47702,34291,24500,17281,11959,8095,5353,3455,2176,1337,801,467,264,147,78"
lower_middle_income,1819,"3005,9479,20604,36264,55720,81015,116548,168039,243470,353831,515222,748534,1085961,1569001,2248980,3128678,4118350,5039808,5711219,5983588,5768541,5106010,4206045,3268295,2422548,1728714,1202092,824948,565503,389352,269983,188720,132995,94508,67720,48780,35199,25251,17871,12398,8423,5591,3627,2297,1422,858,506,291,162,86"
lower_middle_income,1820,"2609,8440,19004,34168,52606,76548,110045,158536,229537,333846,487236,711537,1040845,1519876,2201214,3092137,4109695,5081834,5817138,6152635,5977300,5331260,4406990,3433817,2551050,1822779,1268229,868842,594605,408566,282997,197665,139270,98916,70870,51092,36938,26566,18886,13180,9007,6018,3930,2507,1562,951,565,327,185,99"
lower_middle_income,1821,"2670,8100,18577,33864,52219,76104,109457,157826,228866,333462,488320,716085,1053204,1546507,2246735,3152332,4172256,5146185,5899866,6264412,6105628,5459611,4515952,3516420,2609756,1862757,1295599,886793,606025,415800,287595,200628,141285,100303,71857,51804,37458,26948,19163,13385,9159,6131,4012,2567,1604,980,583,340,191,102"
lower_middle_income,1822,"2480,7676,18080,32962,50573,73398,105184,151285,219269,319991,470580,694839,1031282,1527199,2232978,3143478,4172919,5176126,5975892,6383744,6255072,5617911,4661346,3636165,2700354,1927334,1339953,917129,626385,429312,296390,206322,145008,102753,73520,52974,38285,27560,19623,13731,9420,6323,4152,2663,1672,1024,613,357,203,110"
lower_middle_income,1823,"2270,7194,16856,31056,47618,69085,98948,142393,206883,303692,450591,673297,1012128,1513575,2223870,3135479,4179018,5220205,6059328,6492662,6375698,5738766,4772469,3731425,2775916,1982486,1377496,942425,643179,440343,303534,210964,148031,104725,74841,53891,38914,28013,19954,13973,9590,6440,4229,2713,1701,1042,622,363,206,111"
lower_middle_income,1824,"2149,6467,15361,28335,43801,63597,91082,131024,190482,280377,417647,628195,952660,1439418,2138202,3045714,4100360,5186404,6103321,6611281,6542838,5924326,4953678,3892466,2909466,2087585,1456436,999924,684295,469487,324001,225480,158301,112049,80142,57721,41674,29993,21343,14922,10223,6843,4475,2857,1780,1083,642,370,209,112"
lower_middle_income,1825,"1920,6136,13690,24821,38314,55781,80290,116255,170501,254124,384938,590731,916083,1412427,2129677,3055908,4114338,5196983,6134813,6690561,6667460,6075505,5111677,4031536,3014251,2158778,1503095,1031113,705648,484273,334439,233065,163987,116363,83417,60228,43524,31305,22232,15511,10587,7059,4595,2918,1809,1095,647,372,207,113"
lower_middle_income,1826,"1804,5649,13301,23201,35378,51206,73608,106875,157991,238584,367437,574980,907137,1418444,2152163,3094266,4173267,5301308,6302679,6890638,6859950,6215558,5195158,4067831,3014524,2142219,1481796,1011862,689379,471255,324258,225391,158144,112129,80275,57877,41839,30078,21363,14914,10188,6801,4434,2821,1752,1062,628,362,205,110"
lower_middle_income,1827,"1674,5518,12616,21490,32535,46941,67397,97796,144670,219179,339676,535711,853408,1342823,2050023,2966515,4057760,5255031,6344063,7015205,7042767,6430372,5416420,4255156,3158440,2246749,1557760,1068428,730268,500267,344888,239888,168387,119271,85213,61306,44143,31567,22297,15482,10502,6952,4489,2824,1732,1035,606,347,194,104"
lower_middle_income,1828,"1483,5178,11269,18284,27860,40772,59374,87407,131058,201070,315496,504096,814329,1299426,2011406,2948821,4079815,5343162,6503175,7215753,7235387,6583670,5527200,4328090,3203307,2273545,1573277,1078423,736897,504796,348385,242581,170523,120974,86495,62206,44680,31776,22285,15347,10315,6757,4310,2676,1617,953,549,309,170,91"
lower_middle_income,1829,"1439,4829,10852,17642,26789,39215,57158,84353,126995,195788,309139,496798,807305,1294212,2010796,2955256,4112246,5425584,6641163,7387318,7411800,6734143,5631627,4386055,3229697,2282142,1572963,1073673,730348,498119,342321,237138,165833,116988,83209,59529,42573,30174,21105,14507,9736,6368,4061,2520,1525,900,521,295,164,88"
lower_middle_income,1830,"1290,4876,10941,18083,27417,40118,58503,86251,129309,197762,308811,489615,784883,1243335,1918686,2821749,3962252,5290766,6560309,7423664,7588591,7015281,5936591,4633011,3403744,2403597,1653452,1121051,756158,512846,352024,243512,169397,118182,82728,58102,40744,28378,19550,13267,8820,5723,3626,2244,1356,807,470,270,154,84"
lower_middle_income,1831,"978,3872,9913,16620,25308,37249,54617,80745,121243,185636,289687,460084,738792,1175709,1828759,2710617,3839210,5177091,6501773,7460011,7742753,7243560,6195281,4875103,3599167,2549297,1755880,1189901,799942,540324,369414,254892,176869,123079,85923,60164,42091,29262,20135,13659,9085,5900,3740,2315,1403,834,488,281,160,88"
lower_middle_income,1832,"797,3502,9732,16635,25341,37069,54009,79277,118328,180267,280467,444759,713155,1135773,1772915,2654749,3830098,5284663,6816878,8012684,8465034,8004309,6848203,5377157,3965854,2807666,1922493,1287854,857335,576215,392873,270051,186156,128126,88259,60888,42048,28924,19744,13319,8839,5742,3661,2288,1406,851,507,294,169,92"
lower_middle_income,1833,"714,2974,8593,14951,23039,34040,49885,73726,111019,170934,269195,431810,699008,1121369,1756613,2634991,3805228,5270402,6836372,8080744,8584941,8162705,7020287,5534291,4086425,2887215,1971766,1318438,877103,589926,402734,277426,191696,132217,91214,62952,43425,29810,20321,13678,9057,5884,3750,2348,1448,879,526,309,178,99"
lower_middle_income,1834,"710,2829,8421,14901,22884,33748,49294,72729,109461,168811,266142,427988,692486,1110701,1735998,2602301,3760148,5244011,6884126,8246514,8827352,8410020,7215434,5656723,4155489,2916830,1973132,1307532,862801,576640,391766,269034,185381,127662,88007,60732,41914,28782,19630,13220,8760,5694,3632,2276,1403,853,509,299,170,95"
lower_middle_income,1835,"614,2514,7838,14331,22092,32516,47203,69284,103767,159602,251128,404342,654885,1053890,1652216,2484159,3595760,5038079,6687097,8161725,8935876,8692726,7578169,5999628,4430015,3117331,2108117,1389912,911530,605715,409882,280571,192603,131978,90404,61947,42532,29119,19860,13406,8928,5841,3750,2367,1471,899,540,317,180,101"
lower_middle_income,1836,"841,3122,7943,14176,21705,31794,46352,68695,104193,162562,260030,423205,690784,1109156,1725096,2563527,3665313,5062319,6662776,8147167,8985564,8819293,7719962,6122179,4527471,3185791,2144901,1405201,914942,600260,399302,267957,180832,122378,83167,56863,39062,26887,18470,12580,8472,5599,3635,2318,1451,891,538,317,182,101"
lower_middle_income,1837,"217,2008,5544,10437,16507,24789,37013,56373,88062,141998,235420,396691,667919,1099263,1734628,2606234,3755465,5201559,6850960,8376417,9224552,9013596,7831543,6166570,4526346,3140765,2090209,1367258,893103,587423,391222,262687,177691,120754,82571,56810,39252,27133,18689,12751,8582,5667,3670,2329,1451,886,530,310,175,97"
lower_middle_income,1838,"188,1696,5059,9768,15707,23627,35269,53588,83601,134919,223961,378620,639805,1059107,1683705,2557448,3713589,5146798,6800728,8389675,9356363,9228430,8082122,6421416,4742227,3270406,2163768,1419592,928531,606850,399164,265000,178177,121081,83241,57703,40187,27990,19375,13274,8963,5934,3848,2439,1513,919,547,317,180,101"
lower_middle_income,1839,"225,1782,5028,9643,15399,23079,34258,51816,80660,130127,216536,366920,621604,1031964,1649790,2527355,3694102,5150237,6884047,8556869,9516814,9324049,8145277,6502211,4825800,3351321,2235441,1479168,974366,639431,421414,279950,188193,127762,87666,60654,42110,29169,20062,13630,9123,5989,3849,2417,1486,892,525,300,170,92"
lower_middle_income,1840,"724,3627,12086,22169,35692,52645,76713,113011,170972,267324,429740,708617,1168752,1905600,2991935,4473444,6296661,8362111,10584390,12543154,13505283,12931245,11107010,8778956,6439719,4440385,2989450,2009336,1337623,886592,590070,396443,269354,184957,128458,89913,63214,44397,30904,21214,14318,9466,6122,3870,2391,1444,852,490,274,150"
lower_middle_income,1841,"590,3284,11309,21925,36176,53360,77258,112740,168929,261802,418155,687002,1131919,1848818,2912251,4380301,6214681,8327627,10606547,12576759,13515170,12947755,11129801,8784842,6443612,4455074,3008685,2017881,1335004,879441,581663,388972,263148,180251,125002,87456,61548,43305,30244,20829,14109,9361,6074,3851,2385,1444,853,491,275,149"
lower_middle_income,1842,"382,1530,4027,9114,17022,25807,37671,54862,81939,127239,205408,342613,576935,965891,1571087,2469954,3723533,5317024,7165868,8890003,9889479,9758976,8555971,6811239,5043144,3520659,2379998,1575327,1016948,650434,417254,270888,178214,119051,80637,55225,38046,26283,18104,12353,8316,5491,3544,2237,1377,832,490,282,158,87"
lower_middle_income,1843,"550,3320,9403,18407,30530,45193,65740,97031,148142,235593,388246,656243,1106897,1836889,2924058,4442524,6391446,8672563,11033794,12895198,13675386,13135551,11434442,9142634,6803295,4784457,3284378,2202554,1431914,920709,594244,388735,258037,174179,119286,82622,57696,40370,28108,19338,13104,8702,5650,3584,2223,1344,794,455,256,137"
lower_middle_income,1844,"452,3031,7991,15243,24569,36297,53265,79897,124529,202254,341143,589098,1016450,1722601,2808222,4381194,6506640,9143768,11948473,14142084,14942455,14194331,12302758,9838626,7320601,5132312,3512813,2361559,1539843,988841,636640,415278,275380,185905,127406,88407,61838,43337,30240,20868,14195,9477,6196,3961,2475,1513,903,525,299,162"
lower_middle_income,1845,"492,1777,5407,10125,17678,27090,41180,63954,103529,175217,306823,547712,969066,1672648,2764422,4354567,6533002,9223132,12032402,14249101,15101750,14434308,12606578,10124468,7535796,5288316,3610236,2415101,1575913,1016297,658095,431331,287591,195033,134325,93448,65317,45630,31674,21720,14672,9728,6312,4006,2492,1515,902,526,297,165"
lower_middle_income,1846,"499,1568,4950,9616,17101,26415,40351,62997,102516,174377,306677,549006,972699,1678987,2770858,4357900,6530595,9207049,12002841,14295087,15313764,14741520,12898242,10324424,7650210,5364632,3621445,2387927,1551802,1001667,649956,426370,284665,193338,133517,93150,65304,45758,31840,21884,14816,9842,6403,4072,2540,1555,934,552,320,182"
lower_middle_income,1847,"508,1560,3910,8530,16434,25814,39418,61125,98456,165953,290707,518602,920840,1592823,2639932,4172611,6275684,8920974,11778604,14262691,15531068,15117210,13314335,10724130,7989617,5618349,3797493,2504693,1626486,1047120,677238,442394,293999,198853,136660,95075,66539,46535,32337,22210,15004,9940,6448,4092,2551,1566,954,575,348,212"
lower_middle_income,1848,"548,1658,4472,8875,16003,24822,37942,59181,96268,163922,289569,522152,933159,1622924,2695031,4254386,6376631,9000898,11781061,14187224,15494117,15204980,13470682,10893438,8155081,5762141,3902064,2567261,1661436,1066298,686595,446552,294795,197905,134903,92999,64486,44693,30768,20915,13979,9161,5874,3680,2266,1376,830,500,303,184"
lower_middle_income,1849,"533,1625,4484,9113,16377,25439,38677,59926,96686,163345,286642,513820,915268,1588684,2639542,4178261,6292623,8942873,11789141,14278642,15679247,15446956,13721136,11122730,8346645,5908108,4001754,2627012,1694215,1082213,694053,449990,296271,198534,135073,92978,64381,44539,30609,20776,13852,9053,5780,3607,2209,1332,801,481,291,179"
lower_middle_income,1850,"527,1664,5526,13563,23753,36019,53021,79191,123052,200651,342762,603005,1066098,1855629,3122731,5050109,7835129,11509289,15591445,19085215,20768048,20012672,17304570,13665148,10045594,6987574,4664235,3025808,1931892,1224506,779866,502979,329481,219887,148943,102195,70532,48658,33345,22553,14968,9721,6163,3813,2308,1377,815,482,288,174"
lower_middle_income,1851,"545,1657,4686,9570,15888,24357,37020,57900,94543,161446,285758,514749,919125,1595164,2646919,4180812,6280812,8904865,11757651,14328448,15894170,15832437,14184171,11559310,8708473,6169900,4177107,2742345,1768494,1129355,722805,467927,307278,205355,139258,95515,65892,45408,31089,21029,13973,9102,5789,3595,2188,1314,781,468,279,172"
lower_middle_income,1852,"497,1546,5177,13970,23158,34944,51257,76746,119729,196119,336714,593739,1052346,1832887,3085222,4985751,7726352,11339817,15379349,18863762,20691473,20241686,17846062,14386792,10778895,7609402,5124449,3339681,2136289,1352661,856214,547477,354898,234278,157168,107008,73413,50399,34428,23248,15416,10028,6371,3950,2397,1430,843,499,295,179"
lower_middle_income,1853,"569,1692,5152,11443,19013,29052,43662,67224,107862,180609,313519,553447,971662,1661533,2728153,4275073,6369620,8944065,11692243,14083253,15526266,15581112,14237852,11939970,9291294,6785162,4691239,3113974,2018178,1289559,820966,525910,340468,224086,149675,101481,69297,47410,32258,21713,14378,9345,5943,3686,2237,1331,777,451,259,149"
lower_middle_income,1854,"585,2343,7279,17816,28759,42723,62044,92028,142645,231298,391923,677737,1175906,1998429,3292895,5222532,7937593,11465591,15386783,18729614,20490930,20128608,17951190,14736278,11263591,8081898,5506165,3613616,2322838,1474694,933333,594241,381995,249754,165733,111866,76205,52148,35577,24074,16047,10525,6770,4259,2624,1588,945,554,325,186"
lower_middle_income,1855,"644,2488,7777,18477,29480,43655,63610,94882,147821,240553,408367,706335,1225001,2080346,3421634,5422795,8249034,11973112,16295720,20188099,22237933,21607621,18874720,15174854,11372167,8033317,5415482,3534875,2266531,1437330,909950,580005,373761,244999,162983,110285,75475,52022,35831,24536,16600,11074,7264,4673,2950,1831,1116,671,399,231"
lower_middle_income,1856,"605,2269,6999,18788,30493,45417,65946,97666,150681,243177,409426,702632,1209607,2038065,3328346,5244488,7953459,11549416,15810489,19770140,22079042,21811890,19344123,15786934,12009951,8595472,5845020,3841476,2474111,1567983,988233,625371,400389,260466,172368,116139,79341,54738,37831,26079,17784,11988,7949,5174,3303,2069,1271,769,455,265"
lower_middle_income,1857,"518,1800,5750,18085,30108,45222,65517,96227,146381,233102,388014,662609,1142851,1942949,3218712,5152677,7943949,11685036,16143997,20308930,22759413,22549030,20080775,16422255,12483993,8922230,6072438,4013428,2598152,1652522,1045634,664749,428721,280261,186574,126203,86403,59715,41334,28527,19475,13118,8692,5639,3587,2229,1357,804,467,262"
lower_middle_income,1858,"401,1304,5280,16732,28409,42710,61633,89894,135643,214336,354611,604138,1044768,1786396,2989875,4849883,7618623,11450654,16103825,20507710,23201563,23190904,20752906,16891413,12755115,9084449,6185673,4084267,2635434,1675479,1063465,679277,439832,288369,192360,130322,89372,61937,43045,29834,20474,13865,9240,6034,3866,2424,1491,894,524,299"
lower_middle_income,1859,"463,1711,6615,18886,31111,46362,66979,98245,149125,236571,392245,666477,1145990,1942666,3211687,5131183,7909666,11682082,16220300,20443283,22978770,22988832,20689978,16980137,12912287,9237366,6320112,4197593,2720198,1731184,1095841,696143,447776,291619,192992,130031,88631,61111,42245,29148,19919,13452,8946,5839,3737,2348,1447,874,514,297"
lower_middle_income,1860,"473,1436,5508,18274,31529,47898,69733,102435,155012,244334,401368,675463,1150671,1936344,3186467,5075958,7798090,11468529,15890298,20094485,22762753,23086117,21131825,17607857,13556839,9763934,6652841,4409100,2869435,1837548,1166129,741286,476087,309693,204610,137385,93392,64216,44356,30557,20884,14107,9381,6120,3918,2461,1517,916,540,313"
lower_middle_income,1861,"538,1941,7214,19923,33510,50953,74926,111432,170233,269245,441618,739708,1253172,2102594,3457306,5513702,8453541,12363029,16952414,21134634,23566069,23542867,21198023,17448957,13332634,9567978,6519162,4319439,2816260,1808394,1152771,737819,478203,313958,209414,141709,96954,66901,46269,31862,21749,14648,9703,6302,4014,2506,1535,924,546,316"
lower_middle_income,1862,"486,1510,6140,20238,36355,55878,81661,119384,178599,276468,443936,731082,1222779,2037780,3346644,5357587,8278405,12184253,16815077,21099227,23655090,23796768,21581380,17875394,13752629,9938600,6811556,4510654,2928677,1882078,1202134,772871,501803,330579,220994,149827,102764,71067,49343,34085,23345,15779,10481,6829,4360,2728,1674,1006,596,346"
lower_middle_income,1863,"411,1653,5520,18302,33035,51222,75673,111843,168809,262374,420217,687340,1138610,1881262,3067927,4906049,7654924,11422866,15907935,20155497,22992144,23609591,21869292,18415460,14361122,10581874,7358958,4874688,3157810,2030571,1302716,838484,545530,358650,239564,162024,110969,76706,53253,36824,25265,17115,11409,7454,4767,2986,1824,1089,635,361"
lower_middle_income,1864,"446,1767,5492,18755,34465,54247,80244,118144,176974,272650,432858,702300,1156730,1904693,3103712,4962117,7721612,11439773,15816337,20001958,22881917,23597000,21989509,18675608,14703363,10909635,7644917,5105753,3322879,2137092,1370705,880619,571627,374369,249030,167731,114478,78926,54678,37765,25890,17530,11684,7631,4881,3053,1866,1112,646,368"
lower_middle_income,1865,"360,1934,6023,20290,36200,56631,83434,122372,182168,278315,436846,701790,1147355,1884625,3079086,4951623,7765696,11577590,16091278,20420692,23388279,24093717,22311028,18807540,14715312,10825900,7552698,5058658,3284780,2102361,1344850,865637,563711,370437,247461,167311,114637,79296,55047,38082,26116,17666,11746,7649,4875,3036,1849,1098,637,360"
lower_middle_income,1866,"346,1517,5415,19552,35510,56189,83320,123179,185184,286171,455187,738588,1215673,1997287,3245566,5171707,8015757,11828227,16317738,20606987,23577655,24348470,22647304,19154699,15003727,11032784,7683645,5139733,3341086,2143952,1374533,886488,578113,380368,254049,171538,117351,80960,56081,38713,26502,17901,11889,7736,4927,3069,1866,1109,645,365"
lower_middle_income,1867,"534,1804,7053,22959,40087,62710,92424,136069,203493,312214,492364,792184,1291911,2105822,3395021,5373215,8256228,12074854,16526501,20739765,23630013,24337467,22613431,19197805,15092851,11114425,7751083,5204010,3394899,2179505,1398852,905048,594467,393901,264122,178314,121301,82952,56831,38806,26291,17592,11585,7478,4733,2933,1785,1057,613,347"
lower_middle_income,1868,"454,1654,5410,20145,37505,59242,87870,129333,193257,296229,466374,749458,1220912,1988548,3203311,5069464,7805329,11488326,15962422,20443220,23746431,24869844,23412958,20046082,15835790,11648741,8112072,5461047,3577510,2306833,1485996,967126,640067,427977,288767,195576,133106,90939,62272,42537,28863,19371,12810,8303,5280,3294,2020,1216,714,412"
lower_middle_income,1869,"425,1606,5073,18877,35646,57415,85281,125332,186768,285691,449280,723417,1182997,1937474,3140291,4999256,7741267,11463128,16009236,20563713,23900149,25039912,23642469,20330818,16161075,11961763,8375055,5669684,3728079,2405803,1548494,1005546,664513,443804,299359,202658,137877,94103,64364,43905,29746,19941,13176,8532,5423,3382,2068,1242,731,419"
lower_middle_income,1870,"454,2057,6143,21482,38046,59331,87226,127648,189399,288055,449384,718472,1169067,1915402,3118601,5003456,7807887,11631372,16277947,20893959,24239091,25386721,23965367,20588942,16288914,12008200,8378987,5646501,3710757,2400277,1547633,1006952,666015,444959,300249,203298,138283,94346,64446,43910,29724,19897,13135,8495,5395,3362,2058,1238,729,419"
lower_middle_income,1871,"339,1977,6382,21528,37492,58162,85282,124782,185598,283823,445981,718478,1177524,1939843,3171440,5104361,7975632,11839632,16468922,21068195,24463631,25731090,24423528,21071447,16743026,12377877,8654915,5845306,3840402,2477963,1591713,1029428,676691,449172,301061,202659,136976,92987,63212,42925,28960,19356,12765,8258,5245,3272,2008,1207,715,408"
lower_middle_income,1872,"613,1468,4655,15600,30727,49067,73042,108059,163235,254264,408275,671239,1116975,1857720,3052922,4924058,7689677,11428885,16015684,20732927,24436899,26052146,25057151,21837312,17510208,13034787,9181513,6212149,4055052,2596340,1658323,1067583,699563,463207,309844,208225,140617,95506,65021,44291,30030,20184,13394,8722,5579,3505,2159,1305,772,445"
lower_middle_income,1873,"690,1690,5060,16298,30615,49512,73883,109799,166273,259942,419344,694829,1168354,1969421,3286968,5386451,8535045,12933299,18508490,24194923,28195758,29183279,27264500,23397104,18608008,13806907,9725113,6565143,4260411,2702051,1709573,1091378,710640,468163,311954,208803,140367,94869,64230,43515,29335,19626,12973,8427,5381,3376,2081,1261,747,432"
lower_middle_income,1874,"927,1687,4320,11560,24048,39303,58732,86752,130655,203178,328189,549106,937039,1615775,2756345,4601735,7380498,11242745,16094305,21195761,25356552,27344208,26632096,23529053,19039898,14243010,10073053,6810395,4412162,2790907,1756888,1114343,718411,468417,309124,205291,137596,92974,63169,43094,29324,19791,13205,8649,5568,3514,2178,1322,783,453"
lower_middle_income,1875,"644,1050,3073,8985,18314,30456,46181,69627,107220,171091,284229,490321,864323,1541088,2717327,4705435,7850837,12451809,18408543,24423744,28697239,29922296,28367917,24773485,20009453,15035467,10675616,7200058,4633260,2909905,1820754,1144193,727263,466799,303576,199591,133050,89772,61129,41831,28584,19387,13001,8566,5543,3517,2179,1319,781,447"
lower_middle_income,1876,"772,1222,3075,9618,18846,31253,47171,70771,108529,172861,287449,497093,881264,1574962,2780621,4806108,7978050,12587224,18585417,24741374,29201552,30485614,28817486,25049243,20117813,15051396,10637834,7124259,4559983,2859610,1789225,1124449,714421,458311,298380,196757,131605,89000,60583,41279,27996,18816,12478,8124,5190,3246,1987,1189,699,400"
lower_middle_income,1877,"929,1385,3228,10675,20408,33328,49919,74085,111840,174555,283422,479648,835235,1477771,2596961,4497305,7501106,11930078,17859329,24348137,29551833,31532937,30067865,26146075,20916581,15581581,10926505,7233204,4596409,2870272,1790714,1123241,713757,458777,299399,197604,132170,89237,60516,41034,27670,18461,12156,7861,4995,3116,1911,1152,690,407"
lower_middle_income,1878,"1107,1953,3971,9658,18219,29731,44992,67558,102564,160309,258768,433904,750556,1326027,2352777,4160411,7119853,11621830,17748807,24584399,30083500,32210151,30840734,26901042,21524291,15993123,11142958,7327697,4653583,2908676,1814056,1132064,714055,454597,293490,191709,126982,85108,57384,38801,26152,17468,11549,7510,4804,3018,1867,1144,690,413"
lower_middle_income,1879,"1204,2268,4203,9634,18611,30541,46202,69172,104459,162276,259857,431705,740212,1301484,2311734,4117327,7127164,11771909,18094885,24921731,30147750,31963726,30591277,26915165,21801219,16440570,11695152,7791296,4950876,3081734,1913018,1184689,739237,465604,296556,191016,124554,82185,54607,36442,24261,16062,10546,6837,4371,2751,1709,1051,641,388"
lower_middle_income,1880,"1449,2790,4990,10839,20776,33631,50561,75228,112828,174209,277109,456212,769548,1324301,2308093,4078665,7077458,11757641,18124041,25080911,30583972,32663583,31408415,27930044,23032378,17680062,12823407,8721976,5588998,3478668,2149210,1325791,819580,511293,321891,204636,131758,85903,56553,37429,24794,16351,10715,6961,4467,2822,1760,1085,662,400"
lower_middle_income,1881,"1534,2737,4833,10548,20367,32519,48691,72060,107350,163819,255728,412593,685480,1171048,2036693,3598038,6277186,10571851,16730909,23907170,30020206,32796687,32042877,28713115,23744738,18188773,13121423,8871131,5655658,3504655,2160246,1330068,818968,507202,315409,197416,124748,80000,51955,34072,22464,14814,9741,6375,4125,2631,1646,1011,605,357"
lower_middle_income,1882,"1717,2765,4527,9643,19249,30913,46682,69257,103233,157286,244383,391961,646425,1096997,1901674,3363232,5897557,10002970,16006013,23244440,29815548,33230420,33003672,29959919,25095345,19344706,14051970,9572841,6167424,3861637,2386404,1464902,894074,546939,336606,207997,129884,82431,52920,34404,22495,14757,9668,6319,4109,2636,1663,1031,624,372"
lower_middle_income,1883,"1832,2799,4371,8617,14527,23325,36061,55285,85325,134268,214292,351477,591275,1018298,1790837,3197113,5668728,9738182,15859811,23485793,30707049,34723126,34701020,31485878,26240301,20063996,14433294,9749267,6262113,3911211,2408381,1474154,896902,546776,335621,206590,128611,81354,51959,33618,21814,14201,9233,5982,3852,2448,1530,937,562,327"
lower_middle_income,1884,"3122,4729,7709,14113,22410,33926,50120,74343,111515,170806,265727,422994,690043,1153076,1974486,3448142,6005469,10171306,16402861,24223866,31731130,36077438,36175593,32852329,27367609,20913425,15000778,10165128,6588053,4100980,2489078,1500612,903001,545974,332851,203437,126009,79428,50654,32785,21304,13893,9050,5869,3776,2389,1481,897,529,300"
lower_middle_income,1885,"2234,3023,4617,9295,15473,24933,38313,58352,89407,139344,220279,357237,596121,1022315,1797809,3220257,5741410,9918399,16244409,24212010,31860630,36356788,36501894,33027233,27313024,20752179,14817503,9984441,6448735,3994743,2410281,1445720,865412,521386,316925,193127,119581,75413,48207,31313,20425,13367,8735,5680,3658,2318,1435,870,511,294"
lower_middle_income,1886,"3547,4980,7455,13234,20738,31875,47702,70997,106479,162194,250594,395427,639753,1065080,1824890,3212724,5694007,9871024,16329489,24523658,32308868,36954103,37423717,34221326,28549152,21805098,15608558,10502004,6745352,4157924,2492894,1483771,879549,525099,316110,190846,117047,73199,46471,30001,19450,12670,8230,5312,3406,2147,1320,796,463,263"
lower_middle_income,1887,"3744,9745,18460,30239,45193,65308,93041,132339,190903,284290,438684,713340,1196500,2037377,3477615,5929660,9904473,15688718,23337815,31840155,38972887,42506638,41824764,37611914,31081425,23529947,16704822,11191648,7160185,4399510,2625450,1555584,919064,548808,332059,202193,125504,79563,51235,33492,21949,14422,9419,6102,3909,2461,1511,911,532,301"
lower_middle_income,1888,"4041,10951,19208,31066,46131,67014,95922,136606,197115,293945,455249,744643,1251357,2125851,3611230,6115431,10128592,15915396,23600810,32352468,39994553,43974164,43371858,39079041,32321754,24418442,17228643,11432926,7241357,4404121,2611265,1541161,909232,543035,329201,201036,125503,80003,51865,34126,22538,14923,9825,6407,4124,2600,1605,965,564,316"
lower_middle_income,1889,"4058,5151,7263,11613,18819,30689,46990,69810,103638,155557,236820,368864,590388,979578,1680547,2967544,5290302,9272267,15610173,24020279,32590098,38320919,39621768,36981261,31456410,24272045,17385182,11654008,7403868,4496709,2648404,1550897,907313,536982,322851,195144,120192,75789,48674,31854,20983,13936,9217,6059,3936,2511,1565,954,559,322"
lower_middle_income,1890,"4142,5156,7212,11312,18397,30567,47164,69907,103037,153275,231296,357830,569712,940417,1606271,2824918,5019875,8766875,14770652,22952838,31728261,38073888,39981032,37662549,32227407,24921776,17819871,11900295,7522703,4543636,2661710,1551332,903442,532610,319439,192657,118547,74767,48076,31532,20834,13879,9208,6073,3957,2532,1579,959,565,326"
lower_middle_income,1891,"4477,5486,7526,11422,18353,30337,46954,69547,102424,152168,229335,353742,561532,923505,1574696,2767381,4923807,8615053,14550055,22764997,31807580,38550085,40657793,38281950,32747342,25377342,18210420,12219684,7759972,4701326,2753544,1602592,931159,547833,328087,197559,121141,76269,48992,32133,21240,14161,9402,6208,4051,2596,1623,990,583,335"
lower_middle_income,1892,"2045,3545,6339,11188,17698,28895,44488,65676,96300,142872,215968,334060,531890,874627,1491189,2631492,4729648,8435590,14666167,23825467,33843058,39993719,39484391,34014798,26275080,18072251,11298753,6608254,3777715,2154333,1237559,721819,427368,258516,160564,101598,65561,42935,28605,19248,12995,8737,5803,3787,2426,1518,931,558,327,187"
lower_middle_income,1893,"5296,10637,19180,29811,43698,63274,90281,128006,183629,272071,419728,687689,1165391,1991872,3394444,5749411,9587006,15287490,23209802,33293014,43653575,50329611,50705919,45853071,38181437,29083261,20567249,13651849,8626250,5207316,3035599,1760553,1020227,599613,359449,217123,133652,84559,54539,35870,23748,15834,10509,6929,4516,2893,1816,1110,662,378"
lower_middle_income,1894,"4326,5853,14192,22372,33273,48743,70276,100008,143966,212529,327286,535019,931392,1654530,2931522,5129346,8797485,14478689,22570958,32998155,43904004,51253595,52084938,47513514,39806350,30412027,21436459,14087655,8797871,5256325,3050859,1765654,1021652,600083,359215,216783,133909,84822,54935,36209,24073,16088,10711,7076,4617,2957,1845,1125,670,384"
