phase_from,phase_to,year,amount
Electricity grid,Rail transport,2034,24.8630
Electricity grid,Lighting & appliances - commercial,2034,187.0080
Electricity grid,Lighting & appliances - homes,2034,172.4940
Gas imports,Ngas,2034,114.7190
Gas reserves,Ngas,2034,151.2330
Gas,Heating and cooling - commercial,2034,37.1290
Gas,Losses,2034,19.4010
Gas,Thermal generation,2034,249.8910
Gas,Agriculture,2034,97.0960
Gas,Industry,2034,121.5800
Geothermal,Electricity grid,2034,38.0130
H2 conversion,H2,2034,104.8970
H2 conversion,Losses,2034,52.2420
H2,Road transport,2034,62.8970
Hydro,Electricity grid,2034,80.9950
Liquid,Industry,2034,217.0660
Liquid,International shipping,2034,215.6900
Liquid,Road transport,2034,222.8350
Liquid,Domestic aviation,2034,48.4580
Liquid,International aviation,2034,239.2670
Liquid,Agriculture,2034,25.6400
Liquid,National navigation,2034,61.2180
Liquid,Rail transport,2034,27.4130
Marine algae,Bio-conversion,2034,16.3750
Ngas,Gas,2034,210.9520
Nuclear,Thermal generation,2034,850.9780
Oil imports,Oil,2034,601.2870
Oil reserves,Oil,2034,178.7030
Oil,Liquid,2034,685.9900
Other waste,Solid,2034,117.5870
Other waste,Bio-conversion,2034,155.8100
Pumped heat,Heating and cooling - homes,2034,207.0260
Pumped heat,Heating and cooling - commercial,2034,157.6720
Solar PV,Electricity grid,2034,118.9010
Solar Thermal,Heating and cooling - homes,2034,108.2630
Solar,Solar Thermal,2034,78.2630
Solar,Solar PV,2034,125.9010
Solid,Agriculture,2034,23.8820
Solid,Thermal generation,2034,466.1200
Solid,Industry,2034,108.4770
Thermal generation,Electricity grid,2034,584.5310
Thermal generation,Losses,2034,865.1290
Thermal generation,District heating,2034,121.3290
Tidal,Electricity grid,2034,32.4520
UK land based bioenergy,Bio-conversion,2034,266.0100
Wave,Electricity grid,2034,93.0130
Wind,Electricity grid,2034,303.3660
Agricultural 'waste',Bio-conversion,2035,149.7290
Bio-conversion,Liquid,2035,79.5970
Bio-conversion,Losses,2035,64.8620
Bio-conversion,Solid,2035,292.3220
Bio-conversion,Gas,2035,151.1440
Biofuel imports,Liquid,2035,43.0000
Biomass imports,Solid,2035,41.0000
Coal imports,Coal,2035,86.6060
Coal reserves,Coal,2035,88.9650
Coal,Solid,2035,158.5710
District heating,Industry,2035,66.6390
District heating,Heating and cooling - commercial,2035,112.5050
District heating,Heating and cooling - homes,2035,126.1840
Electricity grid,Over generation / exports,2035,119.4530
Electricity grid,Heating and cooling - homes,2035,162.7260
Electricity grid,H2 conversion,2035,42.1400
Electricity grid,Industry,2035,406.1650
Electricity grid,Road transport,2035,38.7970
Electricity grid,Agriculture,2035,7.4120
Electricity grid,Heating and cooling - commercial,2035,56.8580
Electricity grid,Losses,2035,123.6910
Electricity grid,Rail transport,2035,59.8630
Electricity grid,Lighting & appliances - commercial,2035,157.0080
Electricity grid,Lighting & appliances - homes,2035,138.4940
Gas imports,Ngas,2035,95.7190
Gas reserves,Ngas,2035,153.2330
Gas,Heating and cooling - commercial,2035,61.1290
Gas,Losses,2035,97.4010
Gas,Thermal generation,2035,236.8910
Gas,Agriculture,2035,72.0960
Gas,Industry,2035,70.5800
Geothermal,Electricity grid,2035,18.0130
H2 conversion,H2,2035,63.8970
H2 conversion,Losses,2035,44.2420
H2,Road transport,2035,24.8970
Hydro,Electricity grid,2035,80.9950
Liquid,Industry,2035,150.0660
Liquid,International shipping,2035,201.6900
Liquid,Road transport,2035,209.8350
Liquid,Domestic aviation,2035,108.4580
Liquid,International aviation,2035,231.2670
Liquid,Agriculture,2035,4.6400
Liquid,National navigation,2035,96.2180
Liquid,Rail transport,2035,10.4130
Marine algae,Bio-conversion,2035,33.3750
Ngas,Gas,2035,204.9520
Nuclear,Thermal generation,2035,895.9780
Oil imports,Oil,2035,516.2870
Oil reserves,Oil,2035,192.7030
Oil,Liquid,2035,702.9900
Other waste,Solid,2035,151.5870
Other waste,Bio-conversion,2035,160.8100
Pumped heat,Heating and cooling - homes,2035,262.0260
Pumped heat,Heating and cooling - commercial,2035,160.6720
Solar PV,Electricity grid,2035,147.9010
Solar Thermal,Heating and cooling - homes,2035,64.2630
Solar,Solar Thermal,2035,100.2630
Solar,Solar PV,2035,153.9010
Solid,Agriculture,2035,73.8820
Solid,Thermal generation,2035,498.1200
Solid,Industry,2035,139.4770
Thermal generation,Electricity grid,2035,576.5310
Thermal generation,Losses,2035,875.1290
Thermal generation,District heating,2035,151.3290
Tidal,Electricity grid,2035,11.4520
UK land based bioenergy,Bio-conversion,2035,258.0100
Wave,Electricity grid,2035,72.0130
Wind,Electricity grid,2035,296.3660
Agricultural 'waste',Bio-conversion,2036,215.7290
Bio-conversion,Liquid,2036,2.5970
Bio-conversion,Losses,2036,123.8620
Bio-conversion,Solid,2036,307.3220
Bio-conversion,Gas,2036,153.1440
Biofuel imports,Liquid,2036,85.0000
Biomass imports,Solid,2036,44.0000
Coal imports,Coal,2036,28.6060
Coal reserves,Coal,2036,156.9650
Coal,Solid,2036,102.5710
District heating,Industry,2036,93.6390
District heating,Heating and cooling - commercial,2036,22.5050
District heating,Heating and cooling - homes,2036,141.1840
Electricity grid,Over generation / exports,2036,168.4530
Electricity grid,Heating and cooling - homes,2036,169.7260
Electricity grid,H2 conversion,2036,104.1400
Electricity grid,Industry,2036,346.1650
Electricity grid,Road transport,2036,136.7970
Electricity grid,Agriculture,2036,16.4120
Electricity grid,Heating and cooling - commercial,2036,113.8580
Electricity grid,Losses,2036,116.6910
Electricity grid,Rail transport,2036,69.8630
Electricity grid,Lighting & appliances - commercial,2036,171.0080
Electricity grid,Lighting & appliances - homes,2036,190.4940
Gas imports,Ngas,2036,89.7190
Gas reserves,Ngas,2036,125.2330
Gas,Heating and cooling - commercial,2036,21.1290
Gas,Losses,2036,77.4010
Gas,Thermal generation,2036,222.8910
Gas,Agriculture,2036,33.0960
Gas,Industry,2036,118.5800
Geothermal,Electricity grid,2036,65.0130
H2 conversion,H2,2036,28.8970
H2 conversion,Losses,2036,79.2420
H2,Road transport,2036,79.8970
Hydro,Electricity grid,2036,59.9950
Liquid,Industry,2036,149.0660
Liquid,International shipping,2036,169.6900
Liquid,Road transport,2036,217.8350
Liquid,Domestic aviation,2036,19.4580
Liquid,International aviation,2036,213.2670
Liquid,Agriculture,2036,49.6400
Liquid,National navigation,2036,35.2180
Liquid,Rail transport,2036,43.4130
Marine algae,Bio-conversion,2036,23.3750
Ngas,Gas,2036,130.9520
Nuclear,Thermal generation,2036,925.9780
Oil imports,Oil,2036,518.2870
Oil reserves,Oil,2036,203.7030
Oil,Liquid,2036,611.9900
Other waste,Solid,2036,114.5870
Other waste,Bio-conversion,2036,79.8100
Pumped heat,Heating and cooling - homes,2036,284.0260
Pumped heat,Heating and cooling - commercial,2036,158.6720
Solar PV,Electricity grid,2036,70.9010
Solar Thermal,Heating and cooling - homes,2036,117.2630
Solar,Solar Thermal,2036,41.2630
Solar,Solar PV,2036,94.9010
Solid,Agriculture,2036,88.8820
Solid,Thermal generation,2036,406.1200
Solid,Industry,2036,92.4770
Thermal generation,Electricity grid,2036,605.5310
Thermal generation,Losses,2036,806.1290
Thermal generation,District heating,2036,164.3290
Tidal,Electricity grid,2036,27.4520
UK land based bioenergy,Bio-conversion,2036,194.0100
Wave,Electricity grid,2036,79.0130
Wind,Electricity grid,2036,357.3660
Agricultural 'waste',Bio-conversion,2037,217.7290
Bio-conversion,Liquid,2037,32.5970
Bio-conversion,Losses,2037,116.8620
Bio-conversion,Solid,2037,291.3220
Bio-conversion,Gas,2037,123.1440
Biofuel imports,Liquid,2037,73.0000
Biomass imports,Solid,2037,120.0000
Coal imports,Coal,2037,75.6060
Coal reserves,Coal,2037,158.9650
Coal,Solid,2037,126.5710
District heating,Industry,2037,40.6390
District heating,Heating and cooling - commercial,2037,110.5050
District heating,Heating and cooling - homes,2037,84.1840
Electricity grid,Over generation / exports,2037,110.4530
Electricity grid,Heating and cooling - homes,2037,135.7260
Electricity grid,H2 conversion,2037,105.1400
Electricity grid,Industry,2037,434.1650
Electricity grid,Road transport,2037,43.7970
Electricity grid,Agriculture,2037,62.4120
Electricity grid,Heating and cooling - commercial,2037,118.8580
Electricity grid,Losses,2037,120.6910
Electricity grid,Rail transport,2037,106.8630
Electricity grid,Lighting & appliances - commercial,2037,90.0080
Electricity grid,Lighting & appliances - homes,2037,148.4940
Gas imports,Ngas,2037,113.7190
Gas reserves,Ngas,2037,92.2330
Gas,Heating and cooling - commercial,2037,8.1290
Gas,Losses,2037,57.4010
Gas,Thermal generation,2037,220.8910
Gas,Agriculture,2037,22.0960
Gas,Industry,2037,117.5800
Geothermal,Electricity grid,2037,11.0130
H2 conversion,H2,2037,111.8970
H2 conversion,Losses,2037,66.2420
H2,Road transport,2037,72.8970
Hydro,Electricity grid,2037,105.9950
Liquid,Industry,2037,151.0660
Liquid,International shipping,2037,215.6900
Liquid,Road transport,2037,182.8350
Liquid,Domestic aviation,2037,50.4580
Liquid,International aviation,2037,279.2670
Liquid,Agriculture,2037,59.6400
Liquid,National navigation,2037,119.2180
Liquid,Rail transport,2037,77.4130
Marine algae,Bio-conversion,2037,88.3750
Ngas,Gas,2037,136.9520
Nuclear,Thermal generation,2037,849.9780
Oil imports,Oil,2037,538.2870
Oil reserves,Oil,2037,147.7030
Oil,Liquid,2037,700.9900
Other waste,Solid,2037,103.5870
Other waste,Bio-conversion,2037,175.8100
Pumped heat,Heating and cooling - homes,2037,264.0260
Pumped heat,Heating and cooling - commercial,2037,80.6720
Solar PV,Electricity grid,2037,100.9010
Solar Thermal,Heating and cooling - homes,2037,21.2630
Solar,Solar Thermal,2037,56.2630
Solar,Solar PV,2037,115.9010
Solid,Agriculture,2037,35.8820
Solid,Thermal generation,2037,406.1200
Solid,Industry,2037,56.4770
Thermal generation,Electricity grid,2037,587.5310
Thermal generation,Losses,2037,845.1290
Thermal generation,District heating,2037,102.3290
Tidal,Electricity grid,2037,35.4520
UK land based bioenergy,Bio-conversion,2037,190.0100
Wave,Electricity grid,2037,44.0130
Wind,Electricity grid,2037,299.3660
Agricultural 'waste',Bio-conversion,2038,165.7290
Bio-conversion,Liquid,2038,70.5970
Bio-conversion,Losses,2038,34.8620
Bio-conversion,Solid,2038,327.3220
Bio-conversion,Gas,2038,170.1440
Biofuel imports,Liquid,2038,55.0000
Biomass imports,Solid,2038,55.0000
Coal imports,Coal,2038,78.6060
Coal reserves,Coal,2038,94.9650
Coal,Solid,2038,112.5710
District heating,Industry,2038,105.6390
District heating,Heating and cooling - commercial,2038,48.5050
District heating,Heating and cooling - homes,2038,107.1840
Electricity grid,Over generation / exports,2038,190.4530
Electricity grid,Heating and cooling - homes,2038,169.7260
Electricity grid,H2 conversion,2038,58.1400
Electricity grid,Industry,2038,360.1650
Electricity grid,Road transport,2038,131.7970
Electricity grid,Agriculture,2038,20.4120
Electricity grid,Heating and cooling - commercial,2038,43.8580
Electricity grid,Losses,2038,146.6910
Electricity grid,Rail transport,2038,82.8630
Electricity grid,Lighting & appliances - commercial,2038,153.0080
Electricity grid,Lighting & appliances - homes,2038,102.4940
Gas imports,Ngas,2038,124.7190
Gas reserves,Ngas,2038,174.2330
Gas,Heating and cooling - commercial,2038,26.1290
Gas,Losses,2038,47.4010
Gas,Thermal generation,2038,225.8910
Gas,Agriculture,2038,41.0960
Gas,Industry,2038,61.5800
Geothermal,Electricity grid,2038,99.0130
H2 conversion,H2,2038,108.8970
H2 conversion,Losses,2038,42.2420
H2,Road transport,2038,28.8970
Hydro,Electricity grid,2038,73.9950
Liquid,Industry,2038,133.0660
Liquid,International shipping,2038,170.6900
Liquid,Road transport,2038,207.8350
Liquid,Domestic aviation,2038,20.4580
Liquid,International aviation,2038,277.2670
Liquid,Agriculture,2038,46.6400
Liquid,National navigation,2038,132.2180
Liquid,Rail transport,2038,39.4130
Marine algae,Bio-conversion,2038,10.3750
Ngas,Gas,2038,129.9520
Nuclear,Thermal generation,2038,842.9780
Oil imports,Oil,2038,548.2870
Oil reserves,Oil,2038,134.7030
Oil,Liquid,2038,659.9900
Other waste,Solid,2038,79.5870
Other waste,Bio-conversion,2038,103.8100
Pumped heat,Heating and cooling - homes,2038,272.0260
Pumped heat,Heating and cooling - commercial,2038,86.6720
Solar PV,Electricity grid,2038,87.9010
Solar Thermal,Heating and cooling - homes,2038,82.2630
Solar,Solar Thermal,2038,78.2630
Solar,Solar PV,2038,128.9010
Solid,Agriculture,2038,37.8820
Solid,Thermal generation,2038,497.1200
Solid,Industry,2038,93.4770
Thermal generation,Electricity grid,2038,613.5310
Thermal generation,Losses,2038,833.1290
Thermal generation,District heating,2038,112.3290
Tidal,Electricity grid,2038,99.4520
UK land based bioenergy,Bio-conversion,2038,239.0100
Wave,Electricity grid,2038,42.0130
Wind,Electricity grid,2038,368.3660
Agricultural 'waste',Bio-conversion,2039,168.7290
Bio-conversion,Liquid,2039,77.5970
Bio-conversion,Losses,2039,72.8620
Bio-conversion,Solid,2039,282.3220
Bio-conversion,Gas,2039,173.1440
Biofuel imports,Liquid,2039,120.0000
Biomass imports,Solid,2039,102.0000
Coal imports,Coal,2039,17.6060
Coal reserves,Coal,2039,70.9650
Coal,Solid,2039,107.5710
District heating,Industry,2039,47.6390
District heating,Heating and cooling - commercial,2039,23.5050
District heating,Heating and cooling - homes,2039,117.1840
Electricity grid,Over generation / exports,2039,104.4530
Electricity grid,Heating and cooling - homes,2039,122.7260
Electricity grid,H2 conversion,2039,87.1400
Electricity grid,Industry,2039,438.1650
Electricity grid,Road transport,2039,99.7970
Electricity grid,Agriculture,2039,63.4120
Electricity grid,Heating and cooling - commercial,2039,100.8580
Electricity grid,Losses,2039,96.6910
Electricity grid,Rail transport,2039,54.8630
Electricity grid,Lighting & appliances - commercial,2039,168.0080
Electricity grid,Lighting & appliances - homes,2039,166.4940
Gas imports,Ngas,2039,124.7190
Gas reserves,Ngas,2039,167.2330
Gas,Heating and cooling - commercial,2039,87.1290
Gas,Losses,2039,33.4010
Gas,Thermal generation,2039,205.8910
Gas,Agriculture,2039,96.0960
Gas,Industry,2039,122.5800
Geothermal,Electricity grid,2039,98.0130
H2 conversion,H2,2039,83.8970
H2 conversion,Losses,2039,45.2420
H2,Road transport,2039,112.8970
Hydro,Electricity grid,2039,69.9950
Liquid,Industry,2039,209.0660
Liquid,International shipping,2039,186.6900
Liquid,Road transport,2039,135.8350
Liquid,Domestic aviation,2039,105.4580
Liquid,International aviation,2039,281.2670
Liquid,Agriculture,2039,16.6400
Liquid,National navigation,2039,64.2180
Liquid,Rail transport,2039,49.4130
Marine algae,Bio-conversion,2039,101.3750
Ngas,Gas,2039,172.9520
Nuclear,Thermal generation,2039,908.9780
Oil imports,Oil,2039,562.2870
Oil reserves,Oil,2039,107.7030
Oil,Liquid,2039,623.9900
Other waste,Solid,2039,105.5870
Other waste,Bio-conversion,2039,144.8100
Pumped heat,Heating and cooling - homes,2039,205.0260
Pumped heat,Heating and cooling - commercial,2039,133.6720
Solar PV,Electricity grid,2039,96.9010
Solar Thermal,Heating and cooling - homes,2039,23.2630
Solar,Solar Thermal,2039,22.2630
Solar,Solar PV,2039,98.9010
Solid,Agriculture,2039,75.8820
Solid,Thermal generation,2039,465.1200
Solid,Industry,2039,84.4770
Thermal generation,Electricity grid,2039,592.5310
Thermal generation,Losses,2039,811.1290
Thermal generation,District heating,2039,150.3290
Tidal,Electricity grid,2039,23.4520
UK land based bioenergy,Bio-conversion,2039,217.0100
Wave,Electricity grid,2039,39.0130
Wind,Electricity grid,2039,361.3660
Agricultural 'waste',Bio-conversion,2040,218.7290
Bio-conversion,Liquid,2040,88.5970
Bio-conversion,Losses,2040,123.8620
Bio-conversion,Solid,2040,349.3220
Bio-conversion,Gas,2040,90.1440
Biofuel imports,Liquid,2040,52.0000
Biomass imports,Solid,2040,61.0000
Coal imports,Coal,2040,84.6060
Coal reserves,Coal,2040,105.9650
Coal,Solid,2040,91.5710
District heating,Industry,2040,29.6390
District heating,Heating and cooling - commercial,2040,96.5050
District heating,Heating and cooling - homes,2040,105.1840
Electricity grid,Over generation / exports,2040,146.4530
Electricity grid,Heating and cooling - homes,2040,199.7260
Electricity grid,H2 conversion,2040,80.1400
Electricity grid,Industry,2040,347.1650
Electricity grid,Road transport,2040,44.7970
Electricity grid,Agriculture,2040,68.4120
Electricity grid,Heating and cooling - commercial,2040,54.8580
Electricity grid,Losses,2040,155.6910
Electricity grid,Rail transport,2040,99.8630
Electricity grid,Lighting & appliances - commercial,2040,129.0080
Electricity grid,Lighting & appliances - homes,2040,169.4940
Gas imports,Ngas,2040,83.7190
Gas reserves,Ngas,2040,152.2330
Gas,Heating and cooling - commercial,2040,85.1290
Gas,Losses,2040,77.4010
Gas,Thermal generation,2040,225.8910
Gas,Agriculture,2040,29.0960
Gas,Industry,2040,115.5800
Geothermal,Electricity grid,2040,33.0130
H2 conversion,H2,2040,105.8970
H2 conversion,Losses,2040,11.2420
H2,Road transport,2040,113.8970
Hydro,Electricity grid,2040,52.9950
Liquid,Industry,2040,128.0660
Liquid,International shipping,2040,199.6900
Liquid,Road transport,2040,177.8350
Liquid,Domestic aviation,2040,23.4580
Liquid,International aviation,2040,288.2670
Liquid,Agriculture,2040,57.6400
Liquid,National navigation,2040,83.2180
Liquid,Rail transport,2040,78.4130
Marine algae,Bio-conversion,2040,98.3750
Ngas,Gas,2040,158.9520
Nuclear,Thermal generation,2040,881.9780
Oil imports,Oil,2040,563.2870
Oil reserves,Oil,2040,132.7030
Oil,Liquid,2040,657.9900
Other waste,Solid,2040,142.5870
Other waste,Bio-conversion,2040,161.8100
Pumped heat,Heating and cooling - homes,2040,242.0260
Pumped heat,Heating and cooling - commercial,2040,155.6720
Solar PV,Electricity grid,2040,150.9010
Solar Thermal,Heating and cooling - homes,2040,29.2630
Solar,Solar Thermal,2040,45.2630
Solar,Solar PV,2040,139.9010
Solid,Agriculture,2040,23.8820
Solid,Thermal generation,2040,478.1200
Solid,Industry,2040,73.4770
Thermal generation,Electricity grid,2040,569.5310
Thermal generation,Losses,2040,809.1290
Thermal generation,District heating,2040,103.3290
Tidal,Electricity grid,2040,42.4520
UK land based bioenergy,Bio-conversion,2040,254.0100
Wave,Electricity grid,2040,115.0130
Wind,Electricity grid,2040,362.3660
Agricultural 'waste',Bio-conversion,2041,214.7290
Bio-conversion,Liquid,2041,72.5970
Bio-conversion,Losses,2041,94.8620
Bio-conversion,Solid,2041,307.3220
Bio-conversion,Gas,2041,179.1440
Biofuel imports,Liquid,2041,121.0000
Biomass imports,Solid,2041,43.0000
Coal imports,Coal,2041,77.6060
Coal reserves,Coal,2041,150.9650
Coal,Solid,2041,86.5710
District heating,Industry,2041,89.6390
District heating,Heating and cooling - commercial,2041,104.5050
District heating,Heating and cooling - homes,2041,120.1840
Electricity grid,Over generation / exports,2041,105.4530
Electricity grid,Heating and cooling - homes,2041,170.7260
Electricity grid,H2 conversion,2041,90.1400
Electricity grid,Industry,2041,398.1650
Electricity grid,Road transport,2041,72.7970
Electricity grid,Agriculture,2041,49.4120
Electricity grid,Heating and cooling - commercial,2041,110.8580
Electricity grid,Losses,2041,133.6910
Electricity grid,Rail transport,2041,88.8630
Electricity grid,Lighting & appliances - commercial,2041,110.0080
Electricity grid,Lighting & appliances - homes,2041,151.4940
Gas imports,Ngas,2041,80.7190
Gas reserves,Ngas,2041,167.2330
Gas,Heating and cooling - commercial,2041,99.1290
Gas,Losses,2041,21.4010
Gas,Thermal generation,2041,172.8910
Gas,Agriculture,2041,80.0960
Gas,Industry,2041,63.5800
Geothermal,Electricity grid,2041,78.0130
H2 conversion,H2,2041,50.8970
H2 conversion,Losses,2041,27.2420
H2,Road transport,2041,108.8970
Hydro,Electricity grid,2041,19.9950
Liquid,Industry,2041,132.0660
Liquid,International shipping,2041,213.6900
Liquid,Road transport,2041,181.8350
Liquid,Domestic aviation,2041,16.4580
Liquid,International aviation,2041,209.2670
Liquid,Agriculture,2041,19.6400
Liquid,National navigation,2041,110.2180
Liquid,Rail transport,2041,68.4130
Marine algae,Bio-conversion,2041,81.3750
Ngas,Gas,2041,190.9520
Nuclear,Thermal generation,2041,868.9780
Oil imports,Oil,2041,569.2870
Oil reserves,Oil,2041,182.7030
Oil,Liquid,2041,652.9900
Other waste,Solid,2041,131.5870
Other waste,Bio-conversion,2041,95.8100
Pumped heat,Heating and cooling - homes,2041,276.0260
Pumped heat,Heating and cooling - commercial,2041,157.6720
Solar PV,Electricity grid,2041,111.9010
Solar Thermal,Heating and cooling - homes,2041,63.2630
Solar,Solar Thermal,2041,61.2630
Solar,Solar PV,2041,113.9010
Solid,Agriculture,2041,22.8820
Solid,Thermal generation,2041,408.1200
Solid,Industry,2041,80.4770
Thermal generation,Electricity grid,2041,599.5310
Thermal generation,Losses,2041,859.1290
Thermal generation,District heating,2041,87.3290
Tidal,Electricity grid,2041,92.4520
UK land based bioenergy,Bio-conversion,2041,249.0100
Wave,Electricity grid,2041,24.0130
Wind,Electricity grid,2041,348.3660
Agricultural 'waste',Bio-conversion,2042,193.7290
Bio-conversion,Liquid,2042,5.5970
Bio-conversion,Losses,2042,106.8620
Bio-conversion,Solid,2042,280.3220
Bio-conversion,Gas,2042,86.1440
Biofuel imports,Liquid,2042,44.0000
Biomass imports,Solid,2042,46.0000
Coal imports,Coal,2042,57.6060
Coal reserves,Coal,2042,107.9650
Coal,Solid,2042,135.5710
District heating,Industry,2042,85.6390
District heating,Heating and cooling - commercial,2042,82.5050
District heating,Heating and cooling - homes,2042,131.1840
Electricity grid,Over generation / exports,2042,182.4530
Electricity grid,Heating and cooling - homes,2042,194.7260
Electricity grid,H2 conversion,2042,49.1400
Electricity grid,Industry,2042,424.1650
Electricity grid,Road transport,2042,49.7970
Electricity grid,Agriculture,2042,87.4120
Electricity grid,Heating and cooling - commercial,2042,74.8580
Electricity grid,Losses,2042,121.6910
Electricity grid,Rail transport,2042,88.8630
Electricity grid,Lighting & appliances - commercial,2042,157.0080
Electricity grid,Lighting & appliances - homes,2042,132.4940
Gas imports,Ngas,2042,123.7190
Gas reserves,Ngas,2042,181.2330
Gas,Heating and cooling - commercial,2042,81.1290
Gas,Losses,2042,70.4010
Gas,Thermal generation,2042,179.8910
Gas,Agriculture,2042,90.0960
Gas,Industry,2042,128.5800
Geothermal,Electricity grid,2042,90.0130
H2 conversion,H2,2042,99.8970
H2 conversion,Losses,2042,30.2420
H2,Road transport,2042,83.8970
Hydro,Electricity grid,2042,29.9950
Liquid,Industry,2042,197.0660
Liquid,International shipping,2042,212.6900
Liquid,Road transport,2042,226.8350
Liquid,Domestic aviation,2042,38.4580
Liquid,International aviation,2042,277.2670
Liquid,Agriculture,2042,44.6400
Liquid,National navigation,2042,59.2180
Liquid,Rail transport,2042,85.4130
Marine algae,Bio-conversion,2042,33.3750
Ngas,Gas,2042,148.9520
Nuclear,Thermal generation,2042,850.9780
Oil imports,Oil,2042,526.2870
Oil reserves,Oil,2042,187.7030
Oil,Liquid,2042,665.9900
Other waste,Solid,2042,133.5870
Other waste,Bio-conversion,2042,88.8100
Pumped heat,Heating and cooling - homes,2042,243.0260
Pumped heat,Heating and cooling - commercial,2042,152.6720
Solar PV,Electricity grid,2042,114.9010
Solar Thermal,Heating and cooling - homes,2042,78.2630
Solar,Solar Thermal,2042,22.2630
Solar,Solar PV,2042,141.9010
Solid,Agriculture,2042,58.8820
Solid,Thermal generation,2042,440.1200
Solid,Industry,2042,140.4770
Thermal generation,Electricity grid,2042,528.5310
Thermal generation,Losses,2042,886.1290
Thermal generation,District heating,2042,101.3290
Tidal,Electricity grid,2042,100.4520
UK land based bioenergy,Bio-conversion,2042,194.0100
Wave,Electricity grid,2042,66.0130
Wind,Electricity grid,2042,340.3660
Agricultural 'waste',Bio-conversion,2043,133.7290
Bio-conversion,Liquid,2043,66.5970
Bio-conversion,Losses,2043,46.8620
Bio-conversion,Solid,2043,343.3220
Bio-conversion,Gas,2043,92.1440
Biofuel imports,Liquid,2043,79.0000
Biomass imports,Solid,2043,109.0000
Coal imports,Coal,2043,54.6060
Coal reserves,Coal,2043,101.9650
Coal,Solid,2043,163.5710
District heating,Industry,2043,27.6390
District heating,Heating and cooling - commercial,2043,52.5050
District heating,Heating and cooling - homes,2043,98.1840
Electricity grid,Over generation / exports,2043,107.4530
Electricity grid,Heating and cooling - homes,2043,200.7260
Electricity grid,H2 conversion,2043,31.1400
Electricity grid,Industry,2043,361.1650
Electricity grid,Road transport,2043,106.7970
Electricity grid,Agriculture,2043,87.4120
Electricity grid,Heating and cooling - commercial,2043,79.8580
Electricity grid,Losses,2043,112.6910
Electricity grid,Rail transport,2043,84.8630
Electricity grid,Lighting & appliances - commercial,2043,152.0080
Electricity grid,Lighting & appliances - homes,2043,95.4940
Gas imports,Ngas,2043,65.7190
Gas reserves,Ngas,2043,101.2330
Gas,Heating and cooling - commercial,2043,50.1290
Gas,Losses,2043,37.4010
Gas,Thermal generation,2043,165.8910
Gas,Agriculture,2043,75.0960
Gas,Industry,2043,111.5800
Geothermal,Electricity grid,2043,95.0130
H2 conversion,H2,2043,34.8970
H2 conversion,Losses,2043,81.2420
H2,Road transport,2043,57.8970
Hydro,Electricity grid,2043,87.9950
Liquid,Industry,2043,174.0660
Liquid,International shipping,2043,158.6900
Liquid,Road transport,2043,226.8350
Liquid,Domestic aviation,2043,27.4580
Liquid,International aviation,2043,249.2670
Liquid,Agriculture,2043,63.6400
Liquid,National navigation,2043,52.2180
Liquid,Rail transport,2043,91.4130
Marine algae,Bio-conversion,2043,6.3750
Ngas,Gas,2043,175.9520
Nuclear,Thermal generation,2043,857.9780
Oil imports,Oil,2043,511.2870
Oil reserves,Oil,2043,137.7030
Oil,Liquid,2043,685.9900
Other waste,Solid,2043,148.5870
Other waste,Bio-conversion,2043,122.8100
Pumped heat,Heating and cooling - homes,2043,256.0260
Pumped heat,Heating and cooling - commercial,2043,150.6720
Solar PV,Electricity grid,2043,129.9010
Solar Thermal,Heating and cooling - homes,2043,66.2630
Solar,Solar Thermal,2043,67.2630
Solar,Solar PV,2043,92.9010
Solid,Agriculture,2043,99.8820
Solid,Thermal generation,2043,497.1200
Solid,Industry,2043,56.4770
Thermal generation,Electricity grid,2043,553.5310
Thermal generation,Losses,2043,874.1290
Thermal generation,District heating,2043,96.3290
Tidal,Electricity grid,2043,85.4520
UK land based bioenergy,Bio-conversion,2043,226.0100
Wave,Electricity grid,2043,65.0130
Wind,Electricity grid,2043,329.3660
Agricultural 'waste',Bio-conversion,2044,190.7290
Bio-conversion,Liquid,2044,67.5970
Bio-conversion,Losses,2044,68.8620
Bio-conversion,Solid,2044,322.3220
Bio-conversion,Gas,2044,161.1440
Biofuel imports,Liquid,2044,121.0000
Biomass imports,Solid,2044,88.0000
Coal imports,Coal,2044,82.6060
Coal reserves,Coal,2044,103.9650
Coal,Solid,2044,118.5710
District heating,Industry,2044,20.6390
District heating,Heating and cooling - commercial,2044,39.5050
District heating,Heating and cooling - homes,2044,76.1840
Electricity grid,Over generation / exports,2044,155.4530
Electricity grid,Heating and cooling - homes,2044,184.7260
Electricity grid,H2 conversion,2044,110.1400
Electricity grid,Industry,2044,382.1650
Electricity grid,Road transport,2044,37.7970
Electricity grid,Agriculture,2044,56.4120
Electricity grid,Heating and cooling - commercial,2044,47.8580
Electricity grid,Losses,2044,132.6910
Electricity grid,Rail transport,2044,47.8630
Electricity grid,Lighting & appliances - commercial,2044,121.0080
Electricity grid,Lighting & appliances - homes,2044,135.4940
Gas imports,Ngas,2044,75.7190
Gas reserves,Ngas,2044,92.2330
Gas,Heating and cooling - commercial,2044,24.1290
Gas,Losses,2044,84.4010
Gas,Thermal generation,2044,190.8910
Gas,Agriculture,2044,47.0960
