country,time,ilevels3_wb
irl,1993,High income
irl,1994,High income
irl,1995,High income
irl,1996,High income
irl,1997,High income
irl,1998,High income
irl,1999,High income
irl,2000,High income
irl,2001,High income
irl,2002,High income
irl,2003,High income
irl,2004,High income
irl,2005,High income
irl,2006,High income
irl,2007,High income
irl,2008,High income
irl,2009,High income
irl,2010,High income
irl,2011,High income
irl,2012,High income
irl,2013,High income
irl,2014,High income
irl,2015,High income
irl,2016,High income
irl,2017,High income
irl,2018,High income
irl,2019,High income
irl,2020,High income
irn,1987,Middle income
irn,1988,Middle income
irn,1989,Middle income
irn,1990,Middle income
irn,1991,Middle income
irn,1992,Middle income
irn,1993,Middle income
irn,1994,Middle income
irn,1995,Middle income
irn,1996,Middle income
irn,1997,Middle income
irn,1998,Middle income
irn,1999,Middle income
irn,2000,Middle income
irn,2001,Middle income
irn,2002,Middle income
irn,2003,Middle income
irn,2004,Middle income
irn,2005,Middle income
irn,2006,Middle income
irn,2007,Middle income
irn,2008,Middle income
irn,2009,Middle income
irn,2010,Middle income
irn,2011,Middle income
irn,2012,Middle income
irn,2013,Middle income
irn,2014,Middle income
irn,2015,Middle income
irn,2016,Middle income
irn,2017,Middle income
irn,2018,Middle income
irn,2019,Middle income
irn,2020,Middle income
irq,1987,Middle income
irq,1988,Middle income
irq,1989,Middle income
irq,1990,Middle income
irq,1991,Middle income
irq,1992,Middle income
irq,1993,Middle income
irq,1994,Middle income
irq,1995,Middle income
irq,1996,Middle income
irq,1997,Middle income
irq,1998,Middle income
irq,1999,Middle income
irq,2000,Middle income
irq,2001,Middle income
irq,2002,Middle income
irq,2003,Middle income
irq,2004,Middle income
irq,2005,Middle income
irq,2006,Middle income
irq,2007,Middle income
irq,2008,Middle income
irq,2009,Middle income
irq,2010,Middle income
irq,2011,Middle income
irq,2012,Middle income
irq,2013,Middle income
irq,2014,Middle income
irq,2015,Middle income
irq,2016,Middle income
irq,2017,Middle income
irq,2018,Middle income
irq,2019,Middle income
irq,2020,Middle income
isl,1987,High income
isl,1988,High income
isl,1989,High income
isl,1990,High income
isl,1991,High income
isl,1992,High income
isl,1993,High income
isl,1994,High income
isl,1995,High income
isl,1996,High income
isl,1997,High income
isl,1998,High income
isl,1999,High income
isl,2000,High income
isl,2001,High income
isl,2002,High income
isl,2003,High income
isl,2004,High income
isl,2005,High income
isl,2006,High income
isl,2007,High income
isl,2008,High income
isl,2009,High income
isl,2010,High income
isl,2011,High income
isl,2012,High income
isl,2013,High income
isl,2014,High income
isl,2015,High income
isl,2016,High income
isl,2017,High income
isl,2018,High income
isl,2019,High income
isl,2020,High income
isr,1987,High income
isr,1988,High income
isr,1989,High income
isr,1990,High income
isr,1991,High income
isr,1992,High income
isr,1993,High income
isr,1994,High income
isr,1995,High income
isr,1996,High income
isr,1997,High income
isr,1998,High income
isr,1999,High income
isr,2000,High income
isr,2001,High income
isr,2002,High income
isr,2003,High income
isr,2004,High income
isr,2005,High income
isr,2006,High income
isr,2007,High income
isr,2008,High income
isr,2009,High income
isr,2010,High income
isr,2011,High income
isr,2012,High income
isr,2013,High income
isr,2014,High income
isr,2015,High income
isr,2016,High income
isr,2017,High income
isr,2018,High income
isr,2019,High income
isr,2020,High income
ita,1987,High income
ita,1988,High income
ita,1989,High income
ita,1990,High income
ita,1991,High income
ita,1992,High income
ita,1993,High income
ita,1994,High income
ita,1995,High income
ita,1996,High income
ita,1997,High income
ita,1998,High income
ita,1999,High income
ita,2000,High income
ita,2001,High income
ita,2002,High income
ita,2003,High income
ita,2004,High income
ita,2005,High income
ita,2006,High income
ita,2007,High income
ita,2008,High income
ita,2009,High income
ita,2010,High income
ita,2011,High income
ita,2012,High income
ita,2013,High income
ita,2014,High income
ita,2015,High income
ita,2016,High income
ita,2017,High income
ita,2018,High income
ita,2019,High income
ita,2020,High income
jam,1987,Middle income
jam,1988,Middle income
jam,1989,Middle income
jam,1990,Middle income
jam,1991,Middle income
jam,1992,Middle income
jam,1993,Middle income
jam,1994,Middle income
jam,1995,Middle income
jam,1996,Middle income
jam,1997,Middle income
jam,1998,Middle income
jam,1999,Middle income
jam,2000,Middle income
jam,2001,Middle income
jam,2002,Middle income
jam,2003,Middle income
jam,2004,Middle income
jam,2005,Middle income
jam,2006,Middle income
jam,2007,Middle income
jam,2008,Middle income
jam,2009,Middle income
jam,2010,Middle income
jam,2011,Middle income
jam,2012,Middle income
jam,2013,Middle income
jam,2014,Middle income
jam,2015,Middle income
jam,2016,Middle income
jam,2017,Middle income
jam,2018,Middle income
jam,2019,Middle income
jam,2020,Middle income
jor,1987,Middle income
jor,1988,Middle income
jor,1989,Middle income
jor,1990,Middle income
jor,1991,Middle income
jor,1992,Middle income
jor,1993,Middle income
jor,1994,Middle income
jor,1995,Middle income
jor,1996,Middle income
jor,1997,Middle income
jor,1998,Middle income
jor,1999,Middle income
jor,2000,Middle income
jor,2001,Middle income
jor,2002,Middle income
jor,2003,Middle income
jor,2004,Middle income
jor,2005,Middle income
jor,2006,Middle income
jor,2007,Middle income
jor,2008,Middle income
jor,2009,Middle income
jor,2010,Middle income
jor,2011,Middle income
jor,2012,Middle income
jor,2013,Middle income
jor,2014,Middle income
jor,2015,Middle income
jor,2016,Middle income
jor,2017,Middle income
jor,2018,Middle income
jor,2019,Middle income
jor,2020,Middle income
jpn,1987,High income
jpn,1988,High income
jpn,1989,High income
jpn,1990,High income
jpn,1991,High income
jpn,1992,High income
jpn,1993,High income
jpn,1994,High income
jpn,1995,High income
jpn,1996,High income
jpn,1997,High income
jpn,1998,High income
jpn,1999,High income
jpn,2000,High income
jpn,2001,High income
jpn,2002,High income
jpn,2003,High income
jpn,2004,High income
jpn,2005,High income
jpn,2006,High income
jpn,2007,High income
jpn,2008,High income
jpn,2009,High income
jpn,2010,High income
jpn,2011,High income
jpn,2012,High income
jpn,2013,High income
jpn,2014,High income
jpn,2015,High income
jpn,2016,High income
jpn,2017,High income
jpn,2018,High income
jpn,2019,High income
jpn,2020,High income
kaz,1987,Middle income
kaz,1988,Middle income
kaz,1989,Middle income
kaz,1990,Middle income
kaz,1991,Middle income
kaz,1992,Middle income
kaz,1993,Middle income
kaz,1994,Middle income
kaz,1995,Middle income
kaz,1996,Middle income
kaz,1997,Middle income
kaz,1998,Middle income
kaz,1999,Middle income
kaz,2000,Middle income
kaz,2001,Middle income
kaz,2002,Middle income
kaz,2003,Middle income
kaz,2004,Middle income
kaz,2005,Middle income
kaz,2006,Middle income
kaz,2007,Middle income
kaz,2008,Middle income
kaz,2009,Middle income
kaz,2010,Middle income
kaz,2011,Middle income
kaz,2012,Middle income
kaz,2013,Middle income
kaz,2014,Middle income
kaz,2015,Middle income
kaz,2016,Middle income
kaz,2017,Middle income
kaz,2018,Middle income
kaz,2019,Middle income
kaz,2020,Middle income
ken,1987,Low income
ken,1988,Low income
ken,1989,Low income
ken,1990,Low income
ken,1991,Low income
ken,1992,Low income
ken,1993,Low income
ken,1994,Low income
ken,1995,Low income
ken,1996,Low income
ken,1997,Low income
ken,1998,Low income
ken,1999,Low income
ken,2000,Low income
ken,2001,Low income
ken,2002,Low income
ken,2003,Low income
ken,2004,Low income
ken,2005,Low income
ken,2006,Low income
ken,2007,Low income
ken,2008,Low income
ken,2009,Low income
ken,2010,Low income
ken,2011,Low income
ken,2012,Low income
ken,2013,Low income
ken,2014,Middle income
ken,2015,Middle income
ken,2016,Middle income
ken,2017,Middle income
ken,2018,Middle income
ken,2019,Middle income
ken,2020,Middle income
kgz,1987,Middle income
kgz,1988,Middle income
kgz,1989,Middle income
kgz,1990,Middle income
kgz,1991,Middle income
kgz,1992,Middle income
kgz,1993,Middle income
kgz,1994,Low income
kgz,1995,Low income
kgz,1996,Low income
kgz,1997,Low income
kgz,1998,Low income
kgz,1999,Low income
kgz,2000,Low income
kgz,2001,Low income
kgz,2002,Low income
kgz,2003,Low income
kgz,2004,Low income
kgz,2005,Low income
kgz,2006,Low income
kgz,2007,Low income
kgz,2008,Low income
kgz,2009,Low income
kgz,2010,Low income
kgz,2011,Low income
kgz,2012,Low income
kgz,2013,Middle income
kgz,2014,Middle income
kgz,2015,Middle income
kgz,2016,Middle income
kgz,2017,Middle income
kgz,2018,Middle income
kgz,2019,Middle income
kgz,2020,Middle income
khm,1987,Low income
khm,1988,Low income
khm,1989,Low income
khm,1990,Low income
khm,1991,Low income
khm,1992,Low income
khm,1993,Low income
khm,1994,Low income
khm,1995,Low income
khm,1996,Low income
khm,1997,Low income
khm,1998,Low income
khm,1999,Low income
khm,2000,Low income
khm,2001,Low income
khm,2002,Low income
khm,2003,Low income
khm,2004,Low income
khm,2005,Low income
khm,2006,Low income
khm,2007,Low income
khm,2008,Low income
khm,2009,Low income
khm,2010,Low income
khm,2011,Low income
khm,2012,Low income
khm,2013,Low income
khm,2014,Low income
khm,2015,Middle income
khm,2016,Middle income
khm,2017,Middle income
khm,2018,Middle income
khm,2019,Middle income
khm,2020,Middle income
kir,1987,Middle income
kir,1988,Middle income
kir,1989,Middle income
kir,1990,Middle income
kir,1991,Middle income
kir,1992,Middle income
kir,1993,Middle income
kir,1994,Middle income
kir,1995,Middle income
kir,1996,Middle income
kir,1997,Middle income
kir,1998,Middle income
kir,1999,Middle income
kir,2000,Middle income
kir,2001,Middle income
kir,2002,Middle income
kir,2003,Middle income
kir,2004,Middle income
kir,2005,Middle income
kir,2006,Middle income
kir,2007,Middle income
kir,2008,Middle income
kir,2009,Middle income
kir,2010,Middle income
kir,2011,Middle income
kir,2012,Middle income
kir,2013,Middle income
kir,2014,Middle income
kir,2015,Middle income
kir,2016,Middle income
kir,2017,Middle income
kir,2018,Middle income
kir,2019,Middle income
kir,2020,Middle income
kna,1987,Middle income
kna,1988,Middle income
kna,1989,Middle income
kna,1990,Middle income
kna,1991,Middle income
kna,1992,Middle income
kna,1993,Middle income
kna,1994,Middle income
kna,1995,Middle income
kna,1996,Middle income
kna,1997,Middle income
kna,1998,Middle income
kna,1999,Middle income
kna,2000,Middle income
kna,2001,Middle income
kna,2002,Middle income
kna,2003,Middle income
kna,2004,Middle income
kna,2005,Middle income
kna,2006,Middle income
kna,2007,Middle income
kna,2008,Middle income
kna,2009,Middle income
kna,2010,Middle income
kna,2011,High income
kna,2012,High income
kna,2013,High income
kna,2014,High income
kna,2015,High income
kna,2016,High income
kna,2017,High income
kna,2018,High income
kna,2019,High income
kna,2020,High income
kor,1987,Middle income
kor,1988,Middle income
kor,1989,Middle income
kor,1990,Middle income
kor,1991,Middle income
kor,1992,Middle income
kor,1993,Middle income
kor,1994,Middle income
kor,1995,High income
kor,1996,High income
kor,1997,High income
kor,1998,Middle income
kor,1999,Middle income
kor,2000,Middle income
kor,2001,High income
kor,2002,High income
kor,2003,High income
kor,2004,High income
kor,2005,High income
kor,2006,High income
kor,2007,High income
kor,2008,High income
kor,2009,High income
kor,2010,High income
kor,2011,High income
kor,2012,High income
kor,2013,High income
kor,2014,High income
kor,2015,High income
kor,2016,High income
kor,2017,High income
kor,2018,High income
kor,2019,High income
kor,2020,High income
kwt,1987,High income
kwt,1988,High income
kwt,1989,High income
kwt,1990,High income
kwt,1991,High income
kwt,1992,High income
kwt,1993,High income
kwt,1994,High income
kwt,1995,High income
kwt,1996,High income
kwt,1997,High income
kwt,1998,High income
kwt,1999,High income
kwt,2000,High income
kwt,2001,High income
kwt,2002,High income
kwt,2003,High income
kwt,2004,High income
kwt,2005,High income
kwt,2006,High income
kwt,2007,High income
kwt,2008,High income
kwt,2009,High income
kwt,2010,High income
kwt,2011,High income
kwt,2012,High income
kwt,2013,High income
kwt,2014,High income
kwt,2015,High income
kwt,2016,High income
kwt,2017,High income
kwt,2018,High income
kwt,2019,High income
kwt,2020,High income
lao,1987,Low income
lao,1988,Low income
lao,1989,Low income
lao,1990,Low income
lao,1991,Low income
lao,1992,Low income
lao,1993,Low income
lao,1994,Low income
lao,1995,Low income
lao,1996,Low income
lao,1997,Low income
lao,1998,Low income
lao,1999,Low income
lao,2000,Low income
lao,2001,Low income
lao,2002,Low income
lao,2003,Low income
lao,2004,Low income
lao,2005,Low income
lao,2006,Low income
lao,2007,Low income
lao,2008,Low income
lao,2009,Low income
lao,2010,Middle income
lao,2011,Middle income
lao,2012,Middle income
lao,2013,Middle income
lao,2014,Middle income
lao,2015,Middle income
lao,2016,Middle income
lao,2017,Middle income
lao,2018,Middle income
lao,2019,Middle income
lao,2020,Middle income
lbn,1987,Middle income
lbn,1988,Middle income
lbn,1989,Middle income
lbn,1990,Middle income
lbn,1991,Middle income
lbn,1992,Middle income
lbn,1993,Middle income
lbn,1994,Middle income
lbn,1995,Middle income
lbn,1996,Middle income
lbn,1997,Middle income
lbn,1998,Middle income
lbn,1999,Middle income
lbn,2000,Middle income
lbn,2001,Middle income
lbn,2002,Middle income
lbn,2003,Middle income
lbn,2004,Middle income
lbn,2005,Middle income
lbn,2006,Middle income
lbn,2007,Middle income
lbn,2008,Middle income
lbn,2009,Middle income
lbn,2010,Middle income
lbn,2011,Middle income
lbn,2012,Middle income
lbn,2013,Middle income
lbn,2014,Middle income
lbn,2015,Middle income
lbn,2016,Middle income
lbn,2017,Middle income
lbn,2018,Middle income
lbn,2019,Middle income
lbn,2020,Middle income
lbr,1987,Low income
lbr,1988,Low income
lbr,1989,Low income
lbr,1990,Low income
lbr,1991,Low income
lbr,1992,Low income
lbr,1993,Low income
lbr,1994,Low income
lbr,1995,Low income
lbr,1996,Low income
lbr,1997,Low income
lbr,1998,Low income
lbr,1999,Low income
lbr,2000,Low income
lbr,2001,Low income
lbr,2002,Low income
lbr,2003,Low income
lbr,2004,Low income
lbr,2005,Low income
lbr,2006,Low income
lbr,2007,Low income
lbr,2008,Low income
lbr,2009,Low income
lbr,2010,Low income
lbr,2011,Low income
lbr,2012,Low income
lbr,2013,Low income
lbr,2014,Low income
lbr,2015,Low income
lbr,2016,Low income
lbr,2017,Low income
lbr,2018,Low income
lbr,2019,Low income
lbr,2020,Low income
lby,1987,Middle income
lby,1988,Middle income
lby,1989,Middle income
lby,1990,Middle income
lby,1991,Middle income
lby,1992,Middle income
lby,1993,Middle income
lby,1994,Middle income
lby,1995,Middle income
lby,1996,Middle income
lby,1997,Middle income
lby,1998,Middle income
lby,1999,Middle income
lby,2000,Middle income
lby,2001,Middle income
lby,2002,Middle income
lby,2003,Middle income
lby,2004,Middle income
lby,2005,Middle income
lby,2006,Middle income
lby,2007,Middle income
lby,2008,Middle income
lby,2009,Middle income
lby,2010,Middle income
lby,2011,Middle income
lby,2012,Middle income
lby,2013,Middle income
lby,2014,Middle income
lby,2015,Middle income
lby,2016,Middle income
lby,2017,Middle income
lby,2018,Middle income
lby,2019,Middle income
lby,2020,Middle income
lca,1987,Middle income
lca,1988,Middle income
lca,1989,Middle income
lca,1990,Middle income
lca,1991,Middle income
lca,1992,Middle income
lca,1993,Middle income
lca,1994,Middle income
lca,1995,Middle income
lca,1996,Middle income
lca,1997,Middle income
lca,1998,Middle income
lca,1999,Middle income
lca,2000,Middle income
lca,2001,Middle income
lca,2002,Middle income
lca,2003,Middle income
lca,2004,Middle income
lca,2005,Middle income
lca,2006,Middle income
lca,2007,Middle income
lca,2008,Middle income
lca,2009,Middle income
lca,2010,Middle income
lca,2011,Middle income
lca,2012,Middle income
lca,2013,Middle income
lca,2014,Middle income
lca,2015,Middle income
lca,2016,Middle income
lca,2017,Middle income
lca,2018,Middle income
lca,2019,Middle income
lca,2020,Middle income
lie,1987,High income
lie,1988,High income
lie,1989,High income
lie,1990,High income
lie,1991,High income
lie,1992,High income
lie,1993,High income
lie,1994,High income
lie,1995,High income
lie,1996,High income
lie,1997,High income
lie,1998,High income
lie,1999,High income
lie,2000,High income
lie,2001,High income
lie,2002,High income
lie,2003,High income
lie,2004,High income
lie,2005,High income
lie,2006,High income
lie,2007,High income
lie,2008,High income
lie,2009,High income
lie,2010,High income
lie,2011,High income
lie,2012,High income
lie,2013,High income
lie,2014,High income
lie,2015,High income
lie,2016,High income
lie,2017,High income
lie,2018,High income
lie,2019,High income
lie,2020,High income
lka,1987,Low income
lka,1988,Low income
lka,1989,Low income
lka,1990,Low income
lka,1991,Low income
lka,1992,Low income
lka,1993,Low income
lka,1994,Low income
lka,1995,Low income
lka,1996,Low income
lka,1997,Middle income
lka,1998,Middle income
lka,1999,Middle income
lka,2000,Middle income
lka,2001,Middle income
lka,2002,Middle income
lka,2003,Middle income
lka,2004,Middle income
lka,2005,Middle income
lka,2006,Middle income
lka,2007,Middle income
lka,2008,Middle income
lka,2009,Middle income
lka,2010,Middle income
lka,2011,Middle income
lka,2012,Middle income
lka,2013,Middle income
lka,2014,Middle income
lka,2015,Middle income
lka,2016,Middle income
lka,2017,Middle income
lka,2018,Middle income
lka,2019,Middle income
lka,2020,Middle income
lso,1987,Low income
lso,1988,Low income
lso,1989,Low income
lso,1990,Low income
lso,1991,Low income
lso,1992,Low income
lso,1993,Low income
lso,1994,Low income
lso,1995,Middle income
lso,1996,Low income
lso,1997,Low income
lso,1998,Low income
lso,1999,Low income
lso,2000,Low income
lso,2001,Low income
lso,2002,Low income
lso,2003,Low income
lso,2004,Low income
lso,2005,Middle income
lso,2006,Middle income
lso,2007,Middle income
lso,2008,Middle income
lso,2009,Middle income
lso,2010,Middle income
lso,2011,Middle income
lso,2012,Middle income
lso,2013,Middle income
lso,2014,Middle income
lso,2015,Middle income
lso,2016,Middle income
lso,2017,Middle income
lso,2018,Middle income
lso,2019,Middle income
lso,2020,Middle income
ltu,1987,Middle income
ltu,1988,Middle income
ltu,1989,Middle income
ltu,1990,Middle income
ltu,1991,Middle income
ltu,1992,Middle income
ltu,1993,Middle income
ltu,1994,Middle income
ltu,1995,Middle income
ltu,1996,Middle income
ltu,1997,Middle income
ltu,1998,Middle income
ltu,1999,Middle income
ltu,2000,Middle income
ltu,2001,Middle income
ltu,2002,Middle income
ltu,2003,Middle income
ltu,2004,Middle income
ltu,2005,Middle income
ltu,2006,Middle income
ltu,2007,Middle income
ltu,2008,Middle income
ltu,2009,Middle income
ltu,2010,Middle income
ltu,2011,Middle income
ltu,2012,High income
ltu,2013,High income
ltu,2014,High income
ltu,2015,High income
ltu,2016,High income
ltu,2017,High income
ltu,2018,High income
ltu,2019,High income
ltu,2020,High income
lux,1987,High income
lux,1988,High income
lux,1989,High income
lux,1990,High income
lux,1991,High income
lux,1992,High income
lux,1993,High income
lux,1994,High income
lux,1995,High income
lux,1996,High income
lux,1997,High income
lux,1998,High income
lux,1999,High income
lux,2000,High income
lux,2001,High income
lux,2002,High income
lux,2003,High income
lux,2004,High income
lux,2005,High income
lux,2006,High income
lux,2007,High income
lux,2008,High income
lux,2009,High income
lux,2010,High income
lux,2011,High income
lux,2012,High income
lux,2013,High income
lux,2014,High income
lux,2015,High income
lux,2016,High income
lux,2017,High income
lux,2018,High income
lux,2019,High income
lux,2020,High income
lva,1987,Middle income
lva,1988,Middle income
lva,1989,Middle income
lva,1990,Middle income
lva,1991,Middle income
lva,1992,Middle income
lva,1993,Middle income
lva,1994,Middle income
lva,1995,Middle income
lva,1996,Middle income
lva,1997,Middle income
lva,1998,Middle income
lva,1999,Middle income
lva,2000,Middle income
lva,2001,Middle income
lva,2002,Middle income
lva,2003,Middle income
lva,2004,Middle income
lva,2005,Middle income
lva,2006,Middle income
lva,2007,Middle income
lva,2008,Middle income
lva,2009,High income
lva,2010,Middle income
lva,2011,Middle income
lva,2012,High income
lva,2013,High income
lva,2014,High income
lva,2015,High income
lva,2016,High income
lva,2017,High income
lva,2018,High income
lva,2019,High income
lva,2020,High income
mar,1987,Middle income
mar,1988,Middle income
mar,1989,Middle income
mar,1990,Middle income
mar,1991,Middle income
mar,1992,Middle income
mar,1993,Middle income
mar,1994,Middle income
mar,1995,Middle income
mar,1996,Middle income
mar,1997,Middle income
mar,1998,Middle income
mar,1999,Middle income
mar,2000,Middle income
mar,2001,Middle income
mar,2002,Middle income
mar,2003,Middle income
mar,2004,Middle income
mar,2005,Middle income
mar,2006,Middle income
mar,2007,Middle income
mar,2008,Middle income
mar,2009,Middle income
mar,2010,Middle income
mar,2011,Middle income
mar,2012,Middle income
mar,2013,Middle income
mar,2014,Middle income
mar,2015,Middle income
mar,2016,Middle income
mar,2017,Middle income
mar,2018,Middle income
mar,2019,Middle income
mar,2020,Middle income
mco,1987,High income
mco,1988,High income
mco,1989,High income
mco,1990,High income
mco,1991,High income
mco,1992,High income
mco,1993,High income
mco,1994,High income
mco,1995,High income
mco,1996,High income
mco,1997,High income
mco,1998,High income
mco,1999,High income
mco,2000,High income
mco,2001,High income
mco,2002,High income
mco,2003,High income
mco,2004,High income
mco,2005,High income
mco,2006,High income
mco,2007,High income
mco,2008,High income
mco,2009,High income
mco,2010,High income
mco,2011,High income
mco,2012,High income
mco,2013,High income
mco,2014,High income
mco,2015,High income
mco,2016,High income
mco,2017,High income
mco,2018,High income
mco,2019,High income
mco,2020,High income
mda,1987,Middle income
mda,1988,Middle income
mda,1989,Middle income
mda,1990,Middle income
mda,1991,Middle income
mda,1992,Middle income
mda,1993,Middle income
mda,1994,Middle income
mda,1995,Middle income
mda,1996,Low income
mda,1997,Low income
mda,1998,Low income
mda,1999,Low income
mda,2000,Low income
mda,2001,Low income
mda,2002,Low income
mda,2003,Low income
mda,2004,Low income
mda,2005,Middle income
mda,2006,Middle income
mda,2007,Middle income
mda,2008,Middle income
mda,2009,Middle income
mda,2010,Middle income
mda,2011,Middle income
mda,2012,Middle income
mda,2013,Middle income
mda,2014,Middle income
mda,2015,Middle income
mda,2016,Middle income
mda,2017,Middle income
mda,2018,Middle income
mda,2019,Middle income
mda,2020,Middle income
mdg,1987,Low income
mdg,1988,Low income
mdg,1989,Low income
mdg,1990,Low income
mdg,1991,Low income
mdg,1992,Low income
mdg,1993,Low income
mdg,1994,Low income
mdg,1995,Low income
mdg,1996,Low income
mdg,1997,Low income
mdg,1998,Low income
mdg,1999,Low income
mdg,2000,Low income
mdg,2001,Low income
mdg,2002,Low income
mdg,2003,Low income
mdg,2004,Low income
mdg,2005,Low income
mdg,2006,Low income
mdg,2007,Low income
mdg,2008,Low income
mdg,2009,Low income
mdg,2010,Low income
mdg,2011,Low income
mdg,2012,Low income
mdg,2013,Low income
mdg,2014,Low income
mdg,2015,Low income
mdg,2016,Low income
mdg,2017,Low income
mdg,2018,Low income
mdg,2019,Low income
mdg,2020,Low income
mdv,1987,Low income
mdv,1988,Low income
mdv,1989,Low income
mdv,1990,Low income
mdv,1991,Low income
mdv,1992,Low income
mdv,1993,Middle income
mdv,1994,Middle income
mdv,1995,Middle income
mdv,1996,Middle income
mdv,1997,Middle income
mdv,1998,Middle income
mdv,1999,Middle income
mdv,2000,Middle income
mdv,2001,Middle income
mdv,2002,Middle income
mdv,2003,Middle income
mdv,2004,Middle income
mdv,2005,Middle income
mdv,2006,Middle income
mdv,2007,Middle income
mdv,2008,Middle income
mdv,2009,Middle income
mdv,2010,Middle income
mdv,2011,Middle income
mdv,2012,Middle income
mdv,2013,Middle income
mdv,2014,Middle income
mdv,2015,Middle income
mdv,2016,Middle income
mdv,2017,Middle income
mdv,2018,Middle income
mdv,2019,Middle income
mdv,2020,Middle income
mex,1987,Middle income
mex,1988,Middle income
mex,1989,Middle income
mex,1990,Middle income
mex,1991,Middle income
mex,1992,Middle income
mex,1993,Middle income
mex,1994,Middle income
mex,1995,Middle income
mex,1996,Middle income
mex,1997,Middle income
mex,1998,Middle income
mex,1999,Middle income
mex,2000,Middle income
mex,2001,Middle income
mex,2002,Middle income
mex,2003,Middle income
mex,2004,Middle income
mex,2005,Middle income
mex,2006,Middle income
mex,2007,Middle income
mex,2008,Middle income
mex,2009,Middle income
mex,2010,Middle income
mex,2011,Middle income
mex,2012,Middle income
mex,2013,Middle income
mex,2014,Middle income
mex,2015,Middle income
mex,2016,Middle income
mex,2017,Middle income
mex,2018,Middle income
mex,2019,Middle income
mex,2020,Middle income
mhl,1987,Middle income
mhl,1988,Middle income
mhl,1989,Middle income
mhl,1990,Middle income
mhl,1991,Middle income
mhl,1992,Middle income
mhl,1993,Middle income
mhl,1994,Middle income
mhl,1995,Middle income
mhl,1996,Middle income
mhl,1997,Middle income
mhl,1998,Middle income
mhl,1999,Middle income
mhl,2000,Middle income
mhl,2001,Middle income
mhl,2002,Middle income
mhl,2003,Middle income
mhl,2004,Middle income
mhl,2005,Middle income
mhl,2006,Middle income
mhl,2007,Middle income
mhl,2008,Middle income
mhl,2009,Middle income
mhl,2010,Middle income
mhl,2011,Middle income
mhl,2012,Middle income
mhl,2013,Middle income
mhl,2014,Middle income
mhl,2015,Middle income
mhl,2016,Middle income
mhl,2017,Middle income
mhl,2018,Middle income
mhl,2019,Middle income
mhl,2020,Middle income
mkd,1987,Middle income
mkd,1988,Middle income
mkd,1989,Middle income
mkd,1990,Middle income
mkd,1991,Middle income
mkd,1992,Middle income
mkd,1993,Middle income
mkd,1994,Middle income
mkd,1995,Middle income
mkd,1996,Middle income
mkd,1997,Middle income
mkd,1998,Middle income
mkd,1999,Middle income
mkd,2000,Middle income
mkd,2001,Middle income
mkd,2002,Middle income
mkd,2003,Middle income
mkd,2004,Middle income
mkd,2005,Middle income
mkd,2006,Middle income
mkd,2007,Middle income
mkd,2008,Middle income
mkd,2009,Middle income
mkd,2010,Middle income
mkd,2011,Middle income
mkd,2012,Middle income
mkd,2013,Middle income
mkd,2014,Middle income
mkd,2015,Middle income
mkd,2016,Middle income
mkd,2017,Middle income
mkd,2018,Middle income
mkd,2019,Middle income
mkd,2020,Middle income
mli,1987,Low income
mli,1988,Low income
mli,1989,Low income
mli,1990,Low income
mli,1991,Low income
mli,1992,Low income
mli,1993,Low income
mli,1994,Low income
mli,1995,Low income
mli,1996,Low income
mli,1997,Low income
mli,1998,Low income
mli,1999,Low income
mli,2000,Low income
mli,2001,Low income
mli,2002,Low income
mli,2003,Low income
mli,2004,Low income
mli,2005,Low income
mli,2006,Low income
mli,2007,Low income
mli,2008,Low income
mli,2009,Low income
mli,2010,Low income
mli,2011,Low income
mli,2012,Low income
mli,2013,Low income
mli,2014,Low income
mli,2015,Low income
mli,2016,Low income
mli,2017,Low income
mli,2018,Low income
mli,2019,Low income
mli,2020,Low income
mlt,1987,Middle income
mlt,1988,Middle income
mlt,1989,High income
mlt,1990,Middle income
mlt,1991,Middle income
mlt,1992,Middle income
mlt,1993,Middle income
mlt,1994,Middle income
mlt,1995,Middle income
mlt,1996,Middle income
mlt,1997,Middle income
mlt,1998,High income
mlt,1999,Middle income
mlt,2000,High income
mlt,2001,Middle income
mlt,2002,High income
mlt,2003,High income
mlt,2004,High income
mlt,2005,High income
mlt,2006,High income
mlt,2007,High income
mlt,2008,High income
mlt,2009,High income
mlt,2010,High income
mlt,2011,High income
mlt,2012,High income
mlt,2013,High income
mlt,2014,High income
mlt,2015,High income
mlt,2016,High income
mlt,2017,High income
mlt,2018,High income
mlt,2019,High income
mlt,2020,High income
mmr,1987,Low income
mmr,1988,Low income
mmr,1989,Low income
mmr,1990,Low income
mmr,1991,Low income
mmr,1992,Low income
mmr,1993,Low income
mmr,1994,Low income
mmr,1995,Low income
mmr,1996,Low income
mmr,1997,Low income
mmr,1998,Low income
mmr,1999,Low income
mmr,2000,Low income
mmr,2001,Low income
mmr,2002,Low income
mmr,2003,Low income
mmr,2004,Low income
mmr,2005,Low income
mmr,2006,Low income
mmr,2007,Low income
mmr,2008,Low income
mmr,2009,Low income
mmr,2010,Low income
mmr,2011,Low income
mmr,2012,Low income
mmr,2013,Low income
mmr,2014,Middle income
mmr,2015,Middle income
mmr,2016,Middle income
mmr,2017,Middle income
mmr,2018,Middle income
mmr,2019,Middle income
mmr,2020,Middle income
mne,1987,Middle income
mne,1988,Middle income
mne,1989,Middle income
